"","sexstudytime","sexromantic","sexDalc","schoolage","schoolstudytime","schoolabsences","school0","agehigher","ageromantic","age0","Meduschool","Medureason","Meduhigher","Medu0","FeduMedu","reasonstudytime","reason0","guardianage","guardianfailures","guardianabsences","studytimehigher","studytimeG1","studytime0","failuresage","failureshigher","failuresG3","failures0","higher0","romantic0","gooutDalc","Dalcabsences","Dalc0","absencesage","absences0","G1higher","G1G2","G1G3","G10","G20","G3G2","G30","lp__"
"1",-0.163569258315142,-0.506027690432372,0.283239629699692,0.033852081136514,-0.0231361498022115,-0.584513731931582,0.551847137390255,-0.338574389578743,0.147822577391084,2.71886702782028,-0.665272696655187,0.0606109273750473,0.428552663609884,0.249792031156806,0.269439586557928,0.0313016384810466,0.556326618463946,0.0280813593062507,0.210476158108873,0.380629654831292,0.812979758674313,0.0791064882425309,0.668172306485273,0.0321629441161228,-0.230259806902321,-0.666571475688967,-0.153366006514935,2.13210680626517,-2.82162534012353,0.108647288214034,0.22770540965811,-0.0987256274805843,0.00159345523101487,0.533062178166003,0.378162802969105,0.0641173916013455,0.726875988598697,2.2683813229265,1.44551049198562,0.27872870972924,-4.92269759969128,63125.7445793822
"2",-0.240418503640141,-0.42681119641603,0.324047227894419,0.0301544459191515,-0.204552237763967,-0.592825838694527,0.0747540691176208,-0.282290928044917,0.15679174992333,2.6958500055406,-0.437050375865358,0.120104707901712,0.738763398894586,0.26216721049759,0.267955771913621,0.0706712866112996,0.507731748233945,0.0362548976570952,0.122376053212653,0.431546146296821,1.00941004750174,0.0598068522780564,0.71357284464497,0.0152894950526327,-0.254268366407718,-0.469809933432823,-0.0272047958531838,2.01961812097201,-3.06154718677716,0.107763579747957,0.135883174802416,-0.124774931824428,0.00240189898514355,0.573376956257518,0.251124514532237,0.0695378776729163,0.803325287250258,2.28152298522696,1.42965492865215,0.229754620300866,-5.95129469913978,63121.8732843274
"3",-0.272713191504799,-0.449284575896308,0.304849637338174,0.0354501934542583,-0.189375054042998,-0.587456660681101,0.0959992469023076,-0.215614061988705,0.0956443051105398,2.7023450291873,-0.426295758401488,0.0573256604567396,0.643493971725264,0.286046237013134,0.261155811424597,0.00780105846749182,0.69181977208919,0.0269919939250803,0.193257219120648,0.369411706208229,0.909066082525281,0.0506411764134107,0.878262824848169,0.0363598863678131,-0.330550285806085,-0.472244524496612,-0.0924201621476322,-0.104375920261577,-1.98019294229957,0.126862498554442,0.211976260848089,-0.122108107364219,0.00258584703467524,0.565286615793359,0.367524747714936,0.059657649481317,0.770907723381366,2.30432703920594,1.49994125254147,0.288845397519626,-5.67957575267539,63125.6161275746
"4",-0.276046189011639,-0.437930084533978,0.305092112462871,0.0433160094194544,-0.151224721953451,-0.592820456191672,0.0738057229234995,-0.24670615359482,0.0923270329774454,2.70296700679931,-0.410133750058178,0.0375441687888092,0.558126380547355,0.266481466481009,0.260096921558762,-0.00918517783499439,0.646173901186387,0.0238913239862489,0.182755363814993,0.395056832864431,0.875058036513297,0.0620293594628655,0.832286352092383,0.0391215357450985,-0.205221247200405,-0.405817499218085,-0.135963528518677,0.0840803056220414,-1.89844425357861,0.109861197324012,0.206741260783298,-0.133904675418276,0.00143350482276104,0.545415731557243,0.408114369325481,0.0586636550391529,0.747178976221499,2.30468231768529,1.50726569944819,0.285673870592335,-5.55423164469708,63130.5903060201
"5",-0.218412755102537,-0.605960377946903,0.28867610416537,0.0273648168194151,-0.157150052813354,-0.610991792400775,0.268667387655835,-0.354287499167494,0.147679498160915,2.76878973766354,-0.482817403656087,0.0689610674893384,0.68644204299485,0.404995603959286,0.212622211608769,-0.001295276188807,0.568136703894622,0.0163561417961283,0.221282917042156,0.371135404160534,1.14750219887379,0.0621644204945734,0.77570905062633,0.012331484957094,-0.0456482552415354,-0.646918444307578,-0.153090276266606,1.87732438446359,-2.7651285054259,0.181196137318284,0.150410354959325,-0.298315890402668,0.00157163022065807,0.678697357185482,0.346243824783507,0.0580941222630294,0.83015555375059,2.30415480215317,1.46695721192554,0.334001013777753,-6.11109999706296,63123.7008023389
"6",-0.315326062666309,-0.297641109369168,0.391382495420401,0.0290984874906298,-0.140707125888234,-0.535076481980588,0.13230442382507,-0.423884439986856,0.223827823469344,2.68467208246522,-0.462220408678808,0.0756416702482707,0.715054532571152,0.27623620162624,0.270753018106842,0.0155044089550929,0.582645302002375,0.0378717341332505,0.229340651114966,0.365936961010036,1.22779852632243,0.0860052753842495,0.768150742779436,0.023069075820637,0.0160003955279675,-0.340304843010838,-0.208987808442419,1.86981498234955,-4.17304058154108,0.115214853568466,0.193544298186715,-0.19174051163887,0.00391711984174552,0.594504327997845,0.409493334461047,0.0695635557208021,0.761273944193185,2.23574061799095,1.46439459795775,0.191694375108822,-5.66532837118778,63126.4978053741
"7",-0.157273530768811,-0.699184001291397,0.22421292586423,0.0342214641027206,-0.170920190993335,-0.626302397347003,0.09931472537619,-0.12056774126153,0.0593163327663635,2.7277847944837,-0.488025249681219,0.0561538594382212,0.494830092759863,0.355367888429891,0.247365625867266,0.0445910730010357,0.613704011917154,0.0275155858273627,0.119091277808185,0.435430694937085,0.511391352866131,0.0825869400579752,0.694782309122118,0.0246466007772694,-0.344444017068637,-0.746856939191244,0.0257473508617119,0.069108473603924,-1.19068875188787,0.122135818868707,0.167637815357376,-0.122063773512667,-0.000374644970173338,0.538298563465595,0.302255752644294,0.0659578594420022,0.801099676322858,2.25498502812744,1.39317352892662,0.301558529017622,-5.49940087979077,63128.4038317246
"8",-0.207880510384983,-0.44640861526105,0.268946052932526,0.00498073265093425,-0.041660669313473,-0.59335347386066,0.0553193258806549,-0.300787222478575,0.182637346173933,2.72022286946129,-0.463566274607283,0.0599453342826627,0.617945122485264,0.401853345515865,0.226649426894366,0.0352717790483355,0.626993585640185,0.0362245957318089,0.198035285375844,0.383251867871797,1.04334528827363,0.0755526506712356,0.709941226246988,0.0185594756440767,-0.304384249091439,-0.812082037871463,-0.148901325553491,2.30691491006051,-3.43521903480008,0.11032521653674,0.180877695201599,-0.0512451506787143,-0.000786689472528804,0.609156565997394,0.281624396426031,0.0685325253073408,0.761235935718741,2.26839466420869,1.42570186028288,0.230134780764439,-5.11369591346918,63137.9550522871
"9",-0.223106056590442,-0.264604857943662,0.233106657688504,0.0383027148181554,-0.145070823525606,-0.608987351102409,0.0716865977669034,-0.307973258245669,0.160923328926661,2.72528509003352,-0.464760942336154,0.0546196308573203,0.493114292851814,0.341248866238464,0.248473399184366,0.0532550374851957,0.666030679618612,0.0261282744122692,0.201428799930972,0.383106159405735,0.918244913773857,0.0687549505460858,0.674733250678927,0.0269828299999504,-0.244096943442697,-0.565979083170597,-0.127325533272841,2.32512966520158,-3.16055898129405,0.143627443185615,0.182428830315493,-0.154300539763983,-0.00023516408817745,0.596082221639871,0.328489137446323,0.0693212680088727,0.864097440920745,2.29615792761284,1.38586202672496,0.274443630037004,-6.36962632169524,63139.5682451535
"10",-0.18262996790623,-0.55533943158872,0.32453553342505,0.00524983778738991,-0.149880325430061,-0.540778467096337,-0.171246029853877,-0.286702425540276,0.123867674370981,2.68344618097421,-0.369622477961853,0.0434001371713258,0.879712001635505,0.317674149785038,0.261364198408789,0.0496254185464643,0.69715068720899,0.0416290914090513,0.1441387474078,0.430385779124127,0.829073303298338,0.0879681324830323,0.671173302229946,0.0258310907640846,-0.225459996298111,-0.47823594456352,-0.0368336684849323,1.15406090843622,-2.40673980731915,0.153591127455283,0.180700760620531,-0.280228318173342,0.00135407130820365,0.482410418023774,0.352817607361677,0.0664464034145918,0.806352529908916,2.25925570916161,1.4653113865347,0.229408849176209,-6.09014170385758,63128.7326868434
