"","sexrace","sexp","sexd","racey","race0","agey","age0","prace","page","pj","py","p0","jrace","jy","j0","dp","dy","d0","y0","lp__"
"1",-0.315381813541562,0.403622675828378,-0.0878088014698952,-0.153349454408283,-0.201346410946993,0.149268650361284,-0.227106260964225,-0.0655586886979996,-0.0658948501200531,0.120361355821913,0.0575264451260156,1.85501232301037,-0.35559318449698,0.0698636772534669,-3.43755261870755,-0.125044293908728,-1.55337573017157,2.14806376322793,12.8184605784243,56785.8348891279
"2",-0.273623977022007,0.391437141642673,-0.0776930609541415,-0.259993509468222,-0.154968876607195,0.192288301848349,-0.247510022475858,-0.070783283900117,-0.0680203403279726,0.122699066899925,0.0593204433566627,1.85117341630882,-0.423279373981098,0.135896453999377,-3.45776585402878,-0.123132970978183,-1.52619485681404,2.15386477168562,12.623043358519,56781.6264624973
"3",-0.313604646984757,0.409788271864575,-0.0862114877136994,-0.221750279980832,-0.189671063812196,0.187049891354923,-0.257427075472093,-0.072835302142759,-0.072253389251897,0.124300942297154,0.0589274045365232,1.84941478538539,-0.341526736478291,0.204472469760573,-3.4945893684187,-0.124975165480627,-1.54167590113479,2.15704576854574,12.7414915351741,56780.9264879432
"4",-0.292536152126178,0.406302499040355,-0.0909619430913165,-0.206071992408009,-0.177464478148314,0.200568089589074,-0.26332876683594,-0.0719226719846034,-0.0702699211478395,0.127389555580359,0.0524488542393114,1.85751413824866,-0.387116576543953,0.177912174400664,-3.45888619045019,-0.125651318784332,-1.55525597564405,2.15887796689713,12.8481799677992,56781.0010807427
"5",-0.275226261769813,0.427730465597911,-0.0629875338867291,0.207366331637701,-0.254935131052091,0.0916222942735847,-0.290967274535834,-0.0539830288596814,-0.0599724729711129,0.12134232721924,0.0751538716461572,1.79870013634933,-0.321705541101203,0.385339438582027,-3.42284702983903,-0.120106336598322,-1.69678571105063,2.13820241731122,13.8923915973228,56784.3722804919
"6",-0.345706270295458,0.430307447834972,-0.0790823676811445,0.0524438233590304,-0.182349526229912,0.15342330563903,-0.261546342981564,-0.0543970199989865,-0.0641525532042682,0.108846916987192,0.0646909644821989,1.820457154287,-0.462347352877402,-0.094753214011359,-3.40183062338675,-0.123886626523236,-1.6313516814194,2.15385626234959,13.4074740369463,56789.6375095549
"7",-0.204710699046053,0.424361334949622,-0.0630454559729184,-0.0624331897081517,-0.29912566384422,0.140839775223637,-0.253866056943758,-0.0619633877251619,-0.0617783907077299,0.11988940279531,0.0709194558559205,1.80423565968352,-0.309121244975708,0.157190158323066,-3.30041660610138,-0.119789167655899,-1.61986126462859,2.13834499983187,13.2619129398969,56789.1576552144
"8",-0.197262903807666,0.415454755480512,-0.0634178212710343,-0.0731300948423513,-0.299845043172053,0.146819425436784,-0.252893265457153,-0.0628882049508659,-0.0616218189305576,0.118387868605748,0.0740349959278031,1.80375428059716,-0.282374708006067,0.167490751665992,-3.29736338496521,-0.119767477671788,-1.61645567166034,2.13751990391555,13.335297181641,56790.613297551
"9",-0.201188255470206,0.448930699908723,-0.0688653815218876,-0.241414932533779,-0.291204884421668,0.12743562169841,-0.265525480456198,-0.0614654750694281,-0.0674128646655715,0.108056816664272,0.0637870950266996,1.81733664683623,-0.377071534848804,0.232994463745313,-3.34227067315061,-0.125114354793777,-1.60576123352901,2.14056196317747,13.3315838527755,56787.1743962365
"10",-0.335487677746093,0.400943606765243,-0.0814705624611156,0.0776314079302883,-0.173050878165248,0.165291234389616,-0.274389929734701,-0.0614081001968914,-0.0597009712504526,0.119992950948802,0.0695059591941015,1.87772973643693,-0.398028360892511,-0.0781223531650802,-3.40632277509938,-0.127410705594761,-1.63366465157529,2.14668374387333,13.4439568754938,56790.1028935968
"11",-0.176894765858438,0.409969011897084,-0.0838242630077439,-0.0429783749459114,-0.296213056876489,0.117544197353832,-0.270141312923816,-0.0634022189394609,-0.06751848717586,0.112344133950229,0.060462428957762,1.80339132882856,-0.343472042648618,-0.0532289348284245,-3.26746477649324,-0.118841803857599,-1.68047460951979,2.14932080041281,13.914329615019,56788.4917087952
"12",-0.331671304961102,0.391809072618455,-0.0756092267276787,-0.0383291945022369,-0.198476309100524,0.216634821524951,-0.267412247434317,-0.060258680250775,-0.0656891097114773,0.12872589701217,0.0600092363290696,1.82084925027498,-0.560668004348549,0.224111909556308,-3.47955079034431,-0.119802601248199,-1.65241891092967,2.15143775428554,13.5739902372063,56786.5906342172
"13",-0.248884797948586,0.435251595181529,-0.0761858141398125,0.00391503476762706,-0.277556202490284,0.0891511331724151,-0.228278828613452,-0.0609866868749225,-0.0652356934177906,0.11572797415033,0.0722410804593244,1.83707424629107,-0.280772593328558,-0.179838530699416,-3.45877547972313,-0.125184831000411,-1.63708786463901,2.15396563215452,13.5073473379045,56784.35174197
"14",-0.200127413157164,0.416128205785847,-0.0915940697359102,0.0610445873195506,-0.222519115940878,0.0711736894613681,-0.235718984275646,-0.0630261395485678,-0.0652794902469089,0.114440945253188,0.0713255579639918,1.8411087393706,-0.226948261883009,-0.164057455737346,-3.42139105801004,-0.124311460050763,-1.64589571964907,2.15661772695429,13.5670519104156,56782.3284190533
"15",-0.244759882385297,0.395409556011011,-0.0786098747656605,-0.108846233767804,-0.203870395025417,0.203182452165776,-0.249098495771834,-0.0611831341007075,-0.0671063320711891,0.115130069674058,0.0536649333039738,1.8481173381053,-0.358918364849084,0.217193328257008,-3.297464191976,-0.122217740614006,-1.66547961004849,2.14541355598697,13.7568835491041,56789.2566280628
"16",-0.201824651499965,0.403099535807414,-0.0698171627751215,-0.0582256376273715,-0.256403462278338,0.139581326970916,-0.262131368060097,-0.0584000906682804,-0.0670408960335516,0.119086934822551,0.080820238050242,1.86371673052983,-0.505483049470194,-0.0967698894795262,-3.46717605140233,-0.125068491958681,-1.66627753804562,2.14054996492455,13.7008796848949,56788.9768576261
"17",-0.250827841316632,0.414880076813992,-0.062401804488568,-0.135220236956428,-0.282979775819486,0.185244107701444,-0.248378335788049,-0.0585441746279981,-0.0660896701869223,0.12332771930776,0.0680598448858602,1.86456468292684,-0.345053768859601,-0.0145441158035812,-3.48883058322484,-0.12682873595566,-1.67085665663329,2.1430203962053,13.7566918177413,56788.5720815938
"18",-0.323001617047807,0.371601503429837,-0.0624442630881419,-0.0356378259848784,-0.198704257983845,0.0322431466248381,-0.212098382660023,-0.0640817593809651,-0.0698293432371372,0.117895244184347,0.0612694714203947,1.84875520885386,-0.411892216567912,0.0925251384422901,-3.39673715231632,-0.121713053058087,-1.65723662769338,2.144615361921,13.7603011807127,56783.9684124904
"19",-0.287893986941976,0.440398420124172,-0.0779661854527935,0.00611490431634222,-0.22708449669285,0.143377493435865,-0.247080096023997,-0.0628401902104982,-0.0672396312162476,0.117424258020954,0.0562068865149331,1.82185758961563,-0.357246608248099,0.121674650848942,-3.43386415765472,-0.124872860103023,-1.63283181343316,2.15580525351713,13.5175271659298,56791.67972316
"20",-0.182245275907932,0.395175159998973,-0.0829833386215717,-0.117908798893939,-0.301222773568017,0.188033301957346,-0.261848635808015,-0.0577970950816316,-0.0612463561115016,0.114578550543108,0.0578042535938173,1.85197014391051,-0.305485607789289,0.16965493180836,-3.32867435040572,-0.12381427780876,-1.63110160135548,2.14709477644429,13.504805399451,56792.0123290971
"21",-0.233551586189901,0.428149539350382,-0.0800432320607354,-0.137813331245892,-0.287033377320634,0.161505710181176,-0.255292724885313,-0.0620703718913355,-0.0661208205426102,0.113102794241837,0.0510479107934259,1.87933209835438,-0.252645369311233,0.0276558144082251,-3.36899786834163,-0.130246569908555,-1.61358141002815,2.1598086861666,13.3522514566756,56782.5742013086
"22",-0.237469922461676,0.38160138973237,-0.0673719027242594,-0.117473084094844,-0.280681973126733,0.161999917017367,-0.263675714062294,-0.0530013651737062,-0.0606608445889969,0.122866986363506,0.0557913322155183,1.82629844520645,-0.377143924047255,0.158110912659336,-3.43913453565334,-0.118858905525293,-1.66575094629553,2.13931787633468,13.8299406839563,56789.8718587028
"23",-0.344082327655824,0.408774525424869,-0.0684083357481363,0.144189136403446,-0.130454196100115,0.14945012890555,-0.251380308327492,-0.0705977919321532,-0.0676501577369342,0.119675963773187,0.0643800135098617,1.87993185426435,-0.514124556059897,0.456050889907806,-3.38974454773698,-0.128426222038741,-1.66249104928616,2.14125007497313,13.6864614956902,56781.9446072981
"24",-0.360772055664784,0.411497218734879,-0.0833456317636668,-0.177281546082024,-0.181769215851317,0.213273911985271,-0.233074514401711,-0.0493573020748396,-0.0705102767527138,0.113288057682635,0.067018812398647,1.79534306827459,-0.458045318518184,0.0255509279160163,-3.43561434741054,-0.119023015476511,-1.68812260308149,2.15344120039491,13.8653682054001,56783.5133229684
"25",-0.196433813104773,0.405564270992828,-0.0761836397529727,0.0884223517609913,-0.283932714116056,0.0607027901281899,-0.299749332287384,-0.0701821353949783,-0.0583529492551395,0.115173793465164,0.0707729472101265,1.81893761692665,-0.350581442283493,0.183403276886896,-3.41617798416579,-0.120641493876638,-1.57946937727235,2.1476656439475,12.9208389732324,56786.3398836156
"26",-0.237124114212855,0.429511334763509,-0.0550399257476679,-0.028362862029002,-0.292570034282076,0.185078967864509,-0.270926439152827,-0.051108189521756,-0.0587381109922624,0.119667139986949,0.0563962256138654,1.83114713086206,-0.657879102399049,-0.0397845038144186,-3.36439774084571,-0.126192394741525,-1.58213441602177,2.13533547851144,13.0225932198624,56785.3740048543
"27",-0.232028600572286,0.394822158576819,-0.0783864154876247,0.0430321167069375,-0.287545024901748,0.12431961001157,-0.278198017751352,-0.0520729972642033,-0.0624778158646989,0.108567057348008,0.0845945622546788,1.83001146315388,-0.391115347232407,0.343062063534021,-3.28409048366581,-0.119637555670534,-1.66081691354908,2.15527837297594,13.5796685219041,56786.5139523696
"28",-0.125120145996887,0.407428176062512,-0.0488855277749369,-0.0488511776720712,-0.368785238971273,0.1989114148422,-0.244667859216191,-0.0559705356112948,-0.0603542654968432,0.114871719278517,0.0473309550872512,1.86658268842993,-0.413401737433144,0.133870155031561,-3.36147522809098,-0.127671547234118,-1.63837890229176,2.12918493928118,13.5239888631753,56784.6484166312
"29",-0.202120372872018,0.418010888656861,-0.0607515783136586,0.0504710236847893,-0.274560292787361,0.0732839525021509,-0.272286247795962,-0.0604389003296098,-0.0662824417715334,0.109037624320489,0.0716179387366429,1.79527431477208,-0.469077137412149,0.291199307161782,-3.25123981360562,-0.118082837069543,-1.63805479422242,2.14119712066375,13.4702043272351,56786.2023578202
