"","sexrace","sexp","sexd","racej","racey","race0","age0","prace","page","pj","py","p0","j0","dp","dy","d0","yage","yj","y0","lp__"
"1",-0.359382742613383,0.406012575648348,-0.0547104973233012,-0.892620806777612,0.0407836578056465,-0.185423221151228,-0.357065318602093,-0.065031689911328,-0.0724959429839756,0.0998748630879933,0.0616399473497648,1.84775604673758,-3.6601555036438,-0.1250489572128,-1.69305033882038,2.13491220491835,0.248284079675489,1.00762061434544,14.0627843691386,56885.8260884253
"2",-0.328192528498628,0.413983747428958,-0.0609113015520564,-0.948061222144002,0.0927429188035603,-0.198769524966414,-0.350566632918518,-0.0599859401613971,-0.0620479585518616,0.097750853733336,0.0619971661913864,1.85333702075694,-3.721449327606,-0.125277145830784,-1.7148080913531,2.13266807418541,0.255982680077891,0.997435315360545,14.2241136546192,56881.998455819
"3",-0.262799689375841,0.416978293564426,-0.0801710800378605,-0.849880238021299,-0.24588245895642,-0.206198236980606,-0.372890032149507,-0.0666121114994287,-0.071769871947265,0.0947820114682863,0.0539673259446752,1.83133236257429,-3.55409963587027,-0.124311683709439,-1.59209684389697,2.15057972397414,0.352777262712743,0.889072813227881,13.290426582379,56882.1654044653
"4",-0.338616345169978,0.428878860161296,-0.076389171223585,-1.12947732809302,0.076038182131337,-0.168232135192727,-0.363438854393389,-0.0664219612992007,-0.0753978196429319,0.0984858091911893,0.0710177391927425,1.8012635274546,-3.43793686873962,-0.121065650656682,-1.6534845384364,2.14640616422194,0.286276363228474,0.750131697988694,13.7126206171554,56886.3339831421
"5",-0.340337915568497,0.414200282376294,-0.0679563452406501,-0.9917096971787,-0.239532871472715,-0.183605865445189,-0.367792324907254,-0.0616878955363205,-0.070477698279264,0.0923107960185854,0.0501584039713905,1.83832104938327,-3.7261189503892,-0.123135631528359,-1.75036958469946,2.13924580695474,0.235861376803888,1.15386701236161,14.7077626473608,56880.0325635633
"6",-0.347413037019009,0.40757293451089,-0.0765901713474875,-0.951410985372401,-0.190507790968473,-0.188616151598517,-0.349389088421914,-0.0629358554251273,-0.0716197892328846,0.0905922587545251,0.0540659058279735,1.85999654357504,-3.74532850077533,-0.125028478020138,-1.75041084383031,2.14505489588336,0.249499879179471,1.17424857183391,14.6590081732044,56881.4849780422
"7",-0.295288114480951,0.393707477594908,-0.0636412736651788,-0.748554649537151,0.0479071707439238,-0.19834115950717,-0.387453285479005,-0.0662010705993382,-0.0719508350837478,0.1021207054967,0.0635099525226627,1.83493278944304,-3.52842914944092,-0.121895945900521,-1.63603470357828,2.14301411937841,0.310399042718817,0.753162974421806,13.5794913428821,56886.8706033606
"8",-0.241065637585104,0.419526026029415,-0.0805004689661388,-1.07997985672622,-0.168129727009527,-0.262540100127133,-0.36945748403472,-0.0610625354875835,-0.0717008286601939,0.0904933665975106,0.0605830069008678,1.81375313705396,-3.61264365495751,-0.120775572630201,-1.63587282783071,2.14948402027592,0.285757133705976,0.985725007198972,13.6099012062001,56889.6339332559
"9",-0.352592224338567,0.44047305380296,-0.080267850205975,-0.930492393939198,0.00606748880860535,-0.140550203524479,-0.36084441565069,-0.0674973133858789,-0.0756511753122007,0.0896869700796542,0.0712707315515252,1.80041486440613,-3.67380078916371,-0.122893667539241,-1.66189893685355,2.1493882355344,0.29190261992793,1.04817877869832,13.8093607838123,56887.5750647233
"10",-0.353693300484051,0.4516704791891,-0.0802676859394912,-0.999727355926696,-0.0288123113621486,-0.143189856860728,-0.358737346494863,-0.0671749178467573,-0.0766317202589036,0.090415129435564,0.0698313800081582,1.78361668310865,-3.67028764113333,-0.120779939631925,-1.67047440602448,2.14972420454815,0.298721495466264,1.03974579046088,13.8512721271446,56886.5321165215
