"","sexrace","sexp","sexd","racej","race0","agey","age0","prace","page","pj","py","p0","j0","dp","dy","d0","yrace","yj","y0","lp__"
"1",-0.272008819056612,0.393202124532831,-0.0759370509230962,-0.907339876105923,-0.208014998342891,0.197634165972549,-0.283152808854365,-0.0448922239051972,-0.0652254942672835,0.104328659626228,0.0759032632028813,1.82337625178166,-3.68487763964486,-0.120004382257518,-1.60095154725837,2.14851706185392,-0.15722594911606,1.01901800604141,13.0932001261866,56852.6715419544
"2",-0.264106337040681,0.399031615719218,-0.0771259993879592,-0.898721102356879,-0.254367450527084,0.209017515489587,-0.264602404007067,-0.0530992112086295,-0.0594677842095499,0.098075692210261,0.073139220266144,1.84499279566275,-3.81233093566855,-0.123182787593757,-1.60413917195908,2.14933787480918,-0.150868086090372,0.947924065592157,13.1550163029013,56855.6785772634
"3",-0.239476755136765,0.387545418419874,-0.0884335381587878,-0.897035340697058,-0.308720521421663,0.110168791385231,-0.261853794339628,-0.0567904461911328,-0.0652964757846078,0.0855390799732114,0.0671098681301214,1.86501234044876,-3.80502503646354,-0.124329269611686,-1.64348116106255,2.15907963174402,-0.143034493319785,1.18689265911008,13.5148098834397,56850.9453922436
"4",-0.201798085961008,0.396377132436639,-0.0879566075272839,-0.866835067535265,-0.203537522534573,0.167509809598187,-0.254750302291767,-0.0486566627490126,-0.0621343275879432,0.0957480028510238,0.0810468585002892,1.85062246521103,-3.75005233244383,-0.124016217460043,-1.58299659109525,2.15813040404564,-0.167644553017778,1.10341858640152,12.9491336794594,56854.5988829101
"5",-0.217060382952442,0.402752949535402,-0.0673439787236587,-0.860768893200822,-0.189444085916555,0.16909417865703,-0.274608235267693,-0.0668231446736955,-0.0613395497439289,0.0995986196109107,0.064547322387511,1.84664628298795,-3.54850323021169,-0.124480821105202,-1.64011151051297,2.14252607781025,-0.197632817774283,0.841751558155979,13.5486193000829,56860.7590737182
"6",-0.272058209451692,0.404689162544438,-0.0685733851632578,-0.926853428774607,-0.163771302727052,0.21036407100886,-0.246364556148084,-0.062098617746463,-0.0638981375572902,0.0939973404807952,0.0672750151217411,1.8408947444855,-3.57847043089766,-0.122816827629943,-1.68894722597781,2.14339174274522,-0.212386689545887,0.862232133080021,13.9355326947255,56860.4366537817
"7",-0.247248994272945,0.405679795420915,-0.0866645847212605,-0.89430092355801,-0.197365042638942,0.123149137990431,-0.281422734126573,-0.0534087062509206,-0.0587096357958156,0.0986832908093449,0.074257022194557,1.81279959908685,-3.46669804964799,-0.120457898773735,-1.55176485902596,2.15596800987549,-0.182186626516467,0.817090708210348,12.7794119890971,56854.3905680483
"8",-0.266744899374734,0.437310312202346,-0.0763777880016826,-0.877684763404088,-0.174982801159538,0.235858100438266,-0.261631000649829,-0.0551577087775361,-0.0640664667466839,0.0952336506583749,0.0760734327148528,1.81227986623279,-3.59228067253523,-0.121541206528303,-1.58738078227951,2.14413106198444,-0.205994860361337,0.785335406966422,13.0097736666897,56855.1189007441
"9",-0.304511369705453,0.412355769428194,-0.0764669716409267,-0.891799994436162,-0.129002795168268,0.0595934664210887,-0.26895538384828,-0.0584757665327188,-0.0627052473460562,0.0963720588250232,0.0702938856798284,1.83997600158142,-3.68469052572195,-0.122622569278413,-1.68599616731241,2.14630724638791,-0.18449524649662,1.09109610022557,13.879547038488,56855.9923956655
"10",-0.285228011344288,0.414209756878464,-0.074748180461734,-0.663071346798115,-0.162787646109796,0.0728558849214767,-0.253053785324796,-0.0604110346305338,-0.0613148823953312,0.0962792357841453,0.0658035900206343,1.81733462014422,-3.69758495590783,-0.122230970569636,-1.66509748552091,2.15142903653369,-0.216554780801332,0.869037254514503,13.8990629780155,56853.626796327
"11",-0.269475263145069,0.427673650696756,-0.0828467715464477,-0.855447889499045,-0.192277360567754,0.101828943146406,-0.262259246412616,-0.0588035210604295,-0.0658325201127272,0.0954299960880889,0.0671500651583564,1.8185635318185,-3.54983816460468,-0.123614462041377,-1.66620946271072,2.15232417516467,-0.218562447075358,0.894701197256886,13.7222953678558,56860.8571666381
"12",-0.301157652610249,0.401183013131586,-0.072362205569857,-0.948280722006142,-0.134794858552901,0.182641048170521,-0.276074125562985,-0.0549769491383033,-0.0635377729798357,0.0979427199564939,0.0664197644050161,1.845326498878,-3.61703226091709,-0.122805407928142,-1.56716316688962,2.14636587030424,-0.2004902852648,0.853400772906494,12.8446938087575,56859.8608782368
"13",-0.257223957290177,0.443571496690871,-0.0752133890285552,-0.889424774486311,-0.220673284709399,0.118764863148033,-0.262182427062903,-0.0584586287874537,-0.0661232520977336,0.0990940848561274,0.0739216154756118,1.80794036283231,-3.57605514716629,-0.124301840705552,-1.73405396422687,2.14362113802242,-0.202237273829346,0.944706395915053,14.3325411495316,56853.872774734
"14",-0.294268117614518,0.411647111721615,-0.0773637939335736,-0.856914282859911,-0.103136037814728,0.138285910049775,-0.273425610075439,-0.0545603803978061,-0.0622836968001364,0.0954889540873178,0.0579104960404099,1.82663126451519,-3.61796778053142,-0.121558187677111,-1.59628998509941,2.15339114953727,-0.240845093042484,0.81769232188749,13.1520213438923,56857.84764515
"15",-0.276792735790387,0.4228700303737,-0.0732815381914495,-0.900882268067187,-0.219142766362267,0.179422329446854,-0.263620637482993,-0.0628656576002053,-0.066040388890249,0.0964109571510248,0.080554177988868,1.83903041883863,-3.60128072056104,-0.125391100558659,-1.65100039443887,2.14397410543995,-0.146858804583482,0.99430851442512,13.5206090641723,56858.8815611875
"16",-0.311844217948238,0.394660699287393,-0.0744786275809215,-1.01824244494217,-0.151124790570422,0.232175865160532,-0.270049826539534,-0.0570751695349823,-0.0627573712328291,0.103714250457539,0.0688986680794415,1.83583549323836,-3.63609116482433,-0.122244769463349,-1.58151595921495,2.14450155758859,-0.29103745733398,0.932492174151465,12.9199502921522,56854.8286906316
"17",-0.290298224533929,0.3911244936821,-0.0764154498698547,-1.0777330303281,-0.122173886058392,0.214776062862473,-0.274173094622416,-0.0549808886278992,-0.0630452814601495,0.102681634163401,0.0719128054047007,1.83471953041054,-3.70142858052493,-0.120614149559678,-1.59582135881724,2.1457173801896,-0.264535547923274,0.906642485186666,13.0398573549839,56857.5032200453
"18",-0.287139529230731,0.391262378563787,-0.0793336605017105,-0.671061822980771,-0.198140037691511,0.122505192678889,-0.245769159558521,-0.0570593022348491,-0.0645059874374815,0.086202252270199,0.0710686124664083,1.85878808609873,-3.7803221771643,-0.124302566587886,-1.58943760911145,2.15570854036063,-0.184408688686143,1.14705064508862,13.0537693618181,56856.1369857478
"19",-0.237395620004897,0.372283154539923,-0.0700711050677546,-0.990037826703436,-0.206057764868337,0.166463947789088,-0.252156287481491,-0.0545892975887545,-0.0637231833950322,0.0921701916700437,0.0552377092765036,1.84213929740325,-3.69635641608404,-0.120651979680642,-1.61607354441179,2.1402135561918,-0.167455877997469,1.13129616519147,13.3473723495965,56856.1460186811
"20",-0.190997047715831,0.423235160562212,-0.0741861232236152,-0.894706866361147,-0.206459361537217,0.127500788629778,-0.278335172408974,-0.0615580922144321,-0.0566780994039935,0.100027140002489,0.080213497634003,1.84681414240578,-3.50213533111767,-0.12659688966265,-1.63121445295754,2.14491077370232,-0.217261189813741,0.709653460652551,13.395029599345,56857.9546313053
"21",-0.23977089085469,0.403176981235083,-0.0626405843529751,-0.895499155450679,-0.15908954926213,0.131326652276612,-0.26912804433283,-0.0573048998566742,-0.0603002314507877,0.0922880753583697,0.058739161768939,1.81561769158912,-3.57534359434344,-0.120786001542387,-1.59983693417323,2.13762044736157,-0.185597459847474,0.931181048958839,13.2169925387015,56859.0146067531
"22",-0.240239462502014,0.425033955061403,-0.0778288462723153,-0.858450076426871,-0.164864358038768,0.140662787952427,-0.291053152819526,-0.0578896076107555,-0.0555330664740324,0.101028121275075,0.0760831348022348,1.84952530370612,-3.63407895201485,-0.126929223787413,-1.58555161942289,2.14423222355626,-0.242475522998948,0.988463767104528,13.0739045594142,56853.8800986799
"23",-0.321490718717438,0.35584920221455,-0.0707233098037296,-0.998434485952054,-0.0821663785523074,0.23478888624113,-0.248130692578957,-0.0719158332697055,-0.0669311460653483,0.0936441280673196,0.0600877339034318,1.87102347416051,-3.60884615236449,-0.121652795731164,-1.6090757954781,2.14169840222047,-0.164861153041335,1.00050242256841,13.1811044646343,56852.3248537318
"24",-0.254181472417973,0.406084424383807,-0.0734573450076857,-1.00738440831349,-0.156915200699293,0.0683155283376156,-0.242391298402008,-0.060151990335863,-0.0659821736909163,0.0998945330454358,0.0682295849570766,1.85822139884411,-3.50701928217084,-0.125073185656523,-1.617402040516,2.14077599643235,-0.199776129062876,0.788354567515233,13.3846920352308,56858.1760046812
"25",-0.202126205154862,0.417192568109109,-0.0765533845682277,-0.757929062531241,-0.208969923905108,0.0995788867344238,-0.301335539759336,-0.0626353106837429,-0.0575613196247621,0.0923863458061697,0.0560551613654598,1.8010655900421,-3.3645048130413,-0.120360945387024,-1.61959737259876,2.1451214269087,-0.178735881683844,0.679922521724277,13.3952489894214,56853.0242421925
"26",-0.203232776498569,0.422512390556206,-0.06714548574599,-0.945585006284751,-0.262743730157252,0.127974400989523,-0.282563386336607,-0.0633608882639722,-0.0598307301039918,0.0925066097398497,0.048359927438895,1.7974616062979,-3.59320856849111,-0.11904464683598,-1.65887770529767,2.14262457084906,-0.122093211861626,0.918642276981704,13.6734200251576,56856.1072032203
"27",-0.256635595284281,0.428760494154163,-0.0657660409520103,-0.830747977844891,-0.266416105014829,0.159039042586566,-0.267812549966428,-0.0505054512712914,-0.0605003208169663,0.103648743119511,0.0844836861612568,1.83362597698033,-3.69659265047878,-0.123331175317508,-1.65858529152928,2.13657255839839,-0.10243243309374,0.901969850068681,13.6703208763215,56853.6326723234
"28",-0.291902256827686,0.409527398321065,-0.0691515870189235,-0.787530420374092,-0.262777319732537,0.11431910141319,-0.270038330399525,-0.0448515099414369,-0.0630274816427945,0.108929075103735,0.0795093500758099,1.84266546787847,-3.69497336175291,-0.125658095961565,-1.65106513478856,2.14771700431203,-0.101022879178537,0.808631863712442,13.6496798218327,56850.1953575882
"29",-0.204991803974972,0.407189173817427,-0.056004969228156,-0.881172375689216,-0.147418293253351,0.139066381186851,-0.259340923485577,-0.0736265151866467,-0.0600694200682942,0.0852311616931873,0.0520994352218869,1.81682224448548,-3.69160202692606,-0.11911428757803,-1.65792309536468,2.12478038525468,-0.260272164120972,1.17534940672599,13.6737985614431,56847.7752029063
"30",-0.25352497929989,0.444075159809965,-0.0802203628298532,-0.915965752064157,-0.182046248054945,0.209426885741272,-0.28030780955201,-0.0553647469264893,-0.0606461555978488,0.0890364341011166,0.0721791831222755,1.81107826371834,-3.63214162386473,-0.12230663813405,-1.6746905535162,2.14700720978027,-0.194066621090882,1.07212895010595,13.7555207446629,56857.1089655772
"31",-0.250969396292799,0.431535482312897,-0.0745089126942773,-0.941655018556767,-0.201503554421877,0.203159511080953,-0.269910366441917,-0.0572413805342241,-0.0585382681275392,0.101238813826301,0.0676552456171686,1.79204534793815,-3.67429766002795,-0.121456832250574,-1.65975089951609,2.15116345369539,-0.222579958924995,0.892716487425352,13.5914049048162,56859.0877048772
"32",-0.291966773770897,0.399582266258751,-0.0823341178131146,-0.99783983888163,-0.151273779945472,0.145122428926104,-0.247429931528036,-0.0619085783559776,-0.0656412982220129,0.0865073316061298,0.0793254784429451,1.83980323683612,-3.53016686249367,-0.123871477065721,-1.60286501259615,2.1585421544251,-0.180738376347141,0.954853350755621,13.1730622827688,56858.381466667
"33",-0.274649622885404,0.437976773266574,-0.0899310604880309,-1.06231862286248,-0.165771619162561,0.0248184269694944,-0.259588728714296,-0.0613435067926616,-0.0598155798879835,0.100791578792708,0.0699933839191856,1.80058324820304,-3.61330365247908,-0.121766710211405,-1.61781133107366,2.16483739479394,-0.181490297013346,0.87326083914791,13.4238919233619,56855.8471206318
"34",-0.257829965914999,0.420529424412971,-0.065212170988479,-0.801502857429314,-0.173307694298378,0.228980568477388,-0.252241349716303,-0.0562556488187171,-0.0631654885433376,0.0903332645082935,0.0657958736601458,1.82259555935086,-3.46165163071542,-0.122782908429526,-1.62972793957401,2.13609902212518,-0.25018561857489,0.784285500681206,13.3992764659292,56858.9832325467
"35",-0.152538876292875,0.42052258080842,-0.0716690924901224,-0.956280562074597,-0.262075537763787,0.110483061742227,-0.27949956535261,-0.0557802479909568,-0.0630902489494826,0.101982359154712,0.0756523424649825,1.81228163032158,-3.84086003792051,-0.121708142514165,-1.67822625284028,2.14739256037452,-0.160314568936097,1.11264882411799,13.8720445606607,56855.9608826377
"36",-0.166805718479861,0.426868337221353,-0.0817141134377596,-0.936296945334333,-0.280198778696216,0.0931680084989897,-0.273892475119909,-0.0620441545763326,-0.065405139827947,0.100543462595929,0.07558120921957,1.79836313902119,-3.81280579397507,-0.120116110493321,-1.64942856571594,2.15256386876039,-0.188994796960358,1.05558123976638,13.5831039672709,56857.4613378068
"37",-0.247564846477237,0.41785540472355,-0.0775527401182732,-0.629744928699544,-0.229859883414322,0.167267069730696,-0.251788004184385,-0.0618545737122266,-0.0565080818502545,0.0934026858279945,0.0670948058668322,1.84520022457199,-3.67984572166328,-0.125289883656712,-1.6775794790122,2.14515497581956,-0.16033270111985,0.974710696303244,13.8585829801619,56856.4453103492
"38",-0.217088205206656,0.412926963488329,-0.0609699108164456,-0.651777507945384,-0.212237007906681,0.13825739827238,-0.266018494295308,-0.0654917943863437,-0.0699572324034755,0.0908624388667159,0.0708475230910404,1.84377395178457,-3.71378609751234,-0.124202926473621,-1.67269257715263,2.13948740459623,-0.129279736376806,1.0698369644861,13.6832819533236,56853.2805981952
"39",-0.209199957591247,0.423374663884326,-0.0865456359647714,-1.11703396117323,-0.231396056353497,0.110665300092777,-0.267705027986816,-0.0517750014117458,-0.0660575200409523,0.100523996135161,0.0625479562055356,1.78810018686747,-3.67923278688998,-0.118601999823381,-1.68697694934366,2.15438488602133,-0.230688710043656,0.935952152107554,13.8557930884588,56854.0128678571
"40",-0.259105650515855,0.384429351838883,-0.0710029697094663,-0.703359729704154,-0.211621194207341,0.186891771455268,-0.265769329560504,-0.0627649735485988,-0.0656077219990092,0.0945000834278242,0.0756650221704005,1.8570799428582,-3.60428519754039,-0.123620578569061,-1.59356975017064,2.1446665094823,-0.130029262055647,0.89556227127136,13.1281176243432,56857.8849688073
"41",-0.271326656129759,0.382316103127566,-0.071861852609058,-0.733517663120795,-0.225571029952873,0.207983135908999,-0.260802190520243,-0.0649256224777006,-0.0641419716262742,0.096277987044455,0.0740597088421776,1.85299460064428,-3.61959434197206,-0.121899844414321,-1.61660562223911,2.14266925840334,-0.134181981975503,0.889368042208423,13.1473637842501,56856.8161035958
"42",-0.185086378489515,0.403502603502426,-0.0687113064128996,-0.92527269710766,-0.200235525997986,0.264830172543845,-0.240134447622427,-0.0690646125919214,-0.0624428634915954,0.0974123199962711,0.0631042754811206,1.85244145580663,-3.65271021297009,-0.125220435842151,-1.61699195309842,2.14427629827694,-0.143394452763455,0.946857497422551,13.3309952361955,56854.0243254935
"43",-0.2018064987491,0.403557781879431,-0.0763344538506292,-1.00008091916645,-0.205872512328999,0.229887492513876,-0.242704113025014,-0.0654206272360088,-0.0597065856594593,0.0994992308941395,0.0656729897469086,1.83700652917426,-3.68306472447433,-0.122172318791406,-1.61388464760215,2.14474155104367,-0.173543844312619,0.989087539897836,13.1697621749542,56857.690606317
"44",-0.219740470295454,0.408465765493863,-0.067805511730302,-0.894555994896765,-0.216607704236959,0.213056788228047,-0.240793085557706,-0.0616652578686974,-0.061417973510991,0.0964302134152988,0.0689777650564069,1.831285236225,-3.70247662354606,-0.123551395632607,-1.61484677685497,2.14108620287336,-0.171696717694244,0.939529356405778,13.2870778784892,56859.585283877
"45",-0.298235567895285,0.400745454093954,-0.091033573600955,-0.778766969417855,-0.134552009480157,0.125660749983805,-0.276949344474422,-0.0537971882319827,-0.0620536837697506,0.0968248017281133,0.0677897165067589,1.84950825574967,-3.67683564049783,-0.125150472723066,-1.61675547870627,2.16714317717827,-0.258804190385272,0.921803443164955,13.34446914507,56858.4113021178
