"","sexrace","sexp","sexd","racej","racey","race0","age0","prace","page","pj","py","p0","jy","j0","dp","dy","d0","yage","y0","lp__"
"1",-0.254328047405795,0.412341399137451,-0.0899332454840006,-0.898071393078613,0.103930155155026,-0.245263903779442,-0.347379264838726,-0.063796009640708,-0.0732540611005113,0.113845380249446,0.0538715863358739,1.84362543719864,0.0636163478227953,-3.27776933512699,-0.125694087688642,-1.65153980166593,2.15879393653677,0.299465889661664,13.6726788322349,56843.2723159519
"2",-0.255654845571754,0.423791139171341,-0.0529450274941501,-0.826901289344819,-0.163610673896099,-0.270606031636112,-0.365967949534211,-0.0634815709258779,-0.0641891436477676,0.101911156123149,0.0654501774006648,1.81163633583171,0.152493612693052,-3.12913925341731,-0.121856380504146,-1.69129318544127,2.13023396028386,0.257287850023799,14.166430591512,56842.3993692832
"3",-0.419598070303138,0.408739124926233,-0.0714854827435189,-1.03033034318078,0.0196394451226241,-0.123455797448885,-0.377405917902269,-0.0692284410958845,-0.0741397638962833,0.109490858381957,0.0578013917904711,1.82575464952758,0.0891417089095884,-3.17814374415683,-0.122021247689977,-1.6059393023723,2.14128002999036,0.331926059663853,13.319309275704,56844.9169346951
"4",-0.194000566227304,0.402412837661388,-0.077529115787618,-0.869858750774958,-0.174789360624235,-0.304446352280221,-0.342892539539381,-0.0585193780088921,-0.0659862674310663,0.102559624484726,0.0676006048002598,1.8632259356805,0.0289456857674248,-3.09569772505698,-0.126040800843452,-1.60341922713146,2.15310928584062,0.2229034102659,13.3795649866347,56844.4860306217
"5",-0.227253972931029,0.380029277401689,-0.0723682887451774,-0.877932085817507,-0.206674969101858,-0.294041854019469,-0.370406848444758,-0.0636269174560259,-0.0709865646379429,0.109081852831186,0.0669190472188734,1.85783965390892,0.0814845754429067,-3.05428389935454,-0.123958101496895,-1.60640105048333,2.1442190530026,0.254156583074795,13.3661155897061,56846.7016551957
"6",-0.256442015594508,0.413004572836943,-0.0573824898181106,-0.906309490029631,-0.162594913904099,-0.243766162907442,-0.349144086110102,-0.0568708978333261,-0.0718353241623347,0.106983959109818,0.0483466468257666,1.87897849372419,0.104357136221941,-3.15285924112338,-0.128382186129677,-1.6470695924279,2.13349633902179,0.275075693195722,13.7953197048947,56842.8035300433
"7",-0.303605653858368,0.42007470818667,-0.0619720707103062,-0.836621443579664,-0.108135325124679,-0.239641712787537,-0.337293983860587,-0.0561101858547208,-0.0725159472579812,0.106484883739765,0.0459235974954606,1.86484750453415,0.154713389657736,-3.1412378449001,-0.12880687796667,-1.63095073603035,2.13418152482153,0.278816167513692,13.5647327356331,56842.8150942204
"8",-0.222178714813691,0.371990436594727,-0.0784940875548364,-0.670222470615149,-0.123086310748025,-0.28977219705386,-0.364856593486421,-0.0641977827875084,-0.0736485540791219,0.115467296016509,0.0819114986999412,1.83950247775551,0.228081184930928,-3.18027429101523,-0.119103199877591,-1.58908693777871,2.14857864014335,0.266674780571681,13.1870299912866,56840.1124716693
"9",-0.257557104844812,0.40403627742075,-0.0725264337048803,-0.831796636347775,-0.0472907125647983,-0.287753015580617,-0.3609372219503,-0.0641578279093455,-0.0756904210525612,0.107646555679666,0.0626939467628009,1.84895645484058,0.243119845704856,-3.18263385772137,-0.123732375423942,-1.60071416756979,2.14695004734889,0.286430429558685,13.1991452702573,56847.1277490574
"10",-0.243786179550725,0.386039025421283,-0.089973844902555,-0.739907100379111,0.10490722106011,-0.233579578103849,-0.408403939630524,-0.0638851801249115,-0.0700002823751342,0.111101185679783,0.0627978673519133,1.83819541954911,0.268406517056171,-3.14578263426856,-0.120913596132071,-1.62441801233109,2.15875673229804,0.322681301862344,13.4525107685895,56843.9321211941
"11",-0.261701077945232,0.392894403781843,-0.0733464169033172,-0.959995547172728,0.0506004691949054,-0.23353723761206,-0.404532672017604,-0.0697341861035006,-0.074861480779484,0.107233257834229,0.050319863230545,1.84435142914007,0.27037771693538,-3.11503079244597,-0.122029863054667,-1.60914997277357,2.14942656630307,0.353054198280898,13.334703253801,56845.2912999305
