"","sexrace","sexp","sexj","sexd","sexy","racej","race0","agerace","agep","agej","age0","prace","pj","p0","j0","dp","dj","d0","yrace","yage","yp","yj","yd","y0","lp__"
"1",-0.193412350511887,0.403312491653458,1.09287779303962,-0.0201636990171078,0.559887747109271,-0.64180834463053,-0.124356576313288,-0.141591016895305,-0.360271555761051,0.171217263746381,-0.489832698949167,-0.0696529534635089,0.082042342070455,1.28643742090372,-3.85741309505925,-0.0642180204435763,-0.0902648879979125,2.30401403509915,-0.174825691939361,0.097406679852691,0.54548075139446,0.597476809434521,-0.492723548194129,-0.637178211598879,56631.7281382055
"2",-0.229305197735128,0.411606429636211,1.20020355583554,-0.0295230936607912,0.47346520016565,-0.747020185034449,-0.192175425210778,-0.130153160558351,-0.353814171188597,0.155528018359851,-0.492757978527333,-0.0698611920922013,0.0943095168761999,1.27805524258942,-3.91074381831629,-0.0621087878131838,-0.106108258609105,2.31108868891594,-0.126016857519689,0.101236187143234,0.519386457700758,0.595379876845203,-0.498592533088262,-0.608982813608171,56630.6308811741
"3",-0.19421153385107,0.414613531586844,1.25781710909835,-0.0285307740691586,0.484294218493066,-0.778385605130819,-0.185696164695331,-0.119630148360205,-0.353604749677745,0.116084858743109,-0.504517638951332,-0.0733675826016889,0.0941856658775343,1.270366536221,-3.86757719725852,-0.0618534371225797,-0.102929046797941,2.31010159422552,-0.129816243675063,0.0913717024857908,0.518713052981888,0.534868693096218,-0.497994782349213,-0.601450082784261,56631.1696326848
"4",-0.31093904186312,0.400583894842935,1.18446496813016,-0.0108365525330665,0.441601234890708,-0.706259690401356,-0.0457914294903495,-0.0607380102340729,-0.371601749257513,0.269649338673665,-0.511789363123556,-0.0563802544045973,0.103362340501115,1.32452733196906,-4.26969499729827,-0.0670635908395498,-0.081550842416491,2.27358655706107,-0.232132855209357,0.104339626825083,0.525882644200602,0.710347479192765,-0.481505447915351,-0.563092347812492,56628.3991762399
"5",-0.149823234094338,0.405621382797899,0.904381728108588,-0.0351070147440251,0.494717075402481,-1.20729022609494,-0.175341604806538,-0.144302592685625,-0.375235076927675,0.25224965854096,-0.515717356587911,-0.0732374380380839,0.0908928414000877,1.25407082744081,-3.79680315371791,-0.0589681080306114,-0.0868819461194608,2.31395512555181,-0.165235343175127,0.102549411900947,0.545409774237024,0.692517522788128,-0.489891836821335,-0.604045532109134,56626.396797773
"6",-0.268139058564484,0.44130046170295,0.997099932560318,-0.0330596524160311,0.503887244677215,-0.452419205813322,-0.259347970711709,-0.00719788788626024,-0.336964818235772,0.186652681370159,-0.481308325553272,-0.0519434525660497,0.0978409067367943,1.24722763829846,-4.1570568906638,-0.0628194615208311,-0.0494940877493013,2.30726767510297,-0.0937745157677309,0.12697312560587,0.524673728605351,0.563071806831071,-0.490809700238195,-0.619466590580984,56622.9523147776
"7",-0.165696301361689,0.393246481449199,1.16645683365973,-0.0108380394171505,0.555359909469714,-1.21593482646271,-0.0911472770969944,-0.180750307704582,-0.375903392175335,0.295203510273065,-0.531754111084794,-0.0720184901424794,0.0897234672117814,1.29200716019903,-4.06302928030804,-0.062983140539478,-0.0729043664574821,2.27743742057103,-0.228557716981759,0.188681383782259,0.539850799238362,0.566612190340416,-0.487655433787247,-0.625951239258788,56622.0517362174
"8",-0.424832303890845,0.431893137644381,1.00403814435243,-0.0118065212702793,0.524022618174601,-0.576062166875542,-0.041260499809968,-0.0660769577327431,-0.343855462122942,0.24017761162628,-0.491221488935157,-0.0571480782896563,0.100008187967554,1.31705873374203,-4.12910046110301,-0.0689779900293334,-0.0580723045678916,2.29238372835114,-0.182609466852333,0.0912083300012553,0.509679598818828,0.586662028013365,-0.488400768415664,-0.599269480697935,56630.0720022558
"9",-0.107990659245521,0.392975272083037,1.14820909862277,-0.0261259198419468,0.418497269864555,-1.14238309660163,-0.208983281497981,-0.111841595091667,-0.364909495844541,0.273823766803009,-0.519422316806856,-0.0695550605822109,0.0941136449114065,1.29060189428766,-4.07326810290295,-0.0626082437446536,-0.0736650563087569,2.3028987270468,-0.177161207245346,0.130062763822762,0.527624019101745,0.533926534488397,-0.490813570070174,-0.565582890481421,56633.0545013183
"10",-0.221024295118804,0.394950037339812,1.30612935801585,-0.0210156139570341,0.526304133238216,-0.99007322134997,-0.129965972799692,-0.0980028988554638,-0.357780948608002,0.333824394918075,-0.499335379379377,-0.073630249807338,0.10224149761108,1.29535591362187,-4.1379781078724,-0.0635884683054326,-0.0904791594583537,2.29042774729173,-0.146196388598453,0.123974544698836,0.543844257281492,0.482084766484825,-0.485789582943661,-0.611330445876206,56635.5948640382
"11",-0.245023160850862,0.428624223529376,1.03207334432823,-0.0224875356225979,0.473589878931486,-0.661505471094966,-0.159246539207511,-0.0689216355066598,-0.356471586769442,0.156380729424301,-0.492378401696198,-0.0536536895249208,0.0938803902335575,1.27395972128228,-4.11151886225231,-0.0650021395684395,-0.0578163378371732,2.29384460480301,-0.225845098788817,0.114861411855428,0.525191069215879,0.748272099194532,-0.491769315787511,-0.609445185923899,56636.8557435955
"12",-0.201692123900041,0.40971037176788,1.10703667880749,-0.00490137977087344,0.46867112197133,-0.784393138428092,-0.205946303837976,-0.101202335093216,-0.36680184717803,0.185699345478356,-0.491551522193757,-0.0534086567061984,0.0981073214037373,1.31255440733887,-4.32189839354898,-0.0666106544974463,-0.0561100458218346,2.28970818860093,-0.19764004971602,0.116568697099778,0.508825693471485,0.693773025411398,-0.500406748629651,-0.552491270973354,56632.8984138419
"13",-0.269726520554133,0.405936806064255,1.17838631923408,-0.01108992232425,0.463758319091646,-0.811148431930401,-0.11426353409361,-0.0526079445982888,-0.347856131318765,0.291424443149019,-0.480720537557335,-0.0656840621748825,0.0913992242561896,1.25390344084736,-3.9235754865222,-0.0594155664856078,-0.0880764593268657,2.27885352022449,-0.150731361989211,0.0893765493147145,0.537541128745987,0.480108310280627,-0.477050348050135,-0.551069478868599,56634.7224069021
"14",-0.293292662996804,0.403701218984722,0.893206133608451,-0.0114736108378069,0.468098285256639,-0.696336602616907,-0.0883006324081668,-0.102613942125541,-0.350092442827825,0.210876384607678,-0.491580462666105,-0.0591446688175132,0.0985593485985264,1.31081499355406,-3.43250814325858,-0.0680620055446672,-0.114890087070529,2.28479324502206,-0.109474570754705,0.116069415311283,0.532979512033959,0.361079183315148,-0.493202842730026,-0.534162291954102,56631.8315663314
"15",-0.258561816438103,0.410929791698588,0.768856026820509,-0.00764797016887973,0.449283617430279,-0.849460669158097,-0.151992682399683,-0.0722344122744094,-0.352798990217057,0.25502142224145,-0.503449957278802,-0.0721755172962807,0.100666050755234,1.30681144046352,-3.60586525139975,-0.0650795423789851,-0.0886335229153091,2.29030376083051,-0.152533868502073,0.10713220508039,0.511697862068383,0.456855578179005,-0.497979494180443,-0.59747311776129,56634.8172668401
"16",-0.293733994535831,0.402610568878615,1.52141178734187,-0.0346671521492993,0.423128033762099,-0.974594447375315,-0.141044634189809,-0.0579311857430397,-0.366324870898065,0.350655623435846,-0.466535805156295,-0.0464562339175607,0.09337923442014,1.30344420724329,-4.35578923742993,-0.0648747913381961,-0.0820038795337926,2.30870406094462,-0.279519283076644,0.0926513350205277,0.538646118451874,0.501057897835211,-0.490917612684329,-0.513266021141754,56629.3417285248
"17",-0.306153787013831,0.411837956128227,1.26785762858203,-0.0334985807310473,0.499621991301246,-0.662478439910695,-0.0736687808238984,-0.103315055746324,-0.350143128804581,0.207777169536314,-0.514761772662359,-0.0707192062473983,0.0997669804303997,1.29451914582045,-4.55481975260297,-0.0646275169758068,-0.0369242713488231,2.31717027038189,-0.166350704308311,0.112348073330011,0.518463672970772,0.693194093103556,-0.499002446929743,-0.575683104111125,56632.6780402443
"18",-0.263055835503425,0.39451996580314,1.14500294844028,-0.0183767036918346,0.486982829412646,-0.977484208100896,-0.111522148696679,-0.0806726720606395,-0.365760126488985,0.293519385127686,-0.487534933185677,-0.0517488856342542,0.0915506603960089,1.29902189242726,-4.18218649574582,-0.0629333763257044,-0.0701710995350693,2.28202703965365,-0.226979952859933,0.101529777868397,0.526580584957602,0.667845849315764,-0.476895367981197,-0.620712501758781,56635.4662515388
"19",-0.278160860058237,0.409619425209068,0.826919465986591,-0.0238478226845381,0.545201309200855,-0.772577716198284,-0.146594588028711,-0.0831633713312313,-0.348333378764274,0.325701301115438,-0.482702306113475,-0.0545507480901366,0.091297587415709,1.28286191368897,-4.21261010823878,-0.0653478202836182,-0.0411613064314644,2.30412555599077,-0.204916460848107,0.103831584670836,0.535291470520903,0.863112245705554,-0.484591758087768,-0.616168882426155,56632.5577419866
"20",-0.27079478768896,0.413617858297877,0.85311906866764,-0.0197666986912026,0.515929359291972,-0.796664961045513,-0.137047383690864,-0.0779566582041778,-0.354990937955044,0.33093386930583,-0.478957237511282,-0.0614310193300031,0.0963206669571001,1.29442968654987,-4.24343264282653,-0.0646464659337262,-0.0550245908157304,2.29655041972581,-0.216008804108302,0.092335229430741,0.532524669714751,0.871034203118438,-0.488720718093821,-0.621510624423798,56636.3775404903
"21",-0.263585045871797,0.38602300689574,0.959168244600416,-0.0139488386396683,0.526303920870194,-0.880621349438832,-0.178472654808927,-0.0626075010233409,-0.354320130027354,0.299335966651576,-0.477877508601701,-0.0599920151586797,0.0887440257289957,1.32337485565298,-3.90270172742578,-0.064329662812865,-0.0740384333287996,2.28509622066186,-0.172384958003846,0.0956644000325737,0.51675008048009,0.597090112686466,-0.480738546868297,-0.630392692549581,56636.7507146444
"22",-0.270754649555075,0.413248279769125,1.16509761685725,-0.0350454982323535,0.452341962630156,-0.817073276768932,-0.0831102559494565,-0.102128917469918,-0.350410008132693,0.256672845758811,-0.482322521673184,-0.0709886660668164,0.0903931644319305,1.29722286403317,-3.73844689013198,-0.0646643094736862,-0.107469248528989,2.30990562707878,-0.154360614929848,0.0705227252853348,0.530950594753769,0.408315951684683,-0.50223722791556,-0.554203655445569,56634.2292041867
"23",-0.241222741940524,0.381309162656267,0.895510283258313,-0.0183732676407466,0.468325423711566,-0.644389902877633,-0.166418630468937,-0.125203783856179,-0.361571984749442,0.169114231877965,-0.481619851770246,-0.0602748929318158,0.0980003136386374,1.31022202003971,-3.90366876465536,-0.0634946151860174,-0.0728048463976184,2.28928905298747,-0.156997968677957,0.124147678317148,0.522612380232958,0.608684653240453,-0.473670943950367,-0.566944322108444,56634.6618409164
"24",-0.231493485776784,0.385521879732168,0.964474399508312,-0.0162503834353035,0.476707312729063,-0.659211455279464,-0.152731573047824,-0.126107745122337,-0.358848761636999,0.185386503742948,-0.481287413692988,-0.0610991678902975,0.0958427471662599,1.32724359894811,-3.90798539467256,-0.0652113058832935,-0.072921175913573,2.28623329092237,-0.164549118188734,0.123061201973012,0.523545131319486,0.618901157016036,-0.47654780167509,-0.556253098323558,56636.6734818143
"25",-0.26017977363143,0.372832884925811,1.00277270156566,-0.0193825803293478,0.421760898970231,-0.914271583632814,-0.180229069653056,-0.0567012042610258,-0.344751296607951,0.219153884054068,-0.504241827341599,-0.0453978618279462,0.0902775399692411,1.33369608643243,-3.81275182436984,-0.0652051148084694,-0.0801192036077038,2.29393887112405,-0.14435521891881,0.119386309887988,0.516935224658346,0.633152954987573,-0.484819507840287,-0.569323878125456,56632.0740169519
"26",-0.179508835593883,0.402254133504578,1.0159225664873,-0.0157045344260594,0.538797952161145,-0.917664466489776,-0.192003549152972,-0.0573441010592909,-0.367751946513549,0.223174377485992,-0.491942823612339,-0.0604054086698931,0.0974173562662152,1.33151733620631,-4.00256148711808,-0.0668418975089759,-0.0694512200704484,2.29281851226368,-0.191992723942544,0.125952310835143,0.514424757738173,0.680103889046658,-0.486572090786526,-0.604832871314297,56636.8453253358
"27",-0.136466743086607,0.364714340908859,1.04344527090452,-0.0313431590513092,0.458403836721781,-0.760509411151261,-0.218987159706714,-0.10284082467878,-0.344286253229425,0.237501103353564,-0.504600438214185,-0.05803011796344,0.0915437644943554,1.34549534184386,-4.19810471564026,-0.0661290268881431,-0.0499929539838271,2.2971860642133,-0.19315506129657,0.129637181601258,0.518750605575764,0.659440575698952,-0.4800444019234,-0.594061293523939,56633.771675541
"28",-0.329030138354907,0.434240468839769,0.938687192048904,-0.0173597606476712,0.537647754690454,-0.90469084135603,-0.0959986247883409,-0.0970582256995978,-0.368833668860073,0.273663183476143,-0.481178968435781,-0.0665870612637125,0.0967650650744304,1.27021922208127,-3.74980997464051,-0.0637583332399037,-0.0809975426147231,2.30141961839219,-0.125657631523171,0.104378195438219,0.526600948261199,0.394917014712193,-0.498894456422407,-0.62599277756988,56635.7172476016
"29",-0.298388996883051,0.419225076791807,1.06077295323236,-0.0185035477391828,0.547189613273506,-0.783211323171525,-0.0994231237113197,-0.0867165704925671,-0.36130160645918,0.276334912688396,-0.488703853290997,-0.0632101210007378,0.0948800846953992,1.27056257919462,-3.91741125185459,-0.062307368691367,-0.0790244658403966,2.29600751473132,-0.150468444835452,0.101337085837546,0.533465989162001,0.448013999846153,-0.492332107486786,-0.644814764738514,56640.4278713747
"30",-0.260047839070671,0.398301060066852,0.808683120391984,-0.0273798323255564,0.525883386148243,-0.790438866747113,-0.0888894162012952,-0.100379546559557,-0.353851471049924,0.232043418508194,-0.472615527687482,-0.0586357373583418,0.0960358791708817,1.31717431196931,-3.90363568831789,-0.0662323830416331,-0.0763046824323974,2.3021269905351,-0.24506567076339,0.0848552893404184,0.53405457543968,0.691046035290134,-0.482700255776913,-0.656516092476352,56635.4774336867
"31",-0.224418293665398,0.400327057974893,1.39801508765131,-0.00941578566226911,0.489856689706743,-1.25618669410336,-0.128466276739516,-0.110458313013821,-0.349227635015696,0.230054936110728,-0.51179001296159,-0.0635775772751341,0.0974868294147489,1.26779076168593,-4.18721112663462,-0.0605033466474033,-0.0670291557924596,2.29529784089241,-0.0948367706276897,0.141269126699059,0.530878108651975,0.459522425009163,-0.492333156016548,-0.581535416685459,56628.4431377734
"32",-0.209315738899332,0.410041891243911,0.846239952879367,-0.0195379150624028,0.502618850683215,-0.501642177170046,-0.183144370828262,-0.0569420181321205,-0.368746470629728,0.262510200482894,-0.481940523446242,-0.0619975611649179,0.0889540639055242,1.28746063706309,-3.93063303549338,-0.0630043127690809,-0.0620805868315252,2.2825746749881,-0.253535682340544,0.0642372901319289,0.519253642200603,0.606243804556045,-0.483845530833322,-0.634172960088776,56626.4503829075
"33",-0.257712363192489,0.425054302337943,1.2890999420212,-0.0263400711672031,0.491952079266854,-0.694940494421175,-0.147426090867871,-0.10027758198506,-0.349763437872086,0.253272476560758,-0.495484713043967,-0.0679651882494746,0.109138819068676,1.28025008260871,-4.45595043459342,-0.0658247989358117,-0.0696513265021547,2.29330969679551,-0.139741777533949,0.145959684596608,0.528315723357382,0.67318911165026,-0.494687756198922,-0.632274909504821,56630.7940456911
"34",-0.278260231268726,0.410283585716233,1.55971816652563,-0.0346387271536809,0.540393604022841,-0.902869181415707,-0.128510892923575,-0.114506952920895,-0.361356281404444,0.311296005478876,-0.498295364076614,-0.0539238794176811,0.0897694114517138,1.26959608768678,-4.28047116616102,-0.0622344494962914,-0.0805660031314086,2.29763801837789,-0.191927423275007,0.116477074746066,0.531035751427758,0.437559640213175,-0.472620269429403,-0.623599478963121,56632.7532623163
"35",-0.260055346673609,0.395159312773946,1.05734668014315,-0.00576130001653902,0.443994913265922,-0.838350569535648,-0.133433184257092,-0.105307500603255,-0.335671949207279,0.243296911315298,-0.488319274696103,-0.0536576297045356,0.0936418243638498,1.3120232854636,-4.00919911470762,-0.0662470779493895,-0.0880209010664996,2.28157619847982,-0.146122798580221,0.135355364180136,0.531826816282615,0.628335601573485,-0.477992720855698,-0.530650373847208,56631.6830149496
"36",-0.260629278388113,0.397606320245548,1.16698487010106,-0.0133646350794477,0.394964602360167,-0.767405075245303,-0.103817451470483,-0.107853032772452,-0.363124742827239,0.306941345671125,-0.503003316026052,-0.0567676072942552,0.0947606208053882,1.28546876417684,-4.31428996884286,-0.0619258987175538,-0.0538828495002315,2.29933433808184,-0.233905671906513,0.106795045238596,0.526736217105749,0.523931905071153,-0.495261015365882,-0.513813962173929,56634.1176807264
