"","sexrace","sexp","sexj","sexd","sexy","racej","race0","agerace","agep","agej","age0","prace","pj","p0","j0","dp","dj","dy","d0","yrace","yage","yp","yj","y0","lp__"
"1",-0.230923466362306,0.397604758026361,1.2847179664575,-0.0768236318430851,0.408901599042183,-0.964802181792577,-0.147354542047089,-0.0947154310729589,-0.352115800588786,0.364534662675097,-0.506049117953533,-0.0595251374328307,0.0991033017459408,1.3765483898264,-4.21495794720619,-0.0711468425213341,-0.070215464127964,-1.67267138587276,2.14778237001425,-0.198984057559236,0.12105828194903,0.489596995855589,0.454254454041812,13.7636321890682,58062.5883134906
"2",-0.211544494318088,0.41775455566646,1.08478053042238,-0.0665912641419443,0.0503535604108545,-0.681483449728408,-0.197211992362561,-0.0837235773340004,-0.361795790200728,0.190445230268862,-0.535814359981831,-0.0605121433912076,0.0963118768664572,1.27396616938598,-4.16726270095253,-0.0635491465174801,-0.0697145426431893,-1.66153377366798,2.14125817569769,-0.134740253799333,0.156283612814859,0.537843786409587,0.692746109331576,13.9578019276362,58065.8121198668
"3",-0.366260060466198,0.40322207878775,1.08822345494156,-0.0834960160796437,0.467264549034835,-0.990363694697578,-0.0769180095146318,-0.0820476583007965,-0.361627825393791,0.319728483236235,-0.469881370052902,-0.058741488447319,0.0967348057087803,1.3057705016088,-3.96263132522201,-0.0644119889756765,-0.0749832414805809,-1.70848593901297,2.15248012825583,-0.109198067943462,0.0686969102112698,0.521024382942119,0.543257300896019,14.013739489495,58060.8036614516
"4",-0.152562848619946,0.418584317569427,1.01350245683935,-0.0731299927978437,-0.0121414843830839,-0.703420434658318,-0.170680520921459,-0.102541915640667,-0.354672901871138,0.156447790744712,-0.527234031893135,-0.0674356264614221,0.0973813827314897,1.22811373088858,-4.04111193243832,-0.0573974082850672,-0.0698572973055138,-1.62495481644435,2.14766748676464,-0.220148484929198,0.147817013158117,0.53353225416169,0.548644554661162,13.6606974494572,58056.7076432458
"5",-0.151446796918733,0.42158237245053,1.15121563056179,-0.0772673419983433,0.0363669798393075,-0.674073605292735,-0.192981945777367,-0.107551763409713,-0.354260696410804,0.162970952999708,-0.52481646634503,-0.0695299295558528,0.0948749606181239,1.23095372990132,-3.89342940760964,-0.0591549555641548,-0.0802841282482329,-1.60899193597775,2.14468522172812,-0.182780117613162,0.152078638851863,0.537804400733134,0.555605096107258,13.5423332092836,58058.927461199
"6",-0.304304758474636,0.406966585259761,1.12499377799533,-0.0757501619078476,0.443165634458947,-1.01649302514519,-0.0857332510541361,-0.0637393184906521,-0.35394537062014,0.341927812315217,-0.484949354823065,-0.0577352120184927,0.0999030785708322,1.25805960917237,-4.23357141340085,-0.060733515574912,-0.0663753822907916,-1.73468437702835,2.15081591982417,-0.19129768817004,0.0905643572915673,0.538805489174112,0.721355122382217,14.2782228667156,58060.6419060393
"7",-0.272715945020863,0.418675199664811,1.06420443971011,-0.076731833571612,0.056771992331879,-0.682037648462125,-0.050603974846363,-0.157666271142035,-0.35353702118113,0.201098335051129,-0.503326405432008,-0.0669513250085275,0.0951925303815805,1.27943620906078,-3.70057863559028,-0.0636556619093065,-0.0850277638893647,-1.69805409469291,2.15290378984432,-0.177017649338429,0.146492445745383,0.52154878224193,0.373774058563314,14.2673099339613,58063.085406899
"8",-0.247311815969471,0.395916961104823,1.24268464296162,-0.0861915092620733,0.399713600254874,-1.0839145498634,-0.134076347994036,-0.110898809880141,-0.357733381197567,0.0864285334350569,-0.477318431928834,-0.0649978900190362,0.089407995270104,1.34042965977976,-3.75505226721205,-0.0673074230424553,-0.113403296555514,-1.72830240229996,2.16120859181935,-0.121291801583978,0.0693111275980627,0.509710664752892,0.464030146255138,14.2429168827445,58054.3648343329
"9",-0.215701338482784,0.391820906249632,1.36650920855407,-0.0805866390486698,0.341953112830091,-1.08488673893598,-0.152988610934908,-0.119599686691546,-0.363601489447966,0.113813966686767,-0.463093179631129,-0.0621855211143388,0.0863585125493866,1.3430946579948,-3.7673426237274,-0.0685192512316749,-0.106721386962149,-1.70431965933714,2.16147576028195,-0.0937322329604171,0.0969951469275345,0.514083553261239,0.533262181113539,14.0983401490849,58053.3718584215
"10",-0.271206609760639,0.407889616219684,1.25738295857,-0.0838861224885302,0.225002555245979,-1.05226297471296,-0.19030982465475,-0.10253218970948,-0.349637854078348,0.207779065944812,-0.49290346491767,-0.0620699780424172,0.0828454341861786,1.31105869075005,-3.85638697928564,-0.0666766173331175,-0.102889217315483,-1.73209579214114,2.14595366316558,-0.0623703664751022,0.104367074690965,0.518246917663087,0.553997216665367,14.522934422483,58056.7202081214
"11",-0.26681145196737,0.430885479190561,1.12123396650166,-0.0734062024669671,0.0506047212920076,-0.969775949721267,-0.151866853324,-0.0767678113447586,-0.364666340556242,0.235470669203648,-0.461574619075949,-0.0660908801186284,0.0972087545935463,1.31409808765987,-3.78386791041889,-0.0672263951018914,-0.0969186081646613,-1.69199585414146,2.13782162097472,-0.156301539166038,0.0728948047743958,0.494455371593111,0.349944165203652,14.3212372823252,58057.9099725679
"12",-0.216564809160587,0.426724353842075,1.13643235849571,-0.0698413908960508,0.147435942581128,-0.843102225587309,-0.127971729861661,-0.0790884704191056,-0.357464743302957,0.214999143289279,-0.47089898463194,-0.0581720328321047,0.099964850377637,1.32478365043053,-3.91627288903458,-0.0692913411180809,-0.0978123449786475,-1.69652855893872,2.1483228979768,-0.192947176791099,0.0736696638836856,0.504353891958783,0.473124573905538,14.2139374030164,58063.4276240381
"13",-0.225341722328177,0.430102444177821,1.16731390983987,-0.0807631441245571,0.177605927149254,-0.868910714475758,-0.151827436614546,-0.114788292251057,-0.355266519886411,0.236831262079065,-0.477482890277331,-0.0611172980233693,0.100181001961259,1.31897515255373,-4.09810522847733,-0.0683633551422589,-0.0843036200387244,-1.66879432223338,2.15022898163621,-0.19242524098005,0.111958952302511,0.498646307304696,0.541939140618476,13.9522974535703,58066.8069099954
"14",-0.317468406852699,0.378072551713559,0.938604575201926,-0.0828316708264265,0.236019041795058,-0.827273304557571,-0.0987809814017644,-0.0806777799417454,-0.35020358255962,0.249532255722841,-0.489029551034502,-0.0656502367051583,0.0971548013141342,1.29798299604191,-3.78309864515157,-0.0635880505312,-0.0843205937886097,-1.70238170812559,2.14647945082375,-0.181959125911804,0.116974185708395,0.546964508575707,0.605981353956727,14.1864927607417,58063.9504600334
