"","sexrace","sexp","sexj","sexd","sexy","racej","race0","agerace","agep","agej","agey","prace","pj","p0","j0","dp","dj","dy","d0","yrace","yp","yj","y0","lp__"
"1",-0.22013154788971,0.407524195376943,0.898601102744038,-0.0479275436316401,0.0788471233894908,-1.00654872972441,-0.121032801560368,-0.170147668109931,-0.335727475594178,0.149412973792628,0.0525916668231592,-0.0828470816426863,0.0889559481804997,1.27594830353708,-4.01225192369057,-0.0640195638559376,-0.0472016453182354,-1.66589483955906,2.13355407044308,-0.0456795490615811,0.524261318916263,0.716085431581926,13.9553792396768,64728.0986537781
"2",-0.289778172777149,0.451951687756988,0.714943042840244,-0.0597817182310273,0.267618673074081,-0.677412213860245,-0.0906539697080192,-0.094763332610375,-0.363861035200793,0.26784882603732,0.00702584071592861,-0.0673255223327918,0.0972748674911628,1.26460704460212,-3.71116833469181,-0.0644636018990791,-0.0875210033695342,-1.68123774833264,2.14107910453686,-0.165856970505,0.528023738355629,0.569988774991758,13.9463504174743,64739.1657296874
"3",-0.211675920795804,0.38935780310468,1.12968280109507,-0.0754317949366712,0.188971147688252,-0.926433759199847,-0.203694364400943,-0.0912090621704135,-0.346290516646959,0.270082382950387,0.153522050025868,-0.0556675889351929,0.0992210072373059,1.31811668134254,-3.64010420709516,-0.0662317215737016,-0.105212763225459,-1.66614626052237,2.14857256184033,-0.228504613074686,0.515424001751045,0.312490080632113,13.7840261939183,64739.9057771204
"4",-0.223065987194753,0.381739040340739,0.95580675183665,-0.0837629115723477,0.212926790747758,-1.00261225798765,-0.203402522520905,-0.0732565442449811,-0.371502506269825,0.163924595043555,0.052452729631237,-0.0673647237678897,0.085245530384927,1.3588689491798,-3.70368571185349,-0.0657355728415314,-0.0898194437534927,-1.70238940194337,2.15362162305875,-0.10968648118039,0.483561421742268,0.581140248132186,14.1844868283286,64734.9686504882
"5",-0.214767019550534,0.403757923847996,1.12682326564261,-0.0770305711185333,0.0685345817044725,-0.603628442832364,-0.196612037396825,-0.0792618087895847,-0.341376228141168,0.299585407395329,0.0995041273201058,-0.0572733464917848,0.102912903789058,1.26379593532996,-4.00448326106557,-0.0604454267466446,-0.0828524211947928,-1.66397370749468,2.1527919163811,-0.110702916954314,0.515506707561337,0.403321723327069,13.9513472063068,64737.9917111066
"6",-0.304944313919326,0.402530277773437,0.882055276525118,-0.0702096117723308,0.459480294595145,-1.03021156469246,-0.0680705218225449,-0.118571036407352,-0.354976690289624,0.137638723283226,0.116707957489334,-0.0641130315002511,0.0873638993343792,1.31978173685742,-3.51207806080401,-0.0680579753930304,-0.0897673270182523,-1.68127927143754,2.14467521758379,-0.232934028996292,0.535924773815208,0.575594284135484,13.7073230913846,64737.8125032586
"7",-0.240891920866728,0.413896231773616,1.0202877402692,-0.077450908347188,-0.0406256596648399,-0.636941933000549,-0.158945859614114,-0.0956291181027381,-0.359069504125064,0.355510583075519,0.0395505168216673,-0.0558213704121509,0.104337813086634,1.28108005748552,-3.94299346502784,-0.0650939897577667,-0.0951207633782664,-1.68506402616946,2.15044091108343,-0.111095443491337,0.54962896574721,0.434174634498636,14.1880510582543,64737.8468100694
"8",-0.301924305224798,0.410482904351632,1.01286873883245,-0.0825771434991191,0.0615154647765781,-0.705233683017797,-0.117631849393503,-0.105332697157239,-0.347682727970258,0.370321449090945,0.0824025427270603,-0.0652468818268598,0.0972499306147216,1.26684748257514,-4.1511711150651,-0.0616379397025876,-0.0686572443140274,-1.6570814995947,2.15306661080682,-0.131253529352457,0.522819887526931,0.587951338483618,13.8605383136514,64742.6650836406
"9",-0.327087200161711,0.399981473918237,0.918327566772592,-0.0774427047319298,0.322368347452194,-0.846422567252074,-0.128002298445557,-0.0431133113835072,-0.346418869893953,0.336895076360025,0.122636896910018,-0.0554714024837358,0.0968627327456524,1.34866745560107,-4.01266866297984,-0.0700939480907296,-0.089853602319653,-1.62815304314609,2.15300140928728,-0.165539381939795,0.504951757443544,0.750526091525651,13.3719882834309,64738.969040134
"10",-0.261328061391989,0.414927752627147,1.01119621531222,-0.0813890312291443,0.155007493069401,-0.931208564663343,-0.196716761801901,-0.0583271765246177,-0.341521716429491,0.283145201175614,-0.020202411389857,-0.0572747826189187,0.096309399511135,1.31783945865988,-4.01821370822588,-0.0673863566120017,-0.0683970900697998,-1.66200192906267,2.15011126571098,-0.193059289930318,0.49422409680471,0.675702937632628,13.8541045605818,64739.063800923
"11",-0.229363210450591,0.380558809922832,1.24765625228606,-0.0734192512119945,0.148099253442241,-0.8659777198215,-0.179648662809108,-0.099356372796165,-0.354143407777385,0.257226967072731,0.0970057498816663,-0.0632933572249913,0.102230339699161,1.33613945497059,-3.96541318822559,-0.0669682020705926,-0.0848171097610106,-1.67238650576458,2.14784981068815,-0.16181769575782,0.527930033920946,0.29241502221755,13.9060822912497,64743.0401255832
"12",-0.278068705530839,0.396917624086296,1.14765306710113,-0.0791388203035155,0.132182320681894,-1.07280407647101,-0.146615016327739,-0.0719309868164597,-0.357815839944319,0.233788276250069,0.0802575879301951,-0.0583831933585382,0.0880659810674353,1.30653526613158,-4.12935202221008,-0.062654576335634,-0.0737850604054459,-1.6910755783832,2.15370968327086,-0.236285719516654,0.500693203310755,0.748531137922813,14.0685220778547,64739.401842979
"13",-0.209128595543089,0.404966914187497,1.1055816561372,-0.0809777570831375,0.167032587635547,-0.97473569200116,-0.124166464473693,-0.108849394506823,-0.352887951312559,0.298196565527459,0.0192120919646726,-0.0585814152073234,0.0902524538673816,1.28283030357547,-4.03315195951077,-0.0645013649489149,-0.0769467537689856,-1.64874599048723,2.15157952243167,-0.205280480494803,0.5534076656893,0.662142389800377,13.7175494013049,64743.2856199404
"14",-0.274411161385504,0.412025770784596,1.67989816672228,-0.0793778893165193,0.183756115218721,-0.735662977615732,-0.142244339019046,-0.0683151009170913,-0.366440868503788,0.17570699836063,0.176816402365003,-0.0644993870373225,0.0956666592503624,1.33402893343426,-4.48922495038856,-0.0683066730378262,-0.0786946697953172,-1.65241607641198,2.14856535871632,-0.140442177749943,0.514355421536712,0.470303673332712,13.6395051579785,64739.2437461476
"15",-0.258536802572323,0.400513455244175,1.36820564016989,-0.0887692249277584,0.128513753011866,-1.02778897302536,-0.0843942726671614,-0.103611433267955,-0.342042158541342,0.260074731894265,0.0864141497611883,-0.0685827933472094,0.0920950804405388,1.31237502729398,-4.13347739586164,-0.0650412727840503,-0.0904014254661534,-1.67041078703954,2.15739863313061,-0.187034728995767,0.513105619095326,0.530109768579083,13.9167751190696,64743.0875528938
"16",-0.306736760734588,0.400113840387529,0.793296620005734,-0.0631010077935706,0.310083570485424,-0.635314196613982,-0.100385873026458,-0.0861434921019143,-0.36904169204073,0.23017773896526,0.054435899828486,-0.0610806504822944,0.100815685356873,1.33602190397953,-3.82954717366436,-0.0665344667558612,-0.0684502200389968,-1.67350918098032,2.12995256552511,-0.191532323793521,0.513686965492808,0.643927950558547,13.8459653308575,64740.2849060099
"17",-0.240967453530095,0.391759423820154,0.782344576294328,-0.0513831096048741,0.277706984889488,-0.805617430858904,-0.0943861876039192,-0.1106922796016,-0.361955015392896,0.22806306332168,0.0518915533897472,-0.0552290340284849,0.0956143302357896,1.32161237708596,-3.74303324188736,-0.0659016528929502,-0.0779083714050244,-1.68211547690288,2.13357690977747,-0.249006415979142,0.52297937566737,0.697517800582676,13.8849749850846,64740.7813040437
"18",-0.256826273804516,0.400936531424495,0.66058130447702,-0.0529159690532971,0.270988279361724,-0.790568513602347,-0.102770100897982,-0.0997226980664069,-0.358744762036033,0.245921885877236,0.0415886823414099,-0.0556346290084804,0.0967088411918734,1.32265717792601,-3.6964178926452,-0.0658395044113226,-0.0814859450109274,-1.6727654356599,2.12589754815652,-0.267674868090049,0.525342755985657,0.65168089122031,13.9311537086708,64739.223752896
"19",-0.230675329380022,0.402458758748612,0.704237179936679,-0.053685715753145,0.234083162499764,-0.795848242418889,-0.094715213284624,-0.114248668640355,-0.35850263201514,0.268457507130171,0.041527949457094,-0.0556190700726033,0.0979772975248964,1.32992942608608,-3.65561558099047,-0.0693151343734208,-0.0831521016308176,-1.66801454958493,2.1296828090912,-0.251311322890304,0.517809941210429,0.583454512694789,13.7849890549841,64739.5629116831
"20",-0.303730106929599,0.397029421661742,0.837982346687445,-0.0706031376527048,0.16962533691865,-0.812047002777794,-0.116431595280149,-0.0229858773094841,-0.343261263286259,0.247809101781154,0.121876733868816,-0.0595876966614259,0.0935773540579228,1.28597028647,-3.65856835912457,-0.0643557626972519,-0.0902365427881625,-1.65970919268168,2.1456361060816,-0.179935437561018,0.540480036716045,0.48332651550215,13.7733765161136,64742.4200894037
