"","sexrace","sexp","sexj","sex0","racej","race0","agerace","agep","agej","age0","prace","pj","p0","j0","dsex","dp","dj","d0","ysex","yrace","yage","yp","yj","yd","lp__"
"1",-0.212120202918454,0.416054943713034,1.17949542106252,1.74568157939411,-0.618564246699974,-0.135694699858652,-0.0848649667028709,-0.363840762212729,0.20230555774641,-0.515554155179221,-0.0660554218642088,0.0948994286118715,1.24233900446775,-3.81014132652415,-0.0530009416601216,-0.0602966367141525,-0.114279307793534,2.2804178948419,0.304983523488518,-0.147985345975391,0.106977745326878,0.546867811938166,0.51689029220729,-0.499446521605054,58060.4917180435
"2",-0.211577874683308,0.429746262420756,1.23446094008697,1.73358170131133,-1.00043498507272,-0.168997326599332,-0.0647875523270232,-0.347483114269765,0.253114673525057,-0.511893572846418,-0.0517910216269054,0.0960283217951561,1.30692629317425,-3.78015372384587,-0.0501488354214304,-0.0692426260045885,-0.0918567832630823,2.28459921863722,0.284392201554142,-0.262205010134422,0.158812534900033,0.511973898821438,0.281366481501107,-0.491239135644826,58057.313763014
"3",-0.228991835964699,0.405481460829588,1.05543775398287,1.74384997184653,-0.662951171604249,-0.189115560005829,-0.0630965124515084,-0.353521133675567,0.2427388175697,-0.502040827172368,-0.0560308791746617,0.0962856084787352,1.27202680834374,-3.89113545000199,-0.052087405315833,-0.0617362118937716,-0.0896974729060479,2.28500940866103,0.301922500536026,-0.136473975806388,0.103758003825518,0.530171362143512,0.584131980273896,-0.512727453488706,58061.4734384864
"4",-0.154811300241172,0.388641216148868,1.16437374137411,1.62401549217661,-0.64571047645312,-0.228543123516236,-0.0577502366722668,-0.363355673327043,0.253640306590686,-0.51853002664848,-0.0564813440270236,0.0980803218920557,1.30465460213609,-4.02603962285688,-0.0397266881600245,-0.0645199041981137,-0.0839911495166604,2.28345776905632,0.337182785036409,-0.176776158405198,0.15502410452206,0.546608796092944,0.543190225811512,-0.488296566108285,58060.6930227301
"5",-0.160189587295163,0.410523368490999,1.23579374175112,1.54193925063021,-0.802527343972348,-0.223969338033786,-0.09245035997547,-0.353370127900694,0.271451021649016,-0.479313382401596,-0.0568962051846841,0.089093956326608,1.23006984342468,-3.93504653179715,-0.029488334751483,-0.0585547115481773,-0.0978489386396384,2.26678499323512,0.400973431177697,-0.128848162551883,0.0889426958489936,0.547980277616905,0.463567478967895,-0.477205295049816,58056.4646164075
"6",-0.214106003554906,0.401590445100059,1.28768556530001,1.78851438741391,-0.970340358690094,-0.179365899211912,-0.0442155574218488,-0.345002447842291,0.18116270943005,-0.523382616211944,-0.0631118806558647,0.0914601236510507,1.29470432008159,-4.06655341967996,-0.0648420957988339,-0.0646645427346516,-0.0825908428620486,2.27354976716926,0.339523023074683,-0.219043294441288,0.119230500639922,0.538273158904787,0.628994162006385,-0.475020754380553,58058.1086755384
"7",-0.239616366378964,0.390312939533735,1.23259724023831,1.95770726917491,-0.903025342745112,-0.167436320784844,-0.0316954461665749,-0.351194977284145,0.10723549856844,-0.496179107230838,-0.0619152149463468,0.0855010953595118,1.34820537845611,-4.03389476862124,-0.069653518349968,-0.0661316720561697,-0.0745134631062093,2.27340985379697,0.203054139878377,-0.195694064956112,0.122014557865915,0.504304063106268,0.611237539993858,-0.478677415176567,58056.0006166322
"8",-0.215363981354979,0.443383842049896,1.1836020950135,1.98721091158628,-0.861700857166623,-0.186400708380039,-0.0507285132924153,-0.367417639850407,0.342776401205207,-0.511676474981252,-0.0500248981084069,0.0991096439330757,1.24656271249432,-4.35063741867021,-0.0812382931177209,-0.0606129493108037,-0.0657307393301857,2.28199421253191,0.175022205656114,-0.248740719809219,0.137367961158847,0.539121557993178,0.714915674521907,-0.497112836954906,58056.7017638948
"9",-0.219153037069195,0.444991290888593,1.58855175824748,2.19416810243564,-0.765583919159662,-0.173483960994455,-0.0804744162806202,-0.35623525636098,0.219102036026203,-0.523537610590974,-0.0660100153022219,0.0967197956454699,1.23742324775172,-4.76046163052693,-0.0949610263295877,-0.0639346857563355,-0.0380678254938757,2.27215883855123,0.112042411516452,-0.111386481154532,0.160224582220136,0.530763308486348,0.683591414384688,-0.472605517552759,58052.0960681468
"10",-0.344817258304812,0.412837839488264,1.13174380656962,2.0730480918576,-0.626321928850253,-0.0502931971745206,-0.0760308140152103,-0.357548892353147,0.271636017543157,-0.495227605138631,-0.0560092759243751,0.0964804347912714,1.33722573827524,-4.23085565793654,-0.0880418300917647,-0.0690666899575633,-0.0839000442444999,2.28130284937099,0.12936290324563,-0.205688339423554,0.108416426463609,0.49946343633889,0.62571473623514,-0.495858348260806,58058.8007340953
"11",-0.133335703965201,0.393171881314427,1.23280288791775,1.8072141119925,-0.748610532377276,-0.251955156480152,-0.0704884150402282,-0.355512639653582,0.209734811955859,-0.50672428644512,-0.0671932125569817,0.0952226346561776,1.32719604025477,-4.44306322292905,-0.0589461048612434,-0.0661333166368508,-0.036901924007311,2.28534865063656,0.279066327409526,-0.0900841937416337,0.137038495021389,0.514113341060981,0.770235705798167,-0.49934154769897,58058.8468529306
"12",-0.364635686351249,0.391967114465614,0.834749828345676,1.90874019737594,-0.842037390404635,-0.0416550251186602,-0.0760040890967299,-0.357364170582953,0.17216044954158,-0.498243918533631,-0.0689178381264781,0.0919374322899089,1.26031467808974,-3.45279885600058,-0.0694720853340595,-0.0599871087955439,-0.104339003521607,2.28580064273375,0.214478287213543,-0.0894010983873579,0.113858279307188,0.542921982449554,0.546693672297847,-0.49596486907936,58059.402008738
"13",-0.205186879137639,0.413575997719221,1.10195833930107,1.92379587510824,-0.972315071734926,-0.137152266088486,-0.11123964377143,-0.358494257231514,0.275379794032229,-0.467309866542608,-0.0598184865986192,0.0964057004512561,1.30851731164733,-3.92004355808987,-0.0702752133194391,-0.0653776034768188,-0.0789957767343264,2.27673033623579,0.210274821591564,-0.270629168115605,0.084302911218377,0.49992246850421,0.414288699708432,-0.477762096629489,58061.0414237725
"14",-0.300672085558244,0.407778984174413,1.39704353517961,1.80554676400034,-0.840193373355391,-0.0692545391836749,-0.107741317918964,-0.351208605066663,0.275015609484944,-0.510976901203283,-0.0692163037227523,0.0875272897849775,1.20121363498734,-4.24962121501398,-0.059020562976749,-0.0555194100096928,-0.0879464911966045,2.2856389697788,0.310889999763788,-0.0801681674548401,0.112444610125903,0.564568962147623,0.612442630185212,-0.498162676467337,58057.3747286695
"15",-0.213637216130692,0.409058512664636,0.921677340029335,1.9279058105155,-0.834274873965942,-0.167567028233079,-0.0986458189726747,-0.35965232376985,0.203276081065884,-0.47723447977899,-0.0576140902463504,0.100985148287787,1.24424799210893,-3.83161001335591,-0.0731858874630093,-0.0595319279638335,-0.072079318601208,2.27436680425688,0.283338862373127,-0.234193976510404,0.0892727372574969,0.548287410929098,0.449650345716427,-0.481214502102476,58062.7007327105
"16",-0.221203043769686,0.413168916096558,1.19359362977543,1.90762681196637,-0.850721943482839,-0.115806878814558,-0.107038307653272,-0.346184423819596,0.24284680401014,-0.492772602246311,-0.0591236758556876,0.0954989882858349,1.24033598218098,-4.04173547733109,-0.0706329811797481,-0.0612604923086435,-0.0862156393307129,2.27707338250658,0.25201669502095,-0.222538013799397,0.105204143395083,0.557723385079677,0.565838887481002,-0.479549591152035,58065.0843215222
"17",-0.279110049642969,0.404463160672797,1.33054962530566,1.5428472661037,-0.754038138623,-0.109122179056256,-0.0741782029069111,-0.363194325357692,0.222450997106611,-0.489083558182071,-0.0592979467877828,0.0900690125162277,1.28528626979117,-4.26911187295677,-0.0349931389989177,-0.0641549782731884,-0.0782747123443284,2.28518536907582,0.358113344441501,-0.239092863126929,0.144687031549007,0.534259652075217,0.549089475869213,-0.494446091730477,58059.2179626714
"18",-0.237463674337063,0.3856364571604,1.14896353457307,1.49905954200918,-0.813376665199194,-0.131240632128557,-0.0710604401504878,-0.377793581260045,0.179950311915774,-0.515478829020944,-0.0614477288820627,0.0976981713003981,1.31179357604526,-4.2151975022146,-0.0281031224860782,-0.0626162907210896,-0.0525541099802303,2.27761635822859,0.469461345691027,-0.213415041259965,0.116027410783602,0.534974886110612,0.624016318876579,-0.496907678962937,58057.341978642
"19",-0.308298020885489,0.378285108747756,1.18678661467653,1.57078576514735,-1.20583661012445,-0.179465258851057,-0.0428166852938037,-0.353826841877305,0.220190711628897,-0.497410797623017,-0.0468704124989498,0.0874474495191362,1.32346616156941,-4.05586158008603,-0.0338022862251943,-0.0651523946843169,-0.0685135918329928,2.28163126002763,0.347280143933137,-0.192562402398256,0.131381038751738,0.532409734466508,0.695881422862095,-0.481427085826593,58054.764066507
"20",-0.300640651835595,0.4279039661384,1.11594193221997,2.12556292386466,-0.895624821601925,-0.110874566696093,-0.110669523158793,-0.355527133778917,0.22359816016374,-0.521827239358708,-0.0588067947264472,0.090758231675482,1.24473397308028,-3.93971752648789,-0.093307697991124,-0.0603982656601085,-0.0876045649894224,2.27133761909095,0.156798260886258,-0.178214736751806,0.119345620047251,0.524971416955816,0.572247695216776,-0.483272756689829,58061.4268941194
"21",-0.24133638966619,0.414836514199706,0.908310093207567,2.11689298923219,-0.855344740102005,-0.0971490773444863,-0.0986515016795861,-0.356223930905397,0.277078636966231,-0.477518297127886,-0.0719244002390344,0.0955872094419938,1.24118787759877,-3.72153297588256,-0.0864253887447735,-0.0603555666375227,-0.0851921740862105,2.2804566418475,0.119221413946049,-0.196668170379921,0.123987447297779,0.553135628175446,0.529755093516673,-0.476160708629362,58060.8187563393
"22",-0.273345086640637,0.403636010870953,1.12015324592538,1.84902782940458,-0.865419587734255,-0.167652259110189,-0.0623224141245022,-0.351568817714779,0.179454960588639,-0.506502008482411,-0.0629588661287612,0.0976257129607197,1.31378685720395,-3.90415255185444,-0.065347575437612,-0.0657372054277841,-0.0837453228919437,2.2904591947282,0.224258882500408,-0.115102632168172,0.158878460230239,0.502970755604176,0.435677341830922,-0.496946278659831,58059.8111549624
"23",-0.267778341047376,0.412055233574664,1.14917519499975,1.89943276768743,-1.02095421225566,-0.190328909565197,-0.0573335420337422,-0.356655633927957,0.140474433204549,-0.518981730860603,-0.0509824012885726,0.0903714110478848,1.35659600535111,-3.62742833914913,-0.0674837543027919,-0.0713752829432963,-0.092282841781319,2.27363369631529,0.233587836420485,-0.134500169767898,0.134564310394999,0.496318061245968,0.319770670625715,-0.492941394783645,58056.4662370706
"24",-0.243671797510649,0.396514388201826,0.933568678635706,1.60523074810273,-0.578486363648697,-0.139132391525328,-0.0584921587509223,-0.356501051339341,0.274689809510966,-0.503917860203365,-0.0697147214268292,0.095356091297282,1.28962391239993,-3.81250124989903,-0.0392320859216515,-0.0625254877398271,-0.0955432084209955,2.28531579225232,0.36772643896239,-0.163226131195812,0.135494766592313,0.533067099032152,0.604968779542686,-0.498862565982909,58061.9329213851
"25",-0.319920885969493,0.435773240492578,0.889493645965878,1.72130915229905,-1.09751870895126,-0.0802992922319329,-0.138355510179472,-0.354674344318062,0.220480434220434,-0.532934175218996,-0.0606885013066376,0.0910844050478124,1.25498283983896,-3.77508962328097,-0.0535371819626815,-0.0640947434460504,-0.0617984168945649,2.27162583035413,0.259542167955413,-0.0765868193877468,0.149880422545935,0.538855036073394,0.497286299386352,-0.475760122840915,58056.4110348166
"26",-0.203946269815409,0.395242045370799,1.14421136246368,2.03934624226473,-0.856515290524181,-0.257449974923343,-0.0740321739257392,-0.351639608679746,0.242638250249001,-0.441762400476649,-0.0537693085828569,0.100131799207663,1.35522154714446,-4.16775691538763,-0.081738270610195,-0.0690515354748638,-0.0811719705814692,2.27157663613986,0.206120247529105,-0.0843544505192396,0.0612275120173294,0.503237054629569,0.668114289348025,-0.483417633492355,58055.7192044543
"27",-0.206186796204166,0.396499495244372,1.14254544419429,2.04420160782944,-0.868466337443789,-0.241944658956585,-0.0702809828308881,-0.353252219528895,0.256477952512056,-0.444916428619959,-0.0556706549998138,0.0981742863524073,1.35551241173705,-4.19168147539475,-0.0831622469326897,-0.0696894710499266,-0.0846193932933256,2.27176232699405,0.192182416359846,-0.0810888117199406,0.0580074161592503,0.501609303465905,0.670404749681574,-0.486272319382394,58055.7674632704
"28",-0.250159085348256,0.419917775346084,1.17325687621542,1.8839533599999,-0.780830979954377,-0.0853325363813213,-0.0820584072090864,-0.362737574603374,0.257385400366762,-0.528116590712197,-0.0660719659715759,0.0979188391680897,1.25788450767102,-3.85727813342456,-0.0715661637181616,-0.0620912013678477,-0.100090614770318,2.27742486441059,0.274911053100703,-0.31349737309531,0.153160995352063,0.549618208697237,0.430877891322267,-0.500084173414189,58059.165893117
"29",-0.259253938296471,0.410041692268058,1.27658371376552,1.81584303353004,-0.755260004637163,-0.0650349371185142,-0.0986727041325076,-0.364234961111074,0.305191851200777,-0.501042680575878,-0.0613587974185915,0.090046592746125,1.26705424837739,-3.92986004654222,-0.0621609875610411,-0.0636879627758786,-0.109227323873076,2.28274162753386,0.234490770489377,-0.241330621643402,0.136621114497831,0.551277333931128,0.51885581250429,-0.49443507065035,58061.4781788101
"30",-0.155514410782589,0.369685244846752,1.194014300149,2.01349278490191,-0.671851952076528,-0.239000981500629,-0.0890006708265425,-0.346642645534897,0.168218704494778,-0.521720234111835,-0.0605241800875595,0.102521800565403,1.35755737724859,-4.43626043862947,-0.0842489633962561,-0.0688340807225981,-0.0443702109162002,2.26861427478333,0.191566012036944,-0.154807100351279,0.149083858058194,0.533216869797631,0.658781536362489,-0.484802993688562,58052.9470074365
"31",-0.167870912048226,0.376922142268757,1.35170544617139,1.80147797806143,-0.580017289900161,-0.15248378024797,-0.082360053027822,-0.366833542505669,0.332375409558087,-0.498995583906489,-0.0674579012914445,0.0899267857333413,1.3558120112197,-4.4224245982712,-0.0561614767200522,-0.0656675675136276,-0.0774845191079621,2.28788181393335,0.278351094840599,-0.219371884118494,0.134616725649094,0.490272391691725,0.723286258635021,-0.491878234705689,58053.3836595146
"32",-0.283250435448077,0.37673502100349,1.28310512933912,2.07911306838159,-0.948220544271845,-0.132592673944267,-0.115291532957296,-0.347768095701753,0.260527127987293,-0.48628406397525,-0.0605443263477033,0.105361242959835,1.30905810865882,-4.48181157894967,-0.0853773096258052,-0.0647606112983951,-0.0458946637371722,2.27676127717297,0.16206330246205,-0.0740608487863554,0.0895873716823995,0.541801623329259,0.570753880389134,-0.487626993699184,58059.1599407795
"33",-0.226741297447007,0.409592056926039,1.32411134441698,2.13088813844455,-0.975051440785648,-0.12698482079562,-0.117460039691183,-0.359748960242736,0.250200097685098,-0.473238980663647,-0.065783592543803,0.100649087637953,1.27948447825739,-4.52298293141615,-0.091890034497043,-0.0641168138113205,-0.0374791694689538,2.28061102467349,0.179727947193596,-0.180911815142931,0.101492390603283,0.533130703791165,0.575924685743648,-0.487707861947111,58061.7056523475
"34",-0.21908236613214,0.392968954592756,1.68828992303116,1.94128671308921,-0.772953312252568,-0.108303876857366,-0.136709193855561,-0.346516273232547,0.272182427731906,-0.496653112780915,-0.0553354662837583,0.0883833530550764,1.30147825436098,-4.24962358617937,-0.0683376074247375,-0.0630538545094994,-0.122552031571132,2.27622907240025,0.133573417688478,-0.254717947379268,0.110713647061416,0.528420482518994,0.555128063396479,-0.48930312400112,58054.1674993849
"35",-0.282796760186695,0.405934287491629,0.914894033626018,2.18262775699219,-0.649121180748971,-0.141769822977952,-0.114305259844222,-0.358478907955956,0.246739930714233,-0.486376249766215,-0.0475402461477198,0.0975332081833854,1.30783635640966,-3.87822416046175,-0.100933738522747,-0.0662688265640453,-0.0624746458051292,2.28667997149575,0.181687869181421,-0.169729861776056,0.115996206709686,0.522070612513868,0.47309366006611,-0.499733238395353,58058.8128651715
"36",-0.283527818077155,0.405907375967862,1.21918481441574,2.13358741933796,-1.03177219394663,-0.0844560818585702,-0.0589346063156407,-0.344327665623997,0.321622453227544,-0.509512592579322,-0.0770804092510785,0.0890972783696011,1.30066726487006,-4.00438462681861,-0.0902321130534472,-0.0646435038964418,-0.0977658136407088,2.28306237203939,0.0598357594715005,-0.161604482475558,0.129380239829442,0.516157728392061,0.643192825138907,-0.503778571326323,58055.6015126924
"37",-0.353206493127192,0.428535531456387,1.31712629002476,2.18514254113874,-0.781922612325276,-0.0816459115267272,-0.0901145069746261,-0.361146273553849,0.204133272300019,-0.506948992068493,-0.0535760952635314,0.100668361857457,1.27783396869378,-4.26943699683468,-0.100148567179156,-0.0654571366069447,-0.0568807930103067,2.27524127212034,0.153137275011385,-0.160106912221249,0.13979146961025,0.527876085009765,0.454772320866706,-0.476472032640212,58059.1244035746
"38",-0.133375253897915,0.408930227825247,0.663671095559219,1.79060458461608,-0.998118143926141,-0.203646766836215,-0.0912934920579782,-0.346978357347139,0.24901636510407,-0.497472766949595,-0.0678604591497275,0.0915375289265942,1.27604603921031,-3.44525413571254,-0.0541269542653629,-0.0634085506349889,-0.0987786114198372,2.28499871873997,0.298314196885935,-0.197547797854437,0.107562825682229,0.538421498928269,0.59351404209228,-0.500223249261593,58059.8709590869
"39",-0.234157485344929,0.401074347517372,0.813084783218105,1.57028695069426,-0.862158643944366,-0.14860075709658,-0.0871642549001593,-0.364627780544167,0.337290889827943,-0.513864960680155,-0.0562080053442693,0.0954105794174064,1.27511198133745,-3.58692003984159,-0.0386248952761296,-0.0621902936231116,-0.0965115799848605,2.27784986248912,0.275471019414194,-0.214343747769934,0.0949159381872159,0.535638726766577,0.41315087480243,-0.49779353222048,58058.0605798896
"40",-0.265094851069013,0.415928911090739,1.3041883077387,2.02706824342159,-0.920930725445058,-0.0942100191212561,-0.134440664150075,-0.364452815923119,0.262374952327597,-0.49647138050824,-0.0628977927373072,0.0964076865274176,1.3055014454449,-4.53048997535649,-0.0741929789156854,-0.0669564998237203,-0.0469358787686831,2.28468484793711,0.161437759278777,-0.169686076846869,0.111495629284691,0.531714291601422,0.759028255964181,-0.488768655637287,58061.631014754
"41",-0.307853216502952,0.405641000819876,1.56021173657466,2.0902150567254,-0.686944544271603,-0.128614612126587,-0.0710192981596943,-0.355547769743736,0.219580178859245,-0.507899200356638,-0.0608913611575997,0.0889901220013457,1.32930461128079,-4.28261179942099,-0.0878039761788495,-0.0660952898830068,-0.0880382148978715,2.27710826550395,0.173536659567249,-0.134779299518077,0.14195632135669,0.496586994731304,0.598927557202304,-0.493385125497775,58059.6590102237
"42",-0.210827429324366,0.409553281436938,0.801606019169771,1.77951320945803,-0.925873803784586,-0.124078382103693,-0.113053737146672,-0.351150568605901,0.347945095004757,-0.478351018631458,-0.0587957156158993,0.100430589971001,1.24706293342982,-4.11556636110228,-0.0576562073471915,-0.0606449360808164,-0.047722993830289,2.28756395743078,0.303982002170144,-0.22342277163287,0.0970500500079967,0.566711734674702,0.748204688815514,-0.488833790321671,58057.2527634076
