"","sexrace","sexp","sexj","sexd","sex0","racej","race0","agerace","agep","agej","agey","prace","pj","p0","j0","dp","dj","d0","ysex","yrace","yp","yj","yd","y0","lp__"
"1",-0.179681108524839,0.392431869081688,0.99207903628894,-0.0156156489005854,1.26020707805258,-0.916610291193356,-0.181976044138706,-0.120328642250705,-0.341401850376859,0.173411831012839,0.167535783408208,-0.0600535883019762,0.0897201008669179,1.29728569634918,-3.70289517687656,-0.0651734096894617,-0.0801619874178292,2.28761397663315,0.462162352065732,-0.146479464056275,0.532111756669833,0.431964149873108,-0.484445540550415,-0.29812786615366,59776.4148549957
"2",-0.293437851750956,0.419278863137506,1.04768782213778,-0.0234659074468392,1.24552575656398,-0.726354159128032,-0.105389193680464,-0.0597983057114361,-0.372288076276078,0.31640572603416,0.0905904498263745,-0.0594787971889634,0.0970369862786706,1.29366091850127,-4.02328503884253,-0.06489591178916,-0.076415104526385,2.30031893599622,0.473550784074363,-0.240612008824007,0.531418695542999,0.500556547742552,-0.492264665022669,-0.258744094715845,59779.6313492829
"3",-0.301243397924901,0.397430719487842,0.911116158391094,-0.0373305103819707,1.2373249910987,-0.847241560913843,-0.120095109418951,-0.0812172573768614,-0.357138606429511,0.223800829069545,0.0812765481115762,-0.0590820624010648,0.0970070769987513,1.29285573158305,-3.3603020852117,-0.0638206134387272,-0.126474008626951,2.31158925561017,0.440619326311734,-0.182413039838159,0.540329386400594,0.322179937726456,-0.499186381731778,-0.216395579479769,59775.5675276466
"4",-0.113540859583911,0.414504649580158,1.0620303312435,-0.014918073098344,1.22163276014159,-0.773386162982948,-0.224259490946339,-0.0919956304402167,-0.355210721456778,0.200332337912504,0.147945267348438,-0.062695310669271,0.0936651331290866,1.27131617183533,-4.09873203844168,-0.0644053353612766,-0.0670156634631543,2.28638931065995,0.529055395024856,-0.183489602467162,0.548809650241839,0.735059610332831,-0.481312863307247,-0.305069969560572,59778.3913647179
"5",-0.368139328314357,0.439577622935124,1.24378719553329,-0.0121713861903126,1.25606808449934,-0.956490731279037,-0.0459632586629522,-0.107806457864886,-0.357244397509485,0.333512632184674,0.110075619684618,-0.0643739402093837,0.100762805451418,1.27976238752619,-4.1363504542963,-0.0677844384006662,-0.0776728322502917,2.28978597218475,0.394463692010257,-0.14130426049402,0.526802906868648,0.471524958555521,-0.494365448366511,-0.287766972003161,59774.7697354775
"6",-0.377033261071426,0.388322128083145,0.942142881994203,-0.0208459151723607,1.23794989684291,-1.04826886468517,0.0453691527138805,-0.147163525180696,-0.335955676222438,0.271307513479685,0.10246417982682,-0.0636934012793365,0.094953761481867,1.27207130515422,-3.88775645092015,-0.0614577581234419,-0.0763236995514973,2.28987405023159,0.455479616469922,-0.201672693302011,0.526407637204378,0.640962716657043,-0.467809817134556,-0.256308134982773,59770.9983466383
"7",-0.351965669356893,0.395996694289388,1.00957216944635,-0.0168018265151054,1.32112584554266,-1.21933154495151,-0.0670536506399737,-0.0399838924546403,-0.379216638186454,0.209194905154838,0.121945381131492,-0.0561186232393563,0.0946002869652846,1.26664815078445,-4.09217706303489,-0.0625885425025721,-0.0503710926339583,2.29446529899562,0.323866302997804,-0.230059039488104,0.566805021106979,0.74961850018972,-0.495588698275173,-0.281091382348358,59764.5158188229
"8",-0.342288401074297,0.38662056241388,0.875543274599138,-0.0162832228318484,1.33087230025496,-1.05986121692265,-0.104443538842234,-0.0388434372585303,-0.375774996374641,0.315020447902677,0.102089877081599,-0.0619855396627206,0.0937450183873878,1.25441734055377,-3.9870449424192,-0.0592882069114027,-0.0494296253529823,2.29396506341766,0.400673344282592,-0.180874922593433,0.542184750713758,0.685280013871972,-0.494084862162,-0.271114003592145,59763.5605860209
"9",-0.31301452206807,0.387977160397853,0.934424753793363,-0.0156703213618594,1.30931616244896,-1.04547729805294,-0.0827067880767157,-0.0732697573612662,-0.372000219398518,0.331291642313032,0.118205673588559,-0.0593550287529261,0.0997571802624714,1.25807322606107,-4.11636287729073,-0.0600865123276498,-0.0558176701215919,2.29331020836219,0.370280038926434,-0.180311561233788,0.561094571350949,0.711874011077095,-0.494797223505248,-0.251910597606099,59772.7749588439
"10",-0.294740811684317,0.410705616392625,1.10454302889271,-0.0326712781727353,1.21527233906965,-1.15534582489077,-0.0162059453862191,-0.140888443539507,-0.348161122875084,0.266120908485819,0.124497403158462,-0.0682038524406108,0.0940255534885839,1.29159131332307,-3.95960315417399,-0.0657482325592141,-0.0744295316877579,2.30103427161293,0.459693597024698,-0.181462325865469,0.539374373847718,0.579769462615689,-0.479514067377949,-0.310953278699767,59775.746063267
"11",-0.252265298456581,0.383369252152092,0.680009373682856,-0.0136990408575241,1.25238976536418,-1.03336874207441,-0.108306538523864,-0.0933085786562816,-0.368695410322005,0.253198927173464,0.162303514348187,-0.067156968763938,0.0986613077309469,1.31741022395217,-3.76066374403475,-0.06469985142211,-0.0648117488625934,2.29476989257155,0.474446640804961,-0.166749160068585,0.516231498863276,0.590078391023715,-0.501199929311457,-0.289729891522516,59774.4577052652
"12",-0.182067537396957,0.41850470690602,1.0317685401439,-0.00521669312600956,1.23673837568607,-1.06868012340976,-0.194717201851712,-0.0684151918353147,-0.3596897172643,0.31047760574512,0.186268414343116,-0.0661004295247529,0.0862058857870604,1.30537778429858,-3.94892143016594,-0.0641345179740423,-0.0610564384083042,2.28402050517971,0.46802373964543,-0.180417209209048,0.52345399855817,0.611246069215763,-0.499236608759517,-0.29437796507828,59767.5450134104
"13",-0.207926270067313,0.431258722075607,0.926061855786507,-0.0347460441067576,1.1873264259937,-0.773425785847228,-0.156959475428377,-0.152724425298511,-0.359114420209244,0.160996851306457,0.13101515229071,-0.0569945484364748,0.101434918396003,1.28087074212615,-4.26640299653449,-0.0660797852593884,-0.0499289812797662,2.30913640461589,0.551346472772188,-0.163081435896812,0.541043282960887,0.871385540194621,-0.495981732479984,-0.347690532126141,59769.0821685412
"14",-0.170586922611654,0.397849404659929,1.34323821053569,-0.014449037795041,1.25347710055491,-0.659495260059001,-0.224402147187834,-0.0336776387621941,-0.352267942986877,0.321029963468723,0.111830437787723,-0.067205699396168,0.0950866110023464,1.30227409508276,-4.08170362626253,-0.0659518892573642,-0.104633016231501,2.28955347169503,0.441404090582843,-0.173430551285281,0.54093620522887,0.557183541075172,-0.485727666780882,-0.234500672440771,59773.6801459663
"15",-0.29546181269107,0.411492914092424,1.37389962818612,-0.0425576495185481,1.17925212970227,-0.793558030436435,-0.152028145115125,-0.115675388761238,-0.360759579447269,0.1763934205357,0.132893050872682,-0.057477372313368,0.100857365639395,1.31588315928941,-4.49356210884484,-0.0671564044526727,-0.0414621851016636,2.31242738635778,0.560513811334928,-0.0510715587395936,0.51852204739875,0.551051869368387,-0.49529342044418,-0.294800583722801,59771.8071253915
"16",-0.213516590523732,0.423967922038182,0.826471660815075,-0.0069087937319079,1.23551462904829,-0.880646019214467,-0.137316899775278,-0.0925198633247562,-0.354249858230877,0.26625458553207,0.104005849641036,-0.0597978957180757,0.0939823153675961,1.21657800783859,-3.68468455178038,-0.059469316268088,-0.0732755435094818,2.27760971954448,0.397011712805,-0.29219150410993,0.56619367085078,0.485838879013932,-0.490203248717616,-0.265959646616542,59774.3491537535
"17",-0.26502087526373,0.414201598370017,1.35251222132298,-0.0311959804666961,1.26872071903896,-0.892402449767069,-0.097746669207367,-0.161591924049577,-0.358854162321038,0.177366616062739,0.13395356096116,-0.0691673585546563,0.0914059032612649,1.30930729963897,-4.42200138333051,-0.0670102605419438,-0.0586938047433182,2.30208380959882,0.47259593719891,-0.103655606612898,0.515162429149732,0.750497363276594,-0.488314852530672,-0.240901072127266,59775.7581054099
