"","sexrace","sexp","sexj","sex0","racej","race0","agerace","agep","agej","agey","prace","pj","p0","j0","dsex","dp","dj","dy","ysex","yrace","yp","yj","y0","lp__"
"1",-0.180517854458852,0.414125242937258,1.1871755754219,1.91397962142654,-0.752040927910049,-0.148034430380444,-0.0779262306542344,-0.357792129581759,0.347295191390962,0.0863203632601021,-0.0659481504052485,0.0935865885051629,1.21834611519584,-4.27104643646234,-0.0671236760216518,-0.0586604290680065,-0.0597988306334119,-1.63306087170535,0.248977842411467,-0.209181264896315,0.566240289504301,0.767286896711337,13.7510799531621,-2044.37824169481
"2",-0.281409234058451,0.394588368255193,0.988257869296034,1.84902849638306,-0.843018019115046,-0.0962461855116004,-0.0700521457739279,-0.351942543265266,0.337784780512396,0.0983340823740811,-0.0699677529850843,0.0937678217091557,1.22514861721078,-3.96944808704736,-0.0550694220347943,-0.0578304830482753,-0.0566087776506706,-1.62537110645626,0.239942694516269,-0.148709362120611,0.567591781273278,0.637826866315456,13.6194975934422,-2047.62179274182
"3",-0.277469283156517,0.39324881541211,0.848065149854575,1.81741247389991,-0.857715227070771,-0.0949251228096861,-0.0760409033458907,-0.347993526233659,0.319659953294023,0.0914456538312595,-0.0705479003048727,0.0939278727151575,1.22433668199564,-4.13318768259953,-0.0622864408081271,-0.055925977908116,-0.0594750190642649,-1.63281416887603,0.218168521666812,-0.133214033110922,0.55687517899457,0.64787161431757,13.7221482789558,-2044.10962498539
"4",-0.208300305406578,0.405107501631593,1.25827013480407,1.88163815606795,-0.661845341593761,-0.160292225272257,-0.12233257325401,-0.359183114888072,0.219447777337583,0.0748318010595275,-0.0547141017068785,0.100177992173654,1.29029870050082,-4.04607897652826,-0.0715179433783781,-0.0644485277706392,-0.0925329896325215,-1.65594924200335,0.233172780411327,-0.187525537779153,0.532735801308279,0.520164527458125,13.9131887523253,-2034.666689151
"5",-0.223973076836473,0.408985143488848,1.17802696695084,1.81617921033353,-0.687624958330291,-0.143344283245671,-0.121047053077351,-0.363462876426289,0.22059538683536,0.058001515571576,-0.0623574103455531,0.106598235026126,1.29209432166188,-4.06441236765123,-0.0607743930350258,-0.0645254198374399,-0.0994947129623423,-1.67449068006187,0.27923444081016,-0.178861592084795,0.528685687545387,0.568159929716388,14.0862882819724,-2035.78517858631
"6",-0.212572769461192,0.41786074092807,1.16284186497576,1.90201177695154,-0.730915796788702,-0.135024789634491,-0.0797659715914102,-0.349011580533908,0.282049289403107,0.0415550237393513,-0.0685363797539172,0.0872249724571186,1.26325126116341,-3.91987439406178,-0.0645439935904305,-0.0626302952495552,-0.0759075208638315,-1.67269874854356,0.213606194568032,-0.206636334826841,0.535574115725456,0.413227559001479,14.096271122357,-2036.22468210787
"7",-0.309679821764051,0.434939861346434,0.943781249252413,2.0927854103686,-1.00823901310383,-0.0274571251940366,-0.12110958261336,-0.356042797488051,0.399386800407594,0.0669762309774456,-0.0623404016411125,0.109153237283472,1.30081977418132,-4.45098123913124,-0.0839161416442237,-0.066960486025758,-0.0505845493788264,-1.70672500643623,0.170586783801205,-0.21105695247246,0.499682621251385,0.830631556915781,14.3587571480913,-2044.70643591329
"8",-0.291806002231851,0.44464394728855,1.1837100233468,2.00871721940528,-0.996563117677592,-0.10816931486205,-0.117862286821145,-0.359347601419343,0.383638171520937,0.00285373264015832,-0.0655017256503166,0.0915829406852773,1.27263187548582,-4.42615243131118,-0.0842049253015039,-0.0655055325520843,-0.0505896584276397,-1.69003261329779,0.178703005739365,-0.115084080484468,0.523493729539631,0.620088879470822,14.2221154849352,-2042.37375016495
"9",-0.318684710967464,0.409694677122314,0.906588280357068,2.18954650173723,-0.830909625654857,-0.0690766084830033,-0.113421276197311,-0.353373684054333,0.336573495086276,0.0883478388678756,-0.0688301667933855,0.103376063489717,1.27653166168823,-4.17785337412053,-0.0940186975210213,-0.063337303752442,-0.0501452121128493,-1.66422754738461,0.16557129057059,-0.107145007950839,0.521155372782657,0.629483417405753,13.9776080285766,-2038.03617751276
"10",-0.207818973670271,0.411814832347437,1.22324844727648,1.75645929963267,-0.899610024364027,-0.154929542462514,-0.124409880287565,-0.361633441957359,0.279096442820487,0.159043645563807,-0.0582065267388755,0.0907622202255087,1.25105869301082,-4.1259774852628,-0.0585290166689273,-0.0601367961962003,-0.072023821889299,-1.65907887978519,0.232225688167067,-0.203309965975733,0.531635980682216,0.638640211506885,13.8788305842896,-2038.16529603537
"11",-0.291174537774918,0.409874016240134,0.984679004282405,1.90537401473003,-0.707201123115112,-0.164624277261414,-0.0715115799376112,-0.354326684170879,0.213621935779266,-0.0271446900073401,-0.0567546122701312,0.0951026131808324,1.315443404165,-3.98952785172948,-0.0610757335167323,-0.0669709061244663,-0.05929088821295,-1.68406194230058,0.204434460984406,-0.139318078838018,0.520815059788495,0.619132399552626,14.2333659728867,-2037.71771095038
