"","sexrace","sexp","sexj","sexd","sexy","racej","race0","agerace","agep","agej","agey","prace","pj","p0","j0","dp","dj","d0","yrace","yp","yj","yd","y0","lp__"
"1",-0.242648047841845,0.388251677473327,1.06888115306338,-0.0229314349128398,0.493648315924529,-0.710254123748903,-0.152186848552265,-0.121443835091399,-0.360158738885045,0.220992919003744,0.147707744846841,-0.0584743182344564,0.101672675084172,1.29145870677493,-4.03869811603446,-0.0632845557933677,-0.0747539014487305,2.29813767278961,-0.115642651701698,0.54715523899444,0.573684481712973,-0.503708520135301,-0.645865308227933,63319.5809238663
"2",-0.388659410879778,0.432673724917264,1.10529160501692,-0.0107279924120417,0.444537147457166,-0.843252461007999,0.0174504786843442,-0.0529385545593128,-0.349225365350612,0.195842397647861,0.0978043119434276,-0.0605199668753038,0.0851289679970176,1.24740995359258,-3.84859936327685,-0.0623406959605592,-0.0848592455986923,2.28334438881705,-0.299632490187302,0.534758078392501,0.547144973956709,-0.475035502925851,-0.594873364173934,63315.5379636501
"3",-0.265276488109149,0.377997030484322,0.925342910456772,-0.0392726792087007,0.579793545414874,-0.830151453775724,-0.129244363515896,-0.140838546143939,-0.357959326433304,0.297026574941568,0.144338827405041,-0.0632908550598124,0.101354147911682,1.30630001993048,-3.84653002103399,-0.0625976052718024,-0.0757253470872461,2.31558543093257,-0.0514795007737746,0.530953097619504,0.39314313868471,-0.505146578740385,-0.803448367643183,63313.6329624589
"4",-0.273282666050318,0.396799093655397,1.0537989768614,-0.0170874387278138,0.439519253237728,-0.935426730559911,-0.0533355695591081,-0.0624739333804825,-0.35480984848483,0.297716315496496,0.0603311175199587,-0.0646982028758822,0.0956706488652424,1.34808685296958,-4.14118168320172,-0.06958934720925,-0.0703283292146749,2.28441317812955,-0.256621480966334,0.519982824053605,0.761644869918626,-0.475771847387129,-0.602398544376056,63316.4283090396
"5",-0.208862737145414,0.398164735967965,1.12832553172163,-0.0196324114976191,0.467564939749658,-0.780037572642005,-0.198186348674655,-0.101793442650472,-0.35659126655231,0.340520690997702,0.149352524862927,-0.0505501824783677,0.0991386459171649,1.31135727068454,-4.03501526886419,-0.063293947009304,-0.081086012109019,2.29306600015763,-0.20749900276953,0.505262496446515,0.346198597433827,-0.494072710177151,-0.709839986989825,63316.4717494483
"6",-0.223405948142948,0.415171228743284,1.20063833311127,-0.0143205729334412,0.544527058839227,-0.954928983503685,-0.216007430300638,-0.0850198639416547,-0.359012378669486,0.286782201156953,0.156090740387038,-0.0479906092356267,0.103115387156926,1.29133575957175,-3.98516821247244,-0.066293976087913,-0.0893348141021655,2.29833679554812,-0.141376404797687,0.536579475611325,0.477946842228339,-0.50086965926964,-0.715775867651615,63316.1815516997
"7",-0.195320198008045,0.425729053289408,0.787936660731694,-0.02057892216655,0.578269118316736,-0.711606086174004,-0.131189034023432,-0.0920798467774121,-0.353874253578339,0.324969602308736,0.133032668539541,-0.073342130649773,0.094620784270401,1.32941092748603,-3.47211119820538,-0.0699296970605267,-0.110961727882491,2.28986318917121,-0.2417895813398,0.505928829964823,0.385077294674379,-0.475972080706255,-0.756830576651234,63314.927043843
"8",-0.256342269193393,0.410172900746585,1.42675896543851,-0.0249941108326101,0.350603225691103,-0.945189040116061,-0.139563361354317,-0.0815000559063594,-0.351745141435092,0.201953417858828,0.100471602276725,-0.0559579687831622,0.0892418351492097,1.20944983239348,-4.55672469423355,-0.0586734673868297,-0.0690771941044163,2.30067789662116,-0.131984908101197,0.58897237088282,0.873014574657726,-0.499668385169707,-0.51464189216012,63311.1482103921
"9",-0.203784495399166,0.384338553022172,1.39304026541698,-0.0205139585978362,0.420458621861206,-1.00644176836182,-0.185488270365166,-0.0562942199129191,-0.358393710386096,0.178588489027965,0.109769776517068,-0.0649915301535406,0.104256848171705,1.20740158007113,-4.60950301319734,-0.0537055559273742,-0.0375762993178187,2.29561687072596,-0.199487368952862,0.575543069235663,0.5471145663345,-0.488200944636332,-0.604705629786699,63311.3474217459
"10",-0.172810474711002,0.449641252732653,1.06533575401237,-0.0195479733940048,0.415120148934776,-0.739712861641416,-0.138319872707301,-0.118146503135357,-0.356643984954972,0.264501967845036,0.132854260837676,-0.0541959162635067,0.0812976716541108,1.23755782528982,-4.00830576673927,-0.0638647379127997,-0.0792500839442796,2.29685616950255,-0.157108033886331,0.543848256959027,0.806674154489281,-0.489977008292564,-0.619278238970181,63312.0648423871
