"","sexstudytime","sexhigher","sex0","schoolage","schoolstudytime","schoolabsences","school0","ageguardian","agehigher","ageromantic","ageabsences","age0","Medusex","Meduschool","MeduFedu","Medureason","Meduhigher","MeduG1","Fedufailures","Fedu0","reason0","guardian0","studytimereason","studytime0","failuresage","failuresguardian","failureshigher","failures0","higherstudytime","higher0","romanticsex","romanticabsences","romantic0","gooutage","goout0","Dalcsex","Dalcgoout","Dalcabsences","DalcG1","absencesreason","absencesguardian","absences0","G1school","G1studytime","G1higher","G1G2","G1G3","G10","G2reason","G2failures","G2G3","G20","G3failures","G3goout","G3absences","G30","lp__"
"1",-0.203603177311979,-0.79117240008965,-1.59432740997288,0.0748236326740603,-0.146429119179599,-0.784467397482813,1.48760867805799,0.0223726027190834,-0.283897675208944,0.0549283086304085,0.164719449270914,2.74271388304248,0.152480652506355,-0.479050364161476,0.242601070738844,0.00604876389298232,0.599574276361983,0.0553840494409,-0.0388847474193085,0.193984591755097,0.239184455553007,0.177922454397906,0.103932716680681,0.359559597167701,0.0161390280006592,0.0704538623992944,0.129276185263202,0.868162203371044,0.286018191913272,2.26474965807139,-0.486386416373191,0.199110906209468,-1.54334527584842,0.00947527686945298,0.994154028741191,0.77520357736644,0.0757237531484029,0.146193993441593,-0.0477480225441718,0.00664497310136059,-0.00452317895537949,-1.20388645674034,-0.122159883313905,0.0166112701285267,0.402203157128674,0.0885688214612979,0.130478315820145,2.35069193121144,0.0241476694812701,-0.0349324151040404,0.806428472465978,1.38814583690512,-0.242695933696146,0.0104634348647585,-0.330277833870539,-7.90244261138399,63082.2794549685
"2",-0.19149771157744,-0.715112084573572,-1.67194427391693,-0.0191909892087759,-0.0782532931791317,-0.800159186957834,0.705617595581843,0.0821125455381843,-0.1435612904955,0.242953114139032,0.125224949217982,2.71488291480316,0.181729982970554,-0.413110633190795,0.300470831778142,0.0322194096832543,0.576321234775617,0.0602615992721038,-0.0665619071130894,0.00539206049610133,0.257544762679123,-0.800852570121341,0.1000840573449,0.299018581964322,0.02736513454483,0.0219049131573044,-0.438020936946979,1.04198994863365,0.12381578453396,1.67538590306378,-0.551892541083269,0.241083226481727,-4.70722683687911,0.0216118668431012,1.13766772907313,0.763359628734632,0.107460718257324,0.151994777748904,-0.0566440435118717,0.0108162275230337,0.00415358719680542,-0.456737377262592,-0.0642682614601495,0.0319641098717909,0.294061378714623,0.0749668469439944,0.284663835014935,2.32894088415137,0.0170335894637699,-0.0368443019339668,0.814285317930043,1.56329492381092,-0.286212509572971,-0.162881591583163,-0.417282540854299,-9.37994837202424,63079.8708386327
"3",-0.247255370538408,-0.487151717798575,-1.75772995841176,0.0223112327784189,-0.0309433847976957,-0.719977163826746,0.505904474030137,0.0732976688063419,-0.270616140244714,0.224855646910353,0.130256948191584,2.76966265460697,0.264208356726045,-0.373737708028046,0.279444842953453,0.0636067798524978,0.646939164281964,0.0433983882876892,-0.0919432601667792,0.0596495465967224,0.467359969586171,-0.748071002089102,0.0421979283417098,0.320030088764614,0.0198720586073054,0.0771010899032289,-0.293292147563017,1.08971152045,0.298965238360133,3.0992046340279,-0.482274380679028,0.256553036326646,-4.31609677666917,0.00759019618617618,1.07279565271383,0.639535640114152,0.0949563055849346,0.113457834737884,-0.0554353321030384,0.00251412091650554,0.00576401084679787,-0.529649384579125,-0.0627144876284634,0.0188229921751118,0.300089305640424,0.0813995128871977,0.15205785542754,2.37264932178879,0.00442713643187411,-0.0443180523006773,0.817928835583472,1.48312503595987,-0.183942679192027,-0.0812239559182255,-0.362158821557276,-8.31629350968645,63091.1808711803
"4",-0.13384520000134,-0.739482909784776,-1.50660295637918,0.0272526121568655,-0.165164974238021,-0.761459428538995,1.58744192551778,0.0330691329521443,-0.156455941957719,0.0983176046098991,0.160594747892078,2.75695859151025,0.143513122051909,-0.526346175236439,0.258604367965997,0.0557525583424676,0.600915450851853,0.0636322593204355,-0.0152899242456108,0.196917957384214,0.0696747261918699,0.020306559447533,0.123596711267376,0.355075705117937,0.0424726549625586,-0.00511406785811868,-0.178679233658574,0.824575667120618,0.122075718323237,0.294761052385739,-0.725866841330948,0.199167848740251,-2.28260160933444,0.000963191618268669,1.06254067259879,0.775777557572658,0.0954233569958876,0.151150063382045,-0.0469145673254446,0.0110764061302052,0.00831079097489312,-1.10286486558678,-0.128257140560505,0.0291441385944516,0.427213411711482,0.0862601567691926,0.263644572204689,2.3326570828633,0.021866277512422,-0.0318590203784836,0.821349380233272,1.41018517277876,-0.292749921653235,-0.0703305665951986,-0.327413733504264,-9.21647638912096,63090.0065501696
"5",-0.110005979638031,-0.795914388554412,-1.40982032549826,0.0247221411815271,-0.114757483949906,-0.738086548675342,0.987980178886567,0.0519422361033279,-0.229760671956181,0.156945478715293,0.130061460552833,2.75126688560021,0.129477541626472,-0.477635167457925,0.30771283501082,0.034458639105454,0.611631055004445,0.0645418622969312,-0.0785071192147507,0.0055766253034697,0.256801065964215,-0.193607409516341,0.0973550679573985,0.174407086916177,0.0449621350212923,-0.0380609902420026,-0.341003539290949,1.01351643083837,0.243266323499959,2.469613991736,-0.731926895223745,0.219268573546161,-3.32204003850623,0.00217018590201464,1.06448514430843,0.749562613420169,0.0896602034985326,0.164500472364078,-0.0424485954374902,0.00709803682595844,0.00310934432784764,-0.579473504286217,-0.0881070438929391,0.0319210101048545,0.339187770057077,0.0884682478593699,0.186232812288243,2.31964231916457,0.0151915875690276,-0.0423724225788412,0.948858916305282,1.39552293554623,-0.258760285381142,-0.0592882979715702,-0.400755807093504,-9.89376734505436,63089.2386409892
"6",-0.182865231609008,-0.426618134051362,-1.35422558008654,0.0361746606319657,-0.157893156629735,-0.689788102154413,0.953508384065797,0.0562941721455938,-0.184690762403685,0.131776256450478,0.148895143567441,2.74409298128401,0.177020298385033,-0.506660414666631,0.282099014833297,0.00702255202406742,0.797380971652216,0.0590962331035897,-0.0460524548127804,0.106778988129204,0.285286962010481,-0.315967416531235,0.106795902285358,0.260881182284201,0.0430449930154617,-0.0073378710378963,-0.225811288058174,0.864450303424253,0.249244514694575,0.773222175881102,-0.665702273834199,0.221885890518562,-2.86073128172698,0.00608469913278256,1.0581078820384,0.641113832399646,0.0857038883838099,0.134788391637797,-0.0456977603872911,0.00925421732509325,0.00131996808328325,-0.892774742099345,-0.0721089718557988,0.0245431578299672,0.355233574216004,0.0836849018639856,0.119224033685638,2.33329929030956,0.021013696712902,-0.0421704063155793,0.999940680288297,1.46469357022434,-0.148695741688746,-0.0755867876814077,-0.374946829340798,-9.78776026096716,63096.976279811
"7",-0.209045556853259,-0.642876278572435,-1.23420660989694,0.0081028398852256,-0.0860392057872414,-0.803024731067722,0.971879241952497,0.0546384301829574,-0.175058995372814,0.157592068327741,0.16383773760061,2.78422854421761,0.0929121771245282,-0.298644561154598,0.264026721918383,0.0627414301517335,0.443196519845885,0.0550896807099375,-0.0341687526464738,0.129858549703887,0.201268318387023,-0.417578849489537,0.106057837029484,0.23620394087383,0.017563937449133,0.0472686301696137,-0.252104278356519,0.852021031348544,0.217961828597746,1.43337740648397,-0.512170679741879,0.200800133921941,-3.24104825763068,0.00591286559624518,1.10420680208362,0.573049550055861,0.0807865147700802,0.138365494202747,-0.0420720534681281,0.00916255220032038,0.00664760120191912,-1.16277701694903,-0.116841684892062,0.0272441799689459,0.356282589011969,0.0852670771747212,0.191564076211817,2.32647956672261,0.0159168946833578,-0.041384826173873,0.838711336644301,1.42212240492025,-0.215907110128972,-0.128865412299835,-0.315085363626255,-8.86787220845408,63095.2887000427
"8",-0.202518088464241,-0.519946751902821,-1.93985981838724,0.0447832619201119,-0.131183997477339,-0.666100943513823,1.22571525658041,0.0447351072289744,-0.260325324843282,0.129012597131661,0.127426532167327,2.72306626364917,0.250025390650938,-0.576724656841881,0.26706002147313,0.0380325730653179,0.82160110925566,0.0579692477005418,-0.0847879723325611,0.126093991892569,0.340012410123338,-0.23293895773214,0.0453417309838547,0.361419931689896,0.0404234192987095,0.0556087502676028,-0.238577221245887,0.902160325300242,0.220514995125161,2.02324061121041,-0.479197262255697,0.257497170483098,-2.69426156014483,0.00464140449871213,1.00426615818941,0.840711951908437,0.0930346151870462,0.118791504321955,-0.0453251758969072,0.00696308548606161,0.00700720968083493,-0.534401615661786,-0.0763850731015768,0.0167202191845682,0.386783424825342,0.0820506112309707,0.254807271107408,2.33404244773486,0.0182666586391021,-0.022713557465346,0.767291201556496,1.47729881648269,-0.271152649273642,-0.034201996054169,-0.356235138217432,-8.54359083288037,63097.7051855453
"9",-0.190873827810577,-0.86002179369661,-1.55116599056822,0.051793666185365,-0.0276539662156553,-0.737209804824948,0.965719440825979,0.0830824225745234,-0.278580119903668,0.0885074932961826,0.127256773831078,2.75576604876655,0.218406654971021,-0.519511162513036,0.253789410247148,0.0572808987192129,0.754542941375314,0.0634258080236326,-0.0853891394415904,0.164386354966357,0.17346842768545,-0.791337322915759,0.102676279732742,0.222767218433117,0.0106344454602274,0.020250597262851,-0.100455211451248,0.994865540985193,0.113157352222768,3.18999578387074,-0.274991128102596,0.230898549726324,-2.10511126064439,0.00991218451251496,1.0624827535652,0.57422192960195,0.10960373765847,0.132192812090074,-0.0324130426523015,0.00732490685525272,0.00296834892565961,-0.52780167115446,-0.0752929231833639,0.034795694073627,0.266321341046849,0.0776491823460138,0.251665100596805,2.30059664505128,0.019323762600165,-0.0425851235510083,0.76149284918088,1.53628831567748,-0.167803539394735,-0.101322247642399,-0.354307495318383,-8.66231644258501,63088.6473117796
"10",-0.209317866236439,-0.795668980942673,-1.55146380965508,0.0470695660667532,-0.0690910190083272,-0.751854225095235,0.973996918812641,0.0182439984090808,-0.262046337903219,0.189239782767501,0.159145754083068,2.7779451754881,0.17600989299665,-0.478332985942999,0.249905101480272,0.0418070158017781,0.739401081264673,0.0435989408816738,-0.0676125002025069,0.19238776094554,0.238210387487254,0.111751746884527,0.0911222582496254,0.438345252812904,0.00322176768021915,0.0844787591565104,-0.285547305206981,0.833751040453049,0.0485686815017901,3.24868472212498,-0.361352805413386,0.209665004359364,-3.82143695197053,0.00665327386252582,1.06736981220244,0.674427318213247,0.0973104582309719,0.126718316080017,-0.0511848264920052,0.0112635211023854,0.00578690257724136,-1.08542700728961,-0.0856403921348924,0.0296504602088821,0.286621763421444,0.0786885105177596,0.216736172952881,2.38622144960907,0.0175354389784405,-0.0231451256692384,0.835328879213072,1.50977189084948,-0.220516396915739,-0.0914963305224161,-0.320839698065379,-8.98254519718033,63094.0706274846
