"","ageb","aged","agef","agei","agek","age0","b0","cage","cd","ck","c0","db","d0","e0","fd","fe","f0","gage","gb","gd","gf","gh","gi","gj","gk","gn","go","glabel","g0","hage","hb","hc","hd","he","hf","hi","hk","h0","id","i0","ji","jk","j0","kd","ke","kf","ki","k0","ld","lf","lj","lo","llabel","l0","mc","md","mf","mg","mj","mk","ml","mp","mlabel","nc","ne","nf","ni","nj","nk","nlabel","n0","on","o0","page","pb","pc","pg","ph","pi","pk","po","plabel","p0","labelage","labelc","labeld","labelf","labelh","labeli","label0","lp__"
"1",-1.07152559591052,-1.37772936558722,-0.456369280810468,1.20039465711683,1.01133117755832,-1.0054470014744,0.905663859542691,-1.8907116890988,1.38061207057957,0.360636339765581,1.81495230663797,-1.35684352335112,-0.107931569122514,1.66768264992309,-0.157353839291419,0.562864375772221,0.349502839658888,1.83321904822534,-1.85931919209588,-1.7307103675972,-0.115601008363327,0.877770487521567,-0.0480632840022041,0.679533920111135,-0.702676490436952,1.79205791634083,1.36920012719323,1.83048799277788,1.69377025966848,-1.63198623882148,-1.6851558890605,0.106684631138083,0.915393543387665,-1.38039222913207,-1.41047315475473,1.22366379743974,-1.40277793597347,-0.417636508759051,-0.240592516154912,1.72963438542466,-1.62912836832894,-0.0320544260648802,1.12734117507065,1.48141677367493,0.26405779994829,-0.318743922644993,-1.96938811461775,-1.27990420533047,-0.933332718180341,0.081747114440529,-1.21699661154487,1.73107180901352,-1.02790140816083,-0.470222822759667,-2.55279365916265,-0.578902633410818,0.0827214805539525,-0.200358622323919,0.139048086712551,-1.02914263866624,-0.908761935075786,-0.934929240970613,0.563828089012457,1.17138591122254,-0.372933284350081,0.612337863832779,1.49843380599742,1.11727265678687,1.14247870332537,-1.78573382433041,-1.02332494415902,0.468367766592456,1.09751617307452,-0.91641989900244,0.597031805557863,1.19437816233543,-1.61308750003956,0.610562909135781,1.63884893255548,-0.0980513343912226,0.657200728497576,0.241569600249832,0.248785878653497,1.4581396542582,1.01913208372931,1.69929228420396,-0.970360754062368,-0.478824200929601,0.517165470185014,-1.98844107298013,-34100620.284128
"2",-1.0714509781913,-1.37772809423984,-0.455512367620922,1.20033986351967,1.00779290435712,-1.00543414286908,0.905675491548564,-1.89068936797595,1.38060941580962,0.360615037391362,1.81492428337638,-1.35681334232003,-0.107954117600765,1.66768295001545,-0.157084703834774,0.562711528899084,0.349610615252138,1.83320696448322,-1.85930783554451,-1.73070639115332,-0.115550149941931,0.877769052569365,-0.0480744441569723,0.679566393662604,-0.702674549257943,1.79206304887484,1.36920608372633,1.83045877133038,1.69375920506736,-1.63199896119141,-1.68515108130304,0.106683353130382,0.915387078633413,-1.38040156500589,-1.41044356014121,1.22364888526798,-1.40278345780879,-0.417648581330686,-0.240603268258572,1.7296162346979,-1.62906167537758,-0.0310982021468076,1.12738569843272,1.48131137617696,0.264028127298474,-0.316397880502281,-1.9693780793922,-1.27992301308718,-0.93316108386956,0.08155975215676,-1.20433291921875,1.73100481345308,-1.0278976547177,-0.470137242320635,-2.55417905434502,-0.578895471313795,0.0827943487081089,-0.200352827535904,0.138715684574278,-1.02907129577915,-0.908487826750045,-0.934920359344426,0.563839497068715,1.17139134901819,-0.372913642598,0.612422804630562,1.49844295480029,1.11732112664321,1.14244389081622,-1.78573987960606,-1.02334144688684,0.468360986435894,1.09750316435863,-0.916423212675498,0.597027508139058,1.19436331356635,-1.61305272251111,0.610569672857716,1.63884560487021,-0.0980698515684197,0.657203087954463,0.241567720207657,0.248781057291895,1.45813538519871,1.01913368790444,1.69930922354943,-0.970340767425895,-0.478841470814428,0.517164274055328,-1.98843219185682,-33852401.9805685
"3",-1.0713606433114,-1.37770110056333,-0.454623677090632,1.20026642516547,1.00436418154641,-1.00540364339876,0.905685321991189,-1.89066486034501,1.38056749780989,0.360618255713878,1.81493526345206,-1.35677281008613,-0.107960564900833,1.66767855723759,-0.156966844047983,0.562516411726514,0.349709779350226,1.83321216092532,-1.8592976801916,-1.73069719946212,-0.115512291863556,0.877783145012487,-0.0480759558289422,0.679590858283203,-0.702660138999204,1.79206914169164,1.36917905391032,1.83044941728748,1.69374838549709,-1.63200721852541,-1.68513022368553,0.10668666815302,0.915379336487393,-1.38039318895422,-1.41043405935288,1.22366180381726,-1.40279078112417,-0.417636603173833,-0.240611140454907,1.72961680483591,-1.62899318959058,-0.029842954142059,1.12745639629366,1.48124206474553,0.263990958919515,-0.314050758965318,-1.96936815941017,-1.27991418052121,-0.932984184569554,0.08148735624818,-1.19166158825994,1.73094933093578,-1.02791205637002,-0.47006299350618,-2.5570160169079,-0.57890134857541,0.082871238503856,-0.200366470957844,0.138275755405809,-1.0290191796387,-0.908247178899787,-0.934930136313479,0.563838336896913,1.17138133409921,-0.37290264043239,0.612506959779674,1.49844544113661,1.11735292150345,1.14242234776914,-1.7857037476368,-1.02335787069419,0.46835882169368,1.09750286196151,-0.916429244250845,0.597015782384157,1.19435641035543,-1.61304656923135,0.610569910167784,1.63883259226327,-0.0980728338562889,0.657219741821448,0.241563244621551,0.248810009084014,1.45815374287421,1.01912460016614,1.69930374495277,-0.970315058381894,-0.478856340661771,0.517150788239131,-1.98842554580052,-33604076.7458288
"4",-1.07133906094545,-1.37769527702209,-0.454406563314172,1.20025903868686,1.00357401022118,-1.00541019019403,0.905693872244613,-1.89066553411042,1.38056310816999,0.360619669084713,1.81493601077087,-1.35677003430975,-0.107966003017499,1.66767531191751,-0.156992709977588,0.562483245245065,0.349728355063512,1.83322244002195,-1.85928888932369,-1.73070455682529,-0.115504245973659,0.877780216065427,-0.0480778816984644,0.679599765593935,-0.702666781562555,1.79205697329262,1.36917565321639,1.83045164913669,1.6937434319459,-1.63201221749804,-1.68512261046325,0.106690606874671,0.915389492625931,-1.3803903934571,-1.4104318927875,1.22366759307165,-1.40278417311822,-0.41763879431238,-0.240611785947313,1.72962041698693,-1.62896920192617,-0.0295998529860191,1.12747572526712,1.48121531656675,0.263989634452099,-0.313459383320147,-1.96935599857558,-1.27990747087617,-0.932944944589337,0.0814309449896233,-1.18851397498009,1.73093049385052,-1.02791200349923,-0.470042872206381,-2.55761865254499,-0.578901933095438,0.0828902040609521,-0.200355904259933,0.138232396179605,-1.02900904746475,-0.908174669189905,-0.934924157946858,0.563836661424949,1.17137810277666,-0.37290078057628,0.612545448382518,1.49844753857526,1.11736368356638,1.14241440205714,-1.78570213183415,-1.02336731009693,0.468347971929747,1.09749463203,-0.916428677791897,0.597019340707608,1.19435037436606,-1.61304560318654,0.610567943240524,1.63883373885544,-0.098072648752768,0.65722709065315,0.241558288732451,0.248803171414788,1.45816050772197,1.01912247192747,1.69930377520479,-0.970323194238233,-0.478851685612081,0.517150334679191,-1.98841460722505,-33542384.5218284
"5",-1.07100630868691,-1.37769760461259,-0.45089144153528,1.20004616077552,0.990388515957951,-1.00538163366117,0.905812825709776,-1.89063091720305,1.38048367048195,0.360680696668999,1.81493557734443,-1.35662557596767,-0.107978486276912,1.66767737322236,-0.157138489102459,0.561783856679975,0.350163521554551,1.83323135702457,-1.8592373714724,-1.73066284169997,-0.115267780445832,0.877804469000165,-0.0480985366379687,0.67969057500266,-0.702634937801257,1.79207347514297,1.36915659681272,1.83049147213832,1.69371149746013,-1.63201444822502,-1.68511051816217,0.10671413668415,0.915423616113042,-1.38036132694831,-1.41033567770145,1.22368876347295,-1.40275028159624,-0.41758414560964,-0.240593374486493,1.72962301074323,-1.62873429506373,-0.0254620849687879,1.12766710587319,1.48088518695194,0.263963093868385,-0.304151341618048,-1.96933165191759,-1.27989420777826,-0.932359270667739,0.08094626569075,-1.13782660457712,1.73064813144702,-1.02781099272784,-0.469685806587362,-2.56067756808199,-0.578860178361254,0.0832072685919716,-0.200324836027298,0.137066616076095,-1.02882778944161,-0.907102788260737,-0.934906194804277,0.563892617666055,1.1713832203065,-0.372914063332466,0.612908124308159,1.49849789221261,1.11755488645731,1.14236771110423,-1.78573379799149,-1.023365385431,0.468356292711304,1.09751827058524,-0.916384169489341,0.596987165809086,1.19429280769644,-1.61307840530067,0.610615885529414,1.63875802743671,-0.0980862292398269,0.657210103759003,0.241533888100995,0.248797014626391,1.45818462835214,1.01910094447654,1.69929162840233,-0.970320430867383,-0.478859813071837,0.51714773973016,-1.98843159245869,-32551075.8906368
"6",-1.07069087750688,-1.3777070363361,-0.447422069337395,1.19984998247821,0.978080859662997,-1.00536347432564,0.905895718785176,-1.89060703833993,1.38040062742679,0.360659036446624,1.81488252107931,-1.35652283609463,-0.107970016900394,1.66760550691193,-0.156848908035118,0.561117197350562,0.350627041408824,1.83326374166751,-1.85914543536618,-1.73065730107196,-0.115042512894247,0.877809393746384,-0.0481301404298495,0.67981360625371,-0.702573869272666,1.7920883672063,1.36915693247961,1.83047857925653,1.69372659536087,-1.63199306802687,-1.68512381884062,0.106702511855446,0.915447722650588,-1.38036542286664,-1.41026173435119,1.22365953808244,-1.40272770358883,-0.417593152332018,-0.240578602387011,1.72963265108421,-1.62850470755026,-0.0216838797873747,1.12786545994516,1.48057041622466,0.263866547627223,-0.29497258385717,-1.96929583245397,-1.27992668493825,-0.931746923596995,0.0804203605245178,-1.08708974525675,1.7303128476921,-1.02774680349987,-0.469355715499081,-2.55690008563867,-0.578828634460037,0.0835199792852264,-0.200301092027416,0.13596886348161,-1.02859731571824,-0.906016411513667,-0.93489266188689,0.563884991926065,1.17141053781778,-0.372899702652309,0.613244717530815,1.49855171929865,1.11768130050617,1.14230751009841,-1.78569023983969,-1.02335992325023,0.468327688216056,1.09754827499843,-0.916374902239597,0.596972523271254,1.19427946265967,-1.61310060586735,0.610609406147271,1.63869107594289,-0.0981085714672704,0.65723967812304,0.241517094974523,0.248801880754215,1.45818132516997,1.01908299445357,1.69931694243337,-0.970270134814531,-0.478856204796544,0.517148321085599,-1.98843282498003,-31561977.4093158
"7",-1.07035991387731,-1.37772156527881,-0.44391003596805,1.19967086375049,0.966519410926154,-1.00535023782168,0.905976033171683,-1.89064270856925,1.38035321797955,0.360631795124303,1.81490769963929,-1.35641756103174,-0.108007444015359,1.66758201013123,-0.15672506575464,0.560401057829119,0.351117278712646,1.833296507852,-1.85909560339609,-1.73061009934543,-0.114812173384261,0.87783095003447,-0.0481115314009653,0.67989740020648,-0.702514592486449,1.79207370191826,1.36914683779046,1.83052338488939,1.69372459094531,-1.63199351252728,-1.68514142731432,0.106683750674806,0.915455638765898,-1.38039521609112,-1.41018302411111,1.22366498268669,-1.40272200116069,-0.417603045037044,-0.240586757393281,1.7296004369305,-1.62827731883936,-0.0182081493215199,1.12811264667762,1.48024000787333,0.263804890647035,-0.285775153217073,-1.96923447240797,-1.27997517013972,-0.931118849653338,0.0798868190165223,-1.03654376098804,1.73002557627201,-1.02768124680393,-0.469052275415868,-2.55514355709785,-0.578774718972641,0.0838105587626659,-0.200319217096487,0.134833073902298,-1.02834356865429,-0.904922225960548,-0.934836748464701,0.563888958732121,1.17144301747729,-0.372892026771729,0.613612462415817,1.49856961148608,1.1178850330939,1.14232271228889,-1.78568990529498,-1.02337873123857,0.468354130961669,1.09756307012531,-0.916382569312684,0.596992428969449,1.1942555269396,-1.61312694644508,0.610598714421075,1.6386304045421,-0.0981046158646951,0.657244871549312,0.241523220066261,0.248761342755959,1.45813312312712,1.01909114481151,1.69933223903798,-0.970203694201101,-0.478872636609856,0.517128938726624,-1.98845771271981,-30577027.470351
"8",-1.07033172676422,-1.37772254108418,-0.443708811309492,1.19967591320988,0.965809324483282,-1.00534947356863,0.905971885998158,-1.89065415948504,1.38033682100019,0.360630042255945,1.81489789113491,-1.35641782335969,-0.10801187987801,1.66758353538705,-0.156700660399325,0.560356915467157,0.351131273627814,1.83329336201846,-1.85910213220899,-1.73060661847452,-0.114806734899586,0.877834974879084,-0.0481130684605837,0.679904993545593,-0.702527384421923,1.7920752042619,1.3691430199053,1.83051364448311,1.6937301252843,-1.63199701996319,-1.68515024201384,0.106679405501331,0.915454342669975,-1.3804080535467,-1.41017002013694,1.22366319470948,-1.40272873727339,-0.41761131604273,-0.240587746154936,1.72959870298474,-1.62825983859402,-0.0180761141787073,1.1281230257068,1.48021213643149,0.263809521390891,-0.285209345468779,-1.969227365568,-1.27997551632045,-0.931090314221857,0.0797803350496293,-1.0333815573762,1.72999734200186,-1.02768460218788,-0.469019301571033,-2.55753580747983,-0.578778116221033,0.0838171686408017,-0.200307880208588,0.134733463884567,-1.02832236791113,-0.904857838438053,-0.934828941761036,0.563888679526908,1.17144656084763,-0.372895346921521,0.61364132653146,1.49856071519314,1.11791488463222,1.14231553753605,-1.78568927721572,-1.02337666371538,0.468345191855633,1.09756482747977,-0.916380608893366,0.596979603646648,1.19425992219945,-1.61312575739881,0.610599581939439,1.63862348903759,-0.0981138952798632,0.657237579026431,0.241521112060564,0.248757075008405,1.4581307075849,1.0190913962516,1.6993346155214,-0.970209001988799,-0.478870512148302,0.517126208558571,-1.98844980467406,-30515648.7573704
"9",-1.07000183713619,-1.37774341719943,-0.440229709428725,1.19946462621694,0.954620770710064,-1.00533609685735,0.906055942139941,-1.89064751577554,1.38025983394414,0.36065380014658,1.81491397278835,-1.35631334563939,-0.108012270120884,1.66760983375365,-0.156640647325775,0.559698711310421,0.351606298453153,1.83332312236201,-1.85905463594612,-1.73062453162886,-0.114604421170605,0.877845537587174,-0.0481574117619122,0.679979557341732,-0.702544417978027,1.79206827096903,1.36911805125071,1.83053487298382,1.69368517203485,-1.63197870901144,-1.68511742620756,0.106659648645647,0.915463098241558,-1.38034474636898,-1.41013979840524,1.22364462195019,-1.40270891922052,-0.417648635986249,-0.240589069910601,1.72960975264289,-1.6280355279084,-0.0147517301546929,1.1282907405463,1.47989986370366,0.263772394498607,-0.276120965153429,-1.9692102415957,-1.28001271313386,-0.9304391807498,0.0792434479674077,-0.982683433533451,1.72971848543179,-1.02760982609628,-0.468675280687403,-2.5601006949221,-0.578764349904324,0.0840619141076629,-0.200257412420366,0.133463502758034,-1.0281336446546,-0.903786932540113,-0.934862930935365,0.563910511829695,1.17149285674607,-0.372897021937069,0.613976404491139,1.49855689209192,1.11806691912726,1.14224113357329,-1.78569050038567,-1.02337889090971,0.468387132823996,1.09755997455138,-0.916364078519431,0.596941197963849,1.19422078466069,-1.6131259124368,0.61058044907199,1.63856346381771,-0.0981395858073076,0.65725856248178,0.241525024794733,0.248752778751387,1.45814616282938,1.01906452326248,1.69935400844598,-0.970190647258194,-0.478859999800283,0.517177785665636,-1.98846280044821,-29530696.2512541
"10",-1.06997365761809,-1.37775003885918,-0.440004738219756,1.19944463674625,0.953932969664369,-1.00532785597202,0.906066786598464,-1.89064267896188,1.38025433009264,0.360655683803841,1.81491194189245,-1.35629909900603,-0.10801006130259,1.66761001222959,-0.156561357016475,0.559659304736728,0.35164576855619,1.83331827883422,-1.85904432866412,-1.73062819780416,-0.114598593743536,0.877844149665049,-0.0481597577550107,0.67999423491663,-0.702541192934244,1.79206353503546,1.36912619492672,1.8305349861656,1.69369775553851,-1.63198302098124,-1.68512336383232,0.106658539026702,0.915466902837933,-1.38034993428027,-1.41013553447976,1.22363817831981,-1.40270276489658,-0.417652293906549,-0.240586868898258,1.72960147348712,-1.62801911225776,-0.0144905081409686,1.12828815860551,1.47988371130067,0.263775726426037,-0.275532380080972,-1.96920801962611,-1.28001893712987,-0.93040010284726,0.0792532907090132,-0.979547875500187,1.7297045644044,-1.02761267806616,-0.468659403321124,-2.55992681414835,-0.578762995802003,0.0840841610595032,-0.200259417073638,0.133433138550712,-1.02811718279155,-0.903711879496597,-0.934860138112686,0.563902882192423,1.17148997727972,-0.372901259119274,0.61399511322269,1.49856925626985,1.11807294747267,1.14224787992043,-1.78569033309872,-1.02337599570672,0.468393066699565,1.09756488433037,-0.916359965380914,0.596949017962363,1.19421213230791,-1.61312072826441,0.61057851927218,1.63856500891738,-0.0981469393137083,0.65725292901813,0.241527734232319,0.248750855303007,1.45815198172177,1.01908384442537,1.69936449764806,-0.970182859884521,-0.478862366955713,0.517176141694585,-1.9884822955439,-29469502.01425
