"","ageb","aged","agef","agei","agek","age0","b0","cage","cd","ck","c0","db","d0","e0","fd","fe","f0","gage","gb","gd","gf","gh","gi","gj","gk","gn","go","gp","glabel","g0","hage","hb","hc","hd","he","hf","hi","hk","h0","id","i0","ji","jk","j0","kd","ke","kf","ki","k0","ld","lf","lj","lo","llabel","l0","mc","md","mf","mg","mj","mk","ml","mp","mlabel","nc","ne","nf","ni","nj","nk","nlabel","n0","on","o0","page","pb","pc","ph","pi","pk","po","plabel","p0","labelage","labelc","labeld","labelf","labelh","labeli","label0","lp__"
"1",0.386553767117897,0.195877929765137,-0.0744413212939218,-0.418458502458938,0.845134671664779,1.16726336440464,-0.178666124694775,-0.427255992301632,-0.100202126370741,0.402328720269022,-1.55902016674237,-0.378220678600041,0.665529350954478,1.84490225297663,-0.937426136603501,-0.924303348968484,-1.33815384265617,1.50681402986476,1.63625790653638,-1.97990400924547,0.736218529698778,0.174141824266235,-1.22685708627462,1.46970497963203,0.370716020156198,-1.46701145952928,1.47554746844321,-1.69957214024929,-0.0366725115354059,-0.644808978505603,0.442826699941146,-0.552803114317568,1.23096476401484,0.965162089762911,-0.399392685371716,-0.841725039645073,1.22831927153069,-0.939568584076122,-1.47166060347705,-1.13320654646527,-1.57434210286475,0.234005630367167,-1.25190907556341,1.74223961114209,1.13355260391181,1.44982344928608,0.62428363016786,-0.460053461995917,-0.423629963777076,-0.0619164780027523,0.00582623242431056,0.0100281998364031,1.17516593243639,1.09151254702329,0.956109641841564,0.146599392294699,-0.00525815920367575,0.125560256477139,0.870826844375156,0.0697732815907673,0.229518111337917,0.128679569111316,-1.26692735825439,0.600814566359137,-1.98593825468477,-1.05302652692736,-1.21109572515876,-1.38943993919382,-1.007430531328,1.68336880295761,-1.27113624311388,1.3368908595517,1.61101105879363,1.34698523865502,0.296014570856151,-0.276867068512865,-0.849496784453168,-1.55590284252095,-0.214321249562659,1.45304979010197,1.72704688024045,0.582825091955276,1.12074631309135,0.167868136152854,-0.11300708391076,-1.10498985105141,1.7398150411606,1.43907967775149,0.797710885294482,0.112286539727512,-5282178.19660298
"2",0.386460225681428,0.195775256670836,0.10912028511519,-0.418416092932002,0.819199858624123,1.16720119217091,-0.178650085832489,-0.427275636143793,-0.100202696660455,0.40235924899137,-1.55901798177856,-0.378123609282914,0.665454348643326,1.84490766961799,-0.921555331847532,-0.924323379724828,-1.33790731524237,1.50677794928064,1.63622437066376,-1.9798776528479,0.736262152350263,0.174137889108382,-1.22683882013207,1.46969901842196,0.37070766088796,-1.46703336867474,1.47552421822131,-1.69958883325835,-0.0366727836510705,-0.644792830521735,0.442793762558486,-0.552801253266199,1.23096915977676,0.965170581578604,-0.39938653344587,-0.841717393943407,1.22832816238028,-0.939558593800099,-1.4716557199553,-1.13326483826254,-1.57431876727956,0.233992807732189,-1.1330842501898,1.74230050349412,1.13300210216819,1.44982488351494,0.550527343933266,-0.459973244157772,-0.423628860753977,-0.0618923345422352,0.00501467080129849,0.010031917188635,1.17497094961733,1.09133731674468,0.956291563849992,0.146621002555959,-0.00528424135756136,0.121134762135101,0.870809021971949,0.0698118023555825,0.222086426647373,0.128692879108122,-1.26694022702971,0.60076072866312,-1.98591014561693,-1.05302185037081,-1.21094495174506,-1.38939958858229,-1.00736973321837,1.68338959099897,-1.27115930880737,1.33688477519673,1.61100540634082,1.34693932825927,0.295974717280103,-0.276866329809577,-0.849499068772877,-1.55590420025061,-0.21432076002938,1.45276728383325,1.72705270632101,0.582813065550772,1.12075254804267,0.16784154326852,-0.113016431232901,-1.1049735830645,1.73971405259337,1.43911409050111,0.797736564715335,0.112263518691995,-4314457.69233512
"3",0.386451063226125,0.195774918367402,0.109269610347841,-0.418416905301917,0.819163471154062,1.16720173963829,-0.178649749420263,-0.427275211640849,-0.100202029333442,0.402360385322812,-1.55901877428341,-0.378125146137694,0.665454265662301,1.8449071149143,-0.921541458256943,-0.924323946805143,-1.33790662707511,1.50677666843017,1.63622485889763,-1.979877368972,0.736262196224056,0.174138570898305,-1.22683865011044,1.46969814560796,0.370707843720615,-1.46703194922291,1.47552437818046,-1.69958840548048,-0.0366722623635148,-0.644792737923741,0.442794139219357,-0.552801779351282,1.23096969060184,0.965170560317634,-0.399386566140662,-0.84171702310981,1.22832949058306,-0.939558106446719,-1.47165573194485,-1.13326443622842,-1.57431926205157,0.233992468297833,-1.13295879892583,1.74230151138527,1.13300194611983,1.44982536314901,0.550450639000573,-0.459972665603491,-0.423629516426138,-0.0618911701184066,0.00501582343843493,0.00999250849874374,1.17497054224336,1.09133719697974,0.956291427263553,0.146620999478419,-0.00528498178933269,0.121133092008193,0.870809767564325,0.0698205219616466,0.222077955771243,0.128693150311147,-1.26694038395595,0.600760727018612,-1.98591032205119,-1.05302257369859,-1.21094482262882,-1.38939958494106,-1.00736907718742,1.68339023158048,-1.27115957004104,1.33688493509749,1.61100609525646,1.34693862002597,0.295974611321582,-0.276867255681048,-0.849499019486262,-1.55590322331649,-0.2143207790473,1.45276692236873,1.72705363539675,0.582814246593827,1.12075298985651,0.167841446616269,-0.113016364897657,-1.10497363571914,1.73971427497189,1.43911312740718,0.797736937237419,0.112263568349392,-4313578.4406774
"4",0.386507955427311,0.195773128163473,0.11292377934635,-0.418419688179607,0.818447498924062,1.1672022085168,-0.178647810340008,-0.427270451178208,-0.100202541991382,0.40236435683227,-1.55901851556364,-0.378126894610622,0.665456262335408,1.84491080291659,-0.921177447820792,-0.924322960075106,-1.33790148452348,1.50677388809669,1.63622302471221,-1.97988077602115,0.736264715231778,0.174137053710615,-1.22683648842365,1.46969630731317,0.370710066043228,-1.46703248248125,1.47552099374489,-1.69958886276722,-0.0366765136290252,-0.644795121473057,0.442795436065327,-0.552804259515035,1.23096842962865,0.965170136545488,-0.399389660640857,-0.841711735886108,1.22833120233713,-0.939552925105398,-1.47165673838394,-1.13326487067926,-1.57431674058266,0.233986875385461,-1.13007076131384,1.74229943473404,1.13298473064692,1.44982589993825,0.548863236041179,-0.459965077772809,-0.423630431500139,-0.0618873396398067,0.00499022602373834,0.0100030891948887,1.17496855226803,1.09133288436151,0.956291812963243,0.14661711722538,-0.00528938557812,0.120751725078138,0.870804837984082,0.0698186452206283,0.221905061072453,0.128695436565398,-1.2669377148539,0.600759585123818,-1.9859041715013,-1.05302187096349,-1.21093808332333,-1.38940400992552,-1.00736998944346,1.68338893014226,-1.27115961142713,1.33688326267845,1.61100520285533,1.34694170383844,0.295975157198269,-0.276871194523711,-0.849503619804052,-1.55590188778011,-0.214321342883493,1.4527677597877,1.72705169517341,0.582813567571737,1.12075259190188,0.167846032485481,-0.1130177264286,-1.10497170272323,1.73971335193373,1.43911152642902,0.797737646979709,0.112262585585801,-4293096.64123476
"5",0.386496202962257,0.195753713928315,0.149880737039515,-0.418402235705478,0.811861968320932,1.16718479343276,-0.178655780564027,-0.427275366494088,-0.10021015462083,0.402356644072531,-1.55901078681518,-0.378116160448696,0.66545267801153,1.84491671543531,-0.917190870140118,-0.924334368253732,-1.33784488180124,1.50676432399417,1.63621460990943,-1.97987624780644,0.736283655790129,0.174137338540665,-1.22684469478285,1.46968904001321,0.370728317514539,-1.46703076846787,1.47553676792158,-1.69959651688757,-0.0366841164397261,-0.644796987710482,0.442783344688576,-0.552820806995072,1.23096893997842,0.965162587442155,-0.399369369116189,-0.841693912104813,1.22833337416608,-0.939549069585415,-1.4716614255701,-1.13326244010129,-1.57432372013664,0.234002133991349,-1.10059233150558,1.74230061034159,1.13282746230747,1.4498098242538,0.532392766609869,-0.45996075551892,-0.423638860947554,-0.0618921456764103,0.00478436707715921,0.0100072053841101,1.17491875965232,1.09129788171905,0.956343814660559,0.14662461457454,-0.00528687539161927,0.118642687568128,0.870805188243742,0.0697222998111194,0.219970567611411,0.128696362328496,-1.26692868123701,0.600760939022936,-1.98591223781513,-1.05303818239661,-1.21089438098242,-1.38941748211539,-1.00734096671387,1.68340866941741,-1.2711525421822,1.33689535153015,1.6109936973338,1.34694082837734,0.295970622444315,-0.276874248024149,-0.849498390519829,-1.55590304010384,-0.214334289942735,1.45271020722248,1.72704190698856,0.582812800827155,1.12077357405584,0.167852413290082,-0.113031546987545,-1.10496933644334,1.73969786206618,1.43912728485303,0.797748131157688,0.112265619213991,-4086606.75774976
"6",0.386515781733023,0.195755105518694,0.151126691160924,-0.418401163964739,0.811600528618984,1.16718182804455,-0.17865475155814,-0.427276082078916,-0.100210888229607,0.402357458224492,-1.55900739673263,-0.378113086319965,0.665456077096262,1.84491502302253,-0.917051034676748,-0.924333114126304,-1.33784495878068,1.50676396477671,1.63621381351835,-1.979876873784,0.736281637473154,0.174136594511173,-1.22684440720894,1.46968778130425,0.370729915196229,-1.4670315620098,1.47553839081918,-1.69959508342893,-0.0366850847036552,-0.64480023886574,0.44278633682008,-0.552820515804877,1.23097068693914,0.965160360077162,-0.399373007421241,-0.841694089400911,1.22833352636793,-0.939549681606208,-1.47165882104715,-1.13326355460874,-1.57432597412223,0.234005743217909,-1.09953940601757,1.74229898882485,1.13282547405715,1.44980786916981,0.531860782029068,-0.459958682747781,-0.42363891652737,-0.0618905796339598,0.00477735081630981,0.0100016059134614,1.17491829547455,1.09129497236601,0.95634469527499,0.146623348601984,-0.00528603373674866,0.118618068565626,0.870804629315612,0.06973819432276,0.219883256874665,0.128694595923197,-1.26692609306761,0.600759143708086,-1.98591058784584,-1.05303837246323,-1.21089355673663,-1.38941513239142,-1.00734042264222,1.68341126136915,-1.27114923961901,1.33689586706174,1.61099334556471,1.34693898574892,0.295972249955722,-0.276875602699659,-0.84949712676756,-1.5559026045656,-0.214335147105909,1.45270779304587,1.72704307971,0.582812305221341,1.12077414347612,0.167849556801697,-0.113032778410124,-1.10496941538935,1.73969430631506,1.43912783043783,0.797748288477654,0.112266621146699,-4079539.71816228
"7",0.386499303795637,0.19575402984504,0.151660827911197,-0.418401852243425,0.811459545296209,1.16718177592044,-0.178653389289772,-0.427276592550015,-0.100210317387448,0.402357621864282,-1.55900659579097,-0.378107111623403,0.66545482131846,1.84491338927844,-0.916982622697872,-0.924333815810674,-1.33784275899734,1.50676588983891,1.63621277698719,-1.97987758831187,0.736280866779033,0.174135511791117,-1.226844176361,1.46968821666939,0.37072941394331,-1.46703291356486,1.47553907999271,-1.69959611955174,-0.036682297838338,-0.644801325946057,0.44278747280309,-0.552821071777054,1.23097029896911,0.965160537572242,-0.399370352010095,-0.841693867353971,1.22833497960271,-0.939549089725427,-1.47165833413128,-1.13326329884869,-1.5743243906199,0.234005907286577,-1.09908745992875,1.74229915039976,1.13282353773267,1.44980793540282,0.531642502163569,-0.459958529775837,-0.423638730625819,-0.0618905865986157,0.00477777096559789,0.00994445762297633,1.17491954553751,1.0912927906305,0.9563432154542,0.146622952624758,-0.00528472253894084,0.118609170961045,0.870803335800546,0.0697384690357862,0.219860969967749,0.128695829640117,-1.26692667731093,0.600757215148593,-1.98590922214225,-1.05303938152972,-1.21089169827133,-1.38941487966108,-1.0073397297211,1.68341195870197,-1.27115014077427,1.33689410727034,1.61099366477332,1.34693937837794,0.295971288077135,-0.276876137480763,-0.849498658678749,-1.55590173049839,-0.214336512469772,1.45270518985564,1.72704198684423,0.582812079348826,1.12077448065973,0.167849564622598,-0.113034148139765,-1.10496829400445,1.73969489629394,1.43912993060678,0.797747666554068,0.112266866190634,-4076493.67352455
"8",0.386493884136968,0.195753338155266,0.151817949672657,-0.41840194310722,0.811449865557054,1.16718303959372,-0.17865329853108,-0.427276765753213,-0.100210502134373,0.402356860247904,-1.55900609504109,-0.378108688502059,0.665454614912424,1.84491356957025,-0.916972208550152,-0.924334396067461,-1.33784344224601,1.50676637445403,1.63621359350256,-1.9798781431032,0.73628106051937,0.174135358070312,-1.22684449214127,1.4696885970849,0.37072900483292,-1.4670324356365,1.47553999727271,-1.69959655701479,-0.0366824086552476,-0.644799908316183,0.442788183893971,-0.552822128156612,1.23097060275599,0.965160704836876,-0.399369765494534,-0.841694516510823,1.22833386616484,-0.939549546986822,-1.47165776336111,-1.13326401010698,-1.57432412117343,0.234004955757377,-1.09897203822155,1.74229980789629,1.13282475409159,1.4498077563765,0.531595966284633,-0.459959381934434,-0.423638547126813,-0.0618897788673632,0.00477619724256456,0.00995486411002256,1.1749196459635,1.09129206426763,0.956343236272918,0.146622398091305,-0.0052839431770391,0.11860620740669,0.870803226029029,0.0697430841094364,0.219853557608283,0.128695279881378,-1.26692675671775,0.600757901277656,-1.98590909196187,-1.05303821112598,-1.21089145383393,-1.38941580667375,-1.00733977814646,1.68341260342153,-1.27114950573735,1.33689413750529,1.61099375094055,1.34693882499019,0.295971215972275,-0.276877109631059,-0.84949840946534,-1.55590222236794,-0.214336387434735,1.45270475748013,1.72704159262808,0.582811724005421,1.1207755968454,0.167849918896567,-0.113034754609516,-1.1049680598363,1.739694969679,1.43912969082978,0.797746772105316,0.112266153684423,-4075732.42216337
"9",0.386455470954934,0.195753909527396,0.152368616677746,-0.418400918713985,0.811354865695158,1.16718400923049,-0.178651942068515,-0.427278413900551,-0.100210113225996,0.402355904881821,-1.55900598429561,-0.378107467197535,0.665455706599104,1.84491266114087,-0.916904123759552,-0.924333787761874,-1.33784594790804,1.50676435017504,1.6362115407129,-1.97987786670373,0.736280488499638,0.174133350381336,-1.22684587242612,1.46969019977972,0.370730681088117,-1.46703216026394,1.47553992446769,-1.69959613479341,-0.0366823650849894,-0.644800029706787,0.442786728694859,-0.552821230656313,1.23097124089667,0.965159549139304,-0.399366959161227,-0.84169463909819,1.22833305483161,-0.939551327290463,-1.47165844833312,-1.13326519267151,-1.57432571704277,0.234001363090977,-1.09853347548175,1.74230063498061,1.13282231971744,1.44980924328343,0.531363731771585,-0.459961348481788,-0.423637937269598,-0.0618900345463307,0.00477369258456644,0.0100108167926941,1.17491960340829,1.09129120695296,0.956342462120682,0.146623425597696,-0.00528276502719164,0.118615778582093,0.870802143765989,0.0697487254958383,0.219841671636183,0.12869758235156,-1.26692937061435,0.60075849627174,-1.98590964068846,-1.05303737014253,-1.2108909683011,-1.38941404481724,-1.00734040240627,1.68341242389809,-1.27115084994673,1.33689273878166,1.61099469909372,1.34693747327932,0.295971035349174,-0.276875672838649,-0.849500089749173,-1.55590254231078,-0.214335328062556,1.45270679783341,1.72704129134418,0.582812348790888,1.12077280208795,0.167847150717763,-0.113034880074483,-1.10496901324092,1.73969524036957,1.43912994097994,0.79774593469199,0.112265959683288,-4072707.84414239
"10",0.386446862400837,0.195752497921081,0.152909661126035,-0.418400188254023,0.811227696029859,1.16718592761178,-0.178652152391573,-0.427276969030909,-0.10020938240303,0.402356613439804,-1.55900706135002,-0.378104185940879,0.66545244062919,1.84491085646522,-0.916852477637509,-0.92433279980819,-1.3378450085372,1.50676275186889,1.63621131899447,-1.97987668655127,0.736279544211624,0.174134230507954,-1.22684352188749,1.46969153120134,0.370729877707529,-1.46703216497186,1.47553895893099,-1.69959512812465,-0.036681154845595,-0.644799386279961,0.442786047534635,-0.552819485592396,1.23097087389132,0.96515904959711,-0.399365435134352,-0.84169496156286,1.22833339532596,-0.939552554634389,-1.47165823145885,-1.13326367068852,-1.57432534961109,0.233999304463948,-1.0980562909801,1.74230482209562,1.13282118991017,1.44981084192146,0.531119555021782,-0.459962862338297,-0.423638793325593,-0.061889208622268,0.00477067927965249,0.0100419624282862,1.17491951241527,1.09129070249528,0.956342233829661,0.146621262298508,-0.00528252745564625,0.118627457205551,0.870802987189001,0.0697470629635531,0.219798476454806,0.128699412934916,-1.266930950232,0.60075674217659,-1.98590971558611,-1.05303751713458,-1.21089067930773,-1.38941468685539,-1.00733986481835,1.68341316832787,-1.27114893516158,1.33689523422967,1.61099577355221,1.34693718969746,0.29596977578816,-0.276876933336029,-0.849501161494489,-1.55590275661325,-0.2143341055856,1.45270857149737,1.72703888360113,0.582811333215525,1.12077313740304,0.167849896884164,-0.113035295975856,-1.10497021549958,1.73969280016171,1.43912889372672,0.797744522378353,0.112265877996924,-4069581.70290451
