"","ageb","aged","agef","agei","agek","age0","b0","cage","cd","ck","c0","db","d0","e0","fd","fe","f0","gage","gb","gd","gf","gh","gi","gj","gk","gm","gn","go","gp","glabel","hage","hb","hc","hd","he","hf","hi","hk","h0","id","i0","ji","jk","j0","kd","ke","kf","ki","k0","ld","lf","lj","lm","lo","llabel","mc","md","mf","mj","mk","mp","mlabel","m0","nc","ne","nf","ni","nj","nk","nlabel","n0","on","o0","page","pb","pc","ph","pi","pk","po","plabel","p0","labelage","labelc","labeld","labelf","labelh","labeli","label0","lp__"
"1",0.815904016804048,0.76862114997079,0.466515312591408,-0.641200048438027,0.522535656785911,1.26759259961201,-1.96291792702659,0.371712752840724,0.200619128620304,-1.61992871085179,0.667096385446571,-0.987928319484317,1.27990487013969,-0.178045931262033,-0.0814252918056862,-0.368060329431181,-0.12047229450606,-0.341859523896118,0.542247077779572,-0.213492399690111,0.540083392189164,-0.850506493353292,-0.139016720882789,1.2397775767497,1.41316204167845,-1.67543903428577,-0.664596072546238,0.183853587649532,-0.72167357527308,-0.421159882038565,1.30703674091049,0.986684845743647,1.16279471732382,0.803644873011153,-0.487451889586231,-0.966618405375346,-1.41385898732081,1.82502364182157,0.53003087806422,1.54041463814546,1.76460291603387,0.0982830017435447,0.044396423777655,1.81092673662727,-1.80934041839767,0.775565329011094,0.18234316264241,-0.988210813995336,-0.261644861082235,-0.0703856112385705,0.0125140263540614,-0.0374337291992188,0.0395482970787773,-0.0957405241656097,-0.840749906228663,-0.0993789974483648,0.113176218688797,0.0216829142095758,-0.23971607700421,-0.368291882423794,-0.688831714145688,-0.329449547696665,-0.914428961901923,0.24693791033565,-1.03101104527218,0.52707258010045,0.778813829310711,1.98212622136175,-1.44419663286329,0.288349953559093,-0.712746869510292,-1.95083174503741,1.48950741197937,-1.43739362095149,0.863510739765315,-1.86890568830596,-1.90819445225452,-0.757076193701293,-0.996736875436158,-1.76172272918476,1.70007656552985,0.424078915874047,-1.6575584540167,-0.216571974939764,-0.927555722174002,-1.48982921468647,-0.102479709133998,1.28237376988921,0.928688775075189,3336454.58855767
"2",0.815895886200582,0.768376653994822,0.466372942980989,-0.641198973126954,0.522403110638936,1.26758923327985,-1.96291855781191,0.371701049221803,0.200606886430545,-1.61991813595146,0.667084192848424,-0.987910854298475,1.27989421994973,-0.178047853273616,-0.0813737094992658,-0.368047994048496,-0.118817582429537,-0.341866263080397,0.542247051658687,-0.213495854497785,0.540220514524031,-0.850513067173633,-0.139017867734805,1.23976488499681,1.41316866016619,-1.67543709644676,-0.66459872142635,0.183852646090693,-0.721678878321841,-0.421163330647287,1.30702818945701,0.986686280131235,1.16279576251252,0.803642949344442,-0.487444598520567,-0.966617847492603,-1.41385972186622,1.82502845179642,0.530035941493637,1.5404022344543,1.76460127282618,0.098702477843826,0.0444251200549126,1.81091153368417,-1.80932870966145,0.775561824070081,0.182327884595811,-0.988172634800534,-0.261642945887312,-0.0710689094188213,0.0125168058112438,-0.0374185959542535,0.0395372524984824,-0.0958806316245712,-0.840731728065879,-0.0993790728881529,0.113089686059802,0.0216813931238999,-0.240076992453167,-0.368291388726623,-0.688839123458948,-0.329459657504136,-0.914426805758114,0.246927853958379,-1.03100959475169,0.527589511351813,0.778811664493357,1.98211965979573,-1.44419459525941,0.2883562426411,-0.712744478622591,-1.95083430812795,1.48950642127958,-1.43739348286189,0.863486969157318,-1.86890063616468,-1.90818925536862,-0.757077429218301,-0.996741020374883,-1.76171332021685,1.70007963524483,0.42407576608017,-1.65756436053742,-0.216571751594847,-0.927558847564602,-1.48981891674494,-0.102485472790404,1.28236914363008,0.928696776495406,3336969.68231285
"3",0.815894340983657,0.768296653525922,0.466347376281573,-0.64119353043968,0.522429403247907,1.26758806469118,-1.9629184649668,0.37169563570053,0.20060752694942,-1.61991494508263,0.667080648518303,-0.987907654611039,1.2798956117739,-0.1780470225914,-0.0813662461661393,-0.368121896211195,-0.118442379232777,-0.341872988142292,0.542241868797074,-0.213496196312828,0.540221291027006,-0.8505140858258,-0.139016393171431,1.23975617978082,1.41317140218266,-1.67543863319159,-0.664595092821114,0.183852011750067,-0.72167866544863,-0.421165257810409,1.30702556650242,0.986681695233764,1.16279571387009,0.803642677438189,-0.487444237370992,-0.966617181971951,-1.4138613304914,1.82502845445777,0.530035166361854,1.54039920518867,1.76460472128259,0.0984755189347054,0.0444145676959335,1.81091000141959,-1.80933324366298,0.775561748017022,0.182315470681323,-0.988150192715042,-0.261638789047513,-0.0708578460012792,0.0125171870036182,-0.0374099320752728,0.0395351292707251,-0.0958609670920932,-0.840725474091549,-0.0993802111274918,0.113086438815838,0.0216879431622755,-0.239990979726177,-0.36828656560364,-0.68884045676975,-0.329459848924252,-0.914427557406011,0.246925737662822,-1.0310070236313,0.527454317306752,0.778810590867155,1.98211733290071,-1.44419334856091,0.288356937654726,-0.712742712336213,-1.95083225171575,1.48950795965059,-1.43739692225239,0.863480284880704,-1.86890550100249,-1.90819109215212,-0.757077741787921,-0.996738693817847,-1.76171677379643,1.70008026709245,0.424078109656153,-1.65756743540342,-0.216570449543275,-0.927557667061616,-1.48981939624282,-0.102485849217479,1.28236909394975,0.928692928756481,3337106.67168128
"4",0.815900496991293,0.768027796844557,0.466152097491035,-0.641181546189158,0.522383909018898,1.26758133993392,-1.96292073085356,0.371702259837581,0.200609273696428,-1.61992072423052,0.667081211003267,-0.987886655586488,1.27989130283198,-0.178047395988323,-0.0813188998988671,-0.367989515269597,-0.117094626749552,-0.341861077912367,0.542244005608173,-0.213496276361114,0.540214327097533,-0.850517351124075,-0.139014608495317,1.23974190548472,1.41316305598044,-1.67545178784357,-0.664595855777468,0.183851039526376,-0.721696020951685,-0.421157174442718,1.30702642034005,0.986683490493589,1.16280125598481,0.803645029734524,-0.487437250439087,-0.966612632069826,-1.41385097707783,1.82503586580832,0.530025412419697,1.54038709940769,1.76460560511237,0.0984049139572239,0.044406809761743,1.81088482076462,-1.80931707276847,0.775567729464936,0.182262732613314,-0.988120801178995,-0.261632951183848,-0.070372212312458,0.01251787286292,-0.0374149160786869,0.0395363920697688,-0.0959153897893864,-0.840705651886144,-0.0993890093278225,0.112986445946372,0.0217132008128416,-0.239889943425569,-0.368281629885917,-0.688845395815568,-0.329467175742179,-0.914430232785282,0.246921176802418,-1.03100984404839,0.526599123202815,0.778808725500855,1.98211222507879,-1.44419661650782,0.2883611656877,-0.712739448455564,-1.95083661804059,1.48950549337019,-1.43739145298959,0.863463586736439,-1.86890124275551,-1.9081930012399,-0.757076477321336,-0.996735325411828,-1.76171583142586,1.70007092397545,0.424083160685011,-1.65756826954849,-0.216577296639353,-0.927554979929983,-1.48980654540955,-0.102486569480226,1.28236725113574,0.92869107099599,3337600.63507347
"5",0.815903062036665,0.764085863463589,0.464226471003804,-0.64111671649397,0.523144139875027,1.26756616082306,-1.96289825875219,0.371676580382112,0.200624828289208,-1.61988300583419,0.667063391257977,-0.987703787559562,1.27986249180771,-0.178051029827401,-0.0807068665170533,-0.368153432738298,-0.0988481806448405,-0.34186982448398,0.542284106934215,-0.213518438048798,0.539320259722438,-0.850534889390728,-0.138983162790137,1.23959567462552,1.41309554274722,-1.67543422595026,-0.664590806397184,0.183841010468633,-0.721704364773753,-0.421164999389553,1.30701380442478,0.986687051195822,1.16278581905881,0.803647683063063,-0.487426521235233,-0.966586841355252,-1.41382182178529,1.82505558491558,0.529988372910505,1.54036872408554,1.76460734739074,0.0986408096954752,0.0443346430050417,1.81076092491,-1.80907980943581,0.775606558972235,0.18160714781571,-0.987197614522193,-0.261606004710735,-0.0704637100250645,0.012495397082807,-0.0373352095360949,0.0395324261392046,-0.0959328206688522,-0.840479098471894,-0.0994255058259746,0.111973471768225,0.0214511074351595,-0.240005025882219,-0.368239377618631,-0.688841915857756,-0.329465209222027,-0.914419291825058,0.246948390165283,-1.03100809944163,0.523457496168901,0.778812358526594,1.98202773918097,-1.44418068510316,0.288395732306023,-0.712739224383473,-1.95083503092253,1.48949334564089,-1.43737936542605,0.863337494329463,-1.86886421020171,-1.90819768742262,-0.757074218379128,-0.996733201730724,-1.76169736572237,1.70003847921691,0.424088795901538,-1.6575660639484,-0.216578114775019,-0.927579688756656,-1.48978376018822,-0.102465570318988,1.28236460225451,0.928711348850033,3344226.78463385
"6",0.815907625367106,0.763821539265707,0.464099766307776,-0.641114156074682,0.522908301877416,1.26756053829417,-1.96289611849705,0.371678652539468,0.200623938251388,-1.61988579621784,0.667061613835407,-0.987680162683278,1.27985773415797,-0.178042744128425,-0.0806423606463166,-0.367893377844233,-0.0973067180714346,-0.341871260434533,0.542281404494699,-0.213516557841031,0.53929544452998,-0.850533740743628,-0.138981583561197,1.23959460181229,1.41309690462917,-1.67543510976093,-0.664600412773615,0.183847442848331,-0.721708925319289,-0.421165739789922,1.30700853458347,0.98669133447273,1.16279282488389,0.803647164612422,-0.487432342657313,-0.966573090506639,-1.4138247495595,1.82505992988618,0.529993910948725,1.54035879635933,1.76461040086647,0.0982327108484452,0.0443237962803882,1.81076160024269,-1.80906974682687,0.775603731403929,0.181545097502054,-0.98713615537444,-0.261605429199336,-0.0704108236163565,0.0124885951674503,-0.0373322255263681,0.0395311359918442,-0.0959662859875719,-0.840454285881128,-0.0994371739639212,0.111866773935873,0.0214308854339202,-0.240344066362663,-0.368231855015697,-0.688836766572632,-0.329469941589048,-0.91441065236958,0.246941250626885,-1.0310075162965,0.522891946619804,0.778805483993794,1.98202226697107,-1.44418605292216,0.288412179990357,-0.712738537065015,-1.95083478417523,1.48948695383473,-1.43738327159873,0.863311662126511,-1.86886025403024,-1.90820101473809,-0.75706936669372,-0.996739437337163,-1.76169116986351,1.7000409893058,0.424095795053017,-1.65757558330997,-0.216570018079998,-0.927572927433771,-1.48977840440536,-0.102464439473479,1.2823586544927,0.928710012278065,3344751.62235921
"7",0.815929702585287,0.762661824702563,0.463532473645403,-0.64111243855745,0.522904329969011,1.26753661118694,-1.96287981248407,0.371664492698511,0.200613536894996,-1.61986748704454,0.667049050104233,-0.987628814477112,1.27984253537532,-0.178040467630883,-0.0804438695078465,-0.368568086460989,-0.0919216877725139,-0.341880679764819,0.542285553460475,-0.213512225775778,0.538958035134131,-0.850522908894878,-0.138992738889378,1.23957091881696,1.41310725073852,-1.67543058094461,-0.664596330137536,0.183855194381676,-0.721703804493957,-0.421170777540715,1.30699411141854,0.98669027435823,1.16280904806427,0.803643282862952,-0.487422042435142,-0.96654525169693,-1.41381757145222,1.8250550808164,0.529985563696282,1.54034849339644,1.76461153257095,0.0988435197356025,0.0443187830391305,1.81071724206698,-1.80902443022086,0.775596888840483,0.181299910280318,-0.986884874470219,-0.261614944937069,-0.0703546168498993,0.0124730296855319,-0.0373373650140025,0.0395295248243508,-0.0957930409614252,-0.840347166133105,-0.0994445304526175,0.11152257644829,0.0214765997743243,-0.239946892347146,-0.368211887663892,-0.688840045633845,-0.329455053891755,-0.914409971307078,0.24695676793303,-1.03099231145427,0.520615588007009,0.778823773854382,1.98198794788343,-1.4441930038033,0.288425133551709,-0.712741225848111,-1.95083590565592,1.48946838398144,-1.43738823823182,0.863288389941425,-1.86886114456375,-1.90820839643194,-0.757049479701553,-0.996737186812473,-1.76168701492821,1.70004467567498,0.424097272410275,-1.65757439116639,-0.216572786329375,-0.927574457091656,-1.4897617747001,-0.102449965390631,1.28238991696404,0.928731735845582,3346730.23386323
"8",0.815926255404737,0.762597671292958,0.463511377766993,-0.641110255296517,0.522970744902212,1.26753440241905,-1.96288463850509,0.371667261912128,0.200616873815543,-1.61986661220887,0.667048894053782,-0.987625993842683,1.27983959061623,-0.178034421419794,-0.0804326845293854,-0.368629089320678,-0.0915139742813149,-0.341882463296029,0.542286603801965,-0.213511699735637,0.538942664542873,-0.850523332891832,-0.138997618045196,1.23957326397168,1.41310715729353,-1.67543205106572,-0.664594238658539,0.183854529534427,-0.721703125358149,-0.421173216625394,1.30699561270281,0.986690924926024,1.1628131348094,0.803640999793427,-0.487421750396678,-0.966546265788871,-1.41381601684696,1.82505057503138,0.52998704240586,1.54034525090054,1.76461125981724,0.0987758583482019,0.044305590867491,1.8107134957684,-1.80901922670805,0.775594867024029,0.181292381703388,-0.986859966443027,-0.26161487789105,-0.0703205276669106,0.0124700317798216,-0.0373291794999724,0.0395291830735202,-0.0957925851766716,-0.840340148915697,-0.0994490641387927,0.111492189760545,0.0214518297476198,-0.240097204430707,-0.368205946793241,-0.688838400103733,-0.32945166202921,-0.914408885952509,0.246952033982323,-1.03098896201813,0.520488271744768,0.778824867138506,1.98198645854727,-1.44418884731621,0.288424986808625,-0.712740105375713,-1.95083335699112,1.48947000372161,-1.43738424943957,0.863284043178615,-1.86886228508299,-1.90820422139921,-0.757047117314025,-0.99673425790385,-1.76168658300201,1.70004481171894,0.424100800944801,-1.65757293565009,-0.216572768904377,-0.927572852673685,-1.48976304627179,-0.102453523673986,1.28239009961948,0.92873257659104,3346866.70466433
"9",0.816159670658517,-0.102101146748212,0.0262280447624949,-0.630167638479869,0.518470629293521,1.2657096214191,-1.95936711888893,0.367010631231439,0.19868134950977,-1.61222413216702,0.663712002980104,-0.934790538093423,1.27623546879694,-0.178334952687116,0.00207179526633137,-0.381801572505538,4.00891434478898,-0.342211416793527,0.544906641483103,-0.213699356983546,-0.15759367806664,-0.850145255697357,-0.138077948024561,1.18963584620092,1.41066745330778,-1.67317267204105,-0.663918253174497,0.18373751224143,-0.721037802485729,-0.420899062454161,1.30441358958336,0.986752361848274,1.1608646733557,0.80131613593804,-0.486785042584278,-0.957807468292574,-1.41344690686622,1.82113357799369,0.52995106642053,1.52346279041213,1.76554884727695,0.0908385502364123,0.0438467793777924,1.76978541391101,-1.75365734910682,0.775681157037582,0.0214987079377418,-0.742139426082749,-0.260190726993679,-0.00932155862919319,0.00644853509188921,-0.0346677454615908,0.0394832830479334,-0.0968066373754042,-0.769120392786712,-0.1078270280327,-0.0566737476884437,-0.0121302131277436,-0.216991790883401,-0.350636596983886,-0.688239732189202,-0.328773392967832,-0.910842437492968,0.244053985526545,-1.03085077941284,-0.307120548893567,0.779312236542982,1.95205266776055,-1.44387328266052,0.288701753602987,-0.711318338360306,-1.95116115059089,1.48868571329855,-1.43522672694929,0.826460579831562,-1.86855096614801,-1.90856201248358,-0.755747116536935,-0.995774321609739,-1.76143664208172,1.70045126079696,0.423756981349259,-1.6568025260086,-0.216767583163445,-0.927507527700332,-1.47925444710838,-0.102902103661543,1.28242722177122,0.929659473591732,4174749.96644382
"10",0.816181462007274,-0.102574795045367,0.0262897523088082,-0.630184629966938,0.51932635905719,1.2656859294259,-1.95936358525204,0.366975287985555,0.198667416862852,-1.61216413270731,0.663702600516301,-0.934462932007289,1.27625654757691,-0.178344527580968,0.00225900369264715,-0.381111511666127,4.00377875916663,-0.342200689919372,0.544925797175887,-0.213654237965355,-0.160906403559015,-0.850182580411911,-0.138075229210218,1.18936757724554,1.41069739736518,-1.67314039028661,-0.663866810942048,0.183697714955428,-0.721044084026729,-0.420918625817542,1.30441762928715,0.986723567493891,1.16085997985312,0.801310503110673,-0.486772363509102,-0.957726560038912,-1.41345723370058,1.82107966565959,0.52988322035388,1.52342634074416,1.7655250911593,0.0908071356894991,0.0438226698471566,1.76956540142897,-1.7533363191716,0.775661685056492,0.0217818571318705,-0.740770096443484,-0.260162986725602,-0.00950189080929706,0.00649866386791921,-0.0345521443050782,0.0394560219674794,-0.0963911624385563,-0.768683198323628,-0.107904046413032,-0.0563151671329397,-0.0120972784608778,-0.21686513965542,-0.350521741059535,-0.68824260431364,-0.328731066574036,-0.910873743340364,0.244046949418621,-1.03084613051433,-0.306364866526477,0.77933239222004,1.951927041639,-1.44384444699601,0.288705518140811,-0.711311766456756,-1.95114183841953,1.48869347708322,-1.43525982097021,0.826266652741317,-1.86852118738348,-1.90856597291841,-0.755727085836897,-0.995803922155131,-1.76143987323608,1.70042795824225,0.42374100122287,-1.65680708837949,-0.21677710477117,-0.927470362591561,-1.47917846052546,-0.102868947821414,1.28240973817985,0.929631162661354,4176167.90331926
