"","ageb","aged","agef","agei","agek","age0","b0","cage","cd","ck","c0","db","d0","e0","fd","fe","f0","gage","gb","gd","gf","gh","gi","gj","gk","gn","go","gp","glabel","g0","hage","hb","hc","hd","he","hf","hi","hk","h0","id","i0","ji","jk","j0","kd","ke","kf","ki","k0","ld","lf","lj","lm","lo","llabel","mc","md","mf","mg","mj","mk","mp","mlabel","m0","nc","ne","nf","ni","nj","nk","nlabel","n0","on","o0","page","pb","pc","ph","pi","pk","po","plabel","p0","labelage","labelc","labeld","labelf","labelh","labeli","label0","lp__"
"1",-0.662810814523901,0.261880491607639,0.326208212685362,-1.80290262399754,-0.558991393177506,-1.09900797472516,1.1083922732858,-1.43477311953093,-1.72973324533429,-1.65813537955535,-0.65430401675232,-0.0771360774354969,0.32598647186905,0.702800381146316,-0.0013170661148203,-0.0351262334120342,1.09428553536817,1.55624691197346,1.05211547471414,-1.59677353924399,-1.23316421859431,-0.1748985861029,-0.580013896832605,-0.580479027988298,0.639103773051634,0.16565477458287,-0.706530606272323,1.50708069862102,0.145635005850385,1.01619256390603,1.18368288298491,1.73713347541115,0.47737604512036,0.688304584842463,0.539140292784322,0.837903236675188,1.16727338866574,-0.661149063538045,0.199089164279465,0.559502294178641,-1.03909642418461,-0.00339294839388694,0.181792527262093,0.471122634065257,-0.122446445339491,-0.613842725276961,0.0890310910317394,0.381115741216702,0.567261973159191,0.00220108152572915,0.00998809501195339,0.0660691051807737,-0.0260497892301904,-0.0706342066934748,-0.142537646642953,-0.178890883905593,-0.024520190148384,0.0169890594591144,-1.15617380208656,-0.684455930769885,-1.94163012373787,-0.382994683426897,0.950384341407487,1.82869361315732,1.06099098950876,0.768552698127867,0.906563137306712,1.72927030466715,-0.720280041250505,0.806978114169672,1.48721325328215,-0.890284532389382,-1.34021879291801,1.74807953472817,0.75574903935856,-0.638553677722058,0.207764631018273,1.6931330894763,1.83239064313636,1.44334549336362,-1.09542193039251,1.25470312061487,1.74008692362046,1.66861625540014,-1.30746395410704,-1.07317152799233,-0.303518428959793,-0.542280196863455,1.67865123679599,-1.56395425509565,1140997.43541934
"2",-0.662560089523697,0.261793175655253,0.325069817874785,-1.80287180416508,-0.55891075388018,-1.0990091952195,1.10840829148289,-1.43476436249261,-1.72972664843495,-1.65812231819419,-0.654300386823265,-0.0771148933577621,0.325973479781951,0.702775204101257,-0.00154624520517646,-0.0367804442431157,1.094826279822,1.55625312115026,1.05212623092665,-1.59679244451189,-1.23310408588981,-0.174907501274989,-0.580007604402064,-0.580459639191366,0.639106616086255,0.165658968583254,-0.706501370850872,1.50707151687722,0.145640164250557,1.01618151467327,1.18367762805543,1.73716457385606,0.477370901321507,0.688308345312274,0.539131087265749,0.837882219791566,1.16728472679191,-0.661143950451122,0.199084636314085,0.559502753809771,-1.03907339846258,-0.0033474186163123,0.18179345447788,0.471158691215544,-0.120389930329041,-0.613849230252499,0.0909803902074956,0.380760906215716,0.567270920513061,0.00209840323727547,0.00990231669903981,0.0657158008689615,-0.0260631705017626,-0.0706175381828393,-0.14254601532324,-0.179154340956011,-0.0236366321553191,0.0157160453058626,-1.15617871112505,-0.659045108251154,-1.94160401541007,-0.383049195770796,0.950372274689738,1.82870585505357,1.0609971116189,0.768547818054324,0.906548628675062,1.72927898169443,-0.720209269863952,0.806985208029155,1.48721493935607,-0.890259641478057,-1.34024097469595,1.74807331183163,0.755739499414955,-0.638561800605723,0.207762578939914,1.69311692265219,1.83237056877652,1.44334957449831,-1.0954269490477,1.25469284013491,1.74006130699074,1.66859458980288,-1.3074571752722,-1.07316737711358,-0.303491861426381,-0.542276120477017,1.67864207308428,-1.56395701798581,1188266.97317036
"3",-0.662545948744161,0.261782925347331,0.324772158962332,-1.8028708383349,-0.558905396586385,-1.09900479182429,1.10840729374534,-1.43476506111996,-1.7297313435373,-1.65812429966512,-0.654297654562791,-0.0771154503080691,0.325972530408423,0.702770996256656,-0.00151978419038956,-0.0368124111517181,1.09485634973772,1.55625748658074,1.05212928247269,-1.59679228530878,-1.23310069487606,-0.174905320039439,-0.580008195159167,-0.58045832470852,0.639108659066957,0.165659469833735,-0.706499347912501,1.5070712230208,0.145632454146507,1.01618565012128,1.18367416735492,1.73715961814257,0.477367095927249,0.688305036043828,0.539129851413041,0.837882969561902,1.1672870773166,-0.661143785058641,0.199079414885407,0.559506270124928,-1.03907681497825,-0.00335101352460837,0.181791693603031,0.471160958870463,-0.120517546667689,-0.613849070864382,0.0909461096124115,0.38071842734851,0.567275182844459,0.00209808626505994,0.00989895350899664,0.0656901507863635,-0.0260613548810887,-0.0706172832478831,-0.142546941016537,-0.179077440077035,-0.0234407734815725,0.0156856749320386,-1.15618018125691,-0.657454294348978,-1.94160378364871,-0.383056242697796,0.950370710211926,1.82870723243543,1.06100144382806,0.768544833933584,0.906550693140765,1.72927576656739,-0.720206048707898,0.806984615243907,1.48721280659913,-0.890261446974031,-1.34024047334613,1.74807426931483,0.755739836241715,-0.638560056315299,0.207770012142263,1.69311765930117,1.83236965419994,1.44334481365877,-1.09542053687057,1.2546943306143,1.74005628132084,1.66859513814247,-1.30745497498982,-1.07317385485572,-0.30349182319746,-0.542271863028125,1.67864082146884,-1.56395345883998,1191233.1437505
"4",-0.662523484718841,0.261770042000415,0.324923568943457,-1.80287014883545,-0.558901309005639,-1.09900531077813,1.10840319655186,-1.43476374582026,-1.72973428262293,-1.65812557907775,-0.654296267789819,-0.0771125151964936,0.325971882730664,0.702769975839399,-0.001696382972506,-0.0369449180495915,1.09487420077557,1.55625339700634,1.05213045806318,-1.59679474655603,-1.23309778726989,-0.17490563008186,-0.580009542537826,-0.580461564062775,0.639108593590981,0.165661310720211,-0.706501874305709,1.50706718745435,0.14563898308005,1.01618532444094,1.1836705467451,1.73715930549894,0.477366653750581,0.688305244820809,0.539129892745848,0.837879689649996,1.16728858805212,-0.661142952907922,0.199082547633275,0.55950797869409,-1.03907172606761,-0.00334401582045716,0.181791849469094,0.471168409875021,-0.120124711757269,-0.61385161724638,0.0909320171373754,0.380695829462368,0.567271200880799,0.0021529829695716,0.00989765452285798,0.065666122855603,-0.0260597556750178,-0.0706137113119259,-0.142546702567099,-0.179116315183812,-0.023358443623516,0.0157549150555368,-1.1561827174574,-0.655890383618303,-1.9416016247753,-0.383062694505103,0.950370145055688,1.82870961276388,1.06100566668802,0.768545441469914,0.906555840455879,1.729274697243,-0.720211171709665,0.806988223185974,1.48721027544242,-0.890266921035493,-1.34024286555116,1.74807577688262,0.755737788727691,-0.638558277350477,0.207768785520372,1.69311592509049,1.83237143685424,1.44334471749859,-1.09542234282008,1.25469324459486,1.74005227699118,1.66859242437939,-1.30745269025379,-1.07317587336852,-0.30349417638654,-0.542268648825475,1.67863886621537,-1.56394696664445,1194147.67384001
"5",-0.66252316962487,0.261788112776302,0.325025078394937,-1.80286898653347,-0.558904275389777,-1.09900617414317,1.10840275020725,-1.43476365987384,-1.72973499993263,-1.65812511511765,-0.654295529018272,-0.077113508269879,0.32597122767404,0.702769084677976,-0.00161819312026075,-0.0369564016998852,1.09488557624182,1.55625458192866,1.05213045471439,-1.59679382370581,-1.23309548054735,-0.174905629572105,-0.580009130897637,-0.580459593600993,0.639106946229783,0.165661868024822,-0.706503375447155,1.5070672413142,0.145640422668138,1.0161862694494,1.18366972418168,1.7371611053968,0.477366619342188,0.688304037627104,0.539128465827717,0.837876797740003,1.16728715348116,-0.66114381478634,0.199082473522694,0.559510842023211,-1.03907139232126,-0.00334865747088126,0.181793092532874,0.471169212531648,-0.120163108294403,-0.61385330312886,0.0908999863401467,0.38068628871738,0.567271266860099,0.00217038027175137,0.00989816437939285,0.065658434060915,-0.0260580978297583,-0.0706123733955929,-0.142546794714771,-0.179124363272245,-0.0231155962039991,0.0158293721890061,-1.15618355927492,-0.655481337777338,-1.94160072093762,-0.383064284663855,0.950367610233732,1.82870857263881,1.06100594982801,0.768546531840905,0.906557673065512,1.72927363809088,-0.720210444759438,0.806989269633296,1.48720985021118,-0.890267463214977,-1.34023993462569,1.74807647970414,0.755737620306553,-0.63855802528521,0.207769578921849,1.6931166300386,1.83237349463637,1.44334665481142,-1.09542247274797,1.25469208714464,1.74004933568577,1.66859297815737,-1.3074534197775,-1.07317868038183,-0.303494326284282,-0.542266376759495,1.67863757672032,-1.56394651300986,1194911.42505844
"6",-0.662475715668465,0.261767271951646,0.324677559382303,-1.80287519359459,-0.558905432038035,-1.09901371775217,1.10839984508814,-1.434765683581,-1.72972957919759,-1.65812680708379,-0.654305310322125,-0.0771138397843203,0.325976658664659,0.702766889922678,-0.00151623153346022,-0.0371860639860544,1.09502287867473,1.55626674991536,1.05213444702236,-1.5967877703606,-1.23307741000134,-0.174910534617406,-0.580010694286534,-0.580452994592523,0.639101798810876,0.165661478625722,-0.706509921608435,1.50706689257674,0.145644621548901,1.01618270480217,1.18367034495899,1.73716579145831,0.477361782157078,0.688299494216939,0.539130042626862,0.837878059009588,1.16727875921238,-0.661142164234389,0.199084562116337,0.559511718746964,-1.03907535221728,-0.00335977859386084,0.181790294047656,0.471163752655869,-0.119911778978037,-0.613847747173078,0.0908791511165117,0.38052488490383,0.567270820646137,0.00204134262713141,0.00988219336402825,0.0655766706612172,-0.0260522169725819,-0.0706120280706754,-0.142546907592617,-0.17911389009249,-0.0239328186095569,0.0157049899722462,-1.15617775840018,-0.649191537639109,-1.94158996552738,-0.383077264182237,0.950364283736969,1.82870281652146,1.06100523023976,0.768541697906645,0.906522188464998,1.72927645368928,-0.72020295532914,0.806997863766747,1.4872102373982,-0.890258076216067,-1.34024734516793,1.74807808973103,0.755732367735278,-0.638561405745859,0.207771221776362,1.69311569659402,1.8323683206068,1.44334668036967,-1.09542001606754,1.25468791563462,1.74004450149821,1.66859465060296,-1.30744943276377,-1.07317929190162,-0.303497772075191,-0.542276325515173,1.67864179064005,-1.5639422407925,1206487.38237706
"7",-0.662287202707827,0.26169659123661,0.324270776958952,-1.80287198490702,-0.558880968571912,-1.09902540138151,1.10841108132569,-1.43475844164657,-1.72973582756859,-1.65812791666505,-0.654295636100954,-0.0770854790223305,0.325955545954599,0.702763909988125,-0.00147442976523101,-0.0383258796158856,1.09546328829841,1.55626629477048,1.05213737634484,-1.59677205731398,-1.2330395728708,-0.174914625261579,-0.580012273028896,-0.580449131466176,0.639106609281537,0.165657694163873,-0.706512338375365,1.50705489885199,0.145631980364377,1.01616779312228,1.18367182737297,1.73716917658972,0.477351753436571,0.688300291446178,0.539149055403126,0.837847938148041,1.16727783365597,-0.661145129325177,0.199093754057392,0.559518687461926,-1.0390816708549,-0.00328703077577596,0.181778286879,0.471177544686774,-0.119703756669401,-0.613861028699927,0.0914616737088205,0.380271948689424,0.567277821900541,0.00207743052456681,0.00984852359073688,0.0652822575664668,-0.0260444318697353,-0.0706069282570139,-0.142544760377595,-0.179160760436509,-0.0257510493240354,0.0157365221140352,-1.15619113188706,-0.630043013049518,-1.94156288531404,-0.383124993995168,0.95034438292087,1.82872014607839,1.06099812783704,0.768548405008324,0.906469985558637,1.72927778526677,-0.720173000640666,0.806997887251661,1.48720342610853,-0.89026307720472,-1.34024127891534,1.74806392987698,0.755720885455382,-0.638552801337572,0.207755677275945,1.69311763439437,1.83236017023852,1.44332407580256,-1.09542753502589,1.25468053746553,1.74003729870515,1.66858965003556,-1.30744779237698,-1.07318207461692,-0.303503317434919,-0.542276735318791,1.67863867152565,-1.56395193221992,1242043.90093702
"8",-0.662265602742028,0.261667542350375,0.32414746311544,-1.80286992065471,-0.558858335201655,-1.0990220146983,1.10841775696988,-1.43475699820579,-1.72972867531805,-1.65812767648087,-0.654294919684683,-0.0770854985394774,0.325950107815362,0.702766527829657,-0.0015007120502873,-0.038624345367565,1.09555670492556,1.55627158477857,1.05214467202999,-1.59676701649134,-1.23303448373604,-0.174918087917641,-0.580019438374666,-0.580449020798544,0.639112783245848,0.165657604897573,-0.70651385870741,1.50704692232988,0.145625166497873,1.01617054400484,1.18366727699356,1.73716925514368,0.477358771616585,0.688299320173178,0.539148965689799,0.837852801678089,1.16727748812702,-0.661148143461157,0.199092046535178,0.559511590134641,-1.03908707927335,-0.00328212450748812,0.181774553458087,0.47118819252167,-0.119976437283098,-0.613862552107604,0.0913552660549684,0.380194512013323,0.567275658571469,0.0021192240285932,0.00983903363378113,0.0652312778827895,-0.0260456315268084,-0.0706001600773195,-0.142538660704281,-0.179225239337834,-0.0259584957897434,0.0160529999318092,-1.15619363394753,-0.626442324887992,-1.94155362258608,-0.383130398743224,0.950343135614229,1.82872658871785,1.06098932670692,0.768542131733793,0.906455329848788,1.72927734102104,-0.72016459907248,0.807000356146068,1.48720185075971,-0.890261732276726,-1.34024524730428,1.74806292326383,0.755716983534674,-0.638552381478667,0.207757973225542,1.69311830153224,1.83235415051492,1.4433174900131,-1.09543205096492,1.25468024680009,1.74002921786429,1.66858078519234,-1.30745136273437,-1.0731817775597,-0.303499889506274,-0.542275796740361,1.67863806939201,-1.56395529704406,1248703.70025012
"9",-0.662246991229875,0.261675286227502,0.324064137177558,-1.80286860013185,-0.558856909962846,-1.0990221828763,1.10842290759654,-1.43475260638015,-1.72972738438805,-1.65812507597991,-0.65429626287446,-0.0770824524127929,0.325948980322673,0.702767178013763,-0.00148071726924107,-0.0386849209802475,1.09558589189897,1.55627643312946,1.05214438005546,-1.59676360714805,-1.23302875819634,-0.174915037336158,-0.580018769916307,-0.580446565084638,0.639111059935593,0.165655458287477,-0.706515886067897,1.50704947492702,0.145629222293626,1.01616808245251,1.18366959953901,1.73716490125475,0.477359781547954,0.688296672405875,0.539151900312957,0.837854850910984,1.16727935711482,-0.66115429572948,0.199086634838452,0.559509977580325,-1.03908961199064,-0.00328815795583073,0.181774911657955,0.471187350309453,-0.119858452625801,-0.613862031299975,0.0913595935092643,0.380175938770225,0.567279349877348,0.00204384674760656,0.00983314812068988,0.0652068338029854,-0.0260458356167878,-0.0706020946662176,-0.142541175073773,-0.179170508653369,-0.026397425560125,0.0161294383092423,-1.1561891883217,-0.624851125923164,-1.9415496166445,-0.383132760107171,0.950345312498596,1.82872616308886,1.06099052760892,0.768540653618231,0.906442352467013,1.72927660121786,-0.720165679384488,0.806998168634959,1.4871992012303,-0.890260054874645,-1.34024640811763,1.74806379371544,0.755720576934762,-0.63855678164559,0.207755621962855,1.69311801531987,1.83235072885857,1.44331648348013,-1.09543235915347,1.25468125035343,1.74002747735541,1.6685810945836,-1.30744727084659,-1.07318207370776,-0.303501285864511,-0.542277829166374,1.67864143766551,-1.56395717520525,1251647.2674402
"10",-0.662227681324403,0.26167013336676,0.324006319093701,-1.80286857195663,-0.558849740353233,-1.09902113496046,1.10842752308157,-1.43475358422999,-1.72972269582045,-1.65812390968299,-0.65429668173223,-0.0770825662531773,0.325952155320754,0.702768944749381,-0.00138620850061239,-0.0387971970483883,1.09561755330295,1.55627832761561,1.05214050643545,-1.59676551563796,-1.23302384220327,-0.174915207268532,-0.580018488577793,-0.580443495447213,0.63910496267239,0.165652719701907,-0.706514816094389,1.50704574408031,0.145626046209089,1.0161663058729,1.18366550327398,1.73716636903724,0.477362163267507,0.688295851561745,0.539148713194639,0.83785514931054,1.16727904181206,-0.661150238286858,0.199084156280136,0.559510699834103,-1.03909075067096,-0.00329123908558857,0.181774288381905,0.47119122897201,-0.119944325874332,-0.613866097385269,0.0913634018412312,0.38017768467518,0.567281674330283,0.00209381474391956,0.00982576522743191,0.06518430840394,-0.0260454414218515,-0.070601823600975,-0.142537976052558,-0.179197639405411,-0.026862237708599,0.0161218925876008,-1.15619063958217,-0.623322383512874,-1.94154698211391,-0.383132368987072,0.950346586077337,1.8287274988147,1.06098638079794,0.768540953631069,0.906437808767658,1.72927599217862,-0.720168636197971,0.806998243685741,1.48720232156582,-0.89026163872186,-1.34025147353565,1.74806272069166,0.755717454120982,-0.638554515436447,0.207759712935604,1.69311287480316,1.83234768323241,1.4433150016997,-1.09542850428919,1.25468367707002,1.74002837083099,1.66858103837725,-1.30744650359357,-1.07318095866506,-0.303496440089582,-0.542275564086221,1.67864248006869,-1.56396017476694,1254475.22980579
