"","ageb","aged","agef","agei","agek","age0","b0","cage","cd","ck","c0","db","d0","e0","fd","fe","f0","gage","gb","gd","gf","gh","gi","gj","gk","gn","go","glabel","g0","hage","hb","hc","hd","he","hf","hi","hk","h0","id","i0","ji","jk","j0","kd","ke","kf","ki","k0","ld","lf","lj","lo","llabel","l0","mc","md","mf","mg","mj","mk","ml","mlabel","m0","nc","ne","nf","ni","nj","nk","nlabel","n0","on","o0","page","pb","pc","pg","ph","pi","pk","pm","po","plabel","labelage","labelc","labeld","labelf","labelh","labeli","label0","lp__"
"1",-0.325068206024464,-1.90927733812858,0.605324468905478,-1.74248094444998,-1.33873252476661,1.93149637113045,-0.0747261499794186,-1.90253055012364,0.285225570592989,-0.489075205825468,-0.766846465330129,1.03231124054884,1.44739833586932,1.59895183806814,-0.1878804222748,0.512647229525476,-0.600563126829646,1.11323368340824,1.61823387739793,-0.506073416930318,1.47167220937855,0.461106060424189,-0.617764514528489,1.61638518955551,1.66967981341318,-0.0973298173749246,-0.458765639200854,1.40789770373086,-0.0489461528480273,1.53474709257096,-0.350439013589078,1.10137434139411,-0.989184189896282,0.383758425776596,-0.770253209752718,1.58805987038049,0.488150371909061,-0.815606771655876,0.618064394068455,1.31268818307474,0.219020042523529,-0.46352378998337,-0.153675622523105,1.7141873927695,1.7918301553613,0.190523856186655,-1.6248550259672,0.180476978870681,-0.436940168204522,-0.00257241687747664,0.0271287183827301,0.769561552600609,-1.17684754198287,1.71496306887699,-0.969760282781377,-1.90341546731929,0.0654084619521394,-0.227762017768731,-0.450481607488247,0.348810778108963,0.106140000154333,1.29791880982973,-1.37887289579004,0.379335319367212,-0.187393330933086,-1.13354368199282,-1.71496448319277,1.20730844932914,1.59552165754498,0.932449495231411,-1.82451189904988,-1.39045439401986,1.45781777899297,-1.3581879839472,-1.47731040074569,1.73828801908376,-1.62821079550914,-0.529522850099266,0.567090213050164,1.28817040182492,-0.897539467887199,1.19087383988329,0.729593385398854,-0.494988081792173,1.52367040452587,0.775273935751451,1.68696634463546,1.341372399561,1.09254299897504,1.77637194945014,-2213048.93072218
"2",-0.32471490363738,-1.90964625025044,0.593369552060292,-1.74197497595456,-1.33249533070798,1.92831601827735,-0.07482222247523,-1.90232541239122,0.284635765268255,-0.489191168749883,-0.76735054119082,1.02159760263132,1.44720008974557,1.59882545867734,-0.180104400608613,0.279988449650185,-0.594237077230448,1.110605942592,1.61780836761469,-0.506090962478742,1.47150290898365,0.461050820869857,-0.617624348177154,1.61653986895696,1.66950500151086,-0.097359260614991,-0.458755325496087,1.40786934153628,-0.0487983649124879,1.53322879882374,-0.350353447165157,1.1013559887537,-0.989173973227358,0.383630542890786,-0.769770670420638,1.58815017625063,0.488275354401683,-0.815631996570744,0.617716905407094,1.31271737422237,0.218951301271808,-0.0826044345262384,-0.151680422121992,1.64479404079032,1.79059481391045,0.189129849284709,-1.62301707064881,0.180712974683917,-0.366910593910744,-0.00255479888945575,0.0239777955414238,0.745550350962364,-1.1757101130637,1.72825208261571,-1.02364694404012,-1.90328591259076,0.0816452704662311,-0.227631795557388,-0.32620077136254,0.224915768600144,0.105934999815244,1.29783532498685,-1.3784915809997,0.379224778366238,-0.187427144915875,-1.10690136563355,-1.71484600469441,1.20853772749417,1.59548441290268,0.9324789785635,-1.82443911928748,-1.39034887355652,1.45779306024244,-1.35805807709607,-1.47700813858728,1.7335365166092,-1.62805704689025,-0.529574235320341,0.566918085358627,1.28842616909605,-0.897442374164674,1.19078589376945,0.729559203864704,-0.494989107985352,1.52332508186003,0.775182273739444,1.6831904209311,1.34140654377132,1.09247977157933,1.7762416710563,26492.8863515582
"3",-0.324717426348503,-1.90964711502574,0.59369385349143,-1.74197316507859,-1.33249150887783,1.92830472716822,-0.0748209816985377,-1.90232848955438,0.284637486487424,-0.489192729290554,-0.767353396357202,1.0216007078588,1.44720169796096,1.59882812282097,-0.180088623608765,0.279781047213917,-0.594231106112706,1.11060755553815,1.6178097970156,-0.506089922920012,1.47150439876836,0.461051822817623,-0.617629151592285,1.61654260173252,1.66950926446765,-0.0973597215731005,-0.458755204221733,1.40787148704492,-0.0487977066471313,1.53322829189923,-0.350353961455246,1.10135493224809,-0.989176034980922,0.383628168100476,-0.769773807223859,1.58814967515095,0.488270294241722,-0.815626087731522,0.617718626662713,1.3127134943011,0.218953455674739,-0.0825196794282694,-0.151681498858023,1.64474869342106,1.79059388921746,0.188903711447365,-1.62301860374125,0.180713701896863,-0.366852040903875,-0.00256594971062472,0.0239791228872936,0.74552631959268,-1.17571041649137,1.72826471718339,-1.02368553097042,-1.90328355807758,0.0816145058724081,-0.227629982829406,-0.326099618060101,0.224801466781066,0.10593614190194,1.29783645419306,-1.37849238086629,0.379224319366206,-0.187427104703061,-1.10687419616797,-1.71484438985357,1.20853896562747,1.5954854585257,0.932483579594456,-1.82443977433684,-1.39035050379418,1.45779307541774,-1.35805664662267,-1.47700639285757,1.73353200411412,-1.62805972126639,-0.529578486873436,0.566911569995109,1.2884224479236,-0.897440618114904,1.1907844213007,0.729556210286737,-0.49498619891394,1.5233209483049,0.775180941195036,1.68318750814124,1.34140726490055,1.09248143048639,1.77624133786004,28338.838421423
"4",-0.324715544917196,-1.90964699632584,0.593678185561958,-1.74197149097925,-1.33249525357223,1.92830377355273,-0.0748202757226531,-1.90232979970837,0.28463718159235,-0.48919209101969,-0.767355046314455,1.02159089816301,1.44719950641387,1.59882689651838,-0.180085276126975,0.279717874194072,-0.594229711251562,1.11060576072282,1.61780940011971,-0.506089294407955,1.4715039677617,0.461050674603513,-0.617630019490537,1.61654145059014,1.66950917676919,-0.0973597340907548,-0.458753924631596,1.40787090204789,-0.0487993299723752,1.53322820947234,-0.350356175215102,1.10135438011,-0.989176354825734,0.383628919580143,-0.769776319567763,1.5881511675643,0.488269927311863,-0.815627581520268,0.617720422503971,1.31271435523276,0.21895113870578,-0.0824950453065702,-0.151678090360433,1.64473930046416,1.79059123124089,0.188974105110589,-1.62301925493849,0.180713883460558,-0.366836557449174,-0.0025604905229455,0.0239681650479014,0.745516880134704,-1.17571132002167,1.72827143683228,-1.02368677983772,-1.90328302093435,0.0816016543135445,-0.22762945306291,-0.326074754157804,0.224774165455029,0.105935258498242,1.29783537527799,-1.37849175978205,0.379222840918458,-0.18742666659615,-1.10686578813754,-1.71484553989748,1.20853995926129,1.59548550045344,0.932482971587636,-1.82444014353557,-1.39034928077893,1.45779218370445,-1.35805742315013,-1.47700682394252,1.73352711493629,-1.62806153102387,-0.529579867639572,0.566912385321606,1.28842238317319,-0.897440121091621,1.19078218994739,0.72955593632695,-0.494987586667795,1.5233188764056,0.775182959153129,1.68318533443846,1.34140787204597,1.09248064477265,1.77624078036906,28822.8254207702
"5",-0.324717308391511,-1.90964212348946,0.593521871158039,-1.74197199789471,-1.33248105084556,1.92830352582077,-0.0748225447600666,-1.90232586634131,0.284636900885641,-0.489196468258054,-0.767358382413003,1.02158335640914,1.44719890375827,1.59882752322932,-0.180070425308034,0.279510973108618,-0.594222880715127,1.11060391613069,1.61781444527478,-0.506090060486855,1.47150095133063,0.461048043550423,-0.617628220920803,1.61653962835207,1.66950487997058,-0.0973595071527289,-0.458759490103418,1.40787173511642,-0.0487999956714831,1.53322799638213,-0.350354340100938,1.10135145934833,-0.98917570806297,0.383630742143746,-0.769770547673325,1.58815428534516,0.488270328895315,-0.815630574651506,0.617719228610084,1.31271170295951,0.218945559530157,-0.0824635303640254,-0.151674817854464,1.64467919331568,1.79059232854354,0.189074504320359,-1.62301772466698,0.180716298623312,-0.366760881999084,-0.00258062682696569,0.0239592921185106,0.74550414606676,-1.17571075547352,1.7282872838917,-1.02378541895667,-1.90328506235348,0.0816016519970796,-0.227627187686931,-0.325944519880945,0.224658115145264,0.105933457298737,1.29783477122091,-1.37849018653108,0.379227938904043,-0.187426590215304,-1.10683997610027,-1.71484177717909,1.20854158710837,1.59548031363989,0.932480538900267,-1.82443749133292,-1.39034572347201,1.45778787166794,-1.35805889746514,-1.477004853687,1.73352539555957,-1.62805816475879,-0.529584251479467,0.566913798940764,1.2884193019403,-0.897439700554413,1.19078540048795,0.729552423049778,-0.494987798023786,1.52331858616612,0.775183617709771,1.6831783418305,1.34140807683843,1.09248652163333,1.7762412326451,30746.7359821013
"6",-0.324721188405743,-1.90965251614574,0.593715457142479,-1.74197308333123,-1.33247651210155,1.92830415606476,-0.074828841639073,-1.90232416030249,0.284635205185461,-0.489199345213634,-0.76735862018302,1.02158233636598,1.44720164664383,1.59882184202249,-0.180056159130682,0.279282673465176,-0.594221269930089,1.11059697655329,1.61781597281803,-0.50609055680112,1.47150355680252,0.461049969983933,-0.617633292073937,1.61653768028349,1.66950444863789,-0.0973559998413501,-0.458759279522111,1.40786764615254,-0.0487997696145732,1.53322459861353,-0.35035581312103,1.1013501936848,-0.989179381704831,0.383632643036738,-0.769775550464751,1.58815187566595,0.488269657920854,-0.81563172146888,0.617722475521181,1.31271322512027,0.218944893283637,-0.0823408567161828,-0.151676089716827,1.64462019664735,1.79059086614254,0.189060153792277,-1.62301447948293,0.180716525715444,-0.366680568697512,-0.00258119777329944,0.0239570382606203,0.745475053017835,-1.17570564918141,1.72829493425428,-1.02389033538926,-1.90328598856951,0.0815781586103787,-0.227630826361656,-0.325821390700677,0.224547320664977,0.105930763453703,1.29784160104315,-1.37848645398142,0.379226627287704,-0.187425183948279,-1.10682118628996,-1.71484791760494,1.20854435373269,1.59548436856397,0.932480074986439,-1.82443221132395,-1.39034433840646,1.45778697647447,-1.35805631195854,-1.47700066236859,1.7335210168179,-1.62806251356763,-0.529582777204498,0.566915486152052,1.28842405488748,-0.897440983029234,1.19078595235961,0.729551830318508,-0.494984732460851,1.52332032269786,0.775185028390814,1.68317415063152,1.34140707256164,1.09248834651772,1.77624637880363,32669.245712658
"7",-0.324726955627139,-1.90966403102158,0.593944627987762,-1.74196925780656,-1.33245731047114,1.92828792426881,-0.0748257229980129,-1.90232100973996,0.284640529162969,-0.489195024569158,-0.767362468037436,1.02157623941207,1.44719798915516,1.59882755004521,-0.179989190922512,0.278370998515476,-0.594187023552698,1.11059332134068,1.61782519400763,-0.506075355631044,1.47150016354784,0.461044882601112,-0.617635794047331,1.61653101664638,1.66950214254682,-0.0973584207431289,-0.458759726551215,1.40786354303068,-0.0488002488435462,1.53322683370702,-0.350357135664659,1.10135389377276,-0.989181659775901,0.383626094752812,-0.769779465334027,1.58815361006616,0.488261530118379,-0.81563386296853,0.617716637450121,1.31272371942017,0.218951169392397,-0.0817879979386871,-0.151662258368158,1.64441857263822,1.79058436044174,0.188847256605749,-1.62301348548323,0.180719240905328,-0.366417297776451,-0.00256057871173585,0.0239402977786099,0.745347188608653,-1.17570035329357,1.72834727709052,-1.02402278128295,-1.9032834197306,0.0814194873793406,-0.227628934846016,-0.325316092244756,0.224096332496573,0.105930936918875,1.29784613375875,-1.37848459673679,0.379225119516897,-0.187427180835286,-1.10673848499143,-1.71485155309906,1.20856085696718,1.59548382906465,0.932484535570353,-1.82442468772939,-1.39035769100169,1.45777317571625,-1.35806025236121,-1.47700055264337,1.7335078405349,-1.62805962901073,-0.529581925833629,0.566910061837469,1.28843072060351,-0.897443820242009,1.19078475728176,0.729552031871233,-0.494983864681769,1.52330579622077,0.775181862694393,1.68316222926102,1.34140804458927,1.09248812421588,1.77625494921714,40362.6633790705
"8",-0.324725744396824,-1.9096632492413,0.594021317259386,-1.74197730786423,-1.33242464382447,1.92829103124548,-0.0748259578787388,-1.9023172590338,0.284638451700487,-0.48920488757613,-0.767361229402867,1.02154267740289,1.44719304551634,1.59882835829737,-0.17992418646205,0.277522518461774,-0.594148967133899,1.1105727326127,1.61783284751476,-0.50607608468448,1.47150007796006,0.461043433305151,-0.61763168513464,1.61654052238336,1.66950265977566,-0.0973585281794298,-0.458763161185348,1.40785600095147,-0.0488049248985112,1.53321260076849,-0.35035758193346,1.10135793162165,-0.989183775431075,0.383625151101424,-0.769781647484796,1.58816080579454,0.488258873471176,-0.815626519546701,0.617710482853569,1.31271694009866,0.218952130363179,-0.0812341019526423,-0.151664828525104,1.64422536306596,1.79057398189162,0.188901836162341,-1.62299597940987,0.180729696846652,-0.36616305340535,-0.00257854291499417,0.0239478129491693,0.745275243685635,-1.17569603210225,1.72837621833841,-1.02425354491155,-1.90327979328933,0.081317314920446,-0.227624199520664,-0.324883912140754,0.22367011484117,0.105932896486775,1.29784466550732,-1.37847667148202,0.379222127838513,-0.187415504178102,-1.10663922949942,-1.7148555623889,1.20855966526611,1.59548312279086,0.9324891475057,-1.82443146010884,-1.39034895026002,1.45777231533066,-1.35805258928671,-1.47700133653217,1.73348479938477,-1.62806284913247,-0.529577874050158,0.566909951717485,1.28842371280985,-0.897447132479077,1.19079237842821,0.729549506372699,-0.494979291401796,1.52330702878053,0.775189932547698,1.68315780101391,1.34140695642816,1.09249080300179,1.77625949067655,47491.4673458059
"9",-0.324721841344696,-1.90966505866418,0.593933049493565,-1.74197726721558,-1.33241568508407,1.92828576393348,-0.0748264709705066,-1.90231987000773,0.284640631445346,-0.489204219341344,-0.767362817335563,1.02154331395716,1.44719119539802,1.59882935632034,-0.179911550338688,0.277262644385194,-0.594130252987108,1.11056492065581,1.61783200416297,-0.506074335251121,1.47149648958958,0.461040448546496,-0.617635858121753,1.61654170984083,1.66950117291068,-0.097360287028021,-0.458763549649665,1.40785618280282,-0.0488030101212317,1.53321327359459,-0.350354654310976,1.10135792911185,-0.989184099929643,0.383625780121123,-0.769779865777784,1.58816160202983,0.488258823728155,-0.815630538775088,0.617708790362949,1.31272043598904,0.21894954722993,-0.0811175115492158,-0.151665273438078,1.64417556840066,1.79057340150291,0.188877504284984,-1.62298761130387,0.180734154081159,-0.366084962568549,-0.00257005765912304,0.0239416922622603,0.745268033483523,-1.17569607943332,1.72838339341282,-1.0243013524894,-1.90328047440842,0.0812993970194404,-0.227620142406462,-0.324782586603244,0.223556462040965,0.1059301586626,1.29784093653267,-1.37847936516651,0.379224291618434,-0.187412819326146,-1.10660649071913,-1.71485509049932,1.2085623150701,1.59548502377813,0.932488619950051,-1.82443032547869,-1.39035043717731,1.45776989522129,-1.35805561069272,-1.47700134477758,1.73348286736254,-1.62806149812781,-0.529578392626423,0.566914152903132,1.2884233042542,-0.897450128144971,1.19079354801224,0.729547392480391,-0.494979057365932,1.52330454792804,0.775188820637469,1.68314802893499,1.34140775058261,1.09248970731284,1.77625942718473,49430.316186438
"10",-0.324722305430181,-1.90966347569452,0.594093055806063,-1.74197255868246,-1.33240189616383,1.92828509510821,-0.0748290577275741,-1.90232056687476,0.284634898249625,-0.489206876688423,-0.767363945562201,1.02154116699047,1.44718975458483,1.59882869313455,-0.179900100104034,0.277034790905178,-0.594115151327172,1.11056586171075,1.61783211655638,-0.506071703082217,1.47149269156842,0.46104024990917,-0.617634862924205,1.61654499056613,1.66950391180623,-0.0973593609946252,-0.458761346472926,1.40785448299724,-0.0488014254724319,1.53321193090106,-0.350357553170016,1.10136015070853,-0.989183005270066,0.383629478807649,-0.769780215276999,1.58816027361167,0.488258795596176,-0.815633080402379,0.617708425303245,1.31272182329612,0.218948643156018,-0.0809566763061656,-0.151663020910659,1.64413367099022,1.79056966058502,0.188814811767266,-1.62299023997783,0.180733557950093,-0.366018520810233,-0.0025654993633946,0.0239359595592829,0.745244107269354,-1.17569883375068,1.72838835859364,-1.02431970345372,-1.90328176487838,0.081271435211278,-0.227621070026721,-0.324689835180156,0.223447503026351,0.105929622875002,1.29783805347193,-1.37847986716656,0.379226358681404,-0.187408708276502,-1.10659493426244,-1.71485829614661,1.20856492734675,1.59548330886965,0.932485724079289,-1.82443244572799,-1.39034887722125,1.45777296341142,-1.35805667313348,-1.47700118259796,1.73347213985508,-1.62806294607027,-0.529575517616481,0.566913432045955,1.28842547679842,-0.897454462374823,1.19079270338271,0.729550107164079,-0.494979272503284,1.52329876939634,0.775186196152635,1.68313831629004,1.34141031678393,1.09248880477236,1.77626192090069,51229.8555060685
"11",-0.324749428006831,-1.90967157340505,0.593606338379267,-1.74196264414635,-1.33236011731669,1.92827005278924,-0.0748282702745607,-1.90232726248082,0.284640817605191,-0.489208903989754,-0.7673610861476,1.02149049780863,1.44719268421248,1.59882673818616,-0.179852254691295,0.276071705031862,-0.594106213618271,1.11055074581901,1.61782808786817,-0.50607205569203,1.47148210620646,0.461043113135629,-0.617636006190957,1.61654762453464,1.66950338697568,-0.0973476541594315,-0.45876270662697,1.40784886128796,-0.0487953197443625,1.53320515612865,-0.350362737920543,1.10135941435746,-0.989183766450588,0.38363088374387,-0.769780434637875,1.58816517253761,0.488254969901526,-0.815633110950232,0.61771024031817,1.31271789177846,0.218945269941604,-0.0802237741120779,-0.151640206714197,1.64399214210488,1.79056373167582,0.189193338437092,-1.62297653346961,0.180739349410659,-0.365730257026005,-0.00255453657999843,0.0239273777188877,0.74516368623479,-1.17569461508789,1.72844529978833,-1.02448737408454,-1.90327878822239,0.0811143061386866,-0.22762511943265,-0.324227065744065,0.223029994954906,0.10593388116267,1.2978397475497,-1.37847994132779,0.379227424407931,-0.187413787217746,-1.10652401156471,-1.71485847678933,1.208565683665,1.59549464898714,0.932489551218747,-1.8244356439975,-1.3903480473432,1.45777804177946,-1.3580575970434,-1.47699470414725,1.73346373877913,-1.62806293336838,-0.529576918087603,0.566911809817064,1.28843436260332,-0.89746076940845,1.1907993912519,0.729546021851225,-0.494978467450277,1.52329652423588,0.775186418693142,1.68311347776881,1.34140359339748,1.09248920667781,1.77626447196222,58566.9500578257
"12",-0.324745921693716,-1.90967316847239,0.593419710993033,-1.74196053130349,-1.33235542092974,1.92827274100286,-0.0748284902364254,-1.90232646205738,0.284638623452204,-0.489211598538226,-0.767358577825066,1.02148891742672,1.44719147494182,1.59882637772445,-0.179849969844443,0.276012426623087,-0.594101446671405,1.11054826567633,1.61782849544017,-0.506071530144077,1.47148161078949,0.461042632063268,-0.617636640067438,1.61654792695597,1.66950312334543,-0.0973490721285352,-0.458761557914452,1.4078497934874,-0.0487961658010715,1.53320611661475,-0.350361133045972,1.10135964322705,-0.989183495737328,0.383630832338289,-0.769778570755646,1.58816428125913,0.488256650824725,-0.815633454307969,0.617710288407869,1.31271559571308,0.218944388298243,-0.0801674424358672,-0.151639679398314,1.64398726448656,1.79056403259865,0.189105396948729,-1.6229757332855,0.180740052522889,-0.36570816673854,-0.00255424629269463,0.0239266058223184,0.745157921843443,-1.17569469742997,1.72844616186399,-1.0244753559901,-1.9032792277428,0.0811045026763805,-0.227627659676929,-0.324197902876863,0.223003200145352,0.105932250584718,1.29783978699248,-1.37848047241709,0.379229777417795,-0.187413719235963,-1.10651664972485,-1.71485840659632,1.20856376621836,1.5954955626706,0.932489746467279,-1.82443452749334,-1.39034794021843,1.45777773084105,-1.35805815813651,-1.47699241639254,1.73346104377153,-1.62806194427164,-0.529575151522583,0.566911783231592,1.28843312915104,-0.897459736598272,1.19079981171119,0.729545800823279,-0.494977818595831,1.52329583524592,0.775186518614815,1.68311031446864,1.34140149113512,1.09249057123389,1.7762627418988,59034.4547690089
"13",-0.324742996007578,-1.90967144917462,0.593578769543291,-1.74196002464697,-1.33231738818231,1.92826439196863,-0.0748331732441575,-1.9023146824002,0.284640244189822,-0.489220416251264,-0.767358055664551,1.02145326471244,1.44718731199141,1.59883274743979,-0.17980434914434,0.275127804974841,-0.59406837266314,1.11053410072256,1.61783300289706,-0.506078765808971,1.47148811787607,0.461039468810909,-0.617644740205449,1.61653715025098,1.66949202152535,-0.0973482561077515,-0.458763124218522,1.40784854588663,-0.0487906072177651,1.53320750277442,-0.350357760237914,1.10135549747075,-0.989190533898614,0.383634064132382,-0.769775522819385,1.58816068803344,0.488249138372417,-0.815637704331714,0.61770553118427,1.31271836844035,0.21895072529449,-0.079460882440099,-0.15164067886629,1.6438203415218,1.79056234856238,0.18903082484149,-1.62296049697635,0.180737870910742,-0.365427313122599,-0.00255536659860337,0.0239213761500204,0.745064191428953,-1.17569852224517,1.72851312325515,-1.02462848389451,-1.90328268755557,0.0809275052276285,-0.227627370721231,-0.32369879352868,0.222579677247198,0.105924385974515,1.29783972773226,-1.3784848551336,0.379236342211019,-0.18741590866571,-1.1064062966255,-1.71485906532959,1.20857250353243,1.59549601591918,0.932487742637227,-1.82442300677369,-1.39034492590795,1.45777463874249,-1.35806589586956,-1.47699288271059,1.73344226251427,-1.62805732032175,-0.529578670665001,0.566910896497147,1.28844054197484,-0.897462473974228,1.19080326730473,0.729538963933577,-0.494967094288667,1.52330010744113,0.775178785060825,1.68308171054423,1.34140302198847,1.09250006591268,1.77626410203404,66346.5529648346
