"","ageb","aged","agef","agei","agek","age0","b0","cage","cd","ck","c0","db","d0","e0","fd","fe","f0","gage","gb","gd","gf","gh","gi","gj","gk","gm","gn","go","gp","glabel","hage","hb","hc","hd","he","hf","hi","hk","h0","id","i0","ji","jk","j0","kd","ke","kf","ki","k0","ld","lf","lj","lm","lo","llabel","mc","md","mf","mj","mk","mlabel","m0","nc","ne","nf","ni","nj","nk","nlabel","n0","on","o0","page","pb","pc","ph","pi","pk","pm","po","plabel","p0","labelage","labelc","labeld","labelf","labelh","labeli","label0","lp__"
"1",0.513167297254451,1.16855964319055,0.467836774597406,0.649944815402778,-1.55017090649896,1.29124152023204,0.924224331687894,-1.48462217776231,1.22561199840529,1.91275591395665,0.805171409129476,-0.491385260529388,1.7450938022228,-1.45900883064857,-0.896871572164951,1.43882674671866,1.41421411578124,1.8200592687756,-1.6312660413827,0.691671463158488,-1.75894134083669,-0.753737490003006,1.37872330350647,-1.90781368609651,-1.75442108169196,0.387155818229294,0.0887375001057623,-0.406369953832716,-1.57828459036904,-0.213874609943186,0.81268082225488,1.00975612109365,0.447309213471958,0.426134415504855,0.288863165177319,1.73776890230071,-1.66366416418352,1.66346414438136,-1.77641094589668,-0.451222111976258,1.20919986632267,-0.786076246834316,0.180895070346356,1.69205083321523,0.81680750444917,0.673301626938521,0.128076410771508,-0.36222259729984,0.0664256707397708,-0.580899551726114,0.015037681670417,0.0208101514357584,-0.89456467936679,-0.137434009732547,-1.22263182362214,-1.5362459580424,-1.42838876855979,0.057657365720507,0.0967257011242631,-1.54684018222472,0.104314977824913,1.68883251377979,1.50265506806617,0.856115179852701,-1.12718307641835,1.28503894460033,0.348285518836462,1.23092467059716,0.854483285898784,1.98830067967865,-1.39459812178222,-1.5593288574388,0.05521820674362,0.25613441542727,-0.113629788822604,-1.27522778924425,0.208867196608914,-1.93206443776303,1.30654729725132,-1.05114690263969,1.97889984420939,-0.00141935520460785,1.75086103457899,-1.28258539541685,0.911168713137272,-0.955968394742199,-0.720664374499323,-1.23425815994093,-0.236935601551022,-7766627.5074212
"2",0.513158657410568,1.16856637302418,0.467907457552549,0.649936648139113,-1.55016303616362,1.29123672583252,0.924220130794435,-1.48462366993692,1.22561757817538,1.91275422496145,0.805171483588105,-0.491390238874031,1.74510318408263,-1.45901048770465,-0.89680583102327,1.43880690537126,1.41422207715419,1.82006177315761,-1.63126736144182,0.691673606567253,-1.75892500617008,-0.753740165921586,1.3787137808837,-1.90780508994665,-1.75441528902358,0.387147158951268,0.0887348910574423,-0.406373601598465,-1.5782808537143,-0.213874186522978,0.812672537159177,1.00976087186281,0.447301476365649,0.426134245687642,0.2888595445817,1.73776327615853,-1.66366406534375,1.6634560945639,-1.77640164248419,-0.451221540114435,1.20920615982133,-0.786059651782883,0.180900722562187,1.69205933391383,0.816789629252395,0.673301608185122,0.128000260865778,-0.362209261330242,0.0664285295315247,-0.58088324081131,0.0150568058548932,0.020770068884788,-0.894516433246752,-0.137430245357447,-1.22262636478894,-1.53624108033073,-1.42837878105638,0.0577005590617932,0.0967382916682343,-1.54684082151002,0.104309307571349,1.68883751120108,1.50265521642261,0.85610619676611,-1.12716867540539,1.28504246010066,0.348290876027502,1.23091422254226,0.854481576554673,1.98829635917797,-1.39459774957193,-1.55932412701484,0.0552025340928237,0.256129512197223,-0.113634040349164,-1.27522300662849,0.20886875222758,-1.93206667298777,1.30654838246436,-1.05115416107918,1.97890532183508,-0.00141599435761297,1.75086071536151,-1.28259504004174,0.911154918759077,-0.955969759548931,-0.720663167603844,-1.23426410214216,-0.2369351504455,-7766134.24348954
"3",0.51164167100203,1.16809924741351,0.469079583348745,0.650431109958638,-1.54927766278232,1.2902630212934,0.924072563159857,-1.48460900915891,1.22562386404049,1.91256206953023,0.805293179199458,-0.491494935160019,1.74504649891434,-1.45908698051095,-0.890086908960547,1.43514283762551,1.41491355616127,1.81913891613208,-1.63117664577223,0.691571530900112,-1.75757469976187,-0.753690116788561,1.37865814454638,-1.90729543605102,-1.75425097188615,0.387281541245694,0.0887261528892021,-0.406388744929843,-1.5781802298083,-0.213802469387069,0.812378274245773,1.0095964664752,0.447319562243384,0.42597851528571,0.288883112965304,1.73685993455037,-1.66363155895124,1.66337031858218,-1.77633222538624,-0.451438268065975,1.20919143666293,-0.784442204878017,0.180770747716692,1.69259468775829,0.815493388199173,0.672883621929916,0.127574019105651,-0.361696264344946,0.066604486320474,-0.578553839122249,0.0150321059866011,0.0208325335593779,-0.889373768839651,-0.137175939762745,-1.22215640518571,-1.53621959403808,-1.42840142239656,0.0568550982132972,0.0966792985091523,-1.5458995766391,0.104438940735763,1.68908280016213,1.50268041967074,0.856042719463093,-1.12624385323702,1.28503844095357,0.348552959339522,1.23093009288784,0.854540658810417,1.98820766882936,-1.39460025545824,-1.55936196393269,0.0547293765612896,0.256005705114008,-0.113598949421602,-1.2753007692873,0.208915647686381,-1.93198518005168,1.30654849466742,-1.05117968460558,1.97883371755517,-0.00135038609793911,1.75052598826309,-1.28253516591318,0.911208086215169,-0.955845345026916,-0.720607262654087,-1.23429631596983,-0.236856990724316,-7710409.46400411
"4",0.511620381298519,1.16811016685322,0.469093507283297,0.650468760530299,-1.54925630506335,1.29025980048821,0.924070012642283,-1.48461600481406,1.22563175885704,1.91255549267106,0.805299412190569,-0.491505858851483,1.7450389515219,-1.45908573103384,-0.890009489355848,1.43511366428721,1.41492669128666,1.81912297991815,-1.63116931322545,0.691568339542412,-1.75756829934517,-0.753694913953555,1.37865743493116,-1.90729608381117,-1.75425252341239,0.387284989964135,0.0887206316473815,-0.406386125014377,-1.57818741833849,-0.213804058031233,0.812367977672899,1.00959058375571,0.447320255297058,0.425968232749663,0.288888428297457,1.73684038083309,-1.66363414437145,1.66338023831742,-1.77633518487733,-0.451441607081852,1.20919307512425,-0.784417555835404,0.180770492096485,1.69260925170578,0.815490458063076,0.672876119196166,0.127463925554366,-0.361684304695187,0.0666069145770622,-0.578533791956081,0.0150166143006759,0.0208018318925711,-0.889308524059146,-0.137175012614865,-1.22215200841401,-1.53621251781077,-1.42838786442735,0.0568887999657783,0.0966722836344561,-1.5458991387345,0.104439841433142,1.6890751611146,1.50267117451718,0.856037030012062,-1.12623699547935,1.28503929589821,0.348563296974817,1.23092042340934,0.854536929279814,1.98821202526041,-1.39461173019086,-1.55935536966625,0.0547248228913242,0.25601584877212,-0.113585418473649,-1.27530710952662,0.208918856549862,-1.93197564650215,1.30655403159567,-1.05118178664517,1.9788309996434,-0.00136174723059061,1.75052165117457,-1.28252646154418,0.911200700223203,-0.955838049502953,-0.720605380126364,-1.2343005985921,-0.236858502094416,-7709784.38469779
"5",0.511620312863865,1.16811149914613,0.469181819249054,0.650448779634463,-1.54925834894947,1.29025138156721,0.924073009417075,-1.48461304452675,1.22562999422562,1.91255288184659,0.805303545557214,-0.491504729452506,1.74503411962781,-1.45908231991754,-0.889987117333232,1.43510473704492,1.41492743274396,1.81912745623013,-1.63117108012111,0.691571109528669,-1.75756762229016,-0.753693522831335,1.37866130304957,-1.90729180188045,-1.75425146888213,0.387287284943418,0.0887150532729104,-0.406388484667119,-1.57818653496749,-0.213799217789158,0.812366572382364,1.009592406176,0.447323349192554,0.425968539336256,0.288886470281771,1.73683325495169,-1.66363249100413,1.6633812310358,-1.77633619989437,-0.451440954265222,1.20918962410209,-0.784413450504664,0.18077105734461,1.69261568270267,0.815485876425558,0.672877678456269,0.127426966023161,-0.361687529229048,0.0666082581626673,-0.578527636026357,0.0150260757487219,0.0207973521045913,-0.88929506868089,-0.137175030727825,-1.22214697559188,-1.53621531967377,-1.42838640583019,0.0568805934544152,0.0966787131080809,-1.54589486438421,0.104436351086753,1.68907947272423,1.50267278358864,0.856033111142409,-1.12622842162924,1.28503371005139,0.348557289391717,1.23091896773758,0.854535135469977,1.98821167717466,-1.39461107253218,-1.55936030540222,0.0547262608046654,0.256010802125934,-0.113594159397919,-1.27530792436666,0.208916879965972,-1.93197634724422,1.30655608076408,-1.05118073625725,1.97883045623969,-0.00136311530643297,1.7505179446154,-1.28252925661067,0.91120588294354,-0.955837562252816,-0.720605717502855,-1.23430008900795,-0.236861066363316,-7709625.3035957
"6",0.511617846470852,1.16810870942727,0.469142419645084,0.650451540996895,-1.54925045763548,1.29024844980077,0.9240748700109,-1.48461793504237,1.22562123541212,1.91255053283965,0.805299231631171,-0.491499260252793,1.74503850373934,-1.45908455236808,-0.889965653546131,1.43509111259156,1.41492913890871,1.81912752703575,-1.63116939346962,0.691564568830291,-1.757564091408,-0.753693392423158,1.37865792100372,-1.9072948225197,-1.75425169951463,0.387283241641471,0.0887158006418585,-0.406389726906741,-1.57818575281283,-0.213798774357997,0.812363373352867,1.00959414847521,0.447324495585608,0.425965224690317,0.288890359485586,1.73683675762633,-1.66363169951657,1.66337721000202,-1.77633252945968,-0.451441407293584,1.20919014248136,-0.784413167602328,0.180768416030554,1.69262119053402,0.815482531958792,0.672872715841188,0.127433826693202,-0.361691789436726,0.0666081695215884,-0.578524314617615,0.0150208929059242,0.0208297958213898,-0.889279124999328,-0.137173229972648,-1.2221485551347,-1.53621179510808,-1.42838595974815,0.0568828074019926,0.0966852606827445,-1.545892959173,0.104436514600033,1.68907884980407,1.50267045899824,0.856037574377788,-1.12622050065796,1.28503077905688,0.348556672602548,1.23091960707511,0.854536085272043,1.98821136085423,-1.39460891732183,-1.55936101755729,0.0547295436412047,0.256010957102456,-0.113592650381537,-1.27530890616461,0.208912473473317,-1.93197631980668,1.30655331055147,-1.05117875701054,1.97882967130086,-0.00136222475002896,1.75051684705797,-1.28252723851974,0.911204290900127,-0.955834421259399,-0.720599960287924,-1.23429956909766,-0.236855905008122,-7709459.93192107
"7",0.511533072292144,1.16807153769758,0.468970883693525,0.650427734477688,-1.54921380524813,1.29022390935149,0.924073140841934,-1.48461471521285,1.22560960670432,1.9125459428009,0.805281902255253,-0.491534851198614,1.74504343563266,-1.45906541025504,-0.8896991908464,1.43494583698623,1.4149686178785,1.81907874694022,-1.63115907890519,0.691554275656297,-1.75749003762637,-0.753676476604984,1.37866656221532,-1.90726880353429,-1.75422780009293,0.387300309440638,0.0887095799476636,-0.406387998923641,-1.57817332214632,-0.213789107660545,0.812361139911851,1.00956909186298,0.447337795190543,0.42595522470081,0.288894779694168,1.73680096976731,-1.66363379067953,1.66335924937884,-1.77631625672309,-0.451450733721816,1.20918251225603,-0.784347451160879,0.18074164299194,1.69261851841765,0.815444282851922,0.672845860172057,0.127442342911032,-0.361694346480868,0.066612371892106,-0.578424189199488,0.0150378056200865,0.0207868273777224,-0.889085600470975,-0.137155945927528,-1.22212951790472,-1.53620381047344,-1.42838413424363,0.0568480414313447,0.0966503611381574,-1.54585599196338,0.104458445855144,1.68907596128164,1.50267542877954,0.856031928787034,-1.1261786564107,1.2850434860166,0.348586348142429,1.23090988849495,0.854531948189356,1.98820929256429,-1.3946039658462,-1.55936636502177,0.0547028172487171,0.256001737833659,-0.113585611110162,-1.27530595613773,0.208926009271786,-1.93197478175598,1.30656703177502,-1.05119117160627,1.97882750178608,-0.00136554125680777,1.75052494646441,-1.28251683352242,0.911204485907278,-0.955833429541675,-0.720595529405786,-1.23431064671102,-0.236872788828821,-7707238.36563702
"8",0.511516861869212,1.16806818982332,0.468899838701924,0.650401651260911,-1.54920519872206,1.2902083667002,0.924075534793815,-1.48461911450946,1.22561476275085,1.91254160803587,0.805292997093167,-0.491532332023885,1.74504861123034,-1.4590559669091,-0.889640122450155,1.43492120608426,1.41498222216379,1.81906529515138,-1.63115246260704,0.691554206434509,-1.75747875395564,-0.753679322850743,1.37865177406898,-1.90726726144216,-1.75424112648635,0.387305702109059,0.0887157011949743,-0.40638896149725,-1.57816520055369,-0.213795073749069,0.812367547751836,1.00956161087648,0.447329937100632,0.425945726360912,0.288887000363175,1.7367901345377,-1.66364729825611,1.66335225332965,-1.77632085021586,-0.451453533812594,1.20918560191524,-0.784339280277055,0.180735328960494,1.69263424117509,0.815428773860013,0.672846383408728,0.127382903425395,-0.361694279672836,0.0666192015762358,-0.578394752705609,0.0150567904614397,0.020761866003414,-0.889033004708259,-0.137144889012353,-1.22212416825748,-1.53619663383177,-1.42837867127934,0.0568211255896587,0.0966572462409958,-1.54585156964939,0.104460625541923,1.68907830040515,1.50267456455467,0.856042768043803,-1.12617478444344,1.28503377419908,0.348582566998127,1.23090606851492,0.854539407093553,1.98821208553644,-1.39460258321109,-1.55937242229593,0.0546997242482207,0.2559960935489,-0.113586763826928,-1.27530114690708,0.208933960861866,-1.93197524582324,1.30656723479326,-1.05118334564048,1.97882980987397,-0.00137348695348646,1.75052557976318,-1.28251026342546,0.91121390480972,-0.955828244333993,-0.720592686365034,-1.23430988092901,-0.236863595721897,-7706728.50922865
"9",0.511471157452548,1.16803869945961,0.468893444798717,0.650384262667629,-1.54919193553981,1.29018763832329,0.924072584888835,-1.48464040294022,1.22562428138611,1.91251633524661,0.805274708531988,-0.491546388991882,1.74505422734731,-1.45905903305643,-0.889388031190303,1.43476835995676,1.41500194298871,1.81903373834096,-1.63111691289915,0.691534622566105,-1.75743025159022,-0.753666265337622,1.37865933498618,-1.90726490090976,-1.75422657388678,0.387289968747631,0.0887230175533783,-0.406394898118475,-1.57815967733632,-0.213802290196204,0.812350458041915,1.00953563197659,0.447346950441201,0.425934401813331,0.28889380347997,1.73676319131097,-1.66366277042493,1.66335971194432,-1.77632737329159,-0.451454106059482,1.20918245007382,-0.784277638058476,0.180751116679129,1.69265821118309,0.815377413904588,0.672829505390676,0.127443428953029,-0.361678206624402,0.0666443362313178,-0.57830429474437,0.0150594842479143,0.0208207288384066,-0.888823201471535,-0.13711259927781,-1.22210233383217,-1.53618593008999,-1.42837810528188,0.0567357841447198,0.0966782604136497,-1.54581818968844,0.104457845406698,1.689082926115,1.50266510780899,0.856044460889819,-1.12614487927872,1.28501686465598,0.348585224904812,1.23092733874315,0.854526081788349,1.98819365116484,-1.39458598144216,-1.55936626774938,0.0546872864809082,0.256000664229192,-0.113599725742187,-1.27531255917364,0.208938863891102,-1.9319571773051,1.30659157888144,-1.05118321715419,1.97880580717536,-0.00135697430206055,1.75050642499944,-1.2824997889014,0.911216952600838,-0.95582130010718,-0.720589345240785,-1.23430727992686,-0.236866426658138,-7704585.56335945
"10",0.511248130391538,1.16798344675583,0.468816208338012,0.650491975769011,-1.54901057476982,1.29008408287437,0.924037871731205,-1.48462634704747,1.22560783862795,1.9124432761082,0.805311833949287,-0.491538297592673,1.74501050441254,-1.45908141337311,-0.888335049220309,1.43419248110475,1.41509955263882,1.81893163473798,-1.631087706368,0.691537146486552,-1.75717835625176,-0.753659799779671,1.37866290094831,-1.90714250354636,-1.75421689296524,0.387309495236102,0.0886842519332944,-0.406391440178428,-1.57816714445102,-0.21378250766796,0.81229483872281,1.0095288609745,0.447337570796186,0.425894161085464,0.28893109182535,1.73665729694349,-1.66365945699272,1.66334296212627,-1.77630128103238,-0.451448104983905,1.20919252368387,-0.783995785033249,0.180734862802273,1.69272814586918,0.815150031699262,0.672777454239069,0.127609996913295,-0.361622068101341,0.066661361864459,-0.57795566504559,0.0150065438542357,0.0207868014766133,-0.887979455593831,-0.137086289460523,-1.22207756297578,-1.53620081989369,-1.4283499155329,0.0570276674812367,0.0967161965068141,-1.54569410832666,0.104487560969321,1.68912092027038,1.50269391995522,0.856065811080968,-1.12605285175416,1.28500507226047,0.348632457265065,1.23095397034547,0.854530267269432,1.98821148156018,-1.39459667094006,-1.55938052255325,0.0545728064667806,0.256025488107969,-0.113582113626632,-1.27528296154999,0.208984324175894,-1.93193752489829,1.30655775543354,-1.05117974988362,1.97882569717463,-0.00137843204436151,1.75041434895543,-1.28245281490647,0.911189648507613,-0.955780267434664,-0.720591580172485,-1.23429420686289,-0.236844311784664,-7695778.34857582
