"","ageb","aged","agef","agei","agek","age0","b0","cage","cd","ck","c0","db","d0","e0","fd","fe","f0","gage","gb","gd","gf","gh","gi","gj","gk","gn","go","glabel","g0","hage","hb","hc","hd","he","hf","hi","hk","h0","id","i0","ji","jk","j0","kd","ke","kf","ki","k0","ld","lf","lj","lm","lo","llabel","mc","md","mf","mg","mj","mk","mp","mlabel","m0","nc","ne","nf","ni","nj","nk","nlabel","n0","on","o0","page","pb","pc","pg","ph","pi","pk","po","plabel","p0","labelage","labelc","labeld","labelf","labelh","labeli","label0","lp__"
"1",0.721677724934275,0.867448948744488,0.589918100400474,0.0936296169269349,0.16715933319088,-0.134756969320053,-1.37510620945987,1.19561081889667,0.564683781112219,0.998040545333837,0.763770039376405,-1.31729443001516,-1.9511862010917,1.81836713670111,-0.00457381170581087,-1.20759125178512,-0.347265371620284,-1.48100071974662,1.2942981874805,0.246604651024986,-0.767487700734156,1.43653449102227,0.81938707145316,-1.15255435843561,1.76926155764811,-0.942273168602718,0.258198423188859,0.474846604446602,1.8414013061884,0.424692708206961,1.09203564341727,-0.338200722028409,-1.55415780939884,0.888707408332649,0.161676846746544,0.85622252143673,1.49696921479412,1.49130486362006,-0.604167667061549,-0.676800844957633,-0.0934591272389371,0.0197888008747663,-1.51373637181781,-0.0608738624173736,0.713444936487789,0.199643505916254,-0.0847785431711474,-1.27954539540063,-0.00192513084468087,0.0169730889168087,0.0720824131272893,0.0240716062571368,1.23341020902427,0.714799908742023,-1.56086181667122,-0.0396428422768637,0.0485993803706572,1.31399321277907,0.131319504705305,-0.457126652867647,-1.03010176382294,0.173497845817705,-0.41102513636337,0.718133966860047,0.726177480802459,0.146141316184437,-0.769174108402163,-1.46564919214314,-1.07305543850542,-0.372546090928586,-1.59505981519152,-1.54830122799798,0.0334024671731212,-0.0664216445448575,0.559132357923733,1.82818374151226,0.812952941461916,-1.37676027584583,1.65654102416772,0.699169505887273,0.913895717946719,-1.38492664154078,1.54516929462959,1.33328653915091,-1.77855563376859,-1.64564784501539,-1.46460194995058,0.683085046206322,-0.726870685078879,0.889819997056337,97344.3764280048
"2",0.721698157683309,0.867448400946719,0.589961080485308,0.0936294677587215,0.167303256459612,-0.134754213379183,-1.3751007064558,1.19561418146013,0.564684959106543,0.998021868767301,0.76378590721666,-1.31729146788713,-1.95118974262222,1.81838584072994,-0.00444392611275491,-1.2075997701273,-0.347203866720897,-1.4810017121949,1.29430317859849,0.246604514146683,-0.767432925387276,1.43652596657451,0.819393510472061,-1.15253461863677,1.76927424825428,-0.942273020380681,0.258200935759019,0.474840696919286,1.84139916757231,0.424683951188463,1.0920361444276,-0.338214682988081,-1.55415767293856,0.888708129829678,0.161668404933077,0.856236953196979,1.496958109744,1.49130935905573,-0.604163046155883,-0.676806776580046,-0.0934481253470106,0.0198028902145193,-1.51369089968264,-0.06048267441813,0.713449993184548,0.199679170833631,-0.0847895469082564,-1.27953770033363,-0.00190918289640188,0.0169736451823517,0.0720913912026995,0.0240562779545025,1.23326478721597,0.714693917557019,-1.56085299240584,-0.0395840015924155,0.048594070628317,1.31399105414928,0.131370396640179,-0.45711944713689,-1.03018982646119,0.173490187364187,-0.411023430125984,0.718150043724635,0.726189433431197,0.146338651680114,-0.769164924338737,-1.46561089506865,-1.0730442739408,-0.372553511677751,-1.59506598205951,-1.54829433449879,0.0334155114449859,-0.0664080590933726,0.559111757872316,1.82816870140671,0.81295161321587,-1.37675061427919,1.65652116126416,0.699055844518534,0.913901071418611,-1.38493905554963,1.54517496580262,1.33328755979532,-1.77856295512798,-1.64564596611283,-1.46460421278367,0.683107218635232,-0.726870135102346,0.889817856135105,97775.7670963774
"3",0.722055475805068,0.867094614820988,0.588316158346952,0.0934209186810599,0.169255067197292,-0.134805672975717,-1.37496888068818,1.19537590572181,0.564648821174138,0.997631150794092,0.763623122235216,-1.31680204223583,-1.95117450871235,1.81840363027115,-0.00425999695396835,-1.20760102411058,-0.344449633312079,-1.48086254907155,1.29436000021246,0.246551691275868,-0.764815913946597,1.43649879255905,0.819358325803596,-1.15189791638242,1.76912312953161,-0.942296806158277,0.258122053903504,0.474796879041771,1.8414509447502,0.424759020352842,1.09193558853639,-0.338221695157435,-1.55401342925278,0.888771935954878,0.161708389576735,0.856180683515747,1.49676543421858,1.49131639110229,-0.604124210344061,-0.676919639030526,-0.0932922848741541,0.0201236001645572,-1.51228763040201,-0.0634274129405056,0.71345690567196,0.198978713747972,-0.0849176438863633,-1.27956089008889,-0.0018468367128523,0.0169858162846726,0.0720048105869734,0.0241223258206174,1.2274495106956,0.710358270672692,-1.56091980232171,-0.0408308751513838,0.0487827244386876,1.31376922513602,0.131485166985025,-0.456151144630149,-1.03126533756423,0.173226340700924,-0.410775317663238,0.71815658985535,0.726206226777244,0.154866579897524,-0.76919024242771,-1.46448508606881,-1.07281298622201,-0.372591438499343,-1.59506654148652,-1.54816165879388,0.0334150823365978,-0.0664386090088149,0.558954840526171,1.82783414533516,0.81291185195576,-1.37680179706222,1.6563178280611,0.693801202489639,0.913886894118246,-1.38494523249779,1.54514523541655,1.33318645899877,-1.77866915323509,-1.64558866133972,-1.46424342016533,0.683161124727347,-0.726945271731541,0.889691997455001,115398.176705788
"4",0.722094649954572,0.867072030169463,0.588210740897811,0.0933968078683512,0.169350612864733,-0.134796849149727,-1.37493769576509,1.19534549860062,0.564624825915651,0.997559495567554,0.763630723410167,-1.31676768936512,-1.95115826721856,1.81837983088591,-0.00430185176438107,-1.20759190831328,-0.34422634578546,-1.48087482000459,1.29434838620726,0.246557227471777,-0.764590051985772,1.43648101469061,0.819364333436295,-1.15185136423693,1.76912691894189,-0.942302101353513,0.258132113103672,0.474811721856087,1.8414405718777,0.424766661659797,1.09192594275967,-0.338211497675533,-1.55402298853487,0.88877115646401,0.16170228697807,0.856194631662156,1.49674507798376,1.49132929827445,-0.60412512579155,-0.676924770189905,-0.0933082388006818,0.0201322527133728,-1.51216793914526,-0.0630018403656779,0.71346408264317,0.199010633717128,-0.0849247062911446,-1.27956607716087,-0.00180169152614359,0.0169754313006403,0.0720500560670877,0.0241411215656263,1.2271060905668,0.710054708453017,-1.56091079454879,-0.0406865870685153,0.0487651188891837,1.31376811912386,0.131272430749255,-0.456110267357072,-1.03152982161427,0.173204321004174,-0.410762242717212,0.718168151209157,0.726212423202061,0.15533858260388,-0.769174646701624,-1.46441134052588,-1.07277468401465,-0.372578900550642,-1.59507894998549,-1.54814590543174,0.0334165538137415,-0.0664594996329791,0.558930002101844,1.82781757399233,0.812908816790938,-1.3768340896969,1.65628958214501,0.693496649699944,0.913858083232227,-1.38495672275658,1.54513982776688,1.33316689304593,-1.77867683249685,-1.64560178745825,-1.46420222221938,0.683165090274284,-0.726946946577909,0.889673235672306,116579.336586618
"5",0.722131184194144,0.867090800033042,0.588161434152861,0.0933631791410918,0.169562370960488,-0.13479312048102,-1.37491869514642,1.1953292040066,0.564610845159012,0.997521936207255,0.76363095356817,-1.3167537646086,-1.95114480700221,1.81838245602079,-0.00426523222607944,-1.20756185884703,-0.343879473218147,-1.48086714015892,1.29434791871604,0.246562928716876,-0.764287936512667,1.43646518212879,0.819360208174822,-1.15181744559331,1.76910716841734,-0.942299465472135,0.258087336480517,0.474844676291385,1.84146274348551,0.424741784748387,1.09193801472031,-0.338214215403678,-1.5540348381935,0.888774037863477,0.161726626803744,0.856166009154448,1.49672022471156,1.49131580907,-0.604089864654365,-0.676965781555153,-0.0933257614353249,0.0201101443823378,-1.51203484205818,-0.0627152533343344,0.713451049658646,0.198887617284179,-0.0849598602322904,-1.27953504380928,-0.00183307067114546,0.0170052073812156,0.0720339233342965,0.0241926232106994,1.2265381148675,0.709614981438322,-1.56092073090216,-0.04048759079924,0.0488020677664294,1.31377251077818,0.131426333586562,-0.456024448766374,-1.03166252333862,0.173179315721877,-0.410716190801752,0.718180873199157,0.726228870596051,0.156131605433006,-0.769168024375859,-1.46429950543818,-1.07270700167018,-0.372593452890218,-1.59510478306263,-1.54809531761502,0.0334488649904444,-0.0664839603034124,0.558892122717952,1.82774289813306,0.812892436736668,-1.37683210100838,1.65624070083878,0.692983561148664,0.913851100635821,-1.38498935391975,1.54515305884826,1.33313019687613,-1.77866839790805,-1.64561978712627,-1.46419832040778,0.683157526956211,-0.726951378356824,0.889674272301308,118348.509327495
"6",0.722178302994308,0.86705305424405,0.588177916399347,0.0933171277159592,0.169800726951278,-0.134787234774979,-1.37488298438172,1.19532139363012,0.564628284828636,0.997454118032169,0.763637790630411,-1.31666535460144,-1.95116755100209,1.81838691627891,-0.00444212578791957,-1.20754292691655,-0.343513439755701,-1.48085050559337,1.29434029466041,0.246541375341785,-0.763958908241531,1.43646223173461,0.819377661313513,-1.15174927207859,1.76905655166683,-0.942275323940495,0.258064804048389,0.474813246020001,1.84147138399576,0.424732166576512,1.0919525391308,-0.338247306730251,-1.55407960049354,0.888754205085253,0.161725986284573,0.856161637229446,1.49670773987524,1.49129656746862,-0.604087071149478,-0.67696099521876,-0.0932998654643551,0.0201363381013282,-1.51186852308149,-0.0632708457130299,0.713442895957297,0.198810981657815,-0.0849786880994861,-1.2795322831136,-0.0018418857706207,0.0169678812789966,0.0720355086529374,0.0241730792335643,1.22571965934077,0.709043061981697,-1.5609468476424,-0.0406229485231945,0.0488087625447024,1.31378304691602,0.131409815386275,-0.455901968252324,-1.03181569665295,0.173144184269003,-0.410692071360835,0.718218706391495,0.726195671722471,0.157270631431399,-0.769133595826772,-1.46413648267274,-1.07264070577176,-0.372591634000841,-1.59507442084644,-1.54809383537445,0.0334697364100563,-0.0664776152199251,0.55888406015021,1.82769842845752,0.812897530164924,-1.3768283771883,1.65620277584558,0.692262585406162,0.913820333147113,-1.38495895454439,1.54512865335925,1.33312468571559,-1.77867596339012,-1.64559251291396,-1.46415673604054,0.683172954799019,-0.726947945142275,0.889671962202694,120714.457214788
"7",0.7221887793775,0.867050915837603,0.588164220958326,0.0933157038683744,0.169851642169122,-0.134785234299007,-1.37488042136983,1.19532935013421,0.564627222806802,0.997440127785521,0.763647890689218,-1.31665517840942,-1.95115654671496,1.81839606719642,-0.00428150918609427,-1.20753739108347,-0.343478513633515,-1.4808384396231,1.29434795051825,0.246527240807908,-0.763946796950812,1.43645737141061,0.819373856019895,-1.15172676557037,1.76905167519377,-0.942271622591649,0.258067272157538,0.474813395256864,1.84147038573098,0.424723566729936,1.09195473579786,-0.338247097068629,-1.55407772340484,0.888756411069492,0.161715202080923,0.856161324502368,1.49671163393014,1.49129788686921,-0.604084661132404,-0.676963419413121,-0.0932917170044023,0.02012607303387,-1.51184555309846,-0.0627375773155207,0.713447077204308,0.198812678512036,-0.0849807175012286,-1.27953098547502,-0.00184792185020825,0.0169657289082785,0.0720291890547301,0.0241856499209731,1.22566701150981,0.709003595737343,-1.56094850571016,-0.0406180975739042,0.0488105848336196,1.31378465708319,0.131303005699756,-0.455877529565074,-1.03182655581017,0.173144450332469,-0.410678849354461,0.718226132318401,0.726199990595939,0.157370206083896,-0.769126699846569,-1.46412997201104,-1.07264454397592,-0.372599729554235,-1.59507244434639,-1.54809214655231,0.03346702686392,-0.0664738768143189,0.558886516909605,1.827703346987,0.812887902610659,-1.37682566551077,1.65620179181935,0.692187781054646,0.913823558454665,-1.38495372897517,1.5451258475449,1.33312328220186,-1.77866980088765,-1.64559446582674,-1.46414313046876,0.683165221608023,-0.726935409511711,0.889681901214463,120905.084928899
"8",0.722228791022142,0.867031442116741,0.587947326791932,0.0932699048803105,0.170126570954044,-0.134774365383304,-1.37486999625816,1.19528548808041,0.564619532030365,0.997392500107404,0.763650497978957,-1.31659599923171,-1.9511308570788,1.81840315478464,-0.004326220194016,-1.20755191437718,-0.343158081315336,-1.4808187046321,1.29434868908223,0.246543202776957,-0.763702366073775,1.43644091757481,0.819320112843632,-1.15164821790194,1.76903631368782,-0.942258060309708,0.258106493153207,0.474817222946983,1.8414674231313,0.424725078012692,1.09196462016545,-0.338315009511892,-1.55408174625338,0.888759653794362,0.161692410526693,0.856175774018092,1.49671138602461,1.49128340674161,-0.604072612991242,-0.676996963080822,-0.0932775826473217,0.0201455092530934,-1.51175818241457,-0.0628075062834004,0.713453244186713,0.198718988219093,-0.0849968178235893,-1.27951565850481,-0.0018090428952029,0.0169877271644458,0.0720075739333151,0.0241291863400318,1.2251411717249,0.708540754443824,-1.56096989462602,-0.0403332367867907,0.0488139912836233,1.31376564441509,0.131482991331676,-0.455741743902557,-1.03184221778827,0.173123377792744,-0.410717435602929,0.718217256486537,0.726213003986895,0.158247832264273,-0.769116142685507,-1.46402686216131,-1.0726150089447,-0.372598167522414,-1.59503123700605,-1.5480774467395,0.0334754672829798,-0.0664669028731968,0.558883339501553,1.82768084995952,0.81282624413202,-1.37684559473507,1.65618346756814,0.691721115581424,0.913840709069749,-1.38497614548839,1.54510146180284,1.33307625767888,-1.77864982104946,-1.64557665184086,-1.4641183729029,0.683181720020374,-0.726948983680378,0.889662109460953,122624.909581104
"9",0.722251772616531,0.867013930152737,0.587899414373374,0.0932691713153277,0.170160584934976,-0.134767376685866,-1.37487602839979,1.19526610987406,0.564609816256553,0.997376184765565,0.763641515698837,-1.31657406285446,-1.95114136569433,1.81839850207654,-0.00460088843840965,-1.20755188094384,-0.343026004691019,-1.48081777913328,1.29435097096507,0.246546308325136,-0.763587586548251,1.43642768401013,0.819318382465182,-1.15163078379033,1.76902017598215,-0.942258848860975,0.25808757324656,0.474809817920588,1.84146089521376,0.42474663690443,1.0919767545222,-0.338307493649657,-1.55406901204284,0.888751751909468,0.161683063731092,0.856175796481197,1.4967126481224,1.4913131077206,-0.604077717239351,-0.677002985176393,-0.0932593227971816,0.0201747888873229,-1.51171992645853,-0.0620279787771138,0.713434584174766,0.198654422947852,-0.0850015538046339,-1.27951228218071,-0.00181737374851805,0.016983507109924,0.072011756674954,0.0241318334891681,1.22483953939421,0.708339006107646,-1.56097322992525,-0.0404625085776904,0.0488147320888528,1.31375704184523,0.131439549779798,-0.455663489438543,-1.0319204816351,0.173096089818743,-0.41074496662583,0.718252002964986,0.726212209568572,0.158528236605699,-0.769105075344321,-1.46397792728906,-1.07261015517272,-0.372612890854519,-1.59503039952868,-1.54808547665683,0.0334722768233782,-0.0664671782305071,0.558871620583913,1.82765105794337,0.812829470877512,-1.37683929897432,1.65618613721249,0.691425031974955,0.913834200198296,-1.38497464606691,1.54511865043938,1.33308350760535,-1.77862536439932,-1.64555578032784,-1.4641445230986,0.68319526524069,-0.726944752022044,0.88966966387547,123435.430901895
"10",0.722252875502208,0.867008386627674,0.58786624298039,0.0932692064203607,0.17017824398623,-0.134765570946031,-1.37487949204635,1.19526709931535,0.564605595844148,0.99736956916102,0.763639562060547,-1.31656952828335,-1.95114585885037,1.81839760659336,-0.00452886090443074,-1.20755085541163,-0.343012441026163,-1.48082068727223,1.29434863402568,0.246544946204653,-0.763582693535243,1.43642983001407,0.819322834542597,-1.15162886568637,1.76901757521121,-0.942251721411551,0.258086106014805,0.474809115534486,1.8414595814686,0.424745969163438,1.09197333428464,-0.338302932197021,-1.55406958132978,0.88875021002348,0.161683895247511,0.856174629264575,1.49671188310477,1.49131469480101,-0.604071662133296,-0.677004170937758,-0.0932580895678328,0.020170737145163,-1.51171624030953,-0.0620089128098442,0.713434771357909,0.198649454496268,-0.0849963564077672,-1.27950826184026,-0.00182204946295763,0.0169828334565253,0.0720121773320643,0.0241225529901522,1.224825894349,0.708329765724514,-1.56097672981694,-0.0404621467278449,0.0488161337582968,1.31375671224144,0.131348265680207,-0.455659565235976,-1.03193419891489,0.173093914168033,-0.410745100122766,0.71825370939402,0.7262120444113,0.158552790812732,-0.769104804210598,-1.46397478089266,-1.0726041505789,-0.372609368698868,-1.59502896215395,-1.54808647191117,0.0334691159179096,-0.0664681886529327,0.558868250629378,1.8276502929191,0.812829575107018,-1.37683695347028,1.65618596453106,0.691421526054626,0.913833263878928,-1.38497391181047,1.54512099677295,1.33308169487264,-1.77862041052915,-1.64555470713703,-1.46414200868507,0.683192686091302,-0.726940159298376,0.889667403227682,123484.65791379
