"","ageb","aged","agef","agei","agek","age0","b0","cage","cd","ck","c0","db","d0","e0","fd","fe","f0","gage","gb","gd","gf","gh","gi","gj","gk","gm","gn","go","glabel","g0","hage","hb","hc","hd","he","hf","hi","hk","h0","id","i0","ji","jk","j0","kd","ke","kf","ki","k0","ld","lf","lj","lo","llabel","l0","mc","md","mf","mj","mk","ml","mlabel","m0","nc","ne","nf","ni","nj","nk","nlabel","n0","on","o0","page","pb","pc","pg","ph","pi","pk","pm","po","plabel","labelage","labelc","labeld","labelf","labelh","labeli","label0","lp__"
"1",0.232213408855657,1.49671085745423,0.337134460933225,-0.829708182103299,0.564932243100307,0.810166779585321,1.28711508383082,0.0961418065315915,-0.897533926806903,0.922480757978991,-1.23385209441387,0.154140347922624,1.69904432593809,1.99284588537832,-0.304368829942108,-0.174509326680776,1.40541862402949,0.736957822036357,-1.54505531521785,1.41825236922656,-0.365828772946312,0.108584939126741,1.22607337331388,-0.401083100692303,-1.01084568430059,0.0359273340891122,0.486874173795374,1.98509870631647,1.34130286353818,1.19670335562385,0.720337559377407,-1.95477946810257,-1.67222920477631,-1.85997015346822,-1.58440410569313,-0.108125988336163,-0.433304006949538,0.116059129698173,0.25529594455012,-1.86753422493395,1.58649872592376,-0.354435910648142,-0.0513864081012033,0.980156922949393,1.03052329430267,0.564560804237994,0.116092011977945,-0.645356074764463,0.502706287352149,-1.4954635147704,0.00426498339472239,0.0367406034904085,-0.938413566847879,0.123926369243223,1.75083995962136,-0.85097572836338,-0.998505411986471,0.0296719044348606,0.114109674751029,-0.166663009671262,0.104761697469398,-1.90629514704747,0.787677055376765,-0.19973137415198,-1.22808271535001,0.264915537301654,-1.55123036313284,-0.88800801907683,0.00013529394551288,1.35204863692464,1.67157186982173,1.98181184717489,1.59359975447343,0.300973770382354,-0.109788860630739,-1.42779666956584,1.97371400762525,0.0836584631121268,-0.333843765522216,-0.597910034340061,-0.869519164224175,1.60596964635909,-0.226757642581076,-1.7399387843432,-0.946897049330563,0.917620720254893,0.408611997570787,-0.0193617481335475,1.48755643967825,0.16920009362885,2951396.9837591
"2",0.232192532990019,1.49670758072525,0.336450214854938,-0.829707799236067,0.564919351986726,0.810152695895482,1.28711453587327,0.0956791402333657,-0.897530883690142,0.922478881317589,-1.23385332400818,0.154131051487756,1.69904033734745,1.99284281645769,-0.304340752041345,-0.17450978595522,1.40541817406813,0.736972210447911,-1.54505549196125,1.4182510168509,-0.365822727041319,0.108585432217024,1.22607413458097,-0.40108537156378,-1.01084499740738,0.0359265154242984,0.486871350499766,1.98509884290214,1.34130309323558,1.19669973262483,0.720335157033244,-1.95477670219144,-1.67223155298378,-1.8599688456983,-1.58440580213491,-0.108128605982171,-0.433307398257811,0.116058896399537,0.255296311988454,-1.86753040454885,1.58649663001071,-0.354407780362105,-0.0513784491024152,0.980160368245096,1.03044004536865,0.564563673667087,0.116051314629755,-0.645351430490939,0.50270735480096,-1.49523761092798,0.00426945187134192,0.0367445228057852,-0.938419043983284,0.123925382886545,1.75084564902739,-0.850979294087311,-0.998502686665487,0.0295538884319561,0.11410980945292,-0.16659213632602,0.104760185207273,-1.90629274399372,0.787678951870257,-0.199731319783475,-1.22808219807842,0.264916297119889,-1.55123025077329,-0.888003117980167,0.000137038961996661,1.35204844304602,1.67157248559858,1.98181234653558,1.593600343406,0.300616619644853,-0.109251228387116,-1.42779670803078,1.97371334655365,0.0836606750268324,-0.333842891417517,-0.597911347154919,-0.869520842038693,1.60597260893197,-0.226757647042199,-1.73994011716412,-0.946894212710811,0.917618932864807,0.408611392802051,-0.0193611710837648,1.48755703138664,0.169204278248847,2952014.65897524
"3",0.231844912883072,1.49664496141337,0.337119372642187,-0.829707427806274,0.564852547546691,0.810058221828598,1.28711388465443,0.0891176090312427,-0.89752880371887,0.922475985083461,-1.23385906104182,0.154152836295699,1.69903094273023,1.99284435782097,-0.30413590066891,-0.174506059297623,1.40545707225225,0.736866204123913,-1.54506351775591,1.41824466022239,-0.365792144304853,0.108581132082885,1.22607728469762,-0.401063037424446,-1.01084642629195,0.0359301207326549,0.48685522010283,1.98508723431204,1.34130093489903,1.196700734331,0.720325932029992,-1.95476999876585,-1.67223248714321,-1.85996275737604,-1.58441149247293,-0.108119435800893,-0.433300842781967,0.11606330180037,0.255292572841374,-1.86752226065064,1.58650772112146,-0.354037221365137,-0.0514094415397807,0.980208991232152,1.02933068246318,0.564565821851701,0.11597552098615,-0.64532394466606,0.502693863620661,-1.49235477851151,0.00432771050646307,0.0367525102579119,-0.938422426902288,0.123839729885098,1.7510338980969,-0.850988044763159,-0.998512571055819,0.0285753431745922,0.114117487571559,-0.166151903284614,0.104763702892847,-1.90630036874007,0.787671203554708,-0.199736990771231,-1.22808452597481,0.264934954576662,-1.55122296811023,-0.888014495881157,0.00012709795013208,1.35204156391167,1.67157391804444,1.98180512217544,1.59359938166799,0.296202606037308,-0.104285937501612,-1.42779061443951,1.97369604492571,0.0836676157877851,-0.333841272786563,-0.597912940470813,-0.869522657925029,1.60597074848739,-0.226759741626018,-1.73993596534582,-0.946892206054461,0.917624390013325,0.408593731953009,-0.0193659389024237,1.48756682966212,0.169192251581168,2959977.66381768
"4",0.231861139874501,1.4966464212632,0.337446219055235,-0.829707335680062,0.564836906135251,0.810027416559216,1.28711490724042,0.088232344924618,-0.897524925987039,0.922471729127066,-1.23386272237394,0.154153444782453,1.69903118887438,1.99284149514047,-0.303870899946983,-0.174505592720862,1.40545610735943,0.736864316753308,-1.54506332224444,1.41823908834367,-0.365785973897883,0.108583082033625,1.22607854021738,-0.401061745187613,-1.0108531383083,0.0359302925278434,0.486848772196729,1.98508537388129,1.34130852449956,1.19670172932583,0.720329469759679,-1.95476900730692,-1.67223534579944,-1.85996437264322,-1.58440803510338,-0.108122482271157,-0.433299522216481,0.116064200159728,0.25529258301336,-1.86752162474227,1.58651019945357,-0.354004137623737,-0.0514300423546701,0.980216729686053,1.0291689613827,0.564572963079445,0.115707481713788,-0.645330617031986,0.502693140584149,-1.49197276826935,0.00433996185571626,0.0367496878355324,-0.938422085892452,0.123828548980877,1.75106310665019,-0.850987766871544,-0.998518571322634,0.0285317669328916,0.114113767417769,-0.16597615722635,0.104763604434318,-1.90629787569162,0.78767084175447,-0.199737976469674,-1.22808533468689,0.264948268893722,-1.55122356799959,-0.888018101663112,0.000123576363962764,1.35203937738642,1.67156873000368,1.98181125642722,1.59360141110047,0.295662972185219,-0.103690424448139,-1.42779097448427,1.9736964987524,0.0836662507383564,-0.333842069269965,-0.597915763503688,-0.869523010824885,1.60597162993822,-0.226758436513961,-1.73993168903278,-0.946890999059596,0.917624650338881,0.408591400553713,-0.0193678279510789,1.48756588258844,0.169189708062535,2961026.73548639
"5",0.231706086165798,1.49660767285288,0.337334986558247,-0.82970116154222,0.564799381450989,0.809942230728169,1.28711705513062,0.0856262493696531,-0.89752503345647,0.922471732126741,-1.23386382641875,0.154138314568799,1.69903097584708,1.99284130433178,-0.303739174654794,-0.174509016584361,1.40547463795471,0.736852092734411,-1.54505475982567,1.41824125503102,-0.365764371865978,0.108577027315894,1.22608578569591,-0.401057985257789,-1.01084653794643,0.0359372265493263,0.48684735177757,1.98508822041681,1.34131013720847,1.19670261631613,0.720316757687318,-1.95476766957414,-1.6722347699172,-1.8599628594594,-1.58440720749362,-0.108135960522339,-0.433303941348311,0.11606755986213,0.255285674307867,-1.86751995353231,1.5865151429384,-0.353880275867237,-0.0513923336573978,0.980231165213426,1.0287228072241,0.564568523069052,0.116189024562192,-0.645319705422695,0.50268433464487,-1.49083341858899,0.00426714311348611,0.0367517375518079,-0.938421125245913,0.123808976950472,1.75112450401583,-0.85098526745915,-0.998587336302724,0.0282961080972294,0.114117271083391,-0.165663810396277,0.104765963144023,-1.90629839586523,0.78766700257993,-0.199736167632528,-1.22808296191709,0.264957132678286,-1.55122344092712,-0.888016467916618,0.000114437248184196,1.35204129526813,1.67156902244763,1.98181614895355,1.59359788001734,0.294273701092584,-0.101001728968753,-1.42779055979678,1.97369390087708,0.0836684519940551,-0.33384153246016,-0.597915135950591,-0.869512813613995,1.60597417700059,-0.226758030250113,-1.73993337460291,-0.946897820414358,0.917617359532099,0.408591782021293,-0.0193758886838918,1.48756606210694,0.16918960646238,2964147.85716233
"6",0.231636933365668,1.49657537523516,0.337906200944473,-0.829697826169139,0.564798684585136,0.809915053274892,1.28711735102679,0.0843173688917963,-0.897532171293908,0.922476578670022,-1.2338626053407,0.15412488537181,1.69902444993484,1.99283577411834,-0.303563662081654,-0.174509356394626,1.40546527982373,0.736854355842374,-1.54505410113607,1.41823663108609,-0.365756820732029,0.108577296863851,1.2260825036711,-0.401065850649037,-1.01084717447102,0.0359372286958376,0.486847921275357,1.98509171643982,1.34131552952992,1.1967055644589,0.720312248434868,-1.95477014571746,-1.6722337351892,-1.85997020257672,-1.58440465447529,-0.108135680516525,-0.433303147226393,0.11607068510763,0.255283793578152,-1.86752518571237,1.58651412729011,-0.353800107958375,-0.0513965072300029,0.980236838296602,1.02849517826506,0.564568369974702,0.116310017513109,-0.6453215724023,0.502675163826291,-1.49024993423429,0.00426202807539987,0.0367514194199177,-0.938419004900616,0.123797760987675,1.75115522388158,-0.850988292543491,-0.998604992881664,0.0281148198178296,0.11411388470612,-0.16561441675287,0.10476501837647,-1.90630115003007,0.787666068846424,-0.199735837391781,-1.22807925571817,0.264958916938776,-1.55123182415876,-0.888008261734172,0.000108173644782994,1.35203966977326,1.67157036768063,1.98181816380486,1.59359379088508,0.293300684471086,-0.100264251270718,-1.42779025815214,1.97368807722556,0.0836593782832462,-0.333843634584895,-0.597916471549977,-0.869514422493191,1.60597158028215,-0.226749992802039,-1.73993587555002,-0.946891821221166,0.917620742342717,0.408595672322233,-0.0193745255397913,1.48756993427007,0.169185351411767,2965741.64024213
"7",0.231643487598839,1.49654879572396,0.338184386677555,-0.829691485789596,0.564783118743599,0.809950816985313,1.28711057968343,0.0828115853135469,-0.89753143438612,0.922480197551808,-1.23386105865529,0.154111393140281,1.69902446688991,1.99283541140081,-0.303790079392544,-0.174515848760625,1.40546362648467,0.736853717897907,-1.54505638846006,1.41823340092415,-0.365757380927877,0.108575192676332,1.22607911058368,-0.401068125508981,-1.01085239234016,0.0359400397606015,0.486844893630479,1.98508844232685,1.34131210649005,1.19670726503182,0.720316557219181,-1.95476448153778,-1.67223650713661,-1.85996956130264,-1.58440337014862,-0.108137812818793,-0.43330289580327,0.116072437957806,0.255285352925357,-1.86752631211918,1.58651264628002,-0.353734008728371,-0.0513870081424408,0.980243067124335,1.02824306327017,0.56457236308282,0.116324334296094,-0.645323716991522,0.502675992772527,-1.48962642858991,0.00421879280644203,0.0367469874860774,-0.938413982386546,0.123766831038956,1.75120531857089,-0.850991420153818,-0.998686378128467,0.0279593397570178,0.114117424407286,-0.16538646176107,0.104766319946015,-1.90630374662244,0.787664516474914,-0.199737083863773,-1.22807773475322,0.264961211731418,-1.55122887359133,-0.88800364983142,0.000107515765158801,1.35203350271669,1.67157304120599,1.98181515386957,1.59360319982591,0.292234220231921,-0.0990971577745199,-1.4277891769349,1.97368759447204,0.0836605027146987,-0.333840445213511,-0.597918540876024,-0.869512424458216,1.60597747859893,-0.226749762091803,-1.73993981199442,-0.946893502804556,0.917624870368923,0.408594291961429,-0.019378157048495,1.48756801608483,0.169186126966595,2967471.45606275
"8",0.23146657348084,1.49653138833314,0.337640573494529,-0.82969329116369,0.56478566373446,0.809917085426757,1.28711189490357,0.0816950441295507,-0.897525777396137,0.922481252021715,-1.23386120989239,0.154095794367997,1.69902354887453,1.99283161366727,-0.303481474696704,-0.174522442669963,1.4054711677509,0.736854917624202,-1.5450530624107,1.41823571170844,-0.365742681400156,0.108579242626838,1.22608096787036,-0.401058459917227,-1.01085654622089,0.0359416803686723,0.486841537595897,1.98508694185672,1.34131645360531,1.19670397792267,0.720320012830629,-1.95476373282614,-1.67223797406071,-1.8599651846905,-1.58440220560193,-0.108142948065732,-0.433298216313422,0.116070826341,0.255284559202884,-1.86752666717603,1.58651202532364,-0.353659156089793,-0.0514261708426276,0.980260019514219,1.02802540866547,0.564569780052179,0.116208728644977,-0.645311794194911,0.502678866901622,-1.48902262262509,0.00430712314267956,0.036742594844325,-0.938408856204901,0.123749514485456,1.75124169932916,-0.850987385432725,-0.998685948674955,0.0278032994269143,0.114115944610805,-0.165219249626628,0.104765377179887,-1.90630076751531,0.787665622373953,-0.199736599563355,-1.22807475702361,0.264963495362285,-1.551227168161,-0.887994432158962,0.000103735230744695,1.35202725555609,1.67157342889493,1.98181061797469,1.59359830962404,0.291251893078885,-0.0976898804586086,-1.42778242385518,1.97368934312554,0.0836598152518279,-0.333841703396815,-0.597916444075896,-0.869509678713977,1.60598041100424,-0.226745274939838,-1.73994162949675,-0.946892462790944,0.917622335708255,0.408589707106505,-0.0193780399161341,1.48756789486296,0.16918941223438,2969122.11118616
"9",0.231388766676503,1.49652742249332,0.33767078113757,-0.829692851002676,0.564782544359473,0.809925740054154,1.28710695609017,0.0809982472865488,-0.897524971765243,0.92247575453246,-1.2338648389086,0.154089896510244,1.6990243805495,1.99282977250935,-0.303469528266892,-0.174518155171301,1.40547100476766,0.736815900251065,-1.54505179383443,1.41823755312067,-0.365732577551367,0.108581136692419,1.22608290292433,-0.401056430135038,-1.01085721449213,0.0359415706012809,0.486842095002672,1.98508738046158,1.34131762316751,1.1967066948199,0.720318533309181,-1.9547606637155,-1.67223920825186,-1.85996602063151,-1.58440791251809,-0.108138373081034,-0.433304081602823,0.116072606577917,0.255284030470723,-1.86753095851567,1.58650994525288,-0.353605788407219,-0.0514487355170361,0.980265761140461,1.02788097556181,0.564569717783086,0.116135947742269,-0.645306425042539,0.502675074244994,-1.48866486909001,0.00427495259195118,0.0367448519574424,-0.938410065545383,0.12373075550647,1.75125762632041,-0.850988297249165,-0.99866047306894,0.0277330801217652,0.11411284194074,-0.165235213380322,0.10476642338814,-1.9063011950154,0.78766518596811,-0.199736525030411,-1.22807687542391,0.264962125010441,-1.55122451823009,-0.887994394754609,0.000103740356141498,1.35202649757251,1.67157232808547,1.9818090808449,1.59359743059453,0.290738352359112,-0.0970060048163321,-1.42778213239412,1.97369216075353,0.0836637344660073,-0.333845661302388,-0.597917490497182,-0.869504138084992,1.6059810258272,-0.226745884739645,-1.73994064940494,-0.946894717345554,0.917624008478167,0.408585189361369,-0.0193764294553082,1.48756981212033,0.169185240911472,2970104.55719964
"10",0.231335055844974,1.49652018612152,0.337828300558636,-0.82968940896011,0.564774081332005,0.809910983138095,1.28710900788455,0.0804164408895963,-0.897524625254771,0.922477515188772,-1.23386488426213,0.154084018202172,1.69902738999281,1.99282670776159,-0.303424463990641,-0.174523185192743,1.40547836434188,0.736829920374949,-1.54505491988187,1.41823500911082,-0.365728932029043,0.108582388120846,1.22608415415748,-0.4010546284288,-1.01085772079737,0.0359426890324401,0.486840222660756,1.98508670011677,1.34131713174814,1.19670481761498,0.720317032834634,-1.9547625527112,-1.67223828762649,-1.85996649297347,-1.58440988824705,-0.108136735972401,-0.433303492419728,0.116073347075404,0.255284984540566,-1.86753360998748,1.58650760082024,-0.353579083625106,-0.0514521339679765,0.980267179454834,1.02778435592875,0.564569575610058,0.116303501056558,-0.645304285084558,0.502673889499734,-1.48843960338541,0.00428621523775269,0.0367438473304903,-0.938409244813394,0.123732099553352,1.75128001132947,-0.850984786368165,-0.998688703653734,0.0277281133411423,0.114114417545614,-0.165192107384837,0.104768628280227,-1.90630526624485,0.787663539209943,-0.199736225913737,-1.22807475711763,0.264968458203429,-1.55122630756914,-0.887995354149123,0.000101974174027767,1.35202530077588,1.67157178015928,1.98181152480995,1.5935958997039,0.290501998432765,-0.096868018132438,-1.42777997573534,1.97368992189747,0.0836641253689807,-0.333843735611803,-0.597918172195758,-0.869502438802165,1.60597938809671,-0.226747775174215,-1.73994031958687,-0.946893848391101,0.917627163252139,0.408585583945671,-0.019373998506564,1.4875688279343,0.169184824858896,2970732.26074403
