"","ageb","aged","agef","agei","agek","age0","b0","cage","cd","ck","c0","db","d0","e0","fd","fe","f0","gage","gb","gd","gf","gh","gi","gj","gk","gm","gn","go","gp","glabel","hage","hb","hc","hd","he","hf","hi","hk","h0","id","i0","ji","jk","j0","kd","ke","kf","ki","k0","ld","lf","lj","lo","llabel","l0","mc","md","mf","mj","mk","ml","mp","mlabel","m0","nc","ne","nf","ni","nj","nk","nlabel","n0","on","o0","page","pb","pc","ph","pi","pk","po","plabel","p0","labelage","labelc","labeld","labelf","labelh","labeli","label0","lp__"
"1",0.147190431600798,0.535166580023954,0.561585005014505,-1.16743458898133,0.658184108357213,-1.3735990611667,-0.68249635877403,0.228798100182593,1.41099323018953,0.571870122634932,-0.909691246631567,-1.36032988546558,-1.26366606285172,-1.33985848169085,0.0071479070736903,0.149073540323834,-1.29288157264694,0.701068377417257,1.76712955734873,1.34761591466145,1.23070176190141,-0.889480194211833,0.876575488240912,1.07005387514425,-1.69852704913736,-0.931854102383889,0.613144881975671,1.70279290813345,-0.805409231682762,-1.00184623640719,1.57799057635336,0.573554886132746,-1.42945135555344,1.83396814188409,0.10813379922778,-0.100926360560854,1.20328601570366,-1.94277274975064,1.99068599736015,0.105223078836036,0.537994767050532,0.107260188752868,-0.177174359766294,1.26730238080459,-0.488191199004683,-1.88656405260662,0.190923663566477,-0.130608231420028,1.85413856554641,0.00592274023964845,-0.00351231592498444,-0.0112950840515919,1.17679378279249,-1.35691788380193,-0.842062267559276,-0.160832496224541,-1.41407279234444,0.0455621077189766,-0.00124029475348516,-0.0122073576030106,0.168561376818138,-1.15235112884332,-0.920415063373404,1.31601355647348,-0.894011197669458,-1.59305536744767,0.551216365286709,-0.946260683887377,1.35621544073908,0.267052650284366,-1.05521984175381,-0.545325797647016,-0.459496642642072,-1.71592705282959,1.03561816888085,-0.743178249738946,-0.273681070930786,-0.77641326393106,0.878503754257166,-0.879727629654968,-1.64199280490551,0.916858458588457,1.2953816494826,-0.204998205024038,-0.205202186180001,-0.833539104817778,1.60612535175179,-0.0812040045999086,1.17586795405377,0.140472556719006,1946472.22472167
"2",0.147195726417357,0.535166809924867,0.561364240723747,-1.16743481616541,0.658170250557547,-1.37359942594026,-0.682498260151948,0.228797721996345,1.4109923121903,0.571871109320744,-0.909692116502927,-1.36032870483941,-1.26366673319753,-1.33985845283712,0.00713840321819015,0.149068870670999,-1.29287701783319,0.701068363956833,1.76712898468948,1.34761614629137,1.23070232365447,-0.889480654177671,0.876575426479519,1.07005351583951,-1.69852685227827,-0.931854330502135,0.613145107584964,1.70279309880154,-0.80540853731043,-1.00184564029873,1.57798976342962,0.573556128636982,-1.42945122589491,1.8339676453791,0.108134399683611,-0.100927007109533,1.20328565526504,-1.94277312640989,1.99068544711342,0.105220865611087,0.537995400027091,0.107259950531586,-0.177144505219822,1.26730314758807,-0.488189551816529,-1.88656301862486,0.190855589237976,-0.130607448794357,1.85413960860869,0.00593482462612147,-0.00351320251299802,-0.0112674225699173,1.17678888730426,-1.35691911562137,-0.842060303125052,-0.160832406808969,-1.41407161455855,0.0455591700978977,-0.00124044823572452,-0.0122133436404544,0.16856215812574,-1.15235080022009,-0.920415918434964,1.31601363848291,-0.8940104723566,-1.59305520072337,0.55121780106985,-0.94626069447359,1.35621719136357,0.267055120904483,-1.05522037158055,-0.545326479679319,-0.459496909387328,-1.71592766452187,1.03561868105667,-0.743178848881813,-0.273681387254814,-0.776414318231312,0.878503922565122,-0.879727391037789,-1.64199292049811,0.916858857357126,1.29538142346907,-0.204997602506706,-0.20520254043514,-0.833539946052874,1.60612627202987,-0.0812032549847715,1.17586911699304,0.140471753355985,1946515.91542924
"3",0.147253914859563,0.535162051464983,0.561454777067028,-1.16743186191122,0.657899061742553,-1.37360364111139,-0.682495678952929,0.228794664100617,1.4109919690098,0.571869996298428,-0.90969139807498,-1.36032833810457,-1.26366498647156,-1.33986253572633,0.00709880481949377,0.148971076358784,-1.29285248879977,0.701068096445971,1.76712630258865,1.34761326075353,1.23070142005479,-0.88948416949331,0.876577418986777,1.07005038978562,-1.69852344111683,-0.931853819588043,0.613136995189981,1.70279319137178,-0.805408590610127,-1.00184342700186,1.57798365916847,0.573554037605857,-1.42945322572546,1.83396559811875,0.108132125885363,-0.100929504752172,1.20328477870171,-1.94276963227705,1.99068505743769,0.105222502509145,0.537993030312457,0.107260294596029,-0.177223269410201,1.26730039439884,-0.488188055007076,-1.88656556926059,0.190642734071271,-0.13060315250339,1.85414261660314,0.00585280688891494,-0.00348275090459179,-0.0112417146507069,1.17672641514801,-1.35691628293635,-0.841965010175278,-0.160831942228874,-1.41407337763372,0.0455852469436414,-0.00130208871325203,-0.0124945883102114,0.168561219282002,-1.15235419530925,-0.920418207238768,1.31601412763975,-0.894014948215907,-1.59305686611963,0.55123287323417,-0.946261419732005,1.35621680633252,0.267051438603385,-1.05521954567874,-0.545326157386501,-0.459492437170119,-1.71592237262369,1.03561662160841,-0.743177162818969,-0.273679050342839,-0.776413483070698,0.878502454699626,-0.87972741284628,-1.64198972886565,0.916862096331826,1.29538232937009,-0.205001104103274,-0.205199896208751,-0.83353787857566,1.60612899485346,-0.0812019870381324,1.17587086463595,0.140470173316769,1947446.06317657
"4",0.14736386740658,0.535168145407365,0.561719798102911,-1.16742819338977,0.657414626625377,-1.37360477292082,-0.682491723430098,0.228795475175971,1.41098655744134,0.571864240963573,-0.909693976345561,-1.36032736103918,-1.26366423702348,-1.33986610941534,0.00700248119127486,0.148784478061132,-1.29284555709764,0.701061123382827,1.76713034474791,1.34761000845883,1.2307036372531,-0.889482146605981,0.876578955330939,1.07004576915627,-1.6985241555387,-0.93185981669838,0.613136662417817,1.70278844072648,-0.805408493802262,-1.00184642474927,1.57798339811059,0.573557255383445,-1.42944866401493,1.83396735033405,0.108133134028933,-0.100929009333923,1.20328226955809,-1.94276910702719,1.9906807456858,0.105227936030804,0.537992253845824,0.107260514175419,-0.176836186184298,1.26729921987231,-0.488182015214663,-1.88656557494931,0.190709137059131,-0.13059654873971,1.85413550139064,0.0059135821663802,-0.00351591892220457,-0.0113247772268716,1.17663379973853,-1.35691243388153,-0.84181309519723,-0.160827848055348,-1.41406811191584,0.0455502833176905,-0.00138456911348243,-0.0129577058938177,0.168559085538316,-1.15235640721592,-0.92041623131359,1.31601416656879,-0.894014929463802,-1.59305455560117,0.551233965720933,-0.946261978978664,1.3562084275995,0.267039724420454,-1.05521870223902,-0.545323219630414,-0.459492543630342,-1.71592589626076,1.03561463941837,-0.743172843407724,-0.273675832042545,-0.776411035552149,0.878499155227427,-0.879724584142026,-1.64198559749084,0.916863069532711,1.29538649948327,-0.205000485540114,-0.20519551129574,-0.833542783430905,1.60612308624237,-0.0812030928624443,1.17586872944031,0.140471539590476,1949060.99128834
"5",0.147381807619426,0.535169207246808,0.561338967213526,-1.167427010865,0.65734594434568,-1.37360566638558,-0.682490189867216,0.228794674233324,1.41098624523567,0.571865712922101,-0.909695719669677,-1.36032682269449,-1.26366500200125,-1.33986674173677,0.0070581215637735,0.148737319798191,-1.29283862880137,0.70105855296112,1.76713098461988,1.34761039135937,1.23070667970605,-0.889482404812955,0.876580645719593,1.07004612541665,-1.69852382964053,-0.931860938860527,0.613138633339152,1.70279042071561,-0.805407782036154,-1.00184685663083,1.57798431444941,0.573557290378355,-1.42944847022441,1.83396731291644,0.108132192906885,-0.100929233154231,1.20328125944592,-1.94276836469163,1.99068100218903,0.105227385684695,0.537992798474413,0.107260302430096,-0.17679475621239,1.26729942696212,-0.488182895721054,-1.88656601605829,0.190690899735934,-0.130596887680359,1.85413255878931,0.00592934270572157,-0.00353519029605076,-0.0112291825751834,1.17662085966368,-1.35691447382826,-0.841768185233844,-0.160826909033709,-1.4140649797441,0.0455563586483781,-0.0013910589781081,-0.0130432862746939,0.16856077980572,-1.15235475175937,-0.920416925383584,1.31601539298434,-0.894015905206548,-1.59305545112161,0.551231349777824,-0.946263837717454,1.35621060635936,0.267038764857363,-1.05521719480213,-0.545324102324196,-0.459491103760274,-1.71592515750485,1.03561291449859,-0.743173507433015,-0.273674954755076,-0.776409165050306,0.87849724302324,-0.8797242046772,-1.64198561998467,0.91686275980406,1.29538551447302,-0.205000448854331,-0.205196445536074,-0.833544185800723,1.60612340327435,-0.0812002774811902,1.17586905168382,0.140471650645856,1949337.60173948
"6",0.147409556099452,0.53516592297963,0.562000368696348,-1.16742598379933,0.65727030328492,-1.37360544847546,-0.682489489518873,0.228793782290542,1.41098644408821,0.571863733976822,-0.909694793491713,-1.36032327362538,-1.26366560030448,-1.33986739678934,0.00711136400341793,0.148708944726039,-1.29284677792573,0.701057001079811,1.76713211688829,1.34761027842145,1.23070763422542,-0.889482957940547,0.8765808514703,1.07004305894976,-1.69852554101712,-0.931861421294148,0.613137435297131,1.70279165579609,-0.805410407095547,-1.00184782476752,1.57798507709125,0.573558660565545,-1.42944908421708,1.83396892820955,0.108130636481128,-0.100928045009768,1.20328203474128,-1.94276719736745,1.99068094414305,0.105226545663002,0.537995899162605,0.107261880155169,-0.176727182194744,1.26729732272166,-0.488180165750467,-1.88656809495486,0.190742638207691,-0.130594419990973,1.85413395112054,0.00593847537322134,-0.00353255480311841,-0.0112035321548455,1.17660970547214,-1.35691532389562,-0.841743953778758,-0.160827259783666,-1.41406591920871,0.0455671433448143,-0.00139319390556943,-0.0131283299406767,0.168560818669974,-1.15235257115731,-0.920415719015265,1.31601566090931,-0.894016376114175,-1.59305814197702,0.551230177571885,-0.946262667711246,1.35621060478889,0.267040082199204,-1.05521552148396,-0.5453242166603,-0.459491460735586,-1.71592408122434,1.03561354545439,-0.743172561291939,-0.273673694504844,-0.776408398562823,0.878499511391912,-0.879725188381072,-1.64198677550884,0.916860942856882,1.29538311009471,-0.204999818050804,-0.205198207020578,-0.833545159375979,1.60612202819585,-0.0811983136227146,1.17586830935568,0.140471664638978,1949598.975631
"7",0.147424656226289,0.535166828988385,0.561940608539722,-1.16742443414999,0.6571989303371,-1.37360443469637,-0.682491719614065,0.228792747498407,1.41098954520287,0.571861890846021,-0.909691966742407,-1.36032332564148,-1.26366421052542,-1.33986654298588,0.00720864749946745,0.148660414823416,-1.29283567522397,0.701058309104654,1.76713098111744,1.34761141948877,1.23070779559893,-0.889481452419956,0.876579491888183,1.07004573644126,-1.69852313382991,-0.931861009309499,0.613139851496963,1.7027891162295,-0.805409191450293,-1.00184934951406,1.57798531329348,0.573555164219573,-1.4294486761057,1.83396819206491,0.108130377357381,-0.100928048055453,1.20328193509369,-1.94276627414685,1.99068167522333,0.105229785968127,0.537995077752478,0.107260341705622,-0.176618920351478,1.26729873345606,-0.488179580950895,-1.88656574450575,0.190570314018198,-0.130593944971103,1.85412922803286,0.00598124661659044,-0.00353351431200588,-0.0112118186754776,1.17658843282725,-1.35691406911718,-0.841713606691873,-0.160826060901371,-1.41406419599602,0.0455607752476712,-0.00139924309277645,-0.0132246848519219,0.168560455613963,-1.15235244470875,-0.920413945047786,1.31601525935511,-0.894015475027417,-1.59305730956725,0.551229498981348,-0.946262689144471,1.3562099474318,0.267037134885589,-1.05521498811998,-0.545327419146724,-0.459489377143448,-1.71592384150633,1.03561298820494,-0.743172028666437,-0.273674322246249,-0.776408928385199,0.878500453440066,-0.879722887539503,-1.64198613462382,0.916859752935548,1.29538379314165,-0.205000876102974,-0.20519819330241,-0.833545105779354,1.60612076963816,-0.0811968379513666,1.17586708867082,0.140470321261868,1949882.00073108
"8",0.147787921074336,0.535159180119854,0.562200191584994,-1.16740774690738,0.655354833179416,-1.37360315741314,-0.682488388244299,0.22879748940711,1.41099494556535,0.571844109008267,-0.909684386897129,-1.360305576248,-1.26366720250286,-1.33986316962327,0.00692508699778043,0.14791915627803,-1.29277902167861,0.701063123560743,1.7671372545354,1.34760319131992,1.23070638214219,-0.889482262301458,0.876577598293611,1.07002796001836,-1.69852633405135,-0.931860363611636,0.613135887060066,1.70279182767995,-0.805423887459331,-1.00185021225126,1.5779802139419,0.57355227991928,-1.42944496105299,1.83396718642118,0.108127117632351,-0.100926944756745,1.20328921141083,-1.94276611596333,1.99068156691949,0.105218714344414,0.537994326826912,0.107257876745039,-0.175202223318438,1.26729240232056,-0.488171259007333,-1.88657581581974,0.190305269974146,-0.130592544486316,1.85411172807837,0.00608529106272446,-0.0035072082536587,-0.0112453857504948,1.17616715406352,-1.35690756768638,-0.840969568466019,-0.160825058839195,-1.41407568442787,0.0455440902079746,-0.00175862706618244,-0.0152364170427691,0.168564101311512,-1.1523532985304,-0.920406322627985,1.31601300034756,-0.894016442107507,-1.59306340007861,0.551271544515171,-0.946254753008091,1.35619873386401,0.267027578423843,-1.05522176787405,-0.545325478873348,-0.459482105257261,-1.71592456844858,1.03561202874876,-0.743166406926517,-0.27367072600381,-0.776402983015903,0.878493501850615,-0.879728256889319,-1.64197985203957,0.916856196501112,1.2953725076523,-0.205002412439564,-0.205203600764605,-0.833546784204087,1.60610980673134,-0.081199332001408,1.17585606809722,0.140468432138907,1956326.4285201
"9",0.147906872630791,0.535157893812008,0.561700358235862,-1.16740750327242,0.654951674696087,-1.37360289969904,-0.682480871839166,0.228797936208098,1.41099686003456,0.571851503196706,-0.909683506375994,-1.3603004524327,-1.26366901695571,-1.33986477108777,0.00700170396133681,0.147772245382496,-1.29276729368415,0.701064030222986,1.76713765396768,1.34760281000213,1.23070295618212,-0.889485880050423,0.876576028321963,1.07001365053145,-1.69852631705364,-0.93186212782316,0.613138311539485,1.7027938063606,-0.805420166401313,-1.00184880546898,1.57798037621399,0.573551533469805,-1.4294457005396,1.83396504387676,0.108130265730705,-0.100923853264331,1.20328591658399,-1.94276585158483,1.99067579600044,0.105218729025881,0.537996640988867,0.107258727049911,-0.174839553893943,1.26728926966913,-0.488168659131356,-1.8865784178552,0.190368310131157,-0.130591209511514,1.85410837316655,0.00606369212189482,-0.00350258735072918,-0.0112076593142461,1.17608409395754,-1.3569099625625,-0.840802507548985,-0.160821852366826,-1.41407256014781,0.0455680263464085,-0.00185454340130991,-0.0157336362033881,0.168562649434903,-1.15235301852317,-0.92040125101525,1.31600663570965,-0.894017691310572,-1.59306160491594,0.551274504790469,-0.946250313055609,1.35619473525756,0.267019330089102,-1.05521687554239,-0.545325060264145,-0.459483417680783,-1.71592953777214,1.03560758602838,-0.7431669557783,-0.273664344620949,-0.776398296811578,0.878492089951801,-0.879730590738759,-1.64198070484843,0.916859883801404,1.29537388807611,-0.205006435624009,-0.205205922238874,-0.833551281325068,1.60610586543247,-0.0811978854410548,1.17585630062882,0.140467554739658,1957789.37941044
"10",0.148082799053696,0.53515598097185,0.561733088819411,-1.16739879670138,0.654288610696423,-1.37359871134733,-0.682470518853476,0.228801995616947,1.41099472102312,0.571842156742581,-0.909681659425095,-1.36028520005726,-1.26366205957781,-1.33986124493183,0.00712105523078686,0.147513813096646,-1.29275108980559,0.701067821768901,1.76713381238521,1.34760816282265,1.23070283349486,-0.889489533109137,0.876575810804276,1.07000469591193,-1.69852302762923,-0.931859055059885,0.613137099704413,1.70279547265165,-0.80542487117119,-1.00184487007038,1.57798128854609,0.573560293859176,-1.42945075754941,1.8339721292002,0.108125377267728,-0.10092449834102,1.20328377557384,-1.94277248530827,1.99067522348772,0.105211265350249,0.537997097753888,0.107260738733948,-0.174489383847858,1.26728287939772,-0.488160044330543,-1.88657576772234,0.190432795171367,-0.130589299078183,1.85410115127284,0.00609975325926228,-0.00348752058221835,-0.0112242318075401,1.17594821237024,-1.35691039907628,-0.84059384831296,-0.160827208199903,-1.41407517162919,0.0455359194443606,-0.00196043247085253,-0.0164725780041083,0.168565187727962,-1.15235274081226,-0.920405153226367,1.31601180729046,-0.894015401753222,-1.59306103309721,0.551281527999946,-0.946244781591297,1.35618500516279,0.267012266544238,-1.05521299323625,-0.545324520020483,-0.459476384167326,-1.7159270536373,1.03560822264517,-0.743172173212308,-0.273667755839602,-0.776401418358088,0.878489540840854,-0.879731279967999,-1.6419767040397,0.916861071654285,1.29537959015851,-0.205004486709263,-0.205208523075526,-0.833553244459597,1.60609251754397,-0.0812010286058309,1.17585904932667,0.140464511443932,1960062.60081822
