"","agem","agey","age0","w0","er","ehr","ey","e0","mw","m0","oage","ow","oe","or","ohr","oy","o0","rage","rw","rm","rrace","ry","r0","racew","racem","race0","genderage","genderw","genderm","gendero","genderr","genderrace","genderhr","gendery","hrw","hrm","hrr","hry","hr0","ne","nm","nrace","ym","yrace","y0","sigma_h_Sq","sigma_h","lp__"
"1",-0.029749903702811,0.117890282578099,1.34690750447921,1.15699312018141,-0.0245245477759206,0.0515338529943781,-0.0710202450522986,2.20034917257496,-0.00875179594708362,-0.360382504482327,-0.00308335533482848,0.0229947519168872,0.00746991696765282,-0.00417660723677154,0.00872437383833159,-0.0612433587006333,1.81314086288922,-0.101644685513321,-0.00787690660960209,0.0878977352556608,-0.0211846189595569,-0.577083378309494,1.23092049714971,0.0157831267527452,0.110526862357901,1.24543495161339,-0.0663537915492389,0.0203363722033075,0.165201457213076,0.10548436730027,-1.19060673060532,-0.00886710331633541,0.469658653898865,-0.363360128345397,0.0375653753450732,-0.075478723986359,-0.129321569867874,0.655619512815737,-0.890326158260099,0.00167791994976338,0.0203552317242068,0.00240658671498623,-0.153832653543239,0.0204960179473876,0.567718648543958,1.18196257065309,1.08718102018619,990939.737263248
"2",-0.029262458871862,0.11796020538902,1.35476766667127,1.14815874036435,-0.0248395575134334,0.0521273970232483,-0.0710239843626232,2.19913310523731,-0.00887957371278203,-0.32751185439944,-0.00314848343740157,0.0223557272192661,0.00704224011094534,-0.0051691408300799,0.00764832442009476,-0.0604334041802596,1.81343249635061,-0.103806490631479,-0.00685703470937324,0.0858482716814504,-0.0164948781729643,-0.568814087261977,1.2363715297495,0.0197180484521043,0.116458835465044,1.24653376647858,-0.0707328440925225,0.0175936834075815,0.153347737462175,0.10552828033502,-1.17742023395677,-0.00372509254033294,0.478634718786743,-0.364801423794608,0.0398106417606226,-0.0789242600956712,-0.135412842322942,0.649724123163494,-0.890037735359792,0.00178618493089985,0.019207890572062,0.00221607382923716,-0.162693086558664,0.01680322112214,0.562897446552868,1.1689543771263,1.08118193525711,991141.971442745
"3",-0.0319734813803791,0.115885390217026,1.36883171020772,1.15736771664708,-0.0249175252902611,0.051177385328645,-0.0699859806132597,2.20278312273645,-0.00774725959825171,-0.266254540320079,-0.00481238056668205,0.0212986253705249,0.00654115910881341,-0.0045184167414733,0.00834693864921864,-0.0583744107987952,1.81210453545441,-0.104006736977447,-0.00552786448863874,0.0842444246527469,-0.01871346847204,-0.577043685595649,1.2397001147997,0.0168211335266894,0.104703649773658,1.24616970891989,-0.072604025529186,0.0245033790697899,0.153155803270841,0.101890380394174,-1.1803653740378,-0.00990692499310396,0.477381642551746,-0.370287407018912,0.0409598872800359,-0.0782464412849226,-0.127467704519999,0.647950562936877,-0.890827405888764,0.00169515276769827,0.0189566991502633,0.0022868069918496,-0.149631127211123,0.00514690992493235,0.55202469108862,1.1520320763657,1.0733275717905,991465.049490166
"4",-0.0325434722313013,0.115403624696511,1.37094562467574,1.15939901832038,-0.0247141701488543,0.0510739552910507,-0.0682472547870263,2.2010992229275,-0.00922637401769054,-0.255848495046095,-0.00433040077762626,0.0210886454557798,0.00662738888839816,-0.0046939086364223,0.00785632706407003,-0.0593049281977021,1.8157201504104,-0.104846775468595,-0.00401995904689168,0.084607845145128,-0.0202304438368441,-0.585185790092981,1.23721657346704,0.0164022120355573,0.102835776218671,1.24570600572649,-0.0724027214107209,0.026378759919628,0.151959968936974,0.103641412761403,-1.18708493584442,-0.00603304865994587,0.47430614162177,-0.372383071472716,0.0405620729111045,-0.0796694127514491,-0.135121974827146,0.646867800309966,-0.890714758317325,0.00177325102431604,0.0189212347084591,0.00244229184424892,-0.147744907274957,0.0114967351581518,0.552937667583814,1.1510284139597,1.07285992280433,991507.309091192
"5",-0.0318621210031977,0.114846589620719,1.36443590475543,1.16138129377561,-0.024495427444355,0.0517834163362003,-0.0685949781587556,2.20517755356865,-0.0104610820781048,-0.241033121570963,-0.00375954969776535,0.0210367442531055,0.00686632590779862,-0.00488504518635021,0.00780657684047621,-0.058582274124889,1.80864746234569,-0.105182584802716,-0.00489464789323842,0.0857713602444932,-0.0168735075560746,-0.574155176558393,1.2368974713267,0.0189426788853615,0.111637914226958,1.24574998977055,-0.0761068086959255,0.0258515749074,0.157016583739247,0.107992938834855,-1.18421674312555,-0.00345026225969761,0.481057941767708,-0.374912716437779,0.0408307411754432,-0.0797680913518803,-0.133220958369965,0.644158199379416,-0.890266303299579,0.0016121719616763,0.0175215401574415,0.00209463426186338,-0.15849037762488,0.0206903019007494,0.550608471792525,1.14676396882589,1.07087065924223,991588.276644738
"6",-0.0297673789941209,0.113569198347803,1.37171713376088,1.15699070272534,-0.0250142721100926,0.0532711176540379,-0.0671062430780928,2.2027833900069,-0.00889938042951558,-0.194919891620621,-0.00399898662707346,0.0222000044260534,0.00696297384526001,-0.00572974652610021,0.00809752168514934,-0.0584079545690783,1.81526450555065,-0.108185281639313,-0.00500929750197424,0.0847730931489669,-0.0189216682077055,-0.578878362014335,1.23389561071829,0.0177943467886488,0.0941133151822174,1.24560980215959,-0.0802904160206851,0.0190698358978721,0.139959417492702,0.100310188335321,-1.17441839780672,-0.0024569976192743,0.457008300679694,-0.373994609573522,0.0393769079918708,-0.0769832236806571,-0.136150525888953,0.63430852995041,-0.892117458997272,0.00162472053941992,0.0183431499762237,0.00225465714001814,-0.155020475886327,0.0068809974530303,0.542211707942798,1.13175355632331,1.06383906504852,991837.319362902
"7",-0.030355504616025,0.111449437976149,1.3808644576257,1.16308220581365,-0.0239778928863397,0.0526825499331551,-0.0681808183448535,2.19383353997395,-0.00894749666919973,-0.174213832807393,-0.00410492971149723,0.0216394094369436,0.00635714985779306,-0.00563683462550672,0.00896352828683615,-0.0578204077309938,1.81244659473476,-0.108491005375925,-0.00667287357200922,0.0836127158007594,-0.0196438432345356,-0.575629659073222,1.23421726813335,0.0148669586393242,0.10428488647714,1.24692352509636,-0.081119543269114,0.0252168907790273,0.138321160709665,0.103797167326806,-1.19105092761253,-0.00622917550408741,0.457790293361662,-0.373691002943626,0.0391238314565096,-0.074540299644091,-0.129185624275772,0.633669016040883,-0.89304145696969,0.00201523028390162,0.016850918453382,0.00227052956808201,-0.157773308953052,0.0234493406148948,0.539933728654196,1.12624745425505,1.06124806442935,991944.293134985
"8",-0.0367913317881125,0.10563494789232,1.3782657462899,1.16697588722883,-0.026015619603995,0.0507329372526531,-0.0654512723599594,2.20678104457549,-0.0102917035309401,-0.0383675961598473,-0.00376249535429239,0.0220811235243912,0.00732522568170763,-0.00406386511012801,0.0102150863487916,-0.0512128536718397,1.81345414532022,-0.106548309930758,-0.00463208706939191,0.0814074773563904,-0.0181535685017425,-0.571763908753795,1.24122282834023,0.0151304510683142,0.0922523442642132,1.23997539817967,-0.0902866945839208,0.0171475828528509,0.137844201264548,0.105357745044673,-1.18198358120787,-0.00160891808031046,0.480403744048332,-0.381425757117323,0.035292874825739,-0.0754854416418402,-0.127116875922205,0.61180816246283,-0.900076896524553,0.00149280164888039,0.0150407910159363,0.00231081089697069,-0.152043989161091,0.0225985454803944,0.514545888514223,1.08809068239939,1.0431158528176,992623.179151087
"9",-0.0352954097521524,0.104153691277054,1.37768415012841,1.16097130678448,-0.0244296136128585,0.0504024967940305,-0.0587517128218001,2.20334678128319,-0.0122274595859933,-0.0060669562228077,-0.00351456545907027,0.0221043460961632,0.00661659627873275,-0.00562156556516061,0.0117369633291822,-0.0579023096805108,1.810762244424,-0.108873013350289,-0.0051884088591609,0.0770210738523659,-0.017944185226432,-0.572911430433187,1.23670476209423,0.0174101952940184,0.0806905497193654,1.23462711734404,-0.0901964685129677,0.0200000786448825,0.12718450463948,0.108550253800121,-1.17823300179668,-0.0058631032079763,0.472256724501155,-0.385232321775416,0.0355026016177527,-0.0738788465627445,-0.136729751227332,0.605646790242375,-0.899972520069566,0.00177186366514303,0.015623311929766,0.00260318456065962,-0.158688493449607,0.0102889315070314,0.511218229850777,1.08111373294793,1.03976619148149,992770.579089684
"10",-0.0362565927825452,0.102079002068346,1.38220948900817,1.15697422372042,-0.0252679260623665,0.0504899922254034,-0.0601742030870163,2.21127654275619,-0.00557979688922525,0.049540279989448,-0.00392904932893355,0.0213402516760411,0.00710392591643083,-0.00480724223510424,0.0118713728391006,-0.0572667898984135,1.81674084091513,-0.108637009611945,-0.00383368908763781,0.0762368244188739,-0.0148898341008144,-0.575838117507588,1.23806201262546,0.0147430094055093,0.0831091707987931,1.22897883819852,-0.0925537043982311,0.0312978892328128,0.124823393669005,0.098412710979401,-1.16622602275493,-0.00181717560577518,0.470442373893517,-0.3850246006499,0.0382645049723016,-0.0780129550199738,-0.13369490535627,0.602852275535801,-0.900783954192821,0.00135803314950507,0.0141289240855373,0.00249991628871907,-0.155567050878525,0.019252663000496,0.505824355518115,1.06863027609794,1.03374575022001,992994.955828492
