"","agem","agey","age0","w0","er","ehr","ey","e0","mw","m0","oage","ow","oe","or","ohr","oy","o0","rage","rw","rm","rrace","rhr","ry","r0","racew","racem","race0","genderage","genderw","genderm","gendero","genderr","genderrace","genderhr","gendery","hrw","hrm","hry","hr0","ne","nm","nrace","ym","yrace","y0","sigma_h_Sq","sigma_h","lp__"
"1",-0.216680655445908,-0.135399769558045,1.54694069198926,0.470192355011121,0.152889086675483,0.417142310798765,0.00513777869494654,1.31920921822493,0.0178025009723948,1.15262851121685,0.00157588532675814,0.0298129339871605,0.0170878839014123,0.0256135734733464,0.0639587692182577,-0.0510975889800399,1.80927357450011,-0.144507458956992,0.0175246503332415,0.217493533730948,-0.0785355917699754,-1.24369638024856,-0.189145200924688,-0.676335551759893,0.1440742222388,-0.165274770369317,1.97164411082498,-0.339330893938206,0.0748377305794727,1.14534253322565,0.108381160525177,-1.89867883337978,-0.390875230333832,-1.21544240026056,-1.10748522167565,0.0422169215693538,-0.2954399756339,1.86402282361043,-1.9513789472472,0.0228520770105778,-0.0169235489695982,-0.0100370763838684,1.43301799281691,0.299452766663865,0.28472189250841,4.86441576665165,2.20554205733004,882934.413577283
"2",-0.214940477703666,-0.135274247751581,1.54738389156984,0.470124277726012,0.152825990004636,0.417087402526674,0.00520475750807701,1.31924871604455,0.0175531352885171,1.15267993060686,0.00158128831123676,0.0298675816527424,0.0170683490432841,0.0256505440775127,0.064017729150978,-0.0523651568508854,1.80890732245309,-0.146567357514892,0.0180901499553622,0.217052433595971,-0.0779240235713306,-1.24268477441547,-0.189172442305203,-0.676375704336212,0.144308942287949,-0.165400069643893,1.97166986932306,-0.338678307034833,0.0748106418420318,1.14456402498378,0.107876965193201,-1.89862090624636,-0.390959298355751,-1.21542370911283,-1.10757859464698,0.0421685492608112,-0.295030657535791,1.8640338420506,-1.9513623927592,0.0228213176338704,-0.0169037034201995,-0.0100164104217097,1.43244840336539,0.299294542031407,0.284757750195133,4.87413467399448,2.20774425013281,883009.909507946
"3",-0.213143264340038,-0.135237906683985,1.54810477075958,0.470140546040825,0.152702568029115,0.41701275378005,0.00565232518654923,1.31931600460254,0.0175073804115817,1.15280041912639,0.00189639440286952,0.0299143880852191,0.0171004905759165,0.0255903998269613,0.0639395286269596,-0.0528252607195675,1.81054733384793,-0.14583599012292,0.0188418209316607,0.216136459114574,-0.0779080322914853,-1.24163010382378,-0.18914643113913,-0.676334775676359,0.144640332422383,-0.165308110791819,1.97157255639352,-0.338389252507422,0.0748757090703016,1.14336510373121,0.107474752968899,-1.89869739205789,-0.39103932893141,-1.21539840868403,-1.1076177277148,0.0421206290273515,-0.294900129419212,1.86404920371282,-1.95138182585452,0.0228061936296599,-0.0169522568974988,-0.00999157480155412,1.43162143257806,0.299281156077928,0.284739860360322,4.87763081229481,2.20853589789589,883101.263138094
"4",-0.212517460892072,-0.135186057637398,1.55050651569028,0.470045551190447,0.152538667897661,0.416994718707155,0.00594931136720182,1.31920427668038,0.0177684271418592,1.15270026171614,0.00172482230994821,0.0298269200038708,0.01709958735822,0.0256947735556529,0.0638632369014067,-0.0525291197354652,1.81141703184236,-0.145431327577856,0.0170361843061166,0.219025093532774,-0.0793941966930944,-1.23823225376626,-0.189169568750534,-0.67634233065948,0.144105424908728,-0.165318666225753,1.97164738797328,-0.337066690035623,0.0747754648871463,1.14104681868343,0.106166581119292,-1.89851744454642,-0.391009355925465,-1.21546990928752,-1.10764956407977,0.0421393595031259,-0.294744357617082,1.86401671868696,-1.95133453536845,0.0229269109698499,-0.0169414746800354,-0.0100137284312727,1.42979155004149,0.299265409829613,0.284770371607,4.86113972525493,2.20479924828882,883322.963635552
"5",-0.214106033773035,-0.135433705887518,1.5561084669004,0.470280909256841,0.15263633742496,0.416419803654428,0.00678161121806509,1.31984798323937,0.0176535367380043,1.15281509610102,-9.54499865448988e-05,0.0298724883340479,0.0169313711982315,0.0252587149112139,0.0633944221592961,-0.049793686212657,1.81075736866042,-0.146684489616615,0.0187960063019107,0.216812625922307,-0.0792471257068934,-1.22761423093806,-0.189573981369758,-0.676044006640044,0.144301095601831,-0.165649484118404,1.97141831833388,-0.332956358356287,0.0750096678402327,1.13105983410892,0.106728404714996,-1.8981862189827,-0.391150360055445,-1.21572491463657,-1.10759354477495,0.0421963819834696,-0.290955570099386,1.86375529663972,-1.95143835508793,0.0227256299896733,-0.0164231891402618,-0.00997866171811227,1.41802645122801,0.298982470366505,0.284813433477341,4.7926335788564,2.18920843659447,884372.658869791
"6",-0.209310425349158,-0.135439863927818,1.55613992821515,0.470237815078947,0.152491347677007,0.416396154456789,0.00677210408193235,1.31994723443905,0.0172544632462579,1.1527511697656,-7.36840560131107e-06,0.0298117202108697,0.0169362822921297,0.0252616612662578,0.0634020180298961,-0.0499871191040942,1.81085739460656,-0.144241052944082,0.019262636574132,0.216758207417467,-0.0797429184554043,-1.22629264464656,-0.189563192932236,-0.676011777054431,0.144598659761937,-0.165699899935917,1.97141213522074,-0.332121955919117,0.0749210627042854,1.12999699661557,0.106734679612908,-1.89810268939006,-0.391134070028389,-1.21572098865521,-1.10769796298943,0.0421922713835269,-0.290063191471249,1.86364386076875,-1.95131632023597,0.0228050013910965,-0.0167651113212556,-0.00990747613473309,1.41691790299706,0.298900550926893,0.284802285623803,4.7790266143735,2.18609849146224,884492.631267253
"7",-0.210737053699389,-0.135122641263115,1.55679817874597,0.470229961670098,0.152525362206847,0.416232451502445,0.00689064204570948,1.32011955378835,0.0170914332970774,1.15284820413902,3.70093503347098e-05,0.0298284595175861,0.0168480222635287,0.0251333801454975,0.0632066006588046,-0.0506784944819232,1.81137339468749,-0.144644408216743,0.018476512260077,0.214955997165897,-0.0773503038090193,-1.2229157578559,-0.189720783309208,-0.675950033220644,0.144746092176546,-0.1654125992659,1.97134714172167,-0.331526351827142,0.0750336668317743,1.12711547636453,0.106516076153864,-1.89791752094163,-0.391064115336493,-1.21578549635945,-1.10769345438826,0.0420207163776196,-0.288813649769247,1.86355657968671,-1.95129462466796,0.0228418554944448,-0.0163690375434488,-0.00994863525329426,1.41243075512661,0.298781355157794,0.284790471394991,4.76903404547537,2.18381181549037,884836.282023717
"8",-0.20702702311604,-0.135071622334322,1.55898378612587,0.470268442212682,0.15262137780349,0.416047416962531,0.00743201888370419,1.32004576343659,0.0167025303912694,1.15290941084027,0.000317513175049134,0.0298006376086738,0.0169007373593621,0.0251972643604019,0.0631698185475858,-0.0498232722406731,1.81236524323627,-0.148693278911024,0.0191687757527305,0.217488539715215,-0.0802207604239895,-1.22158186749471,-0.189867968650924,-0.675846766343974,0.144628068991597,-0.16546917580936,1.97138743796213,-0.331157252595408,0.0751229063306483,1.12601260015868,0.106465098772863,-1.89794058614498,-0.391082342375423,-1.21583906951762,-1.10776511005616,0.0420667197955736,-0.288852147213113,1.86360067776424,-1.95130923927458,0.0228054231187258,-0.0167718837738036,-0.00991611987672141,1.4112728884248,0.298750483394734,0.284784108590979,4.77094277103686,2.18424878872276,884945.787023523
"9",-0.209778926413006,-0.135175951978855,1.56070654425033,0.470117424731734,0.153203731491086,0.415583801141942,0.00521557228631852,1.32022320045413,0.0164568955771673,1.15261779582866,-0.000489576464755617,0.0298694166306053,0.0168656092277535,0.0245233831026498,0.0631650337861158,-0.0520010722937386,1.80923412050992,-0.145869415129017,0.0182263601336759,0.213815224248599,-0.0783282014181717,-1.21347430154178,-0.189611559523477,-0.675595641034776,0.144212102092159,-0.165563871893487,1.97127931983684,-0.329553900914804,0.075179498276442,1.1182347209464,0.107007348620007,-1.89748970178647,-0.390997365942291,-1.2157921824068,-1.10768014898069,0.0419534075561668,-0.287840598841756,1.86382812307996,-1.95149680074161,0.0228816688858947,-0.0160531414924797,-0.00996149461558791,1.40267050795583,0.298409430181796,0.284977858980999,4.74358873341612,2.17797812969188,885688.275569182
"10",-0.204608178484077,-0.135184213112038,1.56194644010721,0.470266406151332,0.153425988154262,0.415145574717638,0.00621875859905504,1.32028263894107,0.0179070195619057,1.15251193442971,-0.000460580516766717,0.0297811731627061,0.0167093219203309,0.024375202050555,0.0630164787437693,-0.0491804116088259,1.81171248734917,-0.148217591976125,0.0199350434292875,0.213560807632278,-0.0789144547680066,-1.20955486499454,-0.189721717348161,-0.675713258376605,0.143887841222947,-0.165957401329906,1.97115886811546,-0.327383128462198,0.0752446501102521,1.11302900017787,0.107635765542265,-1.89725150874375,-0.391082118383209,-1.21584176771645,-1.10780797834821,0.0418924944730485,-0.286036290682585,1.86391161811919,-1.95150903818235,0.0228549712086968,-0.0162390893295187,-0.00990262901784618,1.39733058703863,0.298241470887395,0.284952335722547,4.74004174664605,2.17716369312141,886146.208312786
