"","agem","agey","age0","w0","er","ehr","ey","e0","mw","m0","oage","ow","oe","or","ogender","ohr","oy","rage","rw","rm","rrace","ry","r0","racew","racem","race0","genderage","genderw","genderm","genderr","genderrace","genderhr","gendery","gender0","hrw","hrm","hrr","hry","hr0","ne","nm","nrace","ym","yrace","y0","sigma_h_Sq","sigma_h","lp__"
"1",-0.0253572157883595,-0.923381057926311,1.4413751018595,1.90975944269048,0.0362967059574397,-0.0100396293948528,0.0209679464368461,-0.479016573388951,-0.0264703656527987,0.933535717218728,0.0870965845801347,0.0180379365656103,0.0240836257314043,0.00559740411190517,-0.050267498278863,-0.00641610228110759,-0.0560616778996923,-0.227962566102862,-0.100951411727613,0.0586651671256797,-0.303933834828077,-0.271438940749353,0.502418994541497,-0.0400822577881612,0.0116286574743352,1.94140055412596,-1.41133542598863,-0.484051893098789,0.042956957093876,-1.16424283378054,-1.27508937733692,1.21792560516596,0.288328087495347,1.29038027859925,0.0522866754520125,-0.024355735031862,-0.163456823791887,-1.96592728348755,-0.617356534826738,0.0680627094937937,0.0019039724685206,0.0181550263750864,-0.77935223385839,-1.39869301676779,1.67801495330348,2.45870255065551,1.5680250478406,498661.257425785
"2",-0.025404813130477,-0.921060538790162,1.452475256947,1.91002160722484,0.0367886733595212,-0.0129568526019171,0.01868172414666,-0.478039122166197,-0.0266340798428081,0.933637451809899,0.0852779392099343,0.0180958462193974,0.0245036120195281,0.00500517584573366,-0.052736172622971,-0.00550228773835828,-0.0553563107649231,-0.22715273883407,-0.101029207887315,0.057795635817812,-0.304082808715463,-0.27264357411561,0.502263100423387,-0.0409832312619565,0.0114877742380253,1.94192582355869,-1.40452863666132,-0.483590913999559,0.0430582070546794,-1.16424131944211,-1.27119220846,1.21756424700681,0.288286672712687,1.29058699083273,0.0582560963648954,-0.0235504933847437,-0.170165408224167,-1.9654252575634,-0.617086543747442,0.0679728197880911,0.00195366854488702,0.018196115707342,-0.77918614945233,-1.39526374041722,1.67781361473447,2.4528365828297,1.56615343527692,499743.483961434
"3",-0.0253732656149767,-0.920502851333317,1.45543124518059,1.90981246334366,0.0366750310279065,-0.0104149938737796,0.0159181016067443,-0.477517463104634,-0.0268951976238835,0.933678845899811,0.0850655650307778,0.0182492747203661,0.0245184633562473,0.00506800457472941,-0.0523800015681476,-0.00688718215856435,-0.0560593342959667,-0.226404211017546,-0.0993565518181015,0.0576757939817291,-0.304437756428928,-0.27299109683347,0.502329165704976,-0.0409659262975096,0.0106768890975067,1.94201703157194,-1.40298363226717,-0.48309148588994,0.0430574138322132,-1.1640377402639,-1.27029345961547,1.21754973036656,0.288525147987194,1.29072395615134,0.0531394711848163,-0.0237563068342529,-0.171976523825157,-1.96520722318525,-0.617187772848574,0.0678893479511667,0.00210978275093027,0.0181392244013955,-0.779251228660239,-1.3944991427153,1.67798124583005,2.45048083186088,1.56540117281829,500018.39425605
"4",-0.0252955688461478,-0.916426478892089,1.4679789437081,1.90985326494119,0.0360652821167389,-0.0113042778920389,0.0203474099225423,-0.476179292245127,-0.0281295449903751,0.933753821418818,0.0837992318266586,0.0179830838394072,0.0241746169183919,0.00517366830942069,-0.0508242873947887,-0.00583505347850955,-0.0569839841957796,-0.227972683135348,-0.100672404764163,0.0570704749280953,-0.302213979060529,-0.274305009101715,0.502620543126382,-0.0391890841399501,0.0112425014170149,1.94186117908868,-1.39433300708762,-0.481367690083162,0.0432151128229818,-1.16399944008879,-1.26589189274202,1.21717790418748,0.288965827601303,1.2903968378138,0.0562081120828002,-0.0247217928966786,-0.167958305277603,-1.96470816343936,-0.616871975329462,0.0679232301469565,0.00206487335110917,0.0179291858471984,-0.778696229395916,-1.38955541481262,1.67776069464491,2.44313619526384,1.56305348445401,501353.515235133
"5",-0.0251376518379154,-0.916455179119933,1.47015542656197,1.91007682881066,0.0361885290027647,-0.0106707849498023,0.0158233818781541,-0.476100968548636,-0.0294852195134424,0.933705325489284,0.0833389324879794,0.0182907418799252,0.0243416867142409,0.00459529939520565,-0.051147949049631,-0.00460335236869076,-0.0572511773004621,-0.228746900123125,-0.101516961191743,0.05714845271472,-0.301434492095957,-0.274684461638309,0.502792496492254,-0.03964085403772,0.0113725275204355,1.94177342060506,-1.39279975107521,-0.480655458671207,0.0431769791766729,-1.16400439583365,-1.26482436790659,1.21704170885636,0.288905937608631,1.29028900100375,0.0495687565828863,-0.0250078267442144,-0.168963283396215,-1.96449158542965,-0.617022977150075,0.0679417358447105,0.00193114986923191,0.0180204360382603,-0.778561558774259,-1.38854517725778,1.67768312739648,2.44013966324981,1.5620946396585,501601.250581858
"6",-0.025066741893473,-0.916297073240697,1.47184668283997,1.90998929048361,0.0361059040898281,-0.0127132544238391,0.0210623467853807,-0.476188919750587,-0.0297348365564873,0.9336440238954,0.0829195640697217,0.0185988811234592,0.0241698377400466,0.00469449435480056,-0.0504352677062087,-0.00494047863103818,-0.0577769619976275,-0.2273643139511,-0.100038712144038,0.0571528879840836,-0.300999429021541,-0.275036090003777,0.50299972882786,-0.0388705636413671,0.0114866556865325,1.94173980373463,-1.39189429290396,-0.480639271511552,0.0430949538996981,-1.1639907271792,-1.26409827515992,1.2168663071157,0.28892223546887,1.29026236500073,0.0529436795752643,-0.0248672720276451,-0.169002988921028,-1.96439794133597,-0.616991470591557,0.067967477329532,0.002074900667489,0.017868493689531,-0.778657620891305,-1.38784257224172,1.67771208762346,2.43944234574852,1.56187142420512,501763.840723308
"7",-0.0249935102091457,-0.915082896515255,1.47490936725615,1.91006278139417,0.0367217181342587,-0.0109465307485703,0.0175561201901082,-0.475677972657782,-0.0312034727681935,0.933655411228687,0.0831322618499732,0.0184094329334289,0.0239313807137775,0.00554483528419507,-0.0524445199157582,-0.00691021044899004,-0.0584860652821333,-0.229700989121964,-0.0990407089278639,0.0570409978521254,-0.29998222226633,-0.275199978041205,0.50316219499155,-0.0391966285162397,0.00971524061571791,1.94175013525416,-1.38996632621166,-0.479922957613001,0.0430726102702759,-1.16393076605422,-1.26337294579612,1.21686228402667,0.288908377232949,1.29011256124786,0.0591053360711645,-0.0261762607668432,-0.167149806264559,-1.96426138309239,-0.617055191362797,0.0679673438128249,0.0020935579257791,0.0179081208308358,-0.778678069006227,-1.3869087291982,1.67780010040922,2.43840812677669,1.56154030584442,502051.570117895
"8",-0.0249605715638952,-0.91472418887572,1.47584004441638,1.90987819098987,0.0367870447707338,-0.0106412782311397,0.0162601652333214,-0.475588845767096,-0.029784043278396,0.933674240778345,0.082757988246552,0.0184972051061277,0.0238896996928945,0.00535456391895452,-0.050780378550066,-0.0068433049460635,-0.0567240135798806,-0.230156115003644,-0.0993266964444312,0.0570640575766653,-0.298751687037345,-0.275236351627252,0.503131907806609,-0.0390948563741195,0.00899146999406275,1.9417969177549,-1.38913278626284,-0.479759443687616,0.043079923675706,-1.16389361599935,-1.26320699003646,1.21686315538471,0.288974644528313,1.29012138918263,0.058247659352342,-0.025751042607717,-0.167266954399429,-1.96422744810051,-0.617027909640932,0.0679821150696783,0.00224558228420035,0.0179184848926033,-0.778589447460896,-1.3865029502982,1.6777420957897,2.43791390295463,1.56138204900486,502155.601407902
"9",-0.0257053713032073,-0.893117062670872,1.56449764350285,1.90864587850589,0.0361811750894002,-0.0117012754518769,0.0200558160120511,-0.463417397886181,-0.0287412239662853,0.933316673950976,0.070574343459153,0.0193114451705499,0.0241663225492354,0.00596773949895294,-0.0516069159592819,-0.00532648889082244,-0.0647166211216009,-0.232931776590126,-0.0993245822183926,0.0543647057849852,-0.293259950410832,-0.285145563656838,0.503889409902736,-0.0430517974759344,0.0133188894872088,1.94194956992508,-1.31916488115902,-0.467295332018085,0.0432092536467273,-1.16462793337375,-1.22842662127577,1.21469740628495,0.28938741505286,1.28965760257062,0.0552812705259297,-0.025562607394356,-0.169292654997171,-1.95836715512735,-0.61825773712249,0.0676583920516093,0.00198151605280622,0.0171155846393989,-0.776122130717338,-1.35331630171958,1.67757918261484,2.39510472456785,1.54761258865643,511673.692436196
"10",-0.0259740250761647,-0.891659877824675,1.57133013395675,1.90889920364949,0.0358864010353408,-0.0107029361138027,0.018084368035317,-0.462750227948974,-0.0273319311157315,0.933223591303011,0.0695017914040344,0.018254614003242,0.0242703020757121,0.00525998540256919,-0.0506477419217744,-0.00721354707276404,-0.0606593212274499,-0.232387581088379,-0.0965039531326879,0.053652849920471,-0.29329306539286,-0.286660610168898,0.503923965508222,-0.0442957122696106,0.0135035103854474,1.9417347563595,-1.31270189467487,-0.465942265311943,0.043517378056059,-1.16424125198015,-1.2258187947231,1.21446167677646,0.289018468051011,1.28987834766553,0.0521616039885669,-0.0258132073903158,-0.172389903409884,-1.95854286105431,-0.617961683920404,0.0676291869283721,0.00207306199678602,0.017205934081318,-0.775919840383831,-1.35087928342193,1.67715351001495,2.39059567301029,1.54615512579116,512434.991890158
