"","racesex","raceLSAT","raceUGPA","racefirst_pf","sexLSAT","sexUGPA","sex0","LSATUGPA","LSAT0","UGPA0","first_pfLSAT","first_pfUGPA","first_pf0","sigma_h_Sq","sigma_h","lp__"
"1",0.110412112670849,0.775856309532648,0.0281168389172118,0.285686791876531,0.579913936329522,-0.136182080102703,-0.446033359952537,0.00945943458928643,27.6784746939486,2.49152850576105,4.35481354893561,0.289080365256756,0.372113483966322,12.75078556826,3.57082421413601,-99661.6402902768
"2",0.110622934190658,0.773462409919362,0.0206480199655272,0.289939737461953,0.611660229428696,-0.135698202542679,-0.447117574413049,0.0154654926483328,27.7303732631257,2.3978612714679,4.3483128142197,0.255967931481063,0.389948103623754,12.7885068455157,3.57610218611209,-99660.3414098457
"3",0.110597147346971,0.754466964744016,0.0311316441366429,0.285688461047811,0.62120754574136,-0.131833845359817,-0.443242130542796,0.0144498163946903,27.7940499298426,2.3034180732673,4.37031683136511,0.284617707861411,0.374742299096772,12.7916801671776,3.57654584301356,-99661.7330834348
"4",0.101980977196292,0.752269654825898,0.0254453643318883,0.284550559027918,0.623802272909891,-0.102912217344812,-0.395591199437062,0.0153862637735267,27.8155773891999,2.3429784094649,4.33533810454945,0.225981030783752,0.427534775079561,12.7650288999306,3.57281806140903,-99658.5129308022
"5",0.0987277801762673,0.772171388831078,0.00159370891648051,0.279813730899823,0.534731534304812,-0.106590262918715,-0.372928000010034,0.0114308833934692,27.6962051250624,2.68021618358229,4.38374984867323,0.214412693367566,0.452369896864383,12.6664820118789,3.55900014215775,-99660.1714855639
"6",0.0863315826615069,0.773155720500427,0.0398632834296708,0.298841608361171,0.634739880967144,-0.0941030643020274,-0.303197074758792,0.0214833213028089,27.7077187714719,2.23511499392956,4.2986851553178,-0.0278366859038054,0.340752829485127,12.7203175886355,3.56655542346331,-99659.2067272471
"7",0.0781133132200156,0.784925452542546,0.0154791200878637,0.293767874491811,0.582480512826935,-0.173789337786439,-0.220223326623556,0.0123541017431257,27.6980179632504,2.57533151879188,4.29776062353229,0.188337356893432,0.369260158191392,12.7028989723545,3.56411264866229,-99657.6490565139
"8",0.0834934524156063,0.78384641584866,0.0232178585449212,0.275556974771244,0.610082826254881,-0.134307581713916,-0.271992214776071,0.0135979001427463,27.6449501305542,2.52556076812843,4.32727555734983,0.141563217835428,0.43171200565151,12.610602758772,3.55114105025019,-99656.225245761
"9",0.084234087772634,0.78557319379176,0.00686241160918839,0.282067967319663,0.600143174248473,-0.147183868159774,-0.268141724230824,0.0136872162004856,27.7163965670564,2.63197255212759,4.2420898713916,0.135520235365845,0.40858506013482,12.8169726270975,3.58007997495831,-99656.0632996862
"10",0.0908624205144106,0.795273944677034,0.0105831248302951,0.288197736417364,0.511893278349572,-0.181058797814809,-0.31940776959038,0.0119966620385572,27.685843074263,2.80595838488524,4.22106127045659,0.027434508599766,0.373232117556241,12.7517781802801,3.5709632006337,-99661.1453176892
"11",0.0751814505827905,0.760128376984199,0.035067206403258,0.285610243698778,0.666721038155043,-0.0866233137509051,-0.208888607915456,0.0200551884761236,27.7976359478366,2.07409814814276,4.25081947548049,0.268555021006511,0.407283067396766,12.6083817393705,3.55082831736068,-99662.484164444
"12",0.0787793746499972,0.781412922451265,0.0144033043029063,0.288281351030812,0.457224020557832,-0.137754087882412,-0.234155536120176,0.0175378915202057,27.7442246346034,2.34201947565053,4.28543594152414,0.247185305994603,0.396899072093333,12.7759037824031,3.57433962885497,-99661.5047722555
"13",0.0956044446878074,0.769640983113809,0.0359083837440115,0.2882119639774,0.645355454939081,-0.0996471127224444,-0.347599108151564,0.0183179742166799,27.7944088523524,2.34870801466363,4.2167116405851,0.0498026717677231,0.387456142780306,12.8554213347199,3.58544576513436,-99657.1631205075
"14",0.0939291502568497,0.764857828325231,0.0126296840298577,0.295542061818638,0.535619994544762,-0.121481018082904,-0.329584261431055,0.00949069343331429,27.8213602646636,2.73176862086307,4.34141511641887,0.165495897737407,0.333955717536671,12.5615523705727,3.54422803591596,-99658.9032082293
"15",0.0886649422296779,0.802050362386597,0.0412055289340872,0.279038591714963,0.66171590065152,-0.136448647960412,-0.309438728439638,0.0240803192540254,27.6222060491753,2.07747646010775,4.20629424676341,0.0986770236177759,0.42921993660683,12.9311566298359,3.59599174496214,-99661.6432741622
"16",0.0919031075806606,0.801004313723669,0.0397290567380143,0.273778466149259,0.678571974794925,-0.132004608391387,-0.306622949114234,0.0232388379156161,27.653073856223,2.11919403571274,4.16805426503045,0.107984726696338,0.472804726666581,12.9015775807752,3.59187660990397,-99662.8835964414
"17",0.092174923445343,0.768682396403011,0.0262272408420411,0.279833774659269,0.597825058680651,-0.199041500050463,-0.315147116579196,0.0117882477238166,27.8202512399637,2.56533718548836,4.26526807352804,0.17477524177919,0.452764051324814,12.4729664865857,3.5317087205184,-99659.7810187482
