"","raceLSAT","raceUGPA","racefirst_pf","race0","sexrace","sexLSAT","sexUGPA","LSATUGPA","LSAT0","UGPA0","first_pfLSAT","first_pfUGPA","first_pf0","sigma_h_Sq","sigma_h","lp__"
"1",0.779869857340134,0.00393808312227952,0.296411063121924,1.80194793023117,0.0495023155317164,0.612327194407445,-0.138468913140915,0.021935984789223,27.7155857736125,2.39667926369222,4.31578517085957,0.0770841320304934,0.33249660226057,12.6644936562996,3.55872078931455,29284.897747785
"2",0.773225229883187,-0.00163529186394104,0.289805823721591,1.805748482786,0.0556546415810072,0.607211524085654,-0.115655639410212,0.0170658351329903,27.6908378866141,2.51528632405809,4.36660465909116,0.184301737004181,0.365560850224928,12.7099263739665,3.56509836806314,29285.0360844609
"3",0.788376700478715,0.0490857229239223,0.279377825205635,1.81214112844598,0.0372176804604181,0.580897321929624,-0.141004764434344,0.0175733448269601,27.7942774105748,2.29839529437257,4.15246313286545,0.0759745660733846,0.429600326871093,12.5691672910368,3.54530214382877,29284.7885976036
"4",0.776147645834691,0.0217598678048216,0.283124731031582,1.80336310201133,0.0498499947503366,0.619792352543517,-0.161447170565802,0.0111967704808597,27.6361088732879,2.67130259515871,4.39557035891178,0.133613687308256,0.42035881431072,12.794868880177,3.57699159632463,29284.8970019634
"5",0.765016300757353,0.0271453912421885,0.294129361486199,1.81498433917051,0.0397242874110396,0.546043727466565,-0.116680003886481,0.0230858358181036,28.055658862932,2.13018435372254,4.06472328625668,0.136804548564431,0.356563499396763,12.7272236863595,3.56752346682675,29283.3805608703
"6",0.765356766873298,0.0324025049124362,0.299321023958607,1.81434365712247,0.041909900254719,0.511349398733557,-0.0833490081285588,0.0146078617862113,27.9198689316504,2.46830047465215,4.22594984498977,0.081565523938276,0.323546930225917,12.7589077038717,3.5719613245207,29285.8144566738
"7",0.767187252025988,0.0429979062104657,0.283631089181019,1.81381425936565,0.0467009201971048,0.659309932057327,-0.13234322963846,0.0190355984761633,27.7402249232035,2.12505687670156,4.32613316038741,0.198753127981968,0.41369769419456,12.6966464333742,3.56323538843201,29284.3109210907
"8",0.772413177614017,0.0162065304966793,0.290056777320975,1.8079515006277,0.0495689272430272,0.635996882448344,-0.179062404266248,0.017020983549488,27.7785107457852,2.46088759108107,4.25764925424253,0.141789240259349,0.361189530073208,12.6811927141921,3.56106623277243,29288.6111283868
"9",0.784656717536315,0.0156165966333626,0.289447844411666,1.8125327248302,0.0429914055295383,0.575332495701133,-0.118825421218924,0.0213955026586358,27.723151557513,2.35516592034209,4.31106492590656,0.0749352028667574,0.363864327611019,12.7671833572738,3.57311955541286,29286.8864407557
"10",0.790578860494142,0.0135714338237741,0.284844658135869,1.80764627788988,0.0456766724554556,0.615449602479647,-0.120737974658574,0.0283177670717538,27.6917426858632,2.08626700394982,4.21220109721492,0.0486240518653182,0.397475876527202,12.5787484818394,3.54665313807812,29283.5174121352
