"","sexthal","agethalach","ageca","cpexang","cplabel","thalachexang","thalachlabel","thalach0","exangthal","exang0","oldpeakslope","oldpeaklabel","slopethalach","slope0","ca0","thallabel","thal0","labelca","label0","lp__"
"1",0.353816453347625,-0.0502628871608343,0.285947438818262,0.997019389500334,0.495621259737131,-0.03481141288875,-0.0381389688921609,5.39803779139962,0.231242730973155,0.851742168326284,0.190738904350202,0.618564666120528,-0.0917840304759515,0.224561321937373,-2.21145974642911,0.463465175439179,1.24090791426717,0.96112788905816,-0.30332707262966,178265.020019168
"2",0.324868750360013,-0.0537065094770892,0.35413481193627,0.908570358658329,0.640615399513254,-0.0236504039553618,-0.0290755945601257,5.42549934511258,0.277872118248593,-0.381105488374788,0.122489036165365,0.716666374601976,-0.0952912992397496,0.353975997978866,-2.8281579425993,0.39174713943956,1.27563175193609,1.24364026702927,-1.35879900803039,178264.685376008
"3",0.25010651622893,-0.0487707196986441,0.364032225734746,1.02517102030589,0.751175098089328,-0.0234085132704995,-0.0380294202266443,5.40627534227375,0.321404405462022,-0.642371172849582,0.148925336857768,0.905239991236897,-0.0971387473921586,0.382707675538622,-2.84291586578278,0.35996229765262,1.18652655798198,1.34020490706885,-0.962325133424164,178259.515366713
"4",0.363004580819287,-0.0552175716670959,0.308575827353187,1.25333919595159,0.682313123532881,-0.0339072876532871,-0.0363885572935242,5.39513199812468,0.251480952147435,-0.225142006883192,0.11214078906689,0.674800193382203,-0.0691556843862871,0.35988868955703,-2.52138759472805,0.513797165848358,1.18664527792191,1.32247085700563,-1.57797012851212,178261.456052535
"5",0.288089365274587,-0.053593108053009,0.419027343264176,0.678095533922801,0.434435010442572,-0.0266961667308553,-0.0318776584157592,5.43760821618527,0.220003442780984,0.799449932954163,0.187226500298097,0.678541684146481,-0.10080882427435,0.190444855391509,-2.88484059662051,0.351371245752949,1.26986812216217,0.859945346517112,-0.161217623344443,178262.060472487
"6",0.370466413694544,-0.0544577374946329,0.261156658595065,1.23404551976291,0.762631238448441,-0.0353717949894321,-0.0396911182184101,5.39796277028154,0.242503262558999,0.105427109531735,0.116951020112663,0.885422724755423,-0.0750092454123228,0.392831275835317,-2.28087142787012,0.529458651131214,1.19196502874131,1.37165251617414,-1.52599838369767,178262.066966712
"7",0.30091289482735,-0.0500491174658365,0.273226889852488,0.929134088335213,0.411824049723038,-0.0223669749152782,-0.025962318374534,5.3951932066645,0.234775384155824,-0.543507804973467,0.209113990250224,0.505641963908278,-0.0873888881090794,0.196564673307888,-2.2809141207488,0.306724072867385,1.29415177064154,0.876482670016285,-0.580302080756117,178259.94629972
"8",0.404631055210234,-0.0528748219726888,0.329818399433463,1.07590970773586,0.797949966553161,-0.0296722839541108,-0.0455405231886158,5.40806448338083,0.236752212585389,-0.111333937338003,0.211398014996818,1.03322063407119,-0.0875710980243376,0.265944360118909,-2.58143810703746,0.599458187633217,1.18305570573455,1.23994204939497,-1.22677504955028,178263.409113603
"9",0.373747055917372,-0.0533417388605293,0.352218144701143,0.842753354272996,0.624423138528146,-0.0266592766959325,-0.0273246643259776,5.40537618731167,0.245450421763993,0.310700194618236,0.138383453154492,0.375026123686825,-0.082098735573071,0.34585939396377,-2.64908832551489,0.276894579595939,1.1726389755042,0.928772797303619,-0.949147811986109,178263.986990767
"10",0.348067904079976,-0.0506862754635146,0.324706637845457,0.96049379002477,1.0124789817526,-0.0291965576966665,-0.0462061690110389,5.39578096712766,0.204103383008912,0.416499101007224,0.16200153207313,1.08929363245229,-0.0878550590248273,0.311743976285023,-2.66216248079736,0.424360702660456,1.26249315556217,1.33086519640716,-0.928648024221578,178262.514711685
"11",0.439484756639477,-0.061563326340527,0.299600789688129,0.930115028373027,0.934093124349413,-0.0272245096579385,-0.0318932631538888,5.44154481673843,0.276763111253596,0.218119146652287,0.200973742313247,0.788751590728947,-0.0756867251604709,0.298667805330665,-2.37548413621637,0.348924117395246,1.13876625809584,1.07940296108719,-1.86099509010886,178263.186136616
"12",0.412111173144653,-0.062210557441158,0.315275359666025,0.828503727314478,0.711827494948329,-0.0262889693496405,-0.0328483533860761,5.44613638133056,0.271387102811076,0.389056648073778,0.198553051965355,0.919431458767627,-0.0747072650517347,0.313360455461594,-2.42029363693498,0.365688332929574,1.13914198207571,1.01719433485923,-1.38491232988028,178263.795070605
"13",0.261854324228209,-0.0458208439982426,0.303655192005082,1.17320538029045,0.310086228326868,-0.0283059491441304,-0.0311123463981309,5.37919818653838,0.200889826171877,-0.60245909936953,0.179187361503925,0.575583292712579,-0.0975349154743541,0.318841812886598,-2.62435409425961,0.495943135661469,1.32881546147389,1.31968742569551,-0.660478640367699,178260.523222763
"14",0.387084548216558,-0.0616136975199094,0.385832477169935,0.765731757698513,0.874210272713956,-0.0270169819341367,-0.0356389629080727,5.44410697170431,0.246828686156771,0.738628501719376,0.179389678774087,0.915428051126883,-0.0808286350902201,0.330936477709184,-2.8229592980012,0.331291887002734,1.11999810479847,0.873406898017044,-1.16571067615046,178261.319165869
"15",0.282440890211574,-0.0615464483599652,0.315813059380432,1.01651740049759,0.774065312787917,-0.0296969523918387,-0.0384324216555019,5.43651479816354,0.237904378454275,0.0679196935054051,0.124131108138269,0.657171395829217,-0.0774464945322233,0.323519096347766,-2.45180360887413,0.367473269294631,1.28097652013342,0.885871518181732,-0.385936287193417,178264.235277074
"16",0.250708935903632,-0.0550463172089997,0.426877795123764,0.790441492845783,0.660861115024531,-0.0310890530135241,-0.0331855354538496,5.40557441505182,0.200688442994537,1.14632378698609,0.213498000598748,0.848721279610484,-0.0774750461951799,0.415626856476842,-3.080671814718,0.509641954044283,1.29207779069625,1.01376720396231,-1.8673650515843,178261.152792037
"17",0.276517829309421,-0.05861466524416,0.292511041503567,1.20858395460796,0.984092911084878,-0.0354533828144609,-0.0305597244151046,5.45976299242231,0.300671174510807,0.357443624656953,0.127064271033572,0.665963690185122,-0.0974381948098512,0.212207671317904,-2.20914874047622,0.321251574997894,1.22014948328419,1.00551043793528,-2.09990680287687,178255.836180451
"18",0.349909698432134,-0.0505753310338088,0.370390680188084,0.525105895287588,0.100428115085708,-0.0227042234226402,-0.0377150445834834,5.38239552820953,0.156410726739926,0.892574391284221,0.131004395078676,0.789700589890449,-0.0799001386071198,0.258938538815015,-2.94984964495518,0.535472690838667,1.24042386416612,1.22023517032416,0.638908407585897,178257.173260314
"19",0.340448291934232,-0.0503119159264377,0.378909502517098,0.511497417666524,-0.0914646473553332,-0.0224997222299867,-0.03284152982942,5.38880815307915,0.184176168135052,1.01773917625293,0.161506705991731,0.788125968289372,-0.0849305385522965,0.311120887067502,-3.04782590378235,0.536707711787921,1.23557605984386,1.27129459758713,0.514842990308116,178256.260251472
"20",0.294683780573771,-0.0549012960130401,0.288407862858584,1.12600862468231,1.24555393122866,-0.0257280994856153,-0.0323062625934754,5.43248139915703,0.218189712730858,-0.893896026356326,0.167715966740759,0.647785622712848,-0.092785983639031,0.298468125316707,-2.2772113076733,0.335316527566734,1.25138879485916,1.11404891174848,-2.92878729079051,178261.350931451
"21",0.310761547055156,-0.0596659180610602,0.357638368132987,1.22131398818494,1.10258969423375,-0.0301265473442586,-0.0348932109765789,5.43920794411744,0.213547818853969,-0.565478668247897,0.209322527267938,0.65682895782849,-0.0839990193339153,0.385972805450571,-2.68795924456373,0.406963283485328,1.2769334737656,1.01114420112922,-2.4416956755234,178260.971552858
"22",0.259488515598138,-0.052473010859141,0.440879583559097,0.988141050167092,0.455083542071569,-0.0213714960551458,-0.031090869840992,5.38248796620712,0.22915898934043,-1.02995442471873,0.155695338409442,0.720923400627974,-0.0733225480150133,0.243573583669209,-3.02108617432699,0.341174453990401,1.30067406408062,1.06940107322186,-0.453271482779265,178262.720106419
"23",0.400260814617411,-0.0582531064424047,0.288743053109084,0.895780378335708,0.616126035436606,-0.0360764581708182,-0.0371035735568966,5.45409444659139,0.225437975826005,1.74129804045226,0.147448399468474,0.688046567671878,-0.0980793973218895,0.272761734560593,-2.41528509324462,0.498655628032076,1.20557306984584,1.13410333570403,-1.00897730982993,178263.910580892
"24",0.216566918818031,-0.0614520460592145,0.292480480142241,1.11454964449814,0.569141824390834,-0.0329835293901329,-0.0344706083936009,5.43182832032486,0.2802428011289,0.271222641816642,0.232307039617014,0.677093115206688,-0.0737757691566446,0.270901671437971,-2.35430390198159,0.397146611817322,1.33249835028556,1.04562051066731,-0.639531909206744,178264.139931632
"25",0.317091655459255,-0.0533534105998273,0.274828441711547,0.875026999882987,0.706745877868325,-0.0260858612526759,-0.0225616027293072,5.41873479926444,0.202195166446741,0.246383249932703,0.137145672367621,0.839956385789636,-0.0922815608413888,0.315340756780334,-2.28908797862206,0.256039556508286,1.27459568662668,1.08815835226865,-2.12619503489548,178266.315103696
"26",0.288181383259766,-0.0522612119935964,0.301924021086661,0.732674283367047,0.518359270131384,-0.0290965830717467,-0.0317614579045024,5.39523687270916,0.217408477707714,1.16009689931324,0.14172601935745,0.626042897113203,-0.0803794207732354,0.435391832477285,-2.45466101543825,0.570324324211502,1.2374393326102,1.12917625292408,-1.5592554108071,178264.699879722
"27",0.429664497494047,-0.0514855731462412,0.416298226672378,0.975189743851036,0.635238010699606,-0.029228283770418,-0.037751748348982,5.40205369358507,0.234918674771844,0.0452987400239961,0.154825992091911,0.861151406307796,-0.0842458719423337,0.271668250192911,-3.10130105748592,0.352046402744914,1.11483983346001,1.13378257090367,-0.0978721425779602,178263.231936574
"28",0.382989901438358,-0.0490159757405565,0.38066178262743,1.05972340543299,0.61389886342151,-0.0262600287993579,-0.0319615809315138,5.37860807501792,0.277877385864443,-0.486502809334972,0.206163723278335,1.00249369525498,-0.0821541871109244,0.230564118500765,-2.90767317623376,0.286069383371235,1.18573060633641,1.13544595786498,-0.598065578498481,178264.49210608
"29",0.267658818674642,-0.0586146136962875,0.377324723285355,0.874404687404614,0.475720465195963,-0.0319503483199471,-0.0346475447756704,5.45473642465006,0.198090748175206,1.06656035853116,0.142303380550791,0.45328643193079,-0.0966602406627495,0.363981671789122,-2.64804393298113,0.558363307020511,1.30113820217485,1.04304025744086,-1.14676920053923,178263.326716189
