"","sexMedu","sexstudytime","sexDalc","sex0","schoolage","schoolMedu","schoolstudytime","schoolabsences","schoolG1","agefailures","agehigher","ageromantic","agegoout","ageDalc","ageabsences","age0","MeduFedu","Medureason","Medu0","Fedu0","reasonabsences","reason0","guardianage","guardianFedu","guardianfailures","guardianabsences","studytimereason","studytimefailures","studytimehigher","studytimeabsences","studytimeG1","studytime0","failuresMedu","failureshigher","failuresG1","failuresG3","failures0","higherMedu","higher0","romanticsex","romanticabsences","romanticG2","romantic0","goout0","Dalcgoout","Dalc0","absencesDalc","absences0","G1higher","G1Dalc","G1G2","G1G3","G10","G2Medu","G2reason","G20","G3Medu","G3absences","G3G2","G30","lp__"
"1",0.104422021196997,-0.239887268150796,0.412716184262099,-0.154366940846307,0.0215421606659822,-0.22415747736137,-0.219539602074665,-0.661605900390515,-0.0715832792179575,0.0926416502843525,-0.196878837178326,0.164496748939331,0.0105705110828936,0.0348444633314349,0.113180260296527,2.74439800366513,0.270659534341783,0.0663256378408245,0.977330022076049,0.366539178715432,0.0812572745129213,0.374097024256465,0.0340446200367941,-0.127073373764894,0.0540769585610204,0.270451104183797,0.124317354549011,-0.0823564480367838,1.05245312525507,-0.157456153790167,0.0592100179069339,0.791183511953584,-0.141372853208339,-0.384037604694653,-0.151957150380296,-0.511996780838031,-1.23863864969874,0.00645051882600991,1.5162084079389,-0.25456703561951,0.230423321635578,-0.0235817448270345,-3.33943012669416,0.817984194714926,0.0714084995489704,-0.319618252285717,0.0165925814613332,-0.441609012007239,0.315444381381316,-0.00934609216940958,0.0673120776934782,0.694801629297381,2.51473639003302,0.0222965324880369,-0.00109982857756511,1.43468091007489,-0.10247155327193,-0.406655575711834,0.273664895355279,-4.84303635939116,63421.2689905475
"2",0.0573952647230262,-0.172471190328253,0.360981885175203,-0.219433123882157,0.00880432341442483,-0.173205734097693,-0.0420807207432693,-0.745550169716392,-0.0784933845590237,0.0856488661300217,-0.112004309612067,0.110150615598828,0.0416588912330667,0.0800977032912732,0.133877928764254,2.65726048507075,0.288842024331792,0.0402762581779673,0.531352453847045,0.276276722981393,0.0929807867173368,0.383961746555826,0.0825097080357011,-0.106518555391852,0.0968646470331842,0.254325841266933,0.0565792937585194,-0.0873827596283751,0.901799588800585,-0.186343375224284,0.0353653702207752,0.800966271822774,-0.0804946012190952,-0.463977738697444,-0.170722260886054,-0.571975757091072,-1.24355709562869,0.341657371476331,0.856237681353572,-0.396452102878146,0.221466859189331,0.00540847789480632,-2.30990552486944,0.313228343122507,0.103669698353949,-0.666731767992248,0.00208043161929931,-0.813110737989318,0.279957141177354,-0.0374215071568533,0.0657022396452288,0.8488310637254,2.56301012391663,0.0308655224493148,0.0168963906155919,1.44094120798143,-0.177629575546282,-0.296350387332829,0.261515444533322,-6.09860508737961,63425.0076042245
"3",0.161362907407753,-0.127465942930449,0.339379052773228,-0.108687585102229,0.0385758212658922,-0.195771023427274,-0.134062795903224,-0.694638683243212,-0.089902127367258,0.0790325425387469,-0.265180859442616,0.19224660712816,0.0166759035086813,0.0277144641694398,0.128778875875786,2.80063706727319,0.253530061250253,0.0533090689881896,0.667817654344221,0.288411275052244,0.088961542036554,0.380002130153194,0.0155328119204845,-0.0705314672228848,0.177381942996799,0.259019273191978,0.0681480997679804,-0.114132669699263,0.747062163396528,-0.182401041777474,0.0360249302828709,0.749340714470377,-0.0747338481530858,-0.22348719950841,-0.170190293788165,-0.494118181456252,-1.18510390385582,0.205358059296351,2.36332785791281,-0.378361543942575,0.241152523810788,-0.0479884302796838,-3.67480059523352,0.745080738899259,0.075141238068008,-0.113830870052503,0.00618907867098893,-0.715379762239192,0.38647743232961,-0.00806252418155908,0.0684787745929404,0.763678614871788,2.56550237181626,0.032621436965628,0.0109692735395321,1.4511065495957,-0.24619955919395,-0.325469428623264,0.237762872758263,-5.55630734269023,63429.3031340452
"4",0.0530992188367505,-0.131202526600554,0.26579020302944,-0.167521126423645,0.0137581855699432,-0.231830377641235,-0.0937692007749647,-0.696022609749389,-0.0499903629900977,0.097008121675833,-0.380149476348131,0.234632338945445,0.0195390844755145,0.0153121532894213,0.128102733264444,2.72520524090885,0.265456716660232,0.0661618310761469,0.550518271282997,0.344250952220268,0.0941500346587071,0.331057633878681,0.0560687029451876,-0.103498785570814,0.177070431567487,0.194412398664477,0.033341138848487,-0.0871162074162698,0.785161240706063,-0.192203598676118,0.041488339238115,0.741753015605435,-0.11285812865103,-0.185576344623117,-0.146179581893708,-0.48383536741789,-1.5611669356256,0.388000952298786,3.94873725510348,-0.363228563082795,0.211935433141158,-0.0167678236047408,-4.3695452856223,0.692855694806635,0.0762743117132704,0.385780549574976,0.0142943418109576,-0.58438035996714,0.3646579777001,-0.0354587907053565,0.0665985188751991,0.772979106387823,2.51347678730005,0.0295110157567538,0.0169152502629579,1.45393175322271,-0.15570360686445,-0.302605684283116,0.244627354515237,-5.47783395880607,63423.1786043498
"5",0.125478713286893,-0.280289408051903,0.394614280812056,-0.0316628096780496,0.0483389743429078,-0.171474988104361,-0.169147119213382,-0.726297515053555,-0.110981298334463,0.0966684459268837,-0.159297497034866,0.0613233999569602,0.0382491486948085,0.0874048118305423,0.120001791173912,2.77470084309138,0.283593917927271,0.0288736558403968,0.490788790913371,0.177606897903451,0.0993582327921411,0.320339444515977,0.0264306180344536,-0.0594294149913975,0.00652264223988982,0.290079913984223,0.115549444085056,-0.107819631622385,1.15843862401609,-0.166589604629186,0.0386266281259397,0.854161502568166,-0.0497448318931395,-0.364617675874099,-0.178003717988413,-0.631715895947503,-1.18642083895239,0.186312521289067,0.154061582428801,-0.569597663900447,0.259269472139943,-0.0243963628836973,-1.75943351093733,0.357064598151195,0.0812136405039485,-1.17984709337059,0.0137033490232629,-0.681986973055834,0.339688061815383,-0.0150260053933749,0.0658969037790773,0.790642186005477,2.57506519392939,0.034848236755553,0.0121389985723578,1.4473946052248,-0.0670562672025697,-0.346171490070002,0.277706248384374,-5.28929368280503,63420.45122522
"6",0.133385099968613,-0.279162365472873,0.350503446906789,-0.134681179782003,0.00162588551946369,-0.200627920625932,-0.142755438967974,-0.7383750464018,-0.116336901953223,0.109021214353664,-0.181117686688992,0.133052670859762,0.0315517577803988,0.0589484459649458,0.139454744256129,2.76878758491485,0.275787327626301,0.045630131450219,0.543370875854512,0.210505649595441,0.0901092476004532,0.314391924285526,0.0214281225401388,-0.0521707446697712,0.110231492412387,0.281444597351555,0.0912338694929984,-0.133181619119367,1.12312745304787,-0.234881693449333,0.0277797974979451,0.820322117002231,-0.0964658598554811,-0.324019471732684,-0.167657076937521,-0.824696725741184,-1.55657416767595,0.395933464322061,0.460992895512176,-0.443960553899302,0.242487211472789,-0.0357948509738871,-2.64255613489244,0.450232644969281,0.0935893775787735,-0.56495462120599,0.0068423150170125,-0.828736875252491,0.390435386843807,-0.0182283356328304,0.0662484697001637,0.728401058363617,2.58157168778872,0.0178244991060714,0.0146956389382777,1.5022407987508,-0.0906274499722445,-0.359234772614515,0.195917452048645,-5.09280766601582,63420.6449473417
"7",0.0624970839458015,-0.22836329953661,0.394382250513454,-0.119919978970977,0.0537724527789076,-0.141426381921096,-0.163348592226441,-0.761078935145341,-0.0457530090335809,0.101802770198971,-0.282524790256962,0.159214818514805,0.0192521184453918,0.05143390206997,0.099469298684572,2.74196752772453,0.269923697295593,0.0349868511816084,0.699120932116143,0.303529723411453,0.101522248574339,0.365252350896996,0.0311253938314691,-0.100041770107261,0.0530011030783794,0.229828720749479,0.0533909768087802,-0.0821541003579691,0.850652762866608,-0.149256061157045,0.0395136271471846,0.774208681570942,-0.076596237298972,-0.235121417012175,-0.17020719269662,-0.392821831997506,-1.41963598354058,0.0495018118286898,2.83550459046679,-0.415895429344322,0.261312264118536,0.00135230194491132,-3.26004095576251,0.683869168805309,0.0872331223983263,-0.397291046849642,0.00745940527600607,-0.237952261107837,0.299909354701475,-0.0279488820022256,0.0642125731519406,0.861530227486632,2.55902814555714,0.0313669525619687,0.0187209817641182,1.43295921518859,-0.0972871989915183,-0.338117756726481,0.282037394540422,-6.24278261599765,63427.72288681
"8",0.133741492455753,-0.207354943975153,0.31626386350919,-0.126287251150934,-0.00824969451998529,-0.20205641940517,-0.185577882004507,-0.696312593013491,-0.123526093434383,0.106903530566735,-0.201326625561531,0.139238488156331,0.0148601598203133,0.00565039818697566,0.125425937834167,2.72422736829354,0.294036406464504,0.0498073757703589,0.39887039546668,0.196766225645034,0.0845325316759582,0.404691041152426,0.0480525564119479,-0.0938043655416555,0.0602416585454649,0.299314143839695,0.0550104406799768,-0.118953082104512,0.86039333842867,-0.215258404861273,0.0572677220359618,0.846720599824439,-0.0641487546648365,-0.393552017027276,-0.162347900718761,-0.530231950404108,-1.44734910116896,0.434780757915474,1.49277475259767,-0.47153210363061,0.270609337916905,-0.0136016006040151,-2.87068467008112,0.725617097532804,0.0850895203110995,0.309039855748754,0.0144534568702639,-0.685795533875184,0.354441443044154,-0.0208863388399452,0.0696725017828582,0.823762988827046,2.54283801824602,0.0335469171469237,0.0112296648393959,1.41400969731704,-0.228723842193791,-0.341559777030948,0.254148604525207,-5.96139843605906,63429.3812672841
"9",0.132049846078202,-0.209160305983416,0.332389077209009,-0.167032926950263,0.0727075142061075,-0.183611689311038,-0.11052266093455,-0.718964880667549,-0.0393706734889896,0.0919498639389833,-0.272364993368436,0.149878227913943,0.047749651310967,0.0721315807471672,0.127145434924272,2.72222306989892,0.23643283678858,0.0496307770733606,0.696427863280858,0.475319737075354,0.103025177595171,0.261877849573796,0.0397340858472743,-0.144787697621674,0.10801253927175,0.189796564918167,0.0931504311496955,-0.0797769411550895,1.0307523468465,-0.177404851687584,0.0253437530441581,0.797295214665149,-0.0747243649115303,-0.265804477256252,-0.175128433252676,-0.515453582567385,-1.35426209123074,0.16550814301214,2.54681879720393,-0.525269721911848,0.227654007081169,-0.0218853068205769,-3.13357960204702,0.161358968930096,0.0920676475871886,-0.671040442426035,0.010102512937504,-0.601015593741984,0.313319027127839,-0.0333015071413624,0.0625441335869917,0.794724490177273,2.58454959734391,0.0220900059007338,0.0169024936534078,1.51373579667962,-0.0608068905383273,-0.307364042156366,0.246062137949533,-5.57995612660856,63431.1427881669
"10",0.0994033321746073,-0.287639150710105,0.347945673241509,-0.20443719320266,0.026318876706788,-0.125799671298972,0.00917305882623674,-0.665303235362585,-0.0670484045942029,0.124793768211469,-0.198561509385279,0.0785762068440163,0.0434387281611277,0.0681042656066471,0.140774879089459,2.74463958766816,0.286141772299953,0.0409905838571515,0.650473576368802,0.30069817118306,0.11348923512321,0.417560679378435,0.0317305849268885,-0.129771792742821,0.114555557848327,0.249712796511067,0.0464124565937525,-0.0974090011957708,1.03545862736258,-0.199771125584266,0.0536971706032448,0.787575937539312,-0.111671215260391,-0.368990664552666,-0.158113984257921,-0.736589866795684,-1.8740468842627,0.242105884285681,2.32349513143007,-0.212054671748231,0.270835361489721,-0.0339613837919253,-2.01194801858614,0.348867963560477,0.0659412980172209,-0.682672857836,0.00632157115192482,-0.961913644290782,0.248300016246014,-0.0242214357150849,0.0667539048927031,0.814472068364472,2.529207862558,0.0263088862683172,0.0126709161193387,1.47281642570075,-0.129747330002364,-0.309040909946343,0.231810785626443,-5.45413998659572,63425.3582126958
