"","agem","agerace","agen","age0","wm","wrace","wn","w0","eage","ew","em","er","erace","egender","ehr","en","e0","mrace","m0","oage","ow","oe","om","or","orace","ogender","ohr","on","oy","rage","rw","rm","rrace","rgender","rhr","r0","race0","genderage","genderw","genderm","genderrace","genderhr","gendern","gender0","hrage","hrw","hrm","hrrace","hrn","hr0","nm","nrace","n0","yage","yw","ye","ym","yr","yrace","ygender","yhr","yn","y0","sigma_h_Sq","sigma_h","lp__"
"1",-0.0687400423139074,-0.00349847378291245,0.000421563262732681,1.48591967552731,-0.0116223658001126,0.00584152837930258,-0.00136660698953798,1.17552684393084,-0.0125867799413223,0.000992041601846637,-0.000150895914234049,0.000741373740212279,-0.000561409631346719,-0.102151917583536,0.030594846765263,0.00473241151858209,2.22794428056737,-0.0047297438703287,1.28661306411997,-0.00521471543485558,0.0223925972583303,0.0049745273619839,0.00199838432587447,-0.0163876844000954,-0.000102857789939234,0.0217043912041792,0.010511043339076,-0.000403816141086483,0.0385323818711518,-0.103732405576301,-0.00704112123148043,0.0218702128669267,-0.0111502199244769,-0.850907834515871,-0.0847011646197323,0.612191831933199,1.15700230960333,-0.148403664053607,0.0369439052761633,-0.0239641407677517,0.0218129394234416,0.228394223078052,-0.0039308771623204,2.85119858541518,-0.0136201292189329,0.0383653161816674,-0.0685425332504796,0.00121917394000519,-0.000191712622645249,-0.48680971693669,-0.00194349032832586,0.00398282604237383,3.5672661247844,0.243995978594753,-0.00745022944510779,0.189355109489496,-0.163034413206444,-0.837813867808081,0.015208378454331,0.996834762797883,0.333250559681202,-0.00458766235391758,-1.42699460838819,0.896863659990204,0.947028859111592,5354741.87702487
"2",-0.0681610232311928,-4.75293574445012e-05,0.000183665791578073,1.4913325233685,-0.0155231731578345,0.00902345401902814,-0.00051659467166855,1.19412110446309,-0.0137505074906717,0.00102782187981677,-0.000648451706922221,-0.00073933869426452,3.32074475279081e-05,-0.102403399119043,0.0326316493095147,0.00481348737744087,2.22811776098219,-0.00867347453675314,1.27144932677673,-0.00497093314633692,0.0220731757824723,0.0050937043177426,0.00291862658919423,-0.0155533969871205,-0.000535837507106676,0.0227123622319579,0.00916963629979783,-0.00104078814082344,0.0382829802496789,-0.10257611137461,-0.00745826513762908,0.0218583583117515,-0.0117879345747804,-0.852056440851834,-0.0832207750984377,0.612829940961238,1.15424295216089,-0.142509587258903,0.0190069009024041,-0.0262761147543689,0.00500150508464221,0.252221926678141,-0.00300877768324102,2.84249284476504,-0.0153382844567305,0.038269735667979,-0.0692765363182158,0.00191586887786948,0.000188417978097527,-0.509046656716356,-0.00105242277168799,0.00395953819571577,3.56757064755906,0.243037208337915,-0.00805924067583068,0.188684937531887,-0.165967588980923,-0.823361993999527,0.0206384845531663,1.0459413211392,0.303104111138126,-0.00331068725676915,-1.42656174151873,0.885217909289002,0.940860196463323,5354746.44498136
"3",-0.0694128137750652,-0.0037748893242004,-4.65555172222446e-05,1.48065385693884,-0.0143409719093128,0.00621289929052886,-0.000395250445982712,1.16954871372508,-0.0136651219107523,0.00250009187626894,-0.00430527215715137,-0.00320692816312766,0.000364055398233962,-0.112374691663425,0.0335039053564554,0.00447964462145525,2.22362027459565,-0.00612181302595867,1.32962360831703,-0.00416174355779196,0.0217882922617035,0.00563706963226651,0.00131932294617673,-0.0138982990110217,-0.00111883182905934,0.0229734040699639,0.00950376756737882,-0.000690228098482326,0.0466316541939443,-0.101576342525847,-0.00689490066509322,0.0212328270312997,-0.01480752641105,-0.851365045150927,-0.0874372349374955,0.638748175371845,1.16979909095339,-0.141621781375572,0.0300605931477889,-0.0269535007914795,0.0102766938787447,0.246031162457288,-0.00307524241765413,2.93490129901555,-0.00775348186832774,0.0399107038860981,-0.0690102986043381,-0.00626757146968093,-0.000605842480774834,-0.504368413769924,-0.00143620702707779,0.00405106468167685,3.56650304011915,0.247704787204747,0.00207907756459802,0.189322033085813,-0.144037735799013,-0.836188101815411,0.0255278037434714,1.0978510285221,0.303657289054595,0.000248785539193521,-1.48717880756676,0.899364013122474,0.948348044297279,5354744.50383384
"4",-0.0687262140410263,-0.00292825901754505,0.000620452073091732,1.47840040998207,-0.0158421297359781,0.00826677244650499,-0.0013040739223491,1.1858797294533,-0.0123346625140898,0.00170065990381198,-0.000215707586952908,-0.000162427480830069,-0.00101677041580653,-0.104244830872508,0.031717899444151,0.00426919160689294,2.22558256444205,-0.00598553143723299,1.28148987055423,-0.00435857505474896,0.0222234025158278,0.00544094885750041,0.00265852353247834,-0.015705432146094,-0.000245929290004909,0.0273517453929977,0.00994639163295499,-0.000937197574848981,0.0479740550500024,-0.103254622093506,-0.00920979122054305,0.0219852747694599,-0.0123433400571081,-0.859033669916167,-0.0803378637805476,0.615959404934361,1.13258192166152,-0.146670618338884,0.0245631902980922,-0.0280958747815879,0.0098645088627765,0.256831583456646,-0.0016881455702261,2.83511686066123,-0.0134544587504571,0.0428056771087313,-0.0704282558513936,-0.00211672071929361,-0.00108469964313231,-0.528003948680867,-0.00143796279518551,0.00470692751743792,3.57207288373249,0.250449773451836,-0.0165674678869888,0.188454452761369,-0.159190731414181,-0.845297560200098,0.0284313731562421,1.06465881749106,0.327149104708098,-0.000490150953599781,-1.48362657188605,0.893029715373885,0.945002494903524,5354750.68884435
"5",-0.0700026239898644,-0.00234822985927157,0.000203750376284015,1.48673641123598,-0.0152028623934562,0.00585648716766286,-0.00103283134926043,1.18164639666828,-0.0125654001657477,0.00179725161825017,-0.00371313598771606,-0.00229798659085145,0.00071633746124268,-0.11276478488887,0.0307562041633945,0.00468957511250048,2.22897583867985,-0.00814318437627451,1.31413170579798,-0.00511007972298257,0.0213360967109944,0.00515330470241747,0.00266303907386803,-0.0144267606257309,-0.00075909999223411,0.025014429466065,0.00860018552826273,-0.00100292058838393,0.0449363836401887,-0.106458251618804,-0.00733859997294868,0.022326662325996,-0.0136087336145663,-0.852165246640626,-0.0841416355924073,0.625363209282024,1.16399569277259,-0.145970087617617,0.0286705845393749,-0.0217862450578372,0.00945227294560735,0.252197057071629,-0.00541631241471181,2.92939675652528,-0.010637945248747,0.0385502699960504,-0.0713763911144973,-0.0033191742958487,-0.00060092564104646,-0.488292117191125,-0.00154974915175786,0.00409699315524648,3.56956258290801,0.235046257704774,-0.0133978390205261,0.185066799720548,-0.125584657256745,-0.836831210613285,0.0214130523524198,1.05980128411247,0.331319160756381,-0.000761357015346875,-1.46708954604307,0.891353301058448,0.944115088884002,5354747.79510345
"6",-0.0691619096415869,-0.00228214014436903,-2.05409283991e-05,1.48508144338743,-0.0159912985362717,0.00813043898093974,-0.00100321581268382,1.19523323076004,-0.0135993418794183,0.000473835759806938,1.9099846433488e-05,-0.0015834539913429,0.000393033518325918,-0.119045635267549,0.0332755728143069,0.00415767207142201,2.22713379075984,-0.00531371700618376,1.28201826451135,-0.00406010107646792,0.022573669093774,0.00512659009042341,0.00275370385681893,-0.0144661422226833,-0.000310322967306507,0.0288197889508826,0.0100045785816927,-0.000396258350451756,0.040672375977329,-0.101485675850174,-0.00743427210095757,0.0229583410699865,-0.0115248258680129,-0.864754224707855,-0.0887116856961249,0.622984318600511,1.10687957770822,-0.154553294123464,0.0241021387673293,-0.0296024420491646,0.0191262621627428,0.236653992855471,-0.00643242669233977,2.99398198331386,-0.0135486254978412,0.0444961728197856,-0.0675597330366918,-0.00531397867063623,-0.000208145995953607,-0.50678147344527,-0.00135330169570885,0.0047374540466556,3.57350790132214,0.252727593228826,-0.0107749588708325,0.187558318272605,-0.168624566500984,-0.835345137917372,0.0210680049121717,1.04046623205258,0.312455124935604,0.000426204110577934,-1.42879646321254,0.891263246130944,0.944067394909359,5354745.56631501
"7",-0.0698671670881719,-0.000146843564355162,-0.000269055890443503,1.49067234196628,-0.0153923195482698,0.00728459251118745,-0.00123442318247687,1.15914638038088,-0.0142472012802504,0.00235661318258868,-0.00168589747026126,0.0025032619893101,0.00246728778283784,-0.123014975469907,0.0276667202619349,0.00394292047591584,2.2263842067933,-0.00744645491134875,1.30562247259325,-0.00403601370428751,0.0230682931796133,0.00582706744664421,0.00204453791202931,-0.015577636601277,-0.00101739904629537,0.0260419856538434,0.00931479900723335,-0.000514875211739586,0.039965325520011,-0.102344754638493,-0.00644309467432702,0.0205571222983237,-0.0116608350037936,-0.866132069836528,-0.0892734252447038,0.587156064466156,1.11369396942907,-0.142277882563768,0.0289072987995026,-0.0187406161462366,0.0148181869963435,0.242683127683437,-0.00237600501158977,3.04858174471455,-0.0111793445802626,0.03687380150916,-0.0695901672861898,-0.00751215960378792,-0.000808133846401617,-0.449807711077491,-0.00133043201930841,0.00437776673393774,3.57410581601616,0.252749407027386,-0.00850260375929853,0.181815450222331,-0.17370870607082,-0.827782076943802,0.0155387399566013,1.07667632138124,0.316835937092981,-0.00063130862771132,-1.42522756445206,0.895774202747839,0.946453486838016,5354737.59857812
"8",-0.0719157889432617,-0.00249723257722096,-0.000325339792211281,1.49483674807758,-0.0138623127824043,0.00637177718150693,-0.000718815430499263,1.17389272618376,-0.0142969066399975,0.00161905044781697,-0.00206605031493394,0.00238103596806677,-0.00188350711632697,-0.101140750163747,0.0286340455550488,0.0037052951571329,2.22624281689469,-0.0061245111242582,1.31418075728831,-0.0039576667967657,0.0226480158908736,0.00508646932861321,0.00214356866798412,-0.0151093674147932,-0.000446880021217638,0.0216094130654182,0.00933615436443117,-0.000508789207677195,0.0451082549611145,-0.103092674777321,-0.00492416009181478,0.0238736483957061,-0.0144574057990425,-0.848126006093844,-0.0886107105687697,0.58905114411129,1.17752134566018,-0.141191329945714,0.0302723238429682,-0.020913307979511,0.00506319414467962,0.223502792585789,-0.00543114695616233,2.81299836347239,-0.0121694371958805,0.0430512278966859,-0.0688354094778983,0.001631778817041,0.0001671103899739,-0.450291721411352,-0.00181298652391752,0.00423335071620614,3.57737226026692,0.245899066963639,-0.00489524415931633,0.185334485781624,-0.146373851694983,-0.85284072929289,0.0213986256929388,1.10739690016935,0.332364330859444,0.000755944545079471,-1.45689034648488,0.893474120368371,0.945237599954832,5354742.96263264
"9",-0.0697496671766674,-0.00215817707032496,-0.000900549559346283,1.48222144541089,-0.0174463183284389,0.0109691009125983,-0.000969105122320231,1.17743878792592,-0.0137825381737775,0.00166828753157334,-0.000441890855309089,-0.00145786873934981,0.00113540506175378,-0.123048223137278,0.0332127566966097,0.00411768979428406,2.22543763398648,-0.00665597395120224,1.32143392739233,-0.00372075293497839,0.0218002626625888,0.00535296206844094,0.00203972710390295,-0.0145368506315655,-0.00169229549155624,0.0256622752338824,0.0106777891716258,-0.000834672269259381,0.0447168630964905,-0.100545715268735,-0.00727103779699588,0.0214522233146142,-0.011348659764988,-0.869440189288392,-0.0814708454246584,0.611673763908993,1.12364377946236,-0.145555824071923,0.0279324864094426,-0.0253811117514317,0.00788690973274716,0.258122139179733,-0.00569563721754515,3.06325283300808,-0.0104126501711917,0.0441269829215872,-0.071898171085814,0.00295888982385561,-0.000419398814748349,-0.53879397856321,-0.00210098421840763,0.00445218114112524,3.57769082839939,0.244480091963874,-0.0137104463499962,0.184855361103031,-0.144217249871965,-0.815744850717651,0.0206155316223385,1.10124782606061,0.325033648649411,0.00179140003045577,-1.45660193695637,0.89299984204744,0.94498668882024,5354744.39590236
"10",-0.0685797469080241,-0.00102616387995399,-0.000177433300135427,1.49018336217156,-0.0175499773983818,0.0096915781732668,-0.000458632719955172,1.17498891211559,-0.0147143039800225,0.00217420838086358,-0.000862601812537466,-0.000932905390184504,0.000483501408409279,-0.12663980954613,0.0299684795609034,0.0038014501707302,2.22534727885587,-0.00471737977804859,1.28147357450787,-0.00388201815395702,0.0220573075548661,0.00586666960375005,0.00182049749395944,-0.0149121963376631,-0.00195864847015729,0.0295177464748945,0.01055236505733,-0.000964560581366774,0.0447626626290682,-0.102334687898087,-0.00812073064217353,0.0261854333266173,-0.0125017259545874,-0.863641180973128,-0.0822698480622981,0.613511076652451,1.13661611938223,-0.142933771622295,0.0261855377927239,-0.0170295943021021,0.00967808672002516,0.261475434043422,-0.00587628368988997,3.06504020142621,-0.0106330105023689,0.0441486757364998,-0.0726226023969276,0.00345534311314472,-0.000146861799583048,-0.503147344631469,-0.00137726724873089,0.00424741193432286,3.57768496807937,0.25339366493101,-0.0118605130783473,0.184823424167825,-0.145013399299184,-0.813497553300152,0.0205989138374017,1.09528545863892,0.320736403294158,0.00193108344645062,-1.45757715251996,0.896490269198659,0.946831700567032,5354743.66459434
