"","agem","agerace","age0","wm","wrace","wn","w0","eage","ew","em","eo","er","erace","egender","ehr","en","e0","mrace","m0","oage","ow","om","or","orace","ogender","ohr","on","o0","rage","rw","rm","rrace","rgender","rhr","r0","race0","genderage","genderw","genderm","genderrace","gendern","gender0","hrage","hrw","hrm","hrrace","hrgender","hrn","hr0","nage","nm","nrace","n0","yage","yw","ye","ym","yo","yr","yrace","ygender","yhr","yn","sigma_h_Sq","sigma_h","lp__"
"1",-0.0805609640083844,0.0105858075374402,-0.402732219041818,-0.0461750460926651,0.0124103610532894,-0.00094855463851421,-0.443734765430585,0.0519809747059944,0.107459740284494,-0.0049662031156847,0.0360996619532117,0.154565135748959,0.0122430475803999,0.0773723798876952,0.082806176822758,0.00440726470273433,2.2618677804585,-0.00302136222266842,1.82690737996616,0.00420645035534157,0.0379595206002925,0.00332249662413021,0.0100551528113431,0.000149940950823481,0.071164497629333,0.030294461242531,-0.00101756406354161,1.54966510262197,-0.0538945626048645,0.086544321975067,-0.0421069091219566,-0.00552651780523922,-1.09860994002927,-0.18795664437642,-1.32778903321505,0.852442914234053,0.101490918753792,0.441430334830416,-0.145149769970807,0.0540386232578162,-0.00211085179811519,0.971535313345424,-0.0171410023870967,0.0126452591729427,-0.0968626337753336,0.00256214511430845,-1.21634842235675,-0.000542202131074137,-0.57203330851276,0.0261620902393451,-0.00570569565247387,0.00658407936530062,3.57080931721974,-0.0423686509282703,-0.293321857836001,0.186487179410269,-0.243219394557667,-0.147129572266073,-0.421802791752602,-0.119249970716255,1.73187675149667,-0.825783987634311,-0.00164215923548891,1.74428693627892,1.32071455518553,5626472.21671551
"2",-0.0808271255498408,0.0094472094729292,-0.402889812929927,-0.0461470738870096,0.0130197443981414,-0.000954931963845132,-0.440723215202247,0.0517292951944611,0.10757901085775,-0.00491051900290884,0.0363219463941711,0.154319887254325,0.012261741005028,0.0761961153026339,0.0830079173043415,0.00458756172178544,2.26154782720222,-0.00162296440666865,1.82655058057009,0.00420281211162683,0.0381447794160416,0.00321264969786699,0.0100340812381038,-7.52717459027687e-05,0.0700474503045097,0.0299551199597129,-0.000877109255793564,1.55002474211998,-0.0524551390423787,0.0873163915068365,-0.0418944754203064,-0.00780346349960632,-1.09852998656352,-0.189743210126347,-1.32740537821494,0.852509733105958,0.117092719165287,0.432823713907926,-0.145832959608195,0.0579114218781832,-0.00208489014447318,0.971453661364567,-0.0160429388635776,0.0128878271043843,-0.0963934915500974,0.00220395648280818,-1.21649661162323,-0.000380525443138388,-0.571812663978707,0.0258762661630397,-0.00559032505679606,0.00651092824587863,3.57046578652416,-0.0426237804051606,-0.293444560959992,0.187850880256684,-0.241407535268706,-0.146983199534484,-0.42177398618516,-0.119076731396747,1.73186060686869,-0.825658934917887,-0.00303309964040577,1.72880525839065,1.31484039274379,5626589.78528776
"3",-0.0846569820794443,0.00796712270524186,-0.40171000554414,-0.044562635760011,0.00952694283574002,-0.00124768050175819,-0.408480965927,0.0511538235600228,0.105814691715784,-0.00477037039888959,0.0367621043154883,0.155123362022983,0.0133136804254198,0.0793389499446555,0.0841633765912293,0.00455591768621237,2.26388151402836,-0.00344250818019276,1.82574108381527,0.00475239329872374,0.0379590738449944,0.00279538452980422,0.00940441651043135,0.000428505825954663,0.0660833652965316,0.0281327250649626,-0.000666993229793332,1.54307723812893,-0.0523895250958227,0.081444852595664,-0.0361220583227944,-0.00894984279028858,-1.09861995579706,-0.187184294978982,-1.32696097647326,0.852071426082517,0.108593593798255,0.430591542134429,-0.13956308373546,0.043018225112908,-0.00435260806910747,0.97161360945556,-0.013496616196568,0.0132975822719766,-0.0953061739380482,0.00244698955736768,-1.21358270629527,0.00100425031344222,-0.571385678226835,0.0259101974390452,-0.00586674947847079,0.0071315983466903,3.56828317646801,-0.0415125649124584,-0.293542716151732,0.187421385721221,-0.217766111297041,-0.146097408675662,-0.423890510079816,-0.118870992546352,1.73226674855722,-0.824857138508522,0.00108490281553946,1.65055688664334,1.28474000741136,5627445.30412933
"4",-0.0842590457124858,0.00940427169191385,-0.400411716946815,-0.044891354679815,0.0140761590554945,-0.00162794826577408,-0.396520794654992,0.0514431267498387,0.105768133872146,-0.00521424508592695,0.0375313750778077,0.155167128633354,0.0117554194728034,0.0790482113311786,0.0839593104123966,0.00462436999475384,2.26371491703621,-0.00173506662246206,1.82611350895594,0.00465633676661359,0.0371585987663838,0.00280065599603398,0.00923232070051026,0.000128238235350787,0.068061974192217,0.0275746628250041,-0.000649337681270082,1.53501097751617,-0.0553394453864361,0.0828115369367877,-0.0333592595208178,-0.00974841285279459,-1.09882844888314,-0.189217767426167,-1.3259695407901,0.852347043427505,0.0964266596860045,0.417511609951302,-0.135720251300854,0.0465656243216888,-0.00440370130905467,0.971999233694568,-0.0152393399029261,0.0137971394886833,-0.0947503392143745,0.00265331377291787,-1.21269446871892,0.000985251613246232,-0.57165912955894,0.0262191794742149,-0.00608076682402385,0.0068883086859051,3.5704900089777,-0.041264685469647,-0.293063895454341,0.183665688710744,-0.207351400149431,-0.145921921746835,-0.423679557180453,-0.118484464327434,1.73203327461819,-0.824691156230482,-0.00139023549123665,1.62809976434436,1.27597012674449,5627735.2683246
"5",-0.0842372581870013,0.00967716031179783,-0.400712139197251,-0.0447917419884108,0.0147530190345485,-0.00173274321380399,-0.391745035050874,0.0514122584533311,0.105285158201277,-0.00518359349519007,0.0379244832958126,0.155320199535362,0.0112510270965545,0.0800398889272553,0.0842050265632176,0.00472218329778362,2.26340790325316,-0.00584074421847413,1.82595492416574,0.004272800411665,0.0375604042573384,0.00303949575371399,0.0091806975876615,0.000400245017286136,0.0698868945178756,0.0274061549386197,-0.000500913116311594,1.53463347100382,-0.0529255817951052,0.0817747126452674,-0.0328586383327824,-0.00859524231194532,-1.09875736744922,-0.189446681247381,-1.32597480846558,0.852208138926555,0.11579013650378,0.416565383745872,-0.138233787615283,0.0501879786335126,-0.00443756739735133,0.972121216857189,-0.0166222044111817,0.013906428807932,-0.0943331726913117,0.00285766642594266,-1.21228970731744,0.001301948715219,-0.571779528434981,0.0258880166898429,-0.00605778643189704,0.00698738048503889,3.57016974769941,-0.0414404005924138,-0.2932167880115,0.185429810149971,-0.20383719390214,-0.145956992652538,-0.423828231267095,-0.118372957042447,1.73200983674248,-0.824288358377676,-0.00208706092089587,1.61885985921999,1.27234423770456,5627831.52418127
"6",-0.0741843055256631,0.00397952756773531,-0.112334064372591,-0.0419794412857765,0.012893480380848,-0.000911706578578491,2.03021997582155,0.0303380150316914,-0.0472190451536737,-0.0191738593513625,0.0206510901343044,0.115684360849997,0.00526299271293794,0.0726096284879468,0.0700680922040569,0.00491427611056722,2.26440458334808,0.00129707237499881,1.75335873918287,0.00346910607910638,0.0118961403871209,0.000738230356440215,0.0016602631341348,-0.000568431696850161,0.0655081301196976,0.0253419543971772,-0.0010743446822271,1.64358339836234,-0.0436303703072755,-0.0698885485744171,0.0354035247311881,0.00148277434398615,-1.07848175628537,-0.157234894748081,-0.759696185858685,0.863591167126975,0.0682392924593131,-0.216334630727834,-0.00356838223062436,0.0450727119493676,-0.00241251889067967,1.00378964590491,-0.0306513998796479,0.116923682790271,-0.0635079484389164,-0.00949678504405955,-0.288923408966424,0.000875904806180603,-0.569480350636689,0.0228171905026873,-0.0066691416337215,0.00732463981943469,3.56645989664745,0.228238031196137,-0.0843120609101062,0.184692931152573,-0.107234249204782,0.122238028775574,-0.770188191237132,0.0620149795191797,1.73200788954782,-0.355527286114606,-0.000890973533543388,0.704972511997969,0.839626412160771,5649316.5187941
"7",-0.0786347079802329,0.00472794573682568,-0.111100530008648,-0.0422074099684517,0.016843776105347,-0.000949100909737401,2.01105537517702,0.0304013430382885,-0.0465704511496914,-0.0183052148558045,0.0213796693475263,0.115796834302863,0.00475077504271474,0.0760599070015649,0.0714174468796934,0.00475347755085027,2.26424786940517,0.00439352525245331,1.7526038605113,0.00397811249963191,0.0119413120439731,0.000823820383066953,0.000934455843446661,-0.000711364641948391,0.0606700331974639,0.022546792582099,-0.000636065571915109,1.63527335095522,-0.0451474504468831,-0.0660998827963457,0.0306554924083016,-0.00364352825066935,-1.07890739943117,-0.153480493003742,-0.759045061736867,0.864356844354849,0.0589779254724527,-0.204968681939508,-0.0149720214153771,0.0424070459352189,-0.00307984475783381,1.00350552192035,-0.0315992045680875,0.115553240280811,-0.0629869863061187,-0.00874836639210482,-0.28877694624325,0.000499073659195591,-0.570255447923342,0.0229609685424345,-0.00614319033885862,0.00697775961060599,3.56606564873283,0.22757890724414,-0.0853319820952338,0.187001605116055,-0.1108175143145,0.12219598346346,-0.771876880975316,0.0617721512173032,1.73120068165201,-0.355895682939735,-0.00179661253216726,0.733742422971147,0.856587662163743,5649885.48093726
"8",-0.0796466259981848,0.00454487281500162,-0.109894793900862,-0.0419969576974473,0.0159663686727963,-0.000806985476998319,2.00079973927262,0.0305759222689273,-0.0463592764728001,-0.0178604065277035,0.0224821712803584,0.116082049847968,0.00561670939571355,0.0744016289608932,0.0727866337053061,0.0047813377214127,2.2642420750155,-0.000531483310351677,1.75288006463164,0.00345395640438764,0.0119015384219654,0.00151444515088287,0.00070511975968136,-0.000779963350861645,0.0669790382681272,0.0207870290195276,-0.000821043780861594,1.62307762592803,-0.0457376796681269,-0.0655559792521105,0.0291252520920111,-0.00112146507828621,-1.07822866370419,-0.155560167425914,-0.758674482849424,0.86393056993392,0.0601962309347582,-0.192693762879645,-0.00741498811875416,0.0420199606866001,-0.00302891915624387,1.00364160967068,-0.0345611247907286,0.114469418680599,-0.0626251642753177,-0.0099874375985041,-0.289080412079508,-0.000131087469520483,-0.570327373260824,0.0230081272587353,-0.00645441865038489,0.00716390775337499,3.56643602366805,0.227065377663296,-0.0846281948554462,0.186634323724371,-0.10717001268778,0.121795997061995,-0.771881372703411,0.0609703121482344,1.73076966376991,-0.354791076113501,-0.000439091763193932,0.752887317716805,0.867690796146188,5650201.70677004
"9",-0.0807910226331259,0.004418752408489,-0.109714634579305,-0.0414921131772054,0.0156517099538013,-2.16755834256235e-05,1.97230280109016,0.0298493946621601,-0.0448939476401504,-0.0152063659058329,0.0220746686569084,0.115855341945614,0.00452971083149677,0.0752460636155132,0.0748860518370872,0.00476700344423345,2.26465388225837,-4.00374115881423e-05,1.75301048605182,0.00358224868626969,0.0128100883090903,0.000786408501964594,0.0009710846441734,-0.00122413951834011,0.0658211897198458,0.0186441544662887,-0.000805261571889744,1.62702435247234,-0.0478636700066339,-0.0648026326345625,0.0237062317521857,-0.00274814554964804,-1.07797636952052,-0.163003350766863,-0.755396284852706,0.863992139947757,0.0665599087006281,-0.188845147701303,-0.0285892870471555,0.037825203215911,-0.0059571129075088,1.00307555502368,-0.0308583358536017,0.111799867789359,-0.0617775878465997,-0.00962682020554211,-0.287573982220357,-0.000230817469403648,-0.570046098129184,0.0230782721589587,-0.00613023852432812,0.00765398838200898,3.56665002784637,0.226219910752737,-0.08343733704042,0.18570272807095,-0.117716302851227,0.121167175633806,-0.771952173775016,0.059100942076199,1.73148601302027,-0.353241809180729,-0.00422309407546941,0.798137276150393,0.893385289866804,5650870.96829449
"10",-0.0776483437784961,0.00240326250243896,-0.109060565933343,-0.0418008514370754,0.0131722746481861,-0.000242315965457496,1.95744667105155,0.0297661153122204,-0.0441289113890299,-0.0149933727432699,0.0227102152602745,0.116126925402104,0.00613212049269954,0.0772876811480449,0.0750598456661545,0.00473122448910721,2.26341023022726,0.00103653205170838,1.75260062054239,0.00338138563454687,0.0127842794005904,0.00108833630283628,0.00134697166242697,-0.000919507056482164,0.0633525401960453,0.017517370249446,-0.000950476214232579,1.62332326158501,-0.0445092426034487,-0.0625936524044334,0.0216536751598671,-0.00273680888782585,-1.07805852072703,-0.160884413827336,-0.755512915083584,0.863657888750212,0.0635575664536493,-0.185544853812847,-0.0304843865736573,0.0322806688021006,-0.00620663229349921,1.00299850398775,-0.0260024354963233,0.110062054054794,-0.0617901215713975,-0.00814990107234691,-0.286950805327033,-0.000993856844941905,-0.570265025398627,0.0230194569454129,-0.006240258828437,0.00764432231123948,3.56702941862609,0.226307184574503,-0.0835058775543613,0.184649147412479,-0.132126368422696,0.121035955009493,-0.77210885693849,0.0591790971719737,1.73142108714488,-0.352084474869088,0.00246057328816173,0.817173631123263,0.903976565583015,5651113.07778654
