"","agem","agerace","agen","age0","wm","wn","w0","eage","ew","em","eo","er","erace","egender","ehr","en","e0","m0","oage","ow","om","or","orace","ogender","ohr","on","o0","rage","rw","rm","rrace","rgender","rhr","r0","racew","racem","racen","race0","genderage","genderw","genderm","genderrace","gendern","gender0","hrage","hrw","hrm","hrrace","hrgender","hrn","hr0","nm","n0","yage","yw","ye","ym","yo","yr","yrace","ygender","yhr","yn","sigma_h_Sq","sigma_h","lp__"
"1",-0.0590125238830583,0.0383072020953946,-0.000280001222475216,0.125600221724881,0.00370098045786451,-0.00225328045732145,-0.331598807666161,0.07011989158538,0.0405663629296978,0.000585118145292691,0.0237349201138542,-0.0652661771678126,0.0422669188678528,0.0182241147041735,0.143984942686728,0.00413423489787691,2.25973672648762,0.913120295325721,0.0100035404822417,0.0278362134785822,0.00265847820404337,-0.0248898570796222,0.00667617757829604,0.0390754450941123,0.0303638704420688,-0.000488703067277061,1.62630248719347,-0.00803782136656539,0.0586336516265184,0.0374417946290297,0.0445484483176827,-1.00961289563028,-0.0972920208969594,1.26710243425448,0.21529034548084,0.01373457200603,0.0367147685806295,0.488365902695962,0.221330351125715,0.278805154363319,0.0234753568173411,0.206230676458485,-0.00992203968781919,1.96257814538579,-0.0646962704971047,0.0147054998989197,-0.0883695704217934,-0.00711695442805294,1.22546694395367,-0.000278055595443943,-1.54817715075521,0.00237825373053105,3.44993551889918,0.163107236383462,-0.0688207981826859,0.193012134095426,-0.143402945246147,0.0626656256598713,-0.434647714190433,-0.0587048254797244,1.72396074879433,-0.082321079234291,-0.00740719579084455,1.00559409908874,1.00279314870453,5648332.042166
"2",-0.0590056538214083,0.0382823326286942,-0.000586902500631432,0.146344706265616,0.00363713153493621,-0.00205730560118353,-0.326727341578368,0.0700025526649092,0.040145496234992,0.000932960719565896,0.0234794405212292,-0.0649802775236785,0.0421564060170382,0.0181170644137809,0.144289645779082,0.00442650725589444,2.2580083122109,0.914253631099758,0.0100571674624094,0.0276593921842625,0.00238720081535197,-0.0246113172305562,0.0066331748007128,0.0373642471808809,0.030803494058051,-0.000705560855596867,1.62933002519976,-0.0113135616579844,0.0581477285082272,0.0358793018570764,0.0451322835684602,-1.0038699804529,-0.101515595731141,1.26838099242013,0.215382603045294,0.0141208465879363,0.0364123901283959,0.496077232857328,0.212190209876891,0.278923020559825,0.0204201586016874,0.198261488403254,-0.0092680497262485,1.96282180332631,-0.0644559708934578,0.0141837699413208,-0.0875286920145062,-0.00933629071605446,1.21759932577013,-0.00018027476761756,-1.5483698097499,0.00223334700168615,3.44779737560155,0.155779748606489,-0.0765372120100921,0.194801219694725,-0.145902837422188,0.0617286593898756,-0.438378123555284,-0.0574409869346026,1.72391802572946,-0.0818695783753613,-0.00623388954939169,1.00658196937852,1.00328558714781,5648591.22613158
"3",-0.0577145694748406,0.0385010053536138,-0.000534682903182821,0.15816788698998,0.00328209023980971,-0.00192311955264981,-0.322232620482188,0.0688111831942728,0.0400834243596254,0.000940614752978104,0.024056945089288,-0.0647538543901383,0.0420829503506391,0.0176806993517128,0.144526486605535,0.00432157109211679,2.25803489163541,0.914907623002288,0.00989359814851766,0.0274569295735682,0.00232664395214342,-0.0245213753961006,0.00642797540444551,0.037064328575176,0.0281164707620651,-0.000732690173521948,1.62622117099388,-0.0120923897122099,0.0580036138160786,0.0361270189469408,0.0434999942755182,-0.999884164679752,-0.0962816801299029,1.26746774005621,0.214959476840876,0.0140921147320736,0.0367949098007101,0.502202057879231,0.212221748467641,0.278132842137021,0.0190253805468634,0.194087443695448,-0.00939572778252218,1.96270047341698,-0.0645702325385364,0.0145526703842552,-0.0874935408562714,-0.00987051698582008,1.21418819923215,-0.000925703116356741,-1.5482293822588,0.00251509257431142,3.44657123787124,0.147238262995543,-0.0722404326433278,0.193781874493794,-0.147702861480402,0.0612757262648821,-0.441695308158785,-0.0622329654177661,1.72388408459813,-0.0824799475286135,-0.00441906948983097,1.00525590169708,1.00262450683049,5648763.06020317
"4",-0.0607659978452987,0.0373442064002188,0.000111875664959232,0.215248036853734,0.00263173285289128,-0.00254792579125439,-0.301718766140831,0.0662704077901121,0.0394986728196503,0.0014302376780577,0.0242029553286763,-0.0647156242207928,0.0414759074038943,0.0160714239319951,0.144196575206071,0.00416541576559784,2.26108253014372,0.915474172538885,0.0090433576842347,0.0273510612008418,0.00211646465428593,-0.0244010851683821,0.00635692516471143,0.0374286559889075,0.0311952606495714,-0.000638477061866021,1.6186371904348,-0.0163705761409162,0.0558854302003298,0.0366830126895927,0.0389243056399618,-0.984123632403651,-0.102881635906627,1.26654514603066,0.212737596610315,0.0124143539460662,0.0366510572360119,0.521762251181373,0.186040987499819,0.274504499189,0.0227125516648549,0.186942064707177,-0.00805850135082226,1.96285370397436,-0.0638887896840603,0.0147270682727556,-0.0869886683856311,-0.00827971074657633,1.19741251116226,-0.000719951311004952,-1.54849130470822,0.00264976130784488,3.44634468256251,0.153406335408619,-0.0673839197908339,0.19580825398384,-0.144558930666416,0.0711260666585638,-0.446770691445268,-0.050905784654409,1.72378239854674,-0.0817174221232781,-0.0052939079170099,0.998830290321275,0.999414974032946,5649484.04239392
"5",-0.0603924876948066,0.0366592110730885,-0.00109042963291566,0.246063518755757,0.00266466119109213,-0.00264224029443305,-0.288744996678602,0.0637278688611217,0.0387512786502779,0.00154535941002343,0.0253496647747976,-0.0646615645167882,0.0408435271279252,0.0140799315032519,0.143691249600805,0.00451638880391813,2.26227877212159,0.916075513883293,0.0089438751718708,0.0270964936540072,0.00232237581466546,-0.0242550310552749,0.00592189178317421,0.0358290670655142,0.0287202237428415,-0.000482695977637511,1.61119353319673,-0.0207488534776927,0.0554037116009664,0.0361015974976222,0.0401443892774603,-0.976265579854333,-0.0968454685855506,1.26247166137611,0.212309625351471,0.0121802020887362,0.0356088545015051,0.532095059498544,0.193694987952309,0.272215583498464,0.0217027296492113,0.189682677512902,-0.00725890893538598,1.96339767958366,-0.0638809591989577,0.0157771241985525,-0.087389377741796,-0.012788372613776,1.18494012968281,-0.000494424491890191,-1.54815170176611,0.00256211798108621,3.44945741194862,0.156402882135455,-0.0681200138496467,0.194695637820731,-0.15134667653264,0.0712146903452212,-0.451474589969266,-0.0534954033854604,1.72341476269779,-0.0815712054758737,-0.00520899553148224,0.998731480506845,0.999365538983032,5649895.04076139
"6",-0.0588471418854924,0.03597691891307,-0.000722368177560076,0.262356457735574,0.00268172771132628,-0.00178771666846748,-0.282112801991248,0.0621627382521578,0.0386819237219276,0.00125210418658357,0.0246278603221562,-0.0644131183620805,0.0409839663813052,0.013860926299263,0.144887434577949,0.0042339424306772,2.26243837310709,0.916046958993415,0.00871850481573476,0.026973362500351,0.0023816006572411,-0.0241799490994196,0.00580075145799549,0.0346896700404404,0.0299529057743865,-0.000632254350182036,1.61679217918334,-0.0211716234294578,0.055489634230723,0.0352718737659622,0.0395782366518076,-0.970938642100478,-0.102745537137668,1.26281448263113,0.211691250518409,0.0126978946793806,0.0368991929142626,0.537877135191115,0.192696566152053,0.270914277820531,0.0270473235981795,0.186255738036288,-0.00792708249992674,1.96311512334072,-0.0637064703139206,0.0155103366008325,-0.0874605673507497,-0.0120274011252448,1.18209720631656,0.000238936672368036,-1.54794717302533,0.00243339296654382,3.4452029338773,0.159345003784945,-0.0683911951859846,0.193533956581759,-0.15223103220126,0.0702857171550372,-0.453274138112374,-0.0533877427204239,1.72362704545459,-0.0810341361572155,-0.00481446311909117,1.00206650027273,1.00103271688428,5650095.42661061
"7",-0.0604357314166857,0.0356456694400406,-0.000757414022177859,0.277825386345709,0.00239979146502557,-0.00251389172546792,-0.274775414800118,0.061531517366115,0.0383296053587332,0.00163186639687682,0.0251831217179068,-0.0640585817426079,0.039590547254106,0.0141380514131997,0.143316110383812,0.00448458161767934,2.26357286214099,0.916964989798101,0.00891166681824838,0.0268485316163323,0.0024797957457749,-0.0243026421894133,0.00600780749430812,0.0326183174966089,0.0300278870520526,-0.000656252115198369,1.61090637043473,-0.0226423078472991,0.0552536562304749,0.0361105585349381,0.0397085625047486,-0.966973469366056,-0.0960569316489242,1.26269571966285,0.210648692626971,0.0129607258975978,0.03546340241419,0.545775094523493,0.185254659610578,0.270666914841041,0.0234871303757975,0.194275734376016,-0.00862020590064319,1.96307439741467,-0.064228857599316,0.0152728460541777,-0.0875681342198612,-0.0141461520641263,1.17802526656022,0.000593023529665764,-1.54796810435776,0.00240466127600755,3.45136934462637,0.162892082078849,-0.071456191510239,0.188381367757074,-0.149389311734025,0.0689339445048287,-0.456712547421031,-0.0513040859660285,1.72356698591402,-0.0804430633107158,-0.00340751155731621,1.00668256440079,1.0033357186908,5650297.12359699
"8",-0.062143277983779,0.0354805567435891,0.000346482143900207,0.320867047793445,0.00305710200225022,-0.00216678435921226,-0.25564380472182,0.0583769039307232,0.0378190512671337,0.00208789326083654,0.0238518561027208,-0.0642194311968922,0.0390821022376544,0.0130444552274274,0.144745138381308,0.00397095741768279,2.26110619054001,0.917788260263196,0.00904717312127033,0.0268281622727897,0.0023643813877728,-0.0240428507149057,0.0054995253843393,0.0297714841529553,0.0288646926968558,-0.00080232810126798,1.62380925091136,-0.022462988530644,0.0553663719749711,0.0344349714141546,0.0379690178803108,-0.957820460420287,-0.102283567497508,1.2606488004409,0.208381064065102,0.0117453944898862,0.0347331005203073,0.561263844126153,0.167576259336289,0.270124968673063,0.00726009778143418,0.178575719072214,-0.00935828292455018,1.96299956216654,-0.0633524358634541,0.0147721703884352,-0.0867804108583728,-0.0141936231154361,1.16370866082769,0.000172443124380535,-1.54783409183498,0.00287598622294533,3.4556581040441,0.168467967628801,-0.072015620903622,0.189310687510391,-0.15389547602842,0.063869422475147,-0.462638456641672,-0.0387255508436379,1.72403583316022,-0.0792154199634957,-0.00656084299220832,1.00265605475915,1.00132714672037,5650820.81218035
"9",-0.0597675222543882,0.0333127556660404,-6.01207442393562e-05,0.473837371163321,0.00178336616623124,-0.00172249235794148,-0.185937393320593,0.0482671540452788,0.0340106920865373,0.00231729800174874,0.0248938310101829,-0.0634883025820829,0.0362001502316138,0.00800709254971492,0.142138734975756,0.00408909491416925,2.26184756389275,0.920212544016444,0.00768476943751031,0.0262730365838111,0.00262564750054603,-0.0232142791147429,0.00584303837065475,0.027724552341968,0.0339266752074765,-0.000493558668927841,1.61235956551921,-0.0333878754555261,0.0545945275882481,0.0356935601663486,0.0314322953305016,-0.925121641776826,-0.100745974547062,1.25777258954727,0.2022786610985,0.00769966393123758,0.0372848552511721,0.624840011258303,0.134927598035867,0.263151449687417,0.019920329260596,0.153326299597813,-0.00831313435296692,1.96213896292716,-0.059632257701125,0.0160648774023221,-0.0844633345735887,-0.00768952957008082,1.10529896122628,-0.00124965526752302,-1.54728007977097,0.00270661227337981,3.44332140152829,0.17736185743759,-0.0569988220894243,0.190299465452794,-0.150259529524587,0.0656207697176871,-0.481180149529466,-0.0376011447321659,1.7241820705898,-0.0746359165663054,-0.00269513510317507,0.998325964923248,0.999162631868931,5652669.83319471
"10",-0.0591015757329965,0.0333655200858187,-0.000406645884915408,0.47691609075518,0.00177343729715125,-0.0016966861679552,-0.18357389689685,0.0486024180825513,0.0338718240795988,0.00232852375461687,0.0246786817612878,-0.0634935759955996,0.0362648981714514,0.00805859680931023,0.142134067184586,0.00380613839154402,2.26206503241051,0.919872123124708,0.00759981002037396,0.0262917792006942,0.00256851361616087,-0.023176985294012,0.00575312464200894,0.0279247160091207,0.0329335787625507,-0.00049102248849739,1.6181975462293,-0.0327202063595688,0.0547127375284822,0.0358095249286083,0.0301742669491046,-0.923825137442167,-0.103469834073868,1.25767905397427,0.202246558053897,0.00755495909621855,0.0362080198714748,0.627083174901585,0.133573940763577,0.262825760224714,0.0222053242649267,0.158696209148997,-0.00816477344888655,1.96197163206728,-0.0594205697782552,0.0161332310358049,-0.0843400386271466,-0.00836910430587909,1.10424586694864,-0.00113658419713098,-1.54725179388386,0.00269322544804119,3.44872545929827,0.176103075226941,-0.0596338007173101,0.191373862063384,-0.148857191048269,0.0651529775590563,-0.481778868940646,-0.0433116156849249,1.72409281673972,-0.074359949500118,-0.00264587637936963,0.997504622164336,0.998751531745677,5652713.24430505
