"","agem","agerace","agen","age0","wm","wrace","wn","w0","eage","ew","em","eo","er","erace","egender","ehr","en","e0","m0","oage","ow","om","or","orace","ogender","ohr","on","o0","rage","rw","rm","rrace","rgender","rhr","r0","racem","race0","genderage","genderw","genderm","genderrace","gendern","gender0","hrage","hrw","hrm","hrrace","hrgender","hrn","hr0","nm","nrace","n0","yage","yw","ye","ym","yo","yr","yrace","ygender","yhr","yn","sigma_h_Sq","sigma_h","lp__"
"1",-0.0499250244682569,0.0177051247068707,0.000303022769003013,1.05221363475375,0.00544027473379311,0.0266551222360846,-0.000502619926849783,1.18033251372958,-0.00536206891217705,0.00205583545714922,0.0183837867915725,0.0255842787820919,-0.0626029641159227,0.0219113027825799,-0.00706821989215362,0.103217615272677,0.00440572323817668,2.2649394221224,0.51164557159272,-0.00576742142256063,0.0206822628945616,0.00365745919701208,-0.0248694155151816,0.00190116520235203,0.0454130765021853,0.0312214064830633,-0.000657381976889628,1.60758957760403,-0.0348194213794262,-0.00791803396169362,0.0515432301911359,0.0203478022973538,-0.76970913304903,0.00290203967446723,1.30377630920382,0.0247259552288711,0.221430193242533,0.24955607008545,0.0343883220935782,0.0511832266027898,0.124113630602946,-0.00193606988879422,1.78303909684642,-0.0348929330737857,0.0286862926966022,-0.0783176090906535,-0.00949234095450512,1.33267763247714,-0.0012622712384673,-1.66304949264746,0.00529949470610482,0.0149509979021205,3.56464780648882,0.21093619038142,-0.00898618331046402,0.181753332571204,-0.185724803153318,0.0628890536317286,-0.736789913801113,-0.01595569756896,0.729528869093653,1.39959019661749,0.000741162802021317,1.2126174847708,1.10118912307142,5651325.81955257
"2",-0.0509064849685319,0.0200824463987287,0.00031919035739443,1.08108693907515,-0.00232037603563928,0.0267607647454985,-0.000612239116310479,1.17366888260029,-0.00620814481094604,0.00152955488157602,0.0200626641628835,0.0254030803168768,-0.0620400313863239,0.0220415963339294,-0.00775799409793949,0.103279407354238,0.00369546309894854,2.26349670689638,0.53888290516239,-0.00467212023855411,0.0233381780816173,0.00475512291710636,-0.0265317943392702,0.00186904978904059,0.0437781062781699,0.0316025190171524,-0.000823449968490258,1.60872368059881,-0.0408929418454279,-0.00829310690118535,0.0477752784962951,0.0217118388743347,-0.762933289927532,-0.00149242569164718,1.30169119935273,0.0229556921856974,0.221297775328913,0.223641479122343,0.0300059871664483,0.0469009660723824,0.123667017362376,-0.00523882969422893,1.78253730482643,-0.0332722469181598,0.0289199845906244,-0.0831179021573558,-0.00965468942805268,1.31085990784105,4.6319930201062e-05,-1.66296968840271,0.00529255276032417,0.0146810990219283,3.57694418397521,0.218368235719635,-0.00507557184128105,0.181926387180783,-0.198654689090385,0.0599376448434019,-0.746986502324118,-0.0257050273195492,0.729915531095094,1.39788460227805,-0.00280576658772559,1.20120087807602,1.09599310129034,5651695.61187159
"3",-0.0528706376686341,0.0208238705355364,-0.000108558541129272,1.10099357795767,0.00597432078566454,0.0274325514393563,-0.00141971843009237,1.17277468856204,-0.0073304422934963,0.00174736351035645,0.0168607269667151,0.023027642411582,-0.0624207092222064,0.0217279633265807,-0.00601401288926814,0.102242748778836,0.00452533641864412,2.26129802456356,0.546944118766657,-0.00466233364458811,0.0222586314195846,0.00388609641413537,-0.0256703620010086,0.00149313960981428,0.0416551288101117,0.0313424984141037,-0.000903058719888818,1.62843230961846,-0.0387730508815177,-0.00646932630309645,0.049924364633279,0.0202057816061575,-0.753143527888516,0.00588999478527182,1.300492191165,0.0202984686528422,0.220848454729254,0.209759859802828,0.0285562354580321,0.0431954987593302,0.121521416605724,-0.00543169611331136,1.78277939773659,-0.0342801257456998,0.0293702401286719,-0.0776543510591561,-0.00699607116940203,1.29841643757556,0.000996057962727394,-1.66366238039624,0.00548059183657413,0.0150311197581886,3.57417360398473,0.219925454939233,-0.00107547039912027,0.184759855906427,-0.190997347913634,0.073698509548552,-0.755321863129367,-0.0154827213117249,0.729717213182077,1.39740850259662,0.000718446371969383,1.2034814955086,1.09703304212253,5651875.75265987
"4",-0.0534885468972725,0.0186707521988974,7.16343993058101e-05,1.11720278283434,0.000662952818472774,0.026618242659548,-0.000558236498630996,1.16554111547729,-0.00762358345023802,0.00283298262449077,0.0175128308275812,0.0267932505234881,-0.0611834567968996,0.0232968983527717,-0.0120522305411455,0.10253822128591,0.00441302772873265,2.26345773896682,0.550958591370813,-0.0053076948903725,0.0211750305988443,0.0039014980311884,-0.0260680882310428,0.00134179283405878,0.0530307619038162,0.0313967452728171,-0.000920407983587676,1.59675812230118,-0.0410747080411585,-0.00748515874000579,0.0518395654819145,0.0173889880207455,-0.775707578088829,0.00626377771386084,1.29929623030726,0.0185688561474581,0.2209107366459,0.202795606288256,0.0399391065700101,0.0668645189223792,0.119562669353511,-0.00412163558404614,1.78299818514658,-0.0326767471386826,0.0303368131848395,-0.0743630795565567,-0.0108541594394242,1.29465973521374,0.00117820572082184,-1.66396984886679,0.00568419589631756,0.0148465855485273,3.56991140976369,0.223080568400226,-0.00947235733223244,0.18589647681269,-0.205954302586314,0.0645251123094243,-0.758905854355196,-0.0218190420718698,0.72935658475973,1.39770510416513,-9.59551899888514e-06,1.20429306423643,1.09740287234745,5651953.46790961
"5",-0.051366634910623,0.0205780225500593,-0.000225862883912488,1.11591010488985,0.00298212159394179,0.0278620163541415,-0.00173197523699893,1.17814429769331,-0.00746355114736504,0.00196548072941855,0.0197941762482053,0.022865656783185,-0.0614813141076591,0.0221873811271996,-0.00446839929529573,0.101429935279542,0.00472188903738077,2.26314419070173,0.558907309680196,-0.00427199430381964,0.0214162349993052,0.00362930807247008,-0.0249188705782478,0.00135451487532058,0.0404379830622094,0.0323536506998265,-0.000703766382030506,1.63009378800521,-0.0450245047032983,-0.00848907937252503,0.0495028520959055,0.0201900191142262,-0.757933990365019,0.00523308957890694,1.29843071164706,0.0155289569155979,0.220908400598491,0.19721844195572,0.0328401019729296,0.0463012771281508,0.121466524992891,-0.00135176225596066,1.78346072264107,-0.0309564219169287,0.0300552209245743,-0.0740761986131566,-0.00877878856350833,1.28925905838209,0.000532839438079856,-1.66365422035797,0.0050424464337509,0.0148137276671052,3.56945382973423,0.22051714565459,-0.00412191963585088,0.188521900304731,-0.190795021939935,0.0711690030731131,-0.741462378465084,-0.0205341710335292,0.729219062580907,1.39736660619104,-0.00150036772211393,1.19845235191839,1.09473848562951,5652046.11568955
"6",-0.0540780308037493,0.0200892821913328,0.000128427315444568,1.12714213479611,0.00341349424088332,0.0279190286210524,-0.00154844601095866,1.17299590619295,-0.00678499204782051,0.00247864670199224,0.0164462406897193,0.0261929956215689,-0.0614653940406824,0.0218887765253717,-0.010706804959154,0.100936517155746,0.00429921275374823,2.25807711466367,0.565532904749452,-0.00544664239602854,0.0213396839815644,0.00242412181826702,-0.0263846647984038,0.00164877649632426,0.0512086627476679,0.0324800157245014,-0.000612168235519854,1.59869577473546,-0.0456908090055217,-0.00820452748982937,0.0496610181565188,0.022028911146387,-0.778664488851293,0.00770161974946096,1.29727771558283,0.0246639618485658,0.221715031384859,0.188311248724809,0.0346841560578902,0.0621231391865744,0.121296596769276,-0.00469516495686722,1.7826993402708,-0.0306762315760531,0.0298342234542003,-0.0777364130971019,-0.00876604252352639,1.28375205069626,0.000117211154343293,-1.66348565591058,0.00496274896093232,0.0147299555514366,3.57223613235373,0.216586336568827,-0.00883149637839751,0.190509341719407,-0.184941978129642,0.0610115306963032,-0.748357929715529,-0.00939273264737838,0.729394812477992,1.39691829998188,0.000790834777703276,1.20754949751259,1.09888557070907,5652154.24285388
"7",-0.0526078011407271,0.0207459007778995,-0.000192606925017618,1.13240934081507,-0.00166422893471089,0.0276433355845979,-0.000251109556750911,1.1728247999549,-0.00722540650352426,0.00238949447519057,0.0183781834006239,0.023448037375835,-0.0625438990161629,0.0223957538813711,-0.00632528055268063,0.102621944532953,0.00398391245501648,2.26241280163433,0.577341799122839,-0.00460819197012648,0.0217686599650223,0.00594081525579731,-0.0251971936594681,0.00117748281727572,0.0404755371404448,0.0307167697002427,-0.000936320453730114,1.62608104911857,-0.0476318542669913,-0.00645743436953385,0.0482705287152533,0.0209228546968266,-0.761134599380907,0.00789824469892276,1.2965427447853,0.016065866667988,0.221746679752802,0.178781006770432,0.0274313909628156,0.0461730853920037,0.120981780656378,-0.00211130090960177,1.78299254338059,-0.0312431637670957,0.0299816092327966,-0.0813024351946458,-0.00930332973544338,1.27423156474678,-0.00168737988143333,-1.6638284492918,0.00511384703371551,0.0147884890104145,3.57190382023857,0.218783365092794,-0.0032570192347509,0.191551930855467,-0.184784725917618,0.0680848303163269,-0.748460152123034,-0.0279077464996289,0.72934434751346,1.3957512719901,0.00106375520507152,1.20650269653397,1.09840916626454,5652290.9582286
"8",-0.0527459956717853,0.0206243855691335,6.57114451474443e-05,1.13966703286131,0.00436747859721439,0.0272324050420535,0.000429574032907134,1.17266063222019,-0.00734241990151781,0.00207554183950168,0.0151738243720431,0.0262097678142662,-0.0602880661429006,0.0232029221012438,-0.00907649394993533,0.102526974671372,0.00435300600621074,2.26063083395002,0.591710075704445,-0.00405833961792635,0.0217243482244871,0.00263013574905219,-0.0272827356038514,0.00109831807974703,0.0469729247748747,0.0303985484171471,-0.0012222191112327,1.60380694394165,-0.0481167299006148,-0.00796742865247508,0.0483963173599868,0.0185523514014831,-0.77691553365964,0.00984668383203658,1.2955153941865,0.0166467126193039,0.221938007161714,0.167918508577262,0.0376263606848922,0.0624528326190665,0.121369879641003,-0.0018738002032754,1.78252978575237,-0.033089940204762,0.0299150432501686,-0.0776355464890139,-0.0106619134023148,1.26544007459933,-0.00195479192717568,-1.66332299471753,0.00519939987130961,0.0147456047967825,3.56671595863385,0.21889213520497,-0.011642359643436,0.193548818695734,-0.185643779307002,0.0608574679731227,-0.736894613479353,-0.0218943071534412,0.729478488771267,1.39504369333979,0.000512233618202239,1.20573904687286,1.09806149503243,5652425.08264789
"9",-0.053308907239982,0.0198384888487617,-8.08427501905726e-05,1.14868896812136,-0.00106660317218095,0.030729142288733,-0.00117510384018825,1.16623383324525,-0.00753013404810064,0.00266344262708972,0.0186795614260082,0.0238904908641354,-0.0624904736757383,0.0221247504796368,-0.00790391251743357,0.102354442490669,0.00397650017362792,2.26019143446781,0.599228973968488,-0.00463186085998691,0.0220547758504653,0.00381348454456391,-0.025168306460919,0.000850830298738643,0.0438881925745161,0.0311697613743557,-0.000723237977625618,1.62777130587165,-0.0480667098013314,-0.00831211064302966,0.0462800943594991,0.0202626302187891,-0.756206070619505,0.0120625593090052,1.29511055603159,0.0188465995576279,0.222210990893587,0.159718350436732,0.0315701515148714,0.0365288071100706,0.117812493096017,-0.00351496943756302,1.78211776439443,-0.0312636485874705,0.0307335155714137,-0.0783831285192667,-0.0124963899543073,1.25869994565716,-0.000494651000133349,-1.66287676133217,0.00479666720685001,0.0147645726336691,3.57591339034888,0.226770263581954,-0.0034407050349189,0.19255423496607,-0.188036463336083,0.0658908398214824,-0.739339379202108,-0.0188488451043518,0.729443799175687,1.39474506433039,0.000950875083923029,1.21059218131999,1.10026914040156,5652537.27476887
"10",-0.0540329592271299,0.0208720719159311,-0.000127992462674667,1.17371561398278,0.00192529681864314,0.027443759458942,-0.00151464624875043,1.16361113002974,-0.00887003262294179,0.00265107478662597,0.0155469050614104,0.0251843870271332,-0.0605272544077672,0.0226741484861089,-0.00795780043236649,0.101291878951335,0.00452551754086936,2.26116762930783,0.607256240031129,-0.00463273041574745,0.0216781730187888,0.0043603392859842,-0.0272988954233967,0.00131234446099459,0.0445514333470431,0.0311240103525282,-0.00063388545433988,1.61587411530027,-0.0491161313852739,-0.00598591692696028,0.0461661369154105,0.0200985785946289,-0.759685051002234,0.0100317160863814,1.29352779028223,0.02047390195338,0.222441072572913,0.149327335661471,0.0300901730409719,0.0524169146759471,0.119678073232505,-0.00109182632122324,1.78212172857506,-0.0297749637663597,0.0312713131951364,-0.0782752134014148,-0.012241637477458,1.25068776289541,0.000194327295199127,-1.66255344637328,0.00470082032258002,0.0147074460221684,3.56964135315424,0.222657067777116,0.0048736089934588,0.195666636775121,-0.186269312246951,0.0624590740012974,-0.738392044950272,-0.0175877731750409,0.729738160119015,1.39362425882214,-0.00237979864419585,1.20980514068493,1.09991142401783,5652666.46939258
"11",-0.0553213776936036,0.020266316341164,0.000256289415110438,1.24381463996823,0.00214361731014424,0.0307500564831872,-0.00173581492015281,1.15998486894649,-0.00899854213579223,0.00285864401011967,0.0142634698349435,0.0242855723079569,-0.0589741674299309,0.0228144135273603,-0.00966434131029923,0.102493555954889,0.00442992413219741,2.26289955000943,0.68751300615035,-0.00510255715647717,0.0222879105517066,0.00291018100199925,-0.0281829017678258,0.00165576382583775,0.0441756792341716,0.0315453858076354,-0.000622578189015569,1.62171116307874,-0.0663178791109506,-0.00706263474664181,0.0453194920904965,0.0190605587919,-0.759842472730525,0.00392453138836132,1.28808249545243,0.0117727510362495,0.223794614394898,0.0887026519842352,0.0362152176261408,0.0337650241240648,0.108474652783273,-0.00221944207046251,1.78158813502802,-0.0262440178826965,0.0324310045235591,-0.0767429884247885,-0.011352647451501,1.1950220155679,-0.00157000747447133,-1.66145073106309,0.00440663154733547,0.0143987496549975,3.57132992132831,0.220734896124773,-0.000290189624106358,0.186610878166045,-0.174960415897536,0.0594027515934826,-0.754861601602921,-0.0154440020584578,0.72934477528355,1.39093672892313,3.55594138376621e-05,1.20844066385703,1.09929098234136,5653413.27532883
