"","agem","agerace","agen","age0","wm","wn","w0","eage","ew","em","er","erace","egender","ehr","en","e0","mn","m0","oage","ow","oe","om","or","orace","ogender","ohr","on","oy","rage","rw","rm","rrace","rgender","rhr","r0","racew","racem","racen","race0","genderage","genderw","genderm","genderrace","genderhr","gendern","gender0","hrage","hrw","hrm","hrrace","hrn","hr0","n0","yage","yw","ye","ym","yr","yrace","ygender","yhr","yn","y0","sigma_h_Sq","sigma_h","lp__"
"1",-0.0681174824458354,-0.000128695553493054,-0.000989315429275026,1.49125805608436,-0.0157681381427681,-0.00182053543857892,1.10338988884792,-0.0134639994421729,0.00429006325630036,-0.000392681740829204,4.43639856684857e-05,0.00249844949238723,-0.0674567376422986,0.0276197869660713,0.00393132329970475,2.22724980038223,-0.00220202068983291,1.32242438273374,-0.00533002438074947,0.0215689214607939,0.00521668957847588,0.00259842316934151,-0.0142577283419844,-0.000886423672871853,0.0298292348193154,0.0085798177367742,-0.000712285090087926,0.0425829134366272,-0.100410838597995,-0.00636080373990043,0.0217575152952781,-0.0127032663901876,-0.826435448747802,-0.0849979204973665,0.600389622124555,0.0127831008372072,-0.0280063139571853,0.0376341160278107,1.28562897460685,-0.138977246947884,0.0279586753565955,-0.0123888154577295,0.017194757062526,0.237776295581408,-0.00999179076452624,2.37218637581571,-0.0110641835865347,0.0422686946849893,-0.0704281081684963,0.000621809806080342,-0.0021456518339082,-0.451276273276777,3.45442570997783,0.241653174414102,-0.015778195545895,0.184230452748944,-0.167855868849206,-0.838772844189592,0.0174874938906637,1.0567777835822,0.353434853657251,-0.00499698144132789,-1.43995227063754,0.888833554229161,0.9427796954905,5355437.90259456
"2",-0.0698257395259854,-0.00163708607646501,-0.00067636240004805,1.48614597299537,-0.0136270251689027,-0.00170731592051575,1.08148916174673,-0.0124312585334068,0.00238769913600396,-0.00184457585622306,0.000769668164789483,-0.000278611674598589,-0.0672980332802103,0.027234026490176,0.00434928651398098,2.22835526062286,-0.00155392581307752,1.35451800467485,-0.00521350741614344,0.0224627209994149,0.00492719767882866,0.00146766754845591,-0.0155156933835863,-6.22211752052359e-05,0.032186362140027,0.0104214909660357,-0.000719484878930662,0.0405227469915939,-0.104053554157422,-0.00591725269021568,0.0212384630563463,-0.0146847049186635,-0.832561801877706,-0.0863118922394501,0.604777666463646,0.0234628766459241,-0.0317846997269887,0.0359830041238372,1.31746109022527,-0.147068426771767,0.0237048290264948,-0.0161916093438837,0.00207787901155932,0.230851607341082,-0.00834480999936651,2.37371197622322,-0.0129198220909142,0.0387022979755299,-0.0736142416154563,-0.00388348464893706,7.3016075854938e-05,-0.451411545466812,3.45200561290022,0.245779275503284,-0.000418027137654672,0.186349262838517,-0.147274217181259,-0.824962223130379,0.0326154220108535,1.05056522303151,0.327380279599262,-0.00616812497450232,-1.44704707691348,0.894392626281585,0.94572333495668,5355448.56633268
"3",-0.069470738595332,-0.00246918330959482,-0.000331476303806335,1.50059264530266,-0.0157223741510286,-0.00228447705044033,1.09238720152013,-0.0144646327680564,0.00301044331356653,-0.00163852656004849,-0.00222205885256844,0.000585939575593629,-0.0692090543718832,0.0276487146256195,0.00421193349407612,2.23251477381856,-0.00161467015776919,1.34922657583719,-0.00481423713581953,0.0211695203978962,0.00505080447418102,0.00270117490094227,-0.0156019104196376,-0.000623330028817118,0.0339672669569908,0.0102639942220562,-0.00070328770263155,0.0411672112531133,-0.104420999963369,-0.00345562958005636,0.017593498574204,-0.015856788748122,-0.837962986412662,-0.085937413526583,0.628276380489409,0.0183784816963213,-0.0260973456986001,0.0359400108468274,1.31674286895205,-0.14491671301527,0.0352885968923913,-0.0257640512804889,0.0127566143094798,0.238414408994457,-0.00679731223630041,2.39709212502689,-0.00858103778890211,0.0401880399240206,-0.0685138868824423,0.00478322175504697,0.000503042092516422,-0.459554789033227,3.45378007952615,0.245187075623635,-0.00247084265934063,0.184709884383154,-0.157348860799073,-0.815956546878514,0.0218825664912776,1.06836190640996,0.326615012171294,-0.00419569226338133,-1.43382936025359,0.890779676310563,0.943811250362361,5355450.23798235
"4",-0.0698988518046482,0.00141856779078418,-0.00123120448380264,1.47346207574225,-0.0131938706281412,-0.00163763299582415,1.08967430392664,-0.0133932238127531,0.00194235217072002,-0.00120483188948037,-0.00170746024295442,0.00143461230928975,-0.0640590878324767,0.0283499040774177,0.00423831331717713,2.23448955250108,-0.00247474373990086,1.34183764235992,-0.00368123487118298,0.0229372017409924,0.00422628958757705,0.00101458106904466,-0.0136671364449587,-2.40894126919551e-05,0.0266189219182644,0.00846498111211119,-0.000540162917430594,0.0449157731704138,-0.102035273417097,-0.00352548316119351,0.0222889108403459,-0.0141070631643038,-0.836509652908183,-0.0858912231528236,0.62152527858539,0.01803278544101,-0.0295339168695067,0.0359071029379293,1.29479779433117,-0.136972390077855,0.0423578450993313,-0.0154844525213738,0.00647267370469229,0.245536508025197,-0.00596308418044942,2.39635298446372,-0.00885154426934689,0.0365937178808039,-0.0675177174628138,-0.00142779336219489,-0.0029429791067306,-0.461796941440288,3.45574912945592,0.244625504551082,-0.0116624035111544,0.187370982397069,-0.144760331781889,-0.842962337194301,0.0208637518404953,1.06541216350132,0.332368488266498,-0.00557413801367335,-1.46330083407674,0.896241396118346,0.946700267306578,5355440.50345363
"5",-0.0712481752271144,0.000287722835973816,-0.000497859097405183,1.47379851841658,-0.0156567767611471,-0.00190733247726894,1.0687813445138,-0.0123679833097058,0.00329801174133301,-0.00281006465142825,-0.00155083668746325,-0.000268333706456527,-0.0695792492091674,0.0309464442597078,0.00422187701607501,2.23554776241601,-0.00219045822089985,1.37903076052166,-0.00494011373918408,0.0217345145199454,0.00477311766973115,0.00245767182150345,-0.0145773334828517,0.000842597667102495,0.0243757835656117,0.00787504895698392,-0.000849972054341938,0.0426056426848811,-0.0969529509015091,-0.0022230863465423,0.0206387797971326,-0.0125626808889453,-0.812020509613274,-0.091383206501114,0.622607638403198,0.0209492878794321,-0.0302785062280804,0.035496640650842,1.29319130421873,-0.147090085006897,0.0462086188736565,-0.0350272055496107,0.0198432605816988,0.235303612115611,-0.00585245549455918,2.39545747311073,-0.00481025405732962,0.0364456241121425,-0.0706279898676182,-0.00446255704519145,-0.00133840426738717,-0.462138429846548,3.45576552893364,0.247620568058975,-0.0108344011125148,0.187464640735911,-0.138416062629375,-0.819296756253408,0.0281357628060097,1.06385003062167,0.312820191686193,-0.00473078207162753,-1.45664609298273,0.893695449430217,0.945354668592807,5355428.66104118
"6",-0.0699921835193549,-0.000892059436309786,-0.00097269014455568,1.51108283594775,-0.0124622784338813,-0.00200254673016999,1.06848470860072,-0.0149114462245248,0.00299097004857463,0.000147530814974283,-0.00230339252239083,-0.000466835230108873,-0.0708025177509083,0.0280896351532755,0.00391125922095222,2.22515136513619,-0.00269852874958969,1.30301346589542,-0.00382017990585765,0.0220347531537685,0.00518459525775708,0.00183363030830295,-0.0149788462458017,0.00025777243845436,0.0319600027622867,0.0102854062998209,-0.000601279388028355,0.044072053681454,-0.106475857471856,-0.00164858232099117,0.0208303736028904,-0.0131359244027349,-0.819642400789448,-0.089105914271611,0.630302591108311,0.021437884556023,-0.0232618842120929,0.0356562070169771,1.30787193390015,-0.16432270991094,0.043574145236242,-0.0231067534565263,0.0148337978843376,0.225594834515151,-0.0073418060562459,2.39799284093155,-0.0174175504237422,0.0368238893347309,-0.0771957995722405,0.00390728257164221,-0.00191792073037849,-0.453870595904041,3.46088509748067,0.246994532163943,-0.0130425820744812,0.187494725975459,-0.145466826209728,-0.81128824697186,0.0167335269360525,0.915304094955948,0.337351250769835,-0.00427445837474624,-1.44840179412782,0.888195709627528,0.942441356068126,5355439.87312623
"7",-0.0692213343414292,0.000512183952429227,-0.000481908387820787,1.48723258142047,-0.0127265492639566,-0.00167924100195679,1.10884291339765,-0.0141186344615071,0.00194885231657496,-0.000580055437034027,0.000751794961766271,-0.000753173447272612,-0.0660988505263959,0.0284694022069431,0.00424986556256871,2.22828676884668,-0.00207008978511295,1.33445243566531,-0.00422641503064954,0.0214472479605762,0.00494838900492055,0.00136457432087604,-0.0147265695889043,0.000141333855198757,0.030934536149747,0.00820051497877681,-0.000568337851741316,0.0405606879110876,-0.100870592689647,-0.00498672997684362,0.0203528313575983,-0.0150724090570654,-0.838760629934101,-0.0887858747801609,0.594895894222883,0.0167919030963295,-0.028408304189803,0.0368970005160137,1.31369695746821,-0.140566274691996,0.0378048416577347,-0.02610005636121,0.0108664603385452,0.235265191909442,-0.0111359973852362,2.41185070520929,-0.00607211749505238,0.041097237649332,-0.0639493065047643,-0.000453542264412014,1.48349591088709e-05,-0.457058506919208,3.45162462639201,0.250233311163442,-0.00831097996827014,0.185852112571792,-0.15004433568893,-0.846843154370528,0.0126849699550493,0.908452634236996,0.338837254259724,-0.00593052363362033,-1.43177533836671,0.896684123984218,0.946934065278158,5355446.39897242
"8",-0.0699758595363945,-0.00136430893621761,1.05525482030387e-05,1.48782311070104,-0.0155604325701126,-0.00188756428024232,1.08398892068447,-0.0136790906979909,0.00249592075255383,-0.00135376762432929,0.00221063179583408,0.00261633287078989,-0.0725679249801661,0.0276261612857077,0.0044881387911022,2.23191879058312,-0.00215155436318799,1.35899577603635,-0.00430740483531494,0.0223977145568542,0.005079088746334,0.00238714672204528,-0.0140887815887301,-0.00144741948575027,0.0327008534234314,0.010769617262863,-0.000799445944297822,0.0416735837855978,-0.105995362615432,0.000331581264437238,0.0198867658631493,-0.0130461749472568,-0.820709031125158,-0.0896471928953141,0.578244986421185,0.0163591663909335,-0.0291229980426765,0.0379766389391868,1.28789379855168,-0.141194622463031,0.0443121151564258,-0.0327475094677731,0.0196403465390521,0.244996889142326,-0.00943805220133877,2.41605432298119,-0.0154490390833042,0.040738943044874,-0.0700917475609908,0.00232875560013721,-0.000763184807591338,-0.45466697190667,3.44596407673906,0.24141303669823,-0.00182097108074157,0.18659950841515,-0.152513564799595,-0.818771016251016,0.00456151862594652,0.9110456261793,0.323004506811894,-0.00708928109876152,-1.44428333380102,0.886620015448258,0.941605020934074,5355435.8565021
"9",-0.0708078549529004,-0.00218209699137016,-0.000830573696841435,1.47021495480235,-0.0167046036876417,-0.00239367577056923,1.10285347390698,-0.0120032378250355,0.00126167930941531,-0.000834231841949455,0.00256030991829889,0.00165355430254414,-0.0714230078926234,0.0282570651357904,0.00382288549822062,2.22354441034934,-0.00222679736763544,1.3471646770552,-0.00477442121599828,0.0220436830598398,0.00547275750175545,0.00300597281748988,-0.015174981167544,-0.000903940013147497,0.0339832043917978,0.00969385986940533,-0.000542668939365815,0.0423420955383587,-0.0992309115283316,-0.00400088203265471,0.0203149767076951,-0.0107750881620051,-0.824226372362151,-0.0868368859239728,0.585549816000218,0.0173934101458946,-0.0289046063160419,0.0374853685116282,1.29652445456345,-0.146915213467171,0.0465325486696002,-0.016263055287361,0.0151774647287122,0.23748197513643,-0.0107405656396092,2.3965335425277,-0.00902650617012672,0.0401263775298904,-0.0676057964282025,0.00302316036371041,-0.0007036976039286,-0.461854303411153,3.45619089130009,0.242329303156017,-0.0164589385379275,0.185046546964241,-0.157373636851105,-0.851814333505258,0.0284936468295599,1.03367078680382,0.319811312278801,-0.005030750583662,-1.43694854433987,0.895440721042575,0.946277296062087,5355444.00735288
"10",-0.0703419726462199,9.16456192892531e-05,-0.000444052543660444,1.4942976519407,-0.0132857496050942,-0.00232912896770889,1.07889534024144,-0.0147371606442231,0.00331604936486365,-0.00151729846053013,0.00274458486555922,0.00176045495109103,-0.0709377899956489,0.0299713912589748,0.00405432875485818,2.22606328655861,-0.00219692896241507,1.34960742965019,-0.00355120552021015,0.0215423567568987,0.00564507155308942,0.00228535693786737,-0.0157526178861148,0.000387947690209404,0.0333509898388406,0.00910293654041882,-0.000686929926077748,0.0455453564050187,-0.105336346157887,-0.00282705013704017,0.0218460819296938,-0.0140315633247706,-0.834986434804516,-0.0870947761767634,0.596124764046773,0.0207623183999849,-0.0299467570643953,0.0373517718678357,1.29126584271551,-0.142318732312093,0.0384895583681193,-0.0280654424687225,0.00677035270003771,0.222509937043723,-0.0111734478770404,2.39956384792989,-0.0111657950976359,0.0407300536137379,-0.0703206763381003,0.00336877464100827,0.00140332335607802,-0.461653418241095,3.4563288485449,0.249953222306694,-0.011978191324334,0.184449996462744,-0.158915558907405,-0.856247203228521,0.0243311424698667,1.03366860245718,0.342682899669254,-0.00576629784896435,-1.4747060550721,0.890039951770607,0.943419287364111,5355439.40669994
