"","agem","agerace","agen","age0","wrace","wn","w0","eage","ew","em","er","erace","egender","ehr","en","e0","mw","mrace","mn","m0","oage","ow","oe","om","or","orace","ogender","ohr","on","oy","rage","rw","rm","rrace","rgender","rhr","r0","race0","genderage","genderw","genderm","genderrace","gendern","gender0","hrage","hrw","hrm","hrrace","hrgender","hrn","hr0","nrace","n0","yage","yw","ye","ym","yr","yrace","ygender","yhr","yn","y0","sigma_h_Sq","sigma_h","lp__"
"1",-0.0693522812224163,0.000537350113815723,-0.00108828850610249,1.49231127966124,0.00782865879497292,-0.000472836946926494,1.2004978955423,-0.0137943736651817,0.000503851122248413,-0.00131163678174184,-0.000717582014534981,-0.000226307115700486,-0.121214045930987,0.0259742425166295,0.00423847906579249,2.22606867541582,-0.00680643342781877,-0.00589318237235319,-0.00403044587639151,1.19978592198854,-0.00431711523642599,0.0224833194500656,0.00523522451414787,0.00118738286204193,-0.0137531349323314,-0.00133742834347451,0.0232236990433181,0.0112105602778854,-0.000874593966546336,0.0480854586529376,-0.106172419365146,-0.00689106810892956,0.0184508941698557,-0.0127915118335648,-0.829469312253647,-0.126843404113273,0.60407006105131,1.1369140195634,-0.147582710848246,0.0391895778141926,-0.0331895862146593,0.0104026344007784,-0.00479283834381459,3.02751063057406,-0.0130175534952815,0.0394951410547863,-0.0667650167988632,0.000598926858585671,0.274433011026936,-0.00178223375500999,-0.23105533715236,0.00446866731118225,3.58750127970956,0.240895989092811,-0.0130115912561244,0.189481173264664,-0.154486774063367,-0.849301438495837,0.0108024824140296,0.94383646387447,0.347164347213678,-0.00112741963636009,-1.48500238659368,0.915247785202515,0.956685834118241,5354739.86569019
"2",-0.0702307841993454,0.000743023983667507,-0.00110420040327002,1.4866311596501,0.00828545832632906,-0.000765723857868043,1.1985751093962,-0.0122698010446277,0.00067046773098893,-0.000421743348988882,0.000800520500125899,-0.000519548119555245,-0.121276576177064,0.0262834748622275,0.00437941279137266,2.22646947386434,-0.00693284541785028,-0.00609154729934862,-0.00430831921094859,1.20365190060187,-0.00440736974343783,0.0224476156752002,0.00549516593130388,0.00074185694318142,-0.0146166031229575,-0.00170434955645677,0.0239372189117189,0.0112079100737556,-0.00106497825516174,0.047920339312626,-0.103062851747005,-0.00676393649639036,0.0198101419943356,-0.0125469849219589,-0.828844121684694,-0.1283050278744,0.593192410178729,1.14676899848447,-0.15925044595605,0.0380823413672286,-0.0357044981883359,0.0121161241167048,-0.00464356612929148,3.03845305984171,-0.0124520839206229,0.039310690077394,-0.0670769675519996,0.00079578358326893,0.273717146394001,-0.00163734203508824,-0.24033483424505,0.00432006044289987,3.58803129656679,0.239521094364146,-0.00939529425878784,0.189444043146694,-0.162440374218175,-0.82476503351531,0.0109208992517237,0.926163934722255,0.345438902818316,-0.00136412863002409,-1.484262178329,0.891489100251245,0.94418700491547,5354741.60992382
"3",-0.0707650090246272,-0.00284487301679516,-0.00115892043613607,1.4886805920002,0.00911147524047086,-0.000499925726918671,1.1685313906582,-0.0144768746521311,0.00391715257638005,-0.000210911156262509,-0.000709053473810838,0.000728592846878023,-0.12176732958664,0.0259702103540827,0.00416745865987922,2.22780542576659,-0.00694900678115382,-0.00538905027145328,-0.00370862488667485,1.17042795725629,-0.00491061519105468,0.0228977234164998,0.0053601671559909,0.0013881383592684,-0.0152586095726323,-0.000752030053218509,0.0219091641446221,0.0118637298726117,-0.00071647944034674,0.0473597344761765,-0.102783743581502,-0.00629035988615399,0.0254685284640842,-0.00994827771265207,-0.821384153069287,-0.126868428570349,0.615973639668235,1.10104320979417,-0.133312708008507,0.0299750493687887,-0.012761438571065,0.0215351622069193,-0.00420916973694452,3.02985746260134,-0.0125846498677086,0.0368029124080345,-0.0769121170993943,-0.00450627548139225,0.269540917011488,0.000260887266833699,-0.23713554805687,0.00482114513676122,3.58518000560471,0.246650787083145,-0.0210772950295844,0.183804354855894,-0.145125457160235,-0.845104904907508,0.0286117105707394,0.970592092045453,0.345615578212754,-0.00133932151053306,-1.47378520778366,0.886980621160246,0.941796486062804,5354736.82299982
"4",-0.0687428773665804,-0.00133684893366727,-0.000294011864695108,1.47352670845156,0.00701761483627809,-0.0013793968808933,1.22381733161552,-0.0129796519844836,0.000556007470709688,-0.000850615098164222,-0.000647124779843046,-0.000720124759469333,-0.11794410093883,0.0274641504366939,0.00420562908439337,2.22801212072518,-0.00913110977962463,-0.00591243103078799,-0.00320154131983307,1.19804603133795,-0.00300726306419683,0.0208516081624435,0.00530150425567022,0.000324055275146012,-0.0145008152401377,-0.0012020992175541,0.0204662617802635,0.0104851816675749,-0.000690355016086029,0.0430312936509545,-0.102390672509294,-0.00778553867448882,0.019204592426359,-0.014188030851206,-0.835132949900184,-0.127460099695022,0.611201381464861,1.16676978034902,-0.146191216914669,0.0252407632025061,-0.028364074104309,0.0137988928888931,-0.00591718615946187,3.03193067247331,-0.0115009527216696,0.0361667269911964,-0.0729940210042906,-0.00456457056352007,0.265097414635605,-0.00160881489350001,-0.248175014415624,0.00397778577499128,3.58462843256042,0.246634239654597,-0.0020445687762619,0.18406820993381,-0.156771810012005,-0.840834848506756,0.0273278923691213,0.930871509404165,0.353923129346718,-0.00181291518222889,-1.46201270251369,0.915318991068541,0.956723048258241,5354750.43084833
"5",-0.0681005974030246,-0.00242021697612443,-0.00059247400985465,1.49351115016615,0.0082875702271938,-0.0016960498805874,1.20600148628576,-0.0146382123885628,0.00133997191878925,-0.000933405871914014,-0.000965200315380491,0.0017339363498503,-0.119490955314358,0.0278736242235415,0.00408286946193504,2.22369955453761,-0.0105931762572065,-0.00621134457415545,-0.00361387793637453,1.19898766650628,-0.00423414054065351,0.0213813482362125,0.00566581032297531,0.000409933474654432,-0.0150270514553893,-0.000685332359738449,0.0213613672337779,0.010801181523641,-0.00085107925054744,0.0416008691434022,-0.101729974570622,-0.00443224670107801,0.0206992303757517,-0.0106984973448018,-0.8304119945954,-0.128144245609221,0.61690442443992,1.12580612806845,-0.147466054398067,0.0342648370714063,-0.0324987688681393,0.0127050133527278,-0.00254099550459888,3.02797274370784,-0.00808639152222776,0.0406195040871615,-0.0675913264721658,-0.00311913108944728,0.264570178643739,-0.00103439988646597,-0.248712490895768,0.00412982927933832,3.58867415264259,0.242906822555575,-0.0144401088776742,0.183125747791788,-0.167103599333357,-0.830825874100686,0.0197882974166212,0.980375971661097,0.35443211130756,-0.00424333843708249,-1.43432257809326,0.885905721935242,0.941225648787389,5354750.48122395
"6",-0.0670714810005512,-0.000677021102231551,-0.000434216655267702,1.47981367185695,0.00832891037115995,-0.000747280787774523,1.19271726748973,-0.0138951731060496,0.0031855267389725,-0.00044584957519255,-0.00249968435927553,-0.000178631017743078,-0.121625463090869,0.0282884697096452,0.00424953006655951,2.22989729075248,-0.0112029423667232,-0.00595997099936617,-0.00239562753916733,1.18526883777523,-0.00441873103110885,0.0212419870535242,0.00472277984164857,0.000185178215827603,-0.0136246266554507,-0.000149953327362117,0.0288569592325597,0.0105628474854525,-0.000870078485262943,0.0399713887216677,-0.101628867365389,-0.00474413999347138,0.0196938037843899,-0.0113569670068094,-0.83059830457886,-0.126718671668778,0.623737174867392,1.1468642859903,-0.132752425200232,0.0329101734526799,-0.0292893873679288,0.00690149342308437,-0.00621896326156925,3.00134062730407,-0.01764967760402,0.0368758095902487,-0.0735239017294776,0.000360492796346524,0.276358138863323,-0.00174637933729834,-0.256750204252659,0.00399183138871236,3.58059037998375,0.243931701255302,-0.0158668771905523,0.190963356677776,-0.153556092393911,-0.827886909368826,0.0194637487434918,0.947648288588717,0.35911372797914,0.00133619926538847,-1.43003559499795,0.917342688000523,0.957780083317942,5354744.67129768
"7",-0.0711319440948125,-0.00136735601671967,-0.00027648052305161,1.481500097044,0.00589439056056567,-0.00115526906367745,1.196546615878,-0.01262926936551,0.00252088839625648,-0.00217763807714069,-0.000993894627701136,0.000436883460472108,-0.124772612533536,0.0276079430440302,0.00397066674914508,2.22872862056594,-0.00923439652894126,-0.00804498258328572,-0.00259178983445445,1.20341842203102,-0.00452725718201344,0.0216728684810202,0.00496993653564952,-0.000551000720229529,-0.016221510458597,0.000120000915870411,0.019329101943707,0.0107934975136352,-0.000555878789947907,0.043446998112332,-0.105741409293541,-0.00801142990669338,0.0256776505298634,-0.0127568483842458,-0.834916474905294,-0.12532215889778,0.61125269014293,1.1402070850678,-0.145615739892876,0.0300226768975897,-0.0167197872155792,0.00979489798681373,-0.00457210843258254,3.1203617158678,-0.00980770804834893,0.0329572551276298,-0.0729953776347517,-0.00428975772303476,0.280124245405972,-0.000675387277314771,-0.249129055474322,0.00443280527370547,3.58519077274913,0.244092917821773,-0.00526520546633579,0.187458750867481,-0.141097115033403,-0.822346614795581,0.0155189820014718,0.950432977085251,0.348797920314387,-0.00269720120853393,-1.44635069237144,0.89263842621599,0.944795441466559,5354740.84770553
"8",-0.0671281154840839,-0.003898990189572,-0.00097351118365057,1.50168710257931,0.00445782812227803,-0.00072778027828428,1.2152346195456,-0.0140949237421651,0.0010670156032043,-0.000159133269232934,-0.00136906665138568,-4.22870423888269e-05,-0.123841543152981,0.0273767519957532,0.0042145876656875,2.2299187560146,-0.0102852970165079,-0.00918591971809074,-0.00315642237743215,1.18877552114853,-0.0047252145782124,0.0223488865911453,0.00499050890804401,-0.0010790068273031,-0.0135594093760384,-0.00066713384727282,0.0293576986432691,0.0107862283390389,-0.0008598578098169,0.0402380761523722,-0.101954956267586,-0.00565021239161736,0.0219650347551279,-0.011556516430641,-0.826271923906741,-0.128477516381727,0.623600160392212,1.15738140847482,-0.155753577370083,0.0209671177781945,-0.0246163167007688,0.0136744297639592,-0.00303579011565235,3.03707122830478,-0.0138158946104106,0.0441151488599204,-0.0745237541358618,-0.00370184088449557,0.301003039757432,-0.000700260940571054,-0.24337819937595,0.00446297286432611,3.58571484704469,0.244676369356035,-0.0169556021626904,0.186405462412918,-0.167703303943733,-0.828914281922033,0.0217805106865715,0.956504077756699,0.33749066406005,-0.00277616742591193,-1.43316074892208,0.894335359412011,0.94569305771588,5354737.26109477
"9",-0.0710852332024913,-0.000213643370326696,-0.000678262224952581,1.47175803477224,0.00939537162788789,-0.000339156966630615,1.18905351050504,-0.0126057612159032,0.0017971265081156,-0.00296748159853488,-0.00210141572005641,0.000550877404970027,-0.122594702379697,0.0257816204753212,0.00407676511089224,2.22937921428944,-0.00835078716304825,-0.00411448415120886,-0.00312247518105449,1.21685542982531,-0.00465196392578818,0.0222810722922742,0.00496971910314651,0.000151844278673009,-0.0163452465646512,-0.00128907950351651,0.0266132535841137,0.0113078003741916,-0.000915126416211839,0.04216753987947,-0.102760706803126,-0.00422079180025537,0.0262247201662061,-0.00999693501146652,-0.838126247550306,-0.126470128504935,0.642948546594627,1.1305365383468,-0.136118229586296,0.0313315518393305,-0.0283259189846777,0.0147621659978603,-0.00387754608972838,3.05658906299161,-0.0144479239387731,0.036727110038768,-0.0715074509706982,0.000584686979022462,0.291381547159837,-0.00092993282496709,-0.23140913163467,0.00404038736880712,3.58401716090209,0.239944752479307,-0.00371228981034401,0.188714683132685,-0.151746928174517,-0.816897851470326,0.0161875768135015,0.91899652270591,0.357779706155381,-0.00212008906610267,-1.4375583715867,0.894193881419013,0.945618253535227,5354746.46720732
"10",-0.0726060486381448,-0.000528144420668693,-0.000779704583473501,1.4979405943219,0.00478120201313217,-0.000925503048611595,1.20776201495051,-0.0143975347435435,0.00207605829396885,-0.00296894661307903,0.00125852382631519,-0.00027353015488044,-0.121216708849058,0.0295639612417457,0.00440399860379019,2.2277020386703,-0.0102823913911125,-0.0110925687158031,-0.00298361892147952,1.23092939734923,-0.00442190220767562,0.0219983998239473,0.00540103634691649,0.000230208152253615,-0.015060805055087,-0.000735197467070277,0.0242949588466912,0.00932299576286804,-0.000704950175145667,0.0401269020305467,-0.0999717361778595,-0.00746295545692613,0.0181859910743942,-0.00776733731569351,-0.82300303178602,-0.126159283453556,0.601618559894429,1.16130059499541,-0.151361529277039,0.0211388007777491,-0.0350575991094739,0.026146129243312,-0.00380985622087201,3.01855769740664,-0.00977328259788389,0.0371891564504722,-0.0701424131321089,-0.00626845569980614,0.270882449356121,-0.0017711228757884,-0.25487041370683,0.00395281725692965,3.58047048031575,0.251665840143579,-0.015725446711367,0.181556167418862,-0.142291286269881,-0.835715729410953,0.0204353005697932,0.9878503605143,0.34598903228521,-0.000418194712338586,-1.41789337580168,0.899448264943309,0.948392463563112,5354744.86406566
