"","agem","agerace","agen","age0","wm","wn","w0","eage","ew","em","eo","er","erace","egender","ehr","en","ey","m0","oage","ow","om","or","orace","ogender","ohr","on","oy","o0","rage","rw","rm","rrace","rgender","rhr","r0","racew","racem","racen","race0","genderage","genderw","genderm","genderrace","genderhr","gendern","gender0","hrage","hrw","hrm","hrrace","hrn","hr0","nm","n0","yage","yw","ym","yr","yrace","ygender","yhr","yn","y0","sigma_h_Sq","sigma_h","lp__"
"1",-0.0585667093012502,-0.0233010603474942,-0.000335215169480647,-0.0176605028754741,-0.00853183762314635,-0.00175433938675106,-1.13753943442221,0.067891120300148,0.0718598837855368,0.00724566119538385,0.0293186936983569,-0.0593315102037813,-0.0261618884738652,0.015720008450912,-0.0202653562978996,0.00481015567378412,0.0804407082691388,1.10997484395487,-0.00569744776755515,0.0340175543982389,0.00482996202535535,-0.0246488653463901,-0.00400473778375715,0.0365551056929611,0.0074584144625562,-0.00040809239060514,-0.0138155604408859,1.58496254603494,0.0197064175382828,0.0745161891043307,0.0230172300974437,-0.0416312993974079,-0.811710651632547,0.00322491542719718,1.26303324971482,0.318274641507695,-0.0145697630610469,0.0373368088560732,1.7713249807235,0.622973818241323,0.30627676105122,-0.00149314855808278,-0.0909645742026815,0.550843401304898,-0.0117581545979634,1.34852246711145,-0.0578150097290245,0.0253508818073426,-0.0843069815397703,0.00606057420503875,-0.000347558535966695,-0.280231544720027,0.000436957094818197,3.43823245059991,0.0661368316520153,-0.153936325323793,-0.236158641123736,-0.745139088859772,0.114007276676546,1.78046792362832,0.327501537330743,-0.00589154180477751,-1.7436314076316,1.05856079203339,1.02886383551634,4973754.51082941
"2",-0.0578939108731001,-0.0237793365226995,-0.000442013623363551,0.00740566844924163,-0.00907716670027538,-0.00176061647456583,-1.12521605221425,0.0656502387393741,0.0716716153203843,0.00743766461498815,0.0284689810601553,-0.058850238187867,-0.0263558485975602,0.0147006377111957,-0.0197559308136563,0.0043867003778733,0.083646701499231,1.10998912038597,-0.00612545242553738,0.0339611114404691,0.00415503990816438,-0.0251146034322501,-0.00438212126802753,0.0362916712579373,0.00708809304117196,-0.00105625720535611,-0.0188735958922401,1.59410982366848,0.0203523392472481,0.078175556735039,0.0224209907579196,-0.0419879948741724,-0.78713339307523,0.00267634473005576,1.26285860121162,0.313173266389306,-0.0162317351695849,0.0359216216307641,1.77165157592061,0.622401196308043,0.301558361846733,0.00548002305501946,-0.0961083896202826,0.543206352861873,-0.00523466842263255,1.3481645763879,-0.0572113018653512,0.02601082731328,-0.084381500172191,0.00627046011275209,0.000392612334259412,-0.280224507738413,0.000724420499446715,3.44666015321188,0.0779769149674297,-0.154144631828085,-0.235839646646926,-0.747537566672288,0.113903429927902,1.78025496620089,0.328067649370939,-0.00219710477491468,-1.74426789205216,1.05819273590927,1.02868495464319,4974029.34605355
"3",-0.0574986097728916,-0.0228969016244841,0.000492811289129608,0.0340541367509172,-0.00993863339627285,-0.00212008655674613,-1.10182668406768,0.0629713629444967,0.0714606969107506,0.00671034103686958,0.0278436946570181,-0.0588339572741803,-0.026332216433749,0.0138365252994153,-0.0188933090955655,0.00390011080246169,0.0795320006889597,1.11122164570095,-0.0057931716816516,0.0343609063816706,0.00367766676995607,-0.0255258597546947,-0.00469387677851173,0.0367742936473466,0.00710729684177416,-0.000446428529125415,-0.0130332058013947,1.59788984542761,0.0204093867327663,0.0760753785731489,0.0228020113681978,-0.040796587237503,-0.809084122307508,0.0016554136222575,1.26290526104597,0.307545445162478,-0.0154296348898284,0.0361007270895567,1.77062051171669,0.62219317181765,0.300555551225215,0.000697657517689409,-0.0965486011896517,0.535000414907621,-0.00941410299511152,1.34794937170211,-0.0556776663390652,0.0213697938310026,-0.0842880594600204,0.00619959392778385,-0.00195943442172322,-0.281516182343479,0.00101546114599722,3.44866283451202,0.074020767340877,-0.152277940508405,-0.235065530773168,-0.733492425610836,0.113689715696099,1.77993190580565,0.328248083428049,-0.00419783644865692,-1.74536764825195,1.05812153061934,1.02865034419833,4974399.12109969
"4",-0.0578879531881793,-0.0261222794313767,-0.000585170772194582,0.0555462348742886,-0.00975588852632208,-0.00196134660566997,-1.08488718850136,0.0603100524813224,0.0706281915637665,0.00704826805858262,0.0279573556424103,-0.0585459491807395,-0.0242792383816365,0.0141906089300724,-0.0182289620151752,0.00453633214998635,0.0840259484932464,1.11098142709988,-0.00594923331002209,0.034185773256848,0.00312970887648377,-0.0249471253492898,-0.00428977373863954,0.0366567038135084,0.00673508063437469,-0.00100986053627621,-0.018618731151851,1.59513527804515,0.0200303679345722,0.0749421192371924,0.0236448584596021,-0.0461980860561434,-0.78357818257862,0.00176457489286201,1.26275665358931,0.305129769561721,-0.0133799527300587,0.0361054659087396,1.76942383552808,0.621998691333566,0.305550385580519,-0.00312183907260209,-0.104322654254627,0.524362473747586,-0.00528001421032814,1.34859907245942,-0.0547165691162699,0.0208047906218798,-0.0839409140149975,0.00436182207883927,-0.000606294289765797,-0.282300296834805,0.000879230247161644,3.44738866756862,0.0946165149672197,-0.15246778728877,-0.234313892626205,-0.75000056341895,0.114011250448289,1.77808448742911,0.328403203533999,-0.00286887137342736,-1.74576193193054,1.05736648060152,1.02828326865777,4974702.15306514
"5",-0.0578387556235433,-0.0266864664809542,8.38148627673866e-05,0.0655868382031783,-0.00894366886592234,-0.00160252554386235,-1.07670803537835,0.0594882983801974,0.0706042278250625,0.00767112085287632,0.02822443364598,-0.0585904194104766,-0.0245577870579682,0.0129283403361393,-0.0172441841144537,0.0043503186187251,0.0811960781499853,1.11096600968439,-0.00576398359158079,0.0336382909954027,0.00339228021161075,-0.0250192343118153,-0.00428129505906866,0.0366234526153254,0.00669848424043027,-0.000892558289316568,-0.0154513680125802,1.59265793237269,0.0200605409086017,0.0793476159108715,0.023779742659261,-0.0445121596196629,-0.803483555302576,0.0014002441028417,1.2622070829474,0.305531346176592,-0.0137136079160337,0.0365109850608887,1.76942374871066,0.621598764521649,0.303241960518726,-0.00512453303606447,-0.0990293620333541,0.524230943745286,-0.00784470008038818,1.34898784105474,-0.0537292185930364,0.0243794483015663,-0.0837962311006441,0.00501307800344101,0.000294726451244841,-0.282473401059641,0.000599229539110923,3.4431565971289,0.0940059031444131,-0.151397472840915,-0.234241119909881,-0.739151693344829,0.113297967122619,1.77824774268831,0.328421486001835,-0.00562241874892833,-1.74611947648867,1.05710046205049,1.02815390970929,4974841.0150669
"6",-0.0642618622808267,-0.0255175494039677,-0.000218428600052234,0.975612945901228,-0.00974899197628423,-0.00184128208329288,-0.192022969632073,-0.0277324343949802,0.047897759976182,0.00759866741199239,0.0285651776146162,-0.0581258201282651,-0.0229590330617693,0.00944038307792598,0.0104073131648379,0.00420013982422042,0.0821300521706032,1.13019716752369,-0.00694514050745589,0.0293733489186526,0.00157266005784902,-0.024542187165128,-0.00402471162173644,0.0415897205164378,0.00783957928967128,-0.00070439437287304,-0.0157299630454806,1.59649319194691,0.00795804923569508,0.0456622412890198,0.0283621086918304,-0.0444037423834574,-0.799658682953785,-0.0508306899594076,1.25103081268967,0.172921543354913,-0.0130528802823923,0.0359386782374479,1.75450031967983,0.58781347482771,0.21878653017669,-0.00189347138005391,-0.0970295060959496,0.20357607605584,-0.00700546009732732,1.35525520531877,-0.0310692448683038,0.0326487932516473,-0.0750645242728899,0.0016760163706276,-0.000839830439903206,-0.292556473979032,0.000548420803966388,3.44744554989136,0.237384715801554,-0.116681489806455,-0.216003798394836,-0.7424822908822,0.105612340010591,1.77424569304075,0.333136901155379,-0.00607164192837916,-1.75345649018378,1.04757235594798,1.02350982210626,4982905.92956466
"7",-0.0645197179651958,-0.0235817228767365,-0.000292169197219242,0.967285256338993,-0.00828678481425863,-0.00173908813466633,-0.177147528860546,-0.0267806139937803,0.0468924768129677,0.00654851451916204,0.0288355225582838,-0.0579738460383219,-0.0242382505904985,0.00918339753876481,0.0107457874214183,0.00406871330479394,0.0827135941115007,1.12850442286248,-0.00741658594276272,0.0295235295089441,0.00205217781119043,-0.0247421373204822,-0.00388038595977915,0.0413301128637196,0.00773315682537264,-0.000591641328676081,-0.0142497756240203,1.59372861097952,0.00847943666035131,0.0450879489640656,0.0285532558309402,-0.0435089824299927,-0.787734454513458,-0.0515142777396734,1.25108750717849,0.172992819796326,-0.0139780561070576,0.0355922867956101,1.75432940909216,0.587035880164291,0.204695317544189,0.0146913526865979,-0.0903427170279201,0.201409211903697,-0.00840814530428201,1.35615130723942,-0.0311532953455558,0.0294490285531507,-0.0756287798221656,0.00317002961625051,-0.000861475457522074,-0.290786246832263,0.000433921926323552,3.44925998786469,0.232221520979604,-0.114263068460486,-0.215996737909288,-0.741185381052773,0.104980975152227,1.77449448939294,0.333515855567525,-0.00141365973808194,-1.75385034819918,1.04695684344583,1.0232090907756,4983021.08171649
"8",-0.0644290224550704,-0.0236743641326086,-0.000122153531556946,0.961277007705233,-0.0087139953337324,-0.00213622318742363,-0.171350152874673,-0.0260652887225674,0.0467671746133819,0.00625778314330114,0.0285884541676819,-0.0577447908124806,-0.0245372113783964,0.00906043525526331,0.0105707119077806,0.00434237578557307,0.0822419684330005,1.12870455603574,-0.00698422824454486,0.0300927585264532,0.00169862623581336,-0.0252128600933782,-0.00400702670552643,0.0416395473212387,0.00835358547415806,-0.000335826410871888,-0.0174238747904003,1.59014357431792,0.00882228929606674,0.0453427758778005,0.0282139090912176,-0.0425647987033801,-0.799665454171058,-0.0519299042311485,1.25163554395286,0.172278194907603,-0.0131920426664388,0.0372445735717171,1.75408827071512,0.586774475889746,0.201335483823867,0.00942390077340265,-0.0938259548358852,0.204590864289178,-0.00744240534438902,1.35636951809916,-0.0324426744235157,0.0304237443054226,-0.0762489929223478,0.00290867631835243,-0.00176910969422575,-0.291070745230606,0.000742466500096964,3.44018393360783,0.232639499012198,-0.114619879644355,-0.216692720826999,-0.734369545625469,0.104955759816262,1.77434627584805,0.333749253677204,-0.00635981114177061,-1.75461814191855,1.04630627011139,1.0228911330691,4983070.14372038
"9",-0.0636197406682277,-0.0266220592165912,0.000905607668486741,0.925468422053823,-0.00876295552714861,-0.00138391598140781,-0.124344565913725,-0.022268671887281,0.0432523736567519,0.00610979206718026,0.0281304343199646,-0.0567402898189352,-0.0232997487536506,0.0045298154120513,0.0108892803324261,0.00398401412727214,0.0822984710566179,1.12477224001575,-0.0072106941818038,0.0299252948935836,0.0038274654939207,-0.0253509761440022,-0.00427838474403765,0.0416191494730225,0.00728044939167241,-0.000968044383130138,-0.0165985270726577,1.59908989694891,0.0108841012288733,0.0415694985848832,0.0265450461310883,-0.0437129312422449,-0.789077921839057,-0.0538456621583763,1.2499326876041,0.173591291376195,-0.0119420867036999,0.037302618142838,1.75166022721449,0.583898434068385,0.188704310484414,0.000638863749428445,-0.0932001449688807,0.226151015097041,-0.00870348801168692,1.35695558634448,-0.0356153350540115,0.0278382262659379,-0.0756483643443021,0.00562672723329942,0.000529599482092346,-0.29422307426937,0.000608874439941908,3.44338847185442,0.230662363635602,-0.112768193258081,-0.214715613554575,-0.754810475279227,0.103928459474444,1.77370075073555,0.334105048880511,-0.00858556803344296,-1.75525519068652,1.04411626940346,1.0218200768254,4983431.19923293
"10",-0.0639068674213694,-0.0258430421071861,-0.00114186435987484,0.910669910847959,-0.00884092436899578,-0.00210749056877474,-0.111708423271217,-0.0212363501211829,0.0434614708517992,0.00539579225060013,0.0280080579281256,-0.0576284421862587,-0.0230962528523607,0.0023911754835795,0.0111950749736953,0.00408975670048425,0.0824658766557775,1.1248379352013,-0.00689940776955934,0.0302705743890384,0.00346851502029141,-0.0255331640938132,-0.0054658733946733,0.0419569838806471,0.00645681762931002,-0.000495904770632312,-0.0160481205071526,1.59748376593193,0.00941390213729906,0.0420631070398973,0.0264508571079767,-0.0429460530448406,-0.761019710917614,-0.0537493558195689,1.24959025112678,0.166546521107402,-0.0125912610621198,0.0373660057310096,1.75108387007464,0.583320235326194,0.197956061850969,0.00781736659021028,-0.0895430757912394,0.228096797435348,-0.00711849294476391,1.35702996932645,-0.035462320105501,0.0276596139666107,-0.0756575969594032,0.00440713289458632,-0.00175143985286604,-0.295063941618183,0.000785865168411399,3.44491058610625,0.224293592123024,-0.111049745107436,-0.213027410632902,-0.745484886726494,0.104537057350818,1.77368776048104,0.334050186362483,0.000616432361903487,-1.7559629763523,1.04376231735471,1.02164686528894,4983521.2184737
