"","agem","agerace","agen","age0","wrace","wn","w0","eage","ew","em","eo","er","erace","egender","ehr","en","e0","mw","mrace","mn","m0","oage","ow","om","or","orace","ogender","ohr","on","o0","rage","rw","rm","rrace","rgender","rhr","r0","racen","race0","genderage","genderw","genderm","genderrace","genderhr","gendern","gender0","hrage","hrw","hrm","hrrace","hrn","hr0","n0","yage","yw","ye","ym","yo","yr","yrace","ygender","yhr","yn","sigma_h_Sq","sigma_h","lp__"
"1",-0.0685543875388777,-0.00410390074776497,-0.000929856906324151,1.47929563979877,0.00771563538415985,-0.00270734704449905,1.21329695895365,-0.0128680601494085,0.00200275406728519,-0.000948006500261064,0.0255243875503263,0.00134899518542613,0.0016564789214539,-0.116125650178215,0.0316439032275178,0.00372108645490896,2.26099471944907,-0.00906776695227,-0.00624411895969186,-0.00205396106734678,1.19772015040483,-0.00436585510168379,0.0221944521396013,0.000755499837246432,-0.0163263982630913,-0.000538436743277257,0.0224644528921976,0.0103990857515898,-0.000885775688921385,1.60806461756843,-0.101446546074156,-0.00850647524790473,0.0206702693008163,-0.012450312497392,-0.866126222115511,-0.083267295567471,0.606224975451199,0.035117068562428,1.29249332588128,-0.146681190964378,0.0160018293570344,-0.0401696083481094,0.00964746472479898,0.239847264694548,-0.0091262024338625,3.00085768827788,-0.00931842015421307,0.038484369132428,-0.0721702471378936,0.00282240412586389,-0.000998723210435381,-0.515423084740524,3.46812714977805,0.246079744827883,-0.0103790533016775,0.186777240274854,-0.141807809295531,0.0690470158116525,-0.844791040046036,0.0230549756543838,1.0938045666791,0.319362886079941,-0.00287124061534676,0.892164564141858,0.944544633218493,5666892.36426229
"2",-0.0658617877594496,-0.000548956279959196,-0.000798507268048531,1.4810996682098,0.00798993467452955,-0.00101803900894453,1.22963050404076,-0.0128782440999726,0.000752357591261363,-5.19734987762161e-05,0.0260424669687204,-0.000206592697442522,0.00191853435994021,-0.106430941278155,0.0315623773217046,0.00391689744510608,2.26150670017335,-0.008623533204325,-0.00601452602481504,-0.00211716420227047,1.17948046505551,-0.00359115037525998,0.0216625838061612,0.000624732895999109,-0.0131642331892065,-0.00138625983025677,0.0294005071824342,0.0102509324975722,-0.000938198077765402,1.60325609468752,-0.101314132034251,-0.00901406114381886,0.0201950945531905,-0.014472873638257,-0.85004311028854,-0.0824975360301318,0.594332538714964,0.0364354827112799,1.28273526284101,-0.150172015898896,0.0170357066148283,-0.0317183781994878,0.00668589121522651,0.248500320679202,-0.00857925758562446,2.84184779415119,-0.00996292167461482,0.0377866668435271,-0.0804394297795745,-0.00548460560212233,-0.000875747592845081,-0.509406032449033,3.45593030814008,0.24489200857705,-0.0159011949824947,0.195080622647817,-0.156196630741727,0.0556537648959926,-0.813418908513341,0.0279869308670155,1.05599820130366,0.349883790188258,-0.0041944841760655,0.89804149732906,0.947650514340102,5666884.83754744
"3",-0.0658281600778362,-0.0025661535123821,0.000241196093173302,1.49114320786059,0.00864906734760337,-0.00281984943514973,1.17015547475868,-0.0136947060514575,0.00416387171494878,-0.00281927580141279,0.0239292237440309,0.000444546866288157,-0.00118868399318117,-0.110783500706069,0.0284120727540501,0.00418508961535252,2.26285725728677,-0.00979666028869768,-0.00557165805183257,-0.00234701051240981,1.19248559620534,-0.0049308219613552,0.0214506439398893,0.00137829529769965,-0.0167830718316456,-0.00131160875560989,0.0309576816359896,0.00978264642012486,-0.000457373791012185,1.62506004293558,-0.102463221151078,-0.00282686984988217,0.0217523849351655,-0.0135857768591913,-0.852791990143589,-0.0868918086961832,0.610732363255337,0.035759868132917,1.31491995481857,-0.149407498217453,0.0444599574733077,-0.0267425146444139,0.0134177284757128,0.240928681941163,-0.00898357111919236,2.8629454574888,-0.0118851381219173,0.0369033163128799,-0.0786471784509284,-0.00167464990071644,-0.00146987209033965,-0.466515983930688,3.45779730699135,0.246476849345502,-0.0121567975006499,0.189822090523708,-0.142529717450902,0.0685141692912841,-0.839742261582917,0.0253538389136413,1.0827394828493,0.347306260744105,-0.00795314436771299,0.897109360598727,0.947158572045213,5666889.75549551
"4",-0.0686754248346174,-0.00483766348567176,0.000655179127648481,1.47942971200666,0.00649604615982529,-0.00324316833297319,1.19118430186615,-0.0125336189544285,0.00207634484615527,-0.00150001786909542,0.0249127026363791,0.000444299813486584,0.00269157625863679,-0.109933088542298,0.0319854546446204,0.00388754472674006,2.26264507641606,-0.010154146174282,-0.00797751848836432,-0.00242662604385237,1.19230051526083,-0.00477941033850685,0.0213468155696856,0.00135841267635452,-0.0161994937749754,-0.00191259997813936,0.0305339495304492,0.00952658090636616,-0.000386973046674639,1.61388002278108,-0.102993268776066,-0.00201323240274786,0.0231506323489672,-0.0120775016462383,-0.85506416253446,-0.0796926237236787,0.61968706940419,0.036695973915099,1.30706637987956,-0.14217795141531,0.0336845790858513,-0.0306039146783662,0.0084129097353544,0.264556700618676,-0.00652923231259678,2.87183742192716,-0.0126506696137919,0.0376771174753052,-0.0730457755076587,0.000990201638725917,-0.00124880882412183,-0.514546895735307,3.45380842952546,0.233168349711833,-0.00907018604844066,0.186720087009746,-0.16029649098071,0.0654682272646921,-0.837884167542656,0.0155207210512136,1.07182486218312,0.317739772980704,-0.00696561608706125,0.897599668554801,0.947417367665804,5666886.35519386
"5",-0.0695723549032891,-0.00412651281023282,-0.00128154791863572,1.49566404209863,0.00777353265565508,-0.00306340166014256,1.22114451960802,-0.0140589441409341,0.00150605836752385,-0.00155399058415812,0.0249591775452199,0.000548585691319568,-0.00051457175704852,-0.107480535875225,0.0292302164348143,0.00458510333798467,2.25834057375005,-0.00920631721712801,-0.00711100274457189,-0.00258199377237558,1.19672859360549,-0.00454168860776132,0.022181801854961,0.001391100428783,-0.0147755151269043,-0.00140152409987042,0.0210743509890488,0.0091076792283857,-0.000418885580487849,1.61326340327415,-0.104321786610791,-0.00924356804551486,0.022290985630304,-0.0127499181396869,-0.845438935460848,-0.0899503727621408,0.610492023559088,0.0361669099579589,1.31973610592773,-0.149772171882398,0.0145962868255601,-0.0311341196248179,0.0183403116146326,0.239677068147798,-0.0109240431934714,2.89891793631973,-0.0112489257108622,0.0382409062770219,-0.07402160569146,-0.00486101326942706,-0.000727674588308241,-0.464297417764692,3.45855025726537,0.253491553321351,-0.0176757147646586,0.193358063570554,-0.16009639868825,0.0598234529147776,-0.844774595144183,0.0209285741869191,1.08111714843092,0.344522867456846,-0.00266223799736308,0.897527952758776,0.947379518861779,5666892.87280489
"6",-0.0719923646557935,-0.0011935450980042,-0.000949389748419679,1.5112360018754,0.00809401933686995,-0.00242880487781905,1.18573546583327,-0.0159123211933434,0.00326225272222287,-0.00120489709707893,0.0247255421372309,0.000156188799880781,0.000935064906696669,-0.109119100210318,0.0311072243355705,0.00448681236702878,2.25880032019456,-0.00856840386525239,-0.0102869397963324,-0.00259627100987481,1.20108604665252,-0.00453824793728217,0.0211977039720202,0.000968752863200421,-0.014825803954386,-0.00149527755130829,0.0211974269918801,0.00913655452321434,-0.000790166346768567,1.61472840969894,-0.104214262230828,-0.00447188274806273,0.0215109608367813,-0.0126019660997858,-0.846984271412698,-0.0923322234663533,0.598176681249534,0.0363988354650396,1.31326664256683,-0.149248241041884,0.0362479283507064,-0.0295751089464492,0.00404870513655188,0.226827494369732,-0.0108711411953212,2.87562906375944,-0.010735678249243,0.0392752214572048,-0.0742410882387385,-0.00461586693719871,-3.77519861398888e-05,-0.466566426170567,3.45865132528371,0.259191136552382,-0.0156976505708884,0.193289638128255,-0.160376931082413,0.0591589506201498,-0.829367538756472,0.0161597163528495,1.07080219277932,0.343054024598766,-0.00354519142481189,0.889487475785427,0.943126436797011,5666888.22858601
"7",-0.069342362628536,-0.00381255647314845,-0.00112916522912409,1.46793286731781,0.00743311545787803,-0.00175324851742502,1.19862184777728,-0.0126084627351284,0.00270566594072434,-0.00180734731288115,0.0247980700327724,-0.00158888935396295,0.00170746296394705,-0.111079175187775,0.0313109391633557,0.00342041668413374,2.26260236973387,-0.0112278806941561,-0.00772791893812119,-0.00238143622989287,1.20538416233056,-0.00399624032903843,0.0229892472050129,0.00106518703535059,-0.0147115290246471,-0.000966397320676736,0.0304515838177037,0.00911895270638922,-0.00102262659993452,1.61696179330689,-0.098286060281357,-0.00743667495292503,0.0212883202383276,-0.0129165834486506,-0.84381076215904,-0.0848673666170917,0.625830024020296,0.0361469171151018,1.29276844589329,-0.144550881003216,0.0217065668480005,-0.0378811459636608,0.0149943639645446,0.245408178531081,-0.0068443383002941,2.85174553956248,-0.0146904683725893,0.0381695171552293,-0.0748339078033421,-1.84366730864416e-05,-0.000663647842773094,-0.493989260474494,3.46488873655172,0.255327962933476,-0.0118824079912919,0.19090752690041,-0.149782064304664,0.0637297397437504,-0.806048303054388,0.0186193873118441,1.08146485951392,0.347730501713556,-0.00294272586280423,0.886788888903828,0.941694689856446,5666892.74916813
"8",-0.0722558977333785,-0.00216222805309505,-0.0015707583493687,1.49507826228803,0.00640536556718869,-0.00148122534948344,1.19537830722155,-0.0135538938669695,0.000850356043890329,0.000373553547635146,0.0245637638920813,-0.00224827950092322,-0.000473581488713997,-0.107476000507545,0.0297394219684577,0.00424007672372953,2.26066288995562,-0.0087348988406327,-0.00718626382655162,-0.00256009797176384,1.19495615739469,-0.00373082162236255,0.0222700852384699,-0.00041412614840104,-0.0149921313372177,-0.000979519705325255,0.0218094426930305,0.00960563290751315,-0.00105842403346185,1.61659867398853,-0.106415421767889,-0.00362890611755573,0.0224274335155166,-0.0131314965442432,-0.857548586617706,-0.0902466782056822,0.635283165854401,0.0343809723790116,1.31236277663466,-0.161457917112069,0.0365916012557935,-0.0287396509522079,0.0171868579456034,0.236953359433145,-0.00775956916359173,2.91959327969289,-0.009143293648432,0.037961370480008,-0.067622099641999,-0.0039010872953572,-0.00126850886325663,-0.461291035861253,3.46617316907531,0.258802346664735,-0.00792630777032842,0.189107201547364,-0.15725185924358,0.0652848001484888,-0.819257969341862,0.0317168531015648,1.03488347315403,0.319993146674878,-0.00569088511606877,0.903161128614332,0.950347898726741,5666892.66733602
"9",-0.0715032670827176,-0.00286380151704523,-0.000722484467490064,1.46631162228166,0.00738686031802968,-0.00304808701208472,1.18380287746549,-0.0132828017987262,0.00225342214687821,-0.00333776183017431,0.0253552028055409,-0.000315193951276013,0.00081934101878537,-0.108211291592525,0.0330938895792487,0.00404736644937135,2.26230701464407,-0.00928097804009497,-0.00626185846824511,-0.0026275804506078,1.21401586914963,-0.00428624556848511,0.0225070661741811,0.000944739960855003,-0.0146226525811032,-0.00168295473007123,0.0228419984528885,0.00959601708092345,-0.000218960250697923,1.60960415331873,-0.0997200419958368,-0.00221973394656603,0.0232617500249421,-0.0154315349621935,-0.852764298384532,-0.0834883800462246,0.604569235161843,0.0351650273436493,1.31059717541407,-0.118552946872936,0.0265448631708389,-0.0225882562920126,0.0085215190624229,0.261190925636642,-0.00904621626055384,2.90278176771669,-0.0118287665326787,0.039666606707832,-0.0684660637351039,-0.00278425636429868,-9.26719705293126e-05,-0.523087215945506,3.46447640555892,0.231536320836545,-0.00231249140829918,0.190861897968512,-0.155165838448526,0.0578952418963235,-0.842255660930973,0.0296639605035198,1.0205690907187,0.312530833860689,-0.00979227430412995,0.901922356087104,0.949695928224979,5666885.55720515
"10",-0.0723057504288191,-0.00292397661289471,-0.000593994530838093,1.51373691015421,0.00474578130503432,-0.00144380475630799,1.20540745897198,-0.0157768567051886,0.00105208052073956,-0.00219092796707169,0.0243816089760203,0.00108205774931994,-0.000762922319839616,-0.0991823324188576,0.0287600022112891,0.00409373641919823,2.26041308188168,-0.00918235714668266,-0.00658564906770173,-0.00287310243114656,1.21572121940318,-0.00356032899425606,0.0228244998935498,-0.000610019954522932,-0.0151525405862048,-0.000110650893495187,0.0241201973645119,0.00931780718331957,-0.00119306802265797,1.61954409719079,-0.102831366676605,-0.00888311008022697,0.0230359806034012,-0.0122253720055902,-0.849635968084348,-0.0881925070859515,0.60160204069588,0.0347493134098931,1.31626699617011,-0.159804193261228,0.027145728037674,-0.0264182473757366,0.0208253931787439,0.21986698753016,-0.00898357901604594,2.79712081595928,-0.0110709274740457,0.0336746541048859,-0.0690630244300886,-0.00176325762072045,-0.00068453367781925,-0.453851984224053,3.46548881197639,0.254175449559435,-0.0119254358628922,0.188644730256374,-0.144815026654004,0.0680318977730551,-0.81283650786847,0.0264917526259066,1.03149621381377,0.337564678770608,-0.00656662100239278,0.903995518337681,0.950786789105571,5666885.97027235
