"","agem","agerace","agen","age0","wrace","wn","w0","eage","ew","em","er","erace","egender","ehr","en","e0","mw","mrace","mn","m0","oage","ow","oe","om","or","orace","ogender","ohr","on","oy","rage","rw","rm","rrace","rgender","rhr","r0","racen","race0","genderage","genderw","genderm","genderrace","gendern","gender0","hrage","hrw","hrm","hrrace","hrgender","hrn","hr0","n0","yage","yw","ye","ym","yr","yrace","ygender","yhr","yn","y0","sigma_h_Sq","sigma_h","lp__"
"1",-0.0713775465960223,-0.00321789275588666,-0.000828077725400631,1.49288821133507,0.00895574389900704,-0.00199510998290736,1.17334624237905,-0.0149845116153152,0.00502717017974457,-0.00127426808969548,-0.00461684154814999,0.0013001137669007,-0.120413174187894,0.0267918782579496,0.00412702712028784,2.22496625051516,-0.0112826414045536,-0.00635097422088438,-0.0020833168968382,1.19988543638227,-0.00335447082957523,0.0219722037208178,0.00553217845461981,0.00105581401706749,-0.0139427905451817,-0.000138178305614575,0.0214595213907382,0.0115391913380902,-0.000572782575124674,0.0402619987509272,-0.104676476677405,-0.00621954849065231,0.0226967567403684,-0.0128691947518646,-0.835313887193742,-0.129054463832343,0.645962429554418,0.0354370859642624,1.29017598176664,-0.144069673126219,0.0382268618605268,-0.0259624299517686,0.000108727189653785,-0.00799995493321602,3.05864548198399,-0.0212778246841564,0.0382450949477903,-0.06707711282638,-0.00501666353110144,0.287747930290954,-0.000576697301359713,-0.236800803124006,3.45917040496049,0.252402253623806,-0.0255156349622546,0.189769892538751,-0.162203145209342,-0.812874998702118,0.027046981154086,1.00052241628651,0.352021568180338,-0.00152736860226136,-1.42161099137731,0.903506210526457,0.950529436959454,5355423.10038276
"2",-0.071441994008006,-0.00241891390373961,-0.000157564995995825,1.48170559211526,0.00631094110626269,-0.00168609770568375,1.23075816049086,-0.0122044243565304,-0.00127944228358525,-0.00108116506691413,-0.000875957430762945,0.00116898213841315,-0.122810760451469,0.0289033976875157,0.00419049380735554,2.2254581208252,-0.0105849640490336,-0.00748233331281887,-0.0023173665549055,1.20411893835088,-0.00510078207978406,0.0223975265653638,0.00557456474887801,0.000208335785809458,-0.0140276975568652,0.000524705477845947,0.0252128060782515,0.0118882851228722,-0.000905910400967569,0.0384970460337272,-0.101749715969971,-0.0072638629854106,0.0213645304228358,-0.0104605347962586,-0.834446972450951,-0.125426037049345,0.6102038540974,0.035847724498269,1.28797623662636,-0.151098288371316,0.0288310930436942,-0.0269986874191317,0.0100946530122108,-0.00606374490448747,3.05818149516494,-0.015446057975484,0.0378112033455884,-0.0739860918115968,-0.0053428981082581,0.289466841232458,-0.000655894890987221,-0.276244368570557,3.45351977458475,0.242805181265006,-0.00156549569088753,0.183818719457817,-0.153097939191615,-0.813848049934382,0.0259572134024592,0.985974264748871,0.344697120901831,-0.00882719183134042,-1.40725322471277,0.900046010819536,0.948707547571714,5355431.80667322
"3",-0.0701931196933658,-0.00190814060995807,-0.000957836983952257,1.48443254123494,0.00726070949178109,-0.00170814816019914,1.18454971068244,-0.014239900188181,0.00263541675692527,-0.00211775978565958,0.000761680971608537,0.000602617377219071,-0.122041729659514,0.0276113921531965,0.00459256500618829,2.22604649448571,-0.0089770156965795,-0.00896866548760986,-0.00244042902446492,1.2013031251977,-0.00380512515323281,0.0223820766409527,0.00577668406306115,0.000957956717594015,-0.0154757295746126,-0.00217628043552199,0.0266392252783111,0.00928025144589551,-0.000577143126120852,0.0462775754826462,-0.104538143207428,-0.00303002292840328,0.0220890083001604,-0.0134973449131109,-0.829410801331725,-0.125849124195332,0.599541805684638,0.0353259202892354,1.3140288619968,-0.132837548313156,0.0259206227020008,-0.0245284926217165,0.021271896100386,-0.00615957881300677,3.02691344252703,-0.0141710795526371,0.0396292689586344,-0.0745112227827959,-0.00437943008561273,0.241070483388306,-0.00196466486182676,-0.237655174322928,3.45437315626169,0.239426197090242,-0.0110392120702573,0.181554905644201,-0.144463834182735,-0.826330161398752,0.00913858914647031,1.04021601017298,0.357564308468475,-0.00835101944807825,-1.47875021352251,0.900096691962418,0.948734257820607,5355430.77479367
"4",-0.072385559515876,-0.00351325479173958,-7.6757823329641e-05,1.48336640523713,0.00603836153320498,-0.00218844277101382,1.18725299306318,-0.0132667967246498,0.00295787246206078,-0.00330428548657463,0.00149075154730392,0.00213099503868958,-0.117600846639839,0.0259914596930548,0.00385010305878365,2.22957266569044,-0.00914897695401199,-0.00706218502452424,-0.00196608754688494,1.22214433315059,-0.00404324850344137,0.0215598831702655,0.00531467116833989,0.000632023754900109,-0.0153059694499835,-0.00194694096553636,0.02109645417975,0.00937707849199448,-0.000647414589521736,0.0403967339020523,-0.0995216717836607,-0.00712726652538266,0.0237560379628249,-0.0152079493594078,-0.839143696557335,-0.128297967564666,0.591428004987565,0.0364237237246454,1.30363822623516,-0.152132387388832,0.0355155302201078,-0.0297329287567977,0.0143437822839214,-0.0100500536992594,3.03024909461672,-0.00904107818543658,0.0364353986233715,-0.0674721756729617,0.000149346715309294,0.249073330922989,-0.000164721597246482,-0.232021514792158,3.45720267858437,0.24561009466127,-0.0136455440617924,0.178682370058238,-0.15723723931621,-0.831317817009931,0.0159056032128423,0.911187667559845,0.351332385689197,-0.00152653683433592,-1.42804135289731,0.909538023499636,0.953697029197237,5355430.07925297
"5",-0.0700475233429563,-0.00247037069034811,-0.000828347882780252,1.51581630685204,0.00721483573779478,-0.00136155869987307,1.2007838899819,-0.0140074041136246,0.000940841945531428,-0.00268306238998697,-0.00295735126823644,0.000122577957119915,-0.119354825605689,0.0303043222645792,0.00463967233813519,2.23129073673515,-0.00770070324465561,-0.00815090717719638,-0.00311443790742361,1.20988030684012,-0.00470161193941898,0.0215292975989949,0.00517057540944965,0.000740152638606119,-0.0146302488721379,-0.000131483570078951,0.0272759783077746,0.0130847694993006,-0.00119072930664189,0.0460141926346045,-0.10804385792189,-0.00667267739657199,0.0219383935350757,-0.0120660249820909,-0.825015522072171,-0.125344630151275,0.634600948373264,0.0358468255877396,1.30282560816463,-0.159786379109001,0.0376307870188378,-0.0252856798996071,0.00671988209826452,-0.0101122298875705,2.97328033647006,-0.012537212921509,0.0365787398031281,-0.0722608830113509,-0.00432209300045023,0.300112641200409,-0.00167110538806805,-0.29399426237196,3.45587492170744,0.232134496799043,-0.00855090869279929,0.17980474906856,-0.166906998554658,-0.824817613810686,0.0281885316345929,0.936403425694358,0.363326992751255,-0.00337819976001292,-1.4675690029024,0.912106733107194,0.955042791244033,5355420.95471003
"6",-0.0668942579778786,-0.00185411593269265,-0.000765971040527713,1.47703875634032,0.0076984678569778,-0.00176467017088494,1.20972650159467,-0.0136649560306811,0.00192792874256707,0.000495263663041152,-0.00193341913276514,0.00125679803660889,-0.113171991738674,0.0247578209815022,0.00456662134515289,2.22889618214998,-0.0122911024628916,-0.0063077797017256,-0.0025441253380779,1.17415497278523,-0.00387584077899504,0.0220869480165965,0.00512947417161547,0.000661269415316741,-0.0141399757893271,-0.000346094590017258,0.023997658501601,0.00944156920317687,-0.0011340189835319,0.0451183330754726,-0.100254867066891,-0.00356127055117696,0.0230958662744265,-0.0111977345870177,-0.834717703867818,-0.129412654610017,0.623053159274991,0.0368878688512294,1.28524340070537,-0.142919856045191,0.0189313421060976,-0.0430686672007719,0.0108289961484009,-0.0105783981347267,2.94932489476157,-0.013922896052598,0.0375718667849818,-0.0712627654593269,-0.00302559834787026,0.280652157023663,0.000153710763802201,-0.202297670877171,3.45350752583561,0.250154706356791,-0.0136950308503844,0.18094293045518,-0.146180608274799,-0.835805486891539,0.0168037909649695,0.953297981817007,0.354216116756218,-0.0024693667458056,-1.47133715353166,0.892300230829837,0.944616446410836,5355428.51100059
"7",-0.0694409105118368,-0.00187277661684149,-0.000974655578673087,1.48835271464746,0.00661680141400253,-0.0015185922931448,1.19684310222691,-0.0134889327992994,0.00262180221131159,-0.00174646884530132,0.000870565634587215,-0.000129874928365396,-0.116897697351883,0.0299552158514575,0.00411715661358322,2.22997628345835,-0.0110537985734424,-0.00694662452338039,-0.00226769379428368,1.19524219050175,-0.00472110528504664,0.0220433259412857,0.00511138940092723,0.000725573921452882,-0.0161599869833712,-0.00149597656465373,0.0322090630483136,0.011461581623897,-0.000638907417105342,0.0479187957092021,-0.104679395481006,-0.00353466286919443,0.0232060770218031,-0.0132527944985487,-0.836942110008968,-0.123292883808105,0.598920997900828,0.0368071154514086,1.31358883996671,-0.145263302118404,0.0211237322699797,-0.0286108757354811,0.0157383269107635,-0.00876299978425314,2.95725453304843,-0.0129576642023781,0.0374588693052974,-0.0737229237747529,-0.00111647581086585,0.265066455615348,-0.0024913260052704,-0.282695981490632,3.4515953595065,0.250195249047893,-0.00385505426939235,0.182497011628539,-0.129079842758592,-0.828859821368341,0.014491231499294,0.954887094815442,0.336059079417708,-0.00114961998704742,-1.48566764093085,0.892430425853725,0.944685358123923,5355431.42073372
"8",-0.0750574129958646,-0.00354197156850194,-0.000174162688108596,1.48636971471967,0.00644655723660037,-0.0026669557040929,1.2090053543679,-0.0128694564093509,0.00173564620353881,-0.00175189819454448,0.00173534355316037,0.0016420430008986,-0.112929916915197,0.0252076669993462,0.00421520578903012,2.23308378027333,-0.0103742061372621,-0.00797014340136912,-0.00245127682907811,1.21060903184534,-0.00447576014906835,0.0210320755536302,0.00484851216959059,0.000923330656743935,-0.014166322168556,-0.00124242957242019,0.0172258526299814,0.0119774752252914,-0.00055224773799647,0.0355791572592819,-0.102619975106126,-0.0044918771633878,0.0241574745454071,-0.0121097199217743,-0.817372108263085,-0.12782863595145,0.591140214171608,0.0383685247057447,1.30312239272734,-0.15172231198467,0.0326043833669452,-0.0209911072856646,0.0142369813308458,-0.008486076772118,2.97802607105385,-0.011358864028947,0.0391238294073652,-0.0700453245948164,-0.00555965776945243,0.258898653521713,-0.00100763985785519,-0.22628159785468,3.44811667095699,0.242778505314802,-0.0218305114684297,0.180708205650369,-0.151870314540339,-0.840854932779402,0.0131156894492341,0.96171354686978,0.350298115666764,-0.00759018186795388,-1.40536271311291,0.908467542831811,0.953135637163888,5355425.79948404
"9",-0.0720857755783521,-0.00341270096045129,-0.000369272390143633,1.50324072096665,0.00770753852162338,-0.00195328136455328,1.20438539907433,-0.0143875551306178,0.00110716469593065,-0.000953024972460512,-0.00159698073461215,0.00209367050963979,-0.129383158750304,0.0299271247443889,0.00439232515565775,2.22355657592559,-0.0104140596425335,-0.00441817758295317,-0.00181824038366131,1.20145615986861,-0.00468738134822414,0.022909974117379,0.00573888271005951,0.000277849462688867,-0.0143463361471797,-0.00142762600310079,0.0311880708519878,0.0118129239115515,-0.000735967496412718,0.0454814545003089,-0.103164999779775,-0.00596515714361459,0.0211994642006591,-0.0146663347920239,-0.83469473420676,-0.124490797978732,0.619665743492697,0.0345273446041098,1.2908995350981,-0.154504983953775,0.0229317739553313,-0.0176158354885671,0.00789760815778116,-0.00701859673346268,3.04773157821678,-0.00560918330029517,0.0384444510084329,-0.0749225560077482,-0.00244353138896797,0.267619818951779,-0.002096961603245,-0.278844187200989,3.45765809550658,0.245004577488402,-0.00501381818550891,0.185992106445776,-0.163762348435034,-0.850177583239288,0.0238030919730806,0.966563120640578,0.329453162076369,-0.00618323823543333,-1.45370327207531,0.899579419618627,0.948461606823717,5355430.60569575
"10",-0.0733848836714649,0.000926261936951068,-0.000536124646331893,1.47459776377621,0.00617474059376916,-0.0010658703451584,1.19850972613271,-0.0128220313022905,0.00240545506831868,0.000723663223925764,-0.00119935045613041,0.00032014251808859,-0.121232436386551,0.0293470309403053,0.00433115805829435,2.22768032774005,-0.00941373114863335,-0.00498669603802037,-0.00263285672154801,1.1873150654134,-0.0040599419209167,0.0231193001478296,0.00537287162829272,0.000144974353338694,-0.0157839008664476,-0.000855742702929403,0.015910271676295,0.0111130434465555,-0.000628047560142596,0.044221428627689,-0.103468107069585,-0.00662430265875847,0.0239362185835222,-0.0149047647152859,-0.863207476667763,-0.127097394247364,0.619259063641122,0.0360402012373307,1.29526005053396,-0.139009309174089,0.0174592881680755,-0.0249242833318774,0.0109222749712008,-0.00939748999783948,3.12661278365652,-0.0120028218674134,0.0385460960409997,-0.0688653085266188,-0.00337836026044559,0.287720204366075,-0.00164567862254367,-0.266441923481303,3.45123360201753,0.243183965154128,-0.0167872075024928,0.18322880737499,-0.165736074975578,-0.816669682804031,0.0224743459729833,1.00060002710662,0.332355382427099,-0.00246527225243034,-1.44523691023928,0.912309933921204,0.955149168413607,5355424.24394048
