"","agem","agerace","agen","age0","wn","w0","eage","ew","em","er","erace","egender","ehr","en","ey","e0","mw","mrace","mn","m0","oage","ow","oe","om","or","orace","ogender","ohr","on","oy","rage","rw","rm","rrace","rgender","rhr","r0","racew","racen","race0","genderage","genderw","genderm","genderrace","genderhr","gendern","gender0","hrage","hrw","hrm","hrrace","hrn","hr0","n0","yage","yw","ym","yr","yrace","ygender","yhr","yn","y0","sigma_h_Sq","sigma_h","lp__"
"1",-0.0864706342871489,-0.0119498971165377,0.000167869694000687,-1.20530890139339,-0.0016255672567647,-1.14548675957519,0.0888417009657833,0.077817990786948,-0.0167708134225617,0.206139534637567,-0.0196288134001109,0.182592197125404,-0.243579496789924,0.00419333367531627,-0.024084274090449,2.26601571346592,0.0215860132572064,-0.0218686388995651,-0.00194138252839846,1.93988595306657,0.0117225187829957,0.033520447191047,0.00654390009316008,0.000412226726503455,0.0128910563679156,0.00165516208095979,0.0761820182385633,-0.0172976511656882,-0.000769639723436049,-0.0389504591949114,0.20925801585776,0.0508269348028391,-0.108551327386822,-0.0364607405605674,-0.626156208141795,0.413080254632102,-1.71081337776442,0.328417293785158,0.0352055016958758,1.69005781400573,1.10007427080771,0.215030819980798,-0.455062154951313,-0.0862162885691114,-0.0934557878212937,-0.0105204829706093,-0.939859713297656,-0.107618533448493,0.0576893222325133,-0.0181924203918698,0.00426531783415301,-0.00168932477383907,1.51261653449482,3.45604842934376,0.473597646577983,-0.340980404110256,-0.466875429670315,-1.72322313998136,0.0389310221870997,1.68901163247492,1.07056545946067,-0.00569567043420605,-0.424301734502903,6.99133420860902,2.64411312326251,5267473.81900878
"2",-0.0864125425475835,-0.0121948331110804,-0.00072908568966976,-1.20182092424431,-0.00166955200508668,-1.14368532491068,0.0900525305574782,0.0771272708300992,-0.016918804222048,0.206276486003522,-0.0197385856833534,0.182519318254084,-0.240624751332904,0.00432841468731714,-0.0240495759755209,2.26710825670494,0.0213842599831452,-0.0214707053824576,-0.00288016197862063,1.93991534607662,0.011983545920929,0.0335083476713342,0.00680580492891524,0.000231681589889099,0.0128643441359349,0.00131458639401826,0.0760809239633412,-0.0173178136434086,-0.000701124967409642,-0.0391236171231521,0.208640027334195,0.0506282797815878,-0.108286034765337,-0.0362669643666068,-0.625912730245375,0.395734702421402,-1.70849274260386,0.325828044972843,0.0372009793757444,1.69074121565347,1.08512757310558,0.225727588069089,-0.443589104155147,-0.0831942198614626,-0.0932845873154835,-0.00809889120104267,-0.93995923155152,-0.107702886815151,0.0574631772849036,-0.0182838983981238,0.0043582895745747,-0.00232398235989303,1.51256897689659,3.4514678909964,0.463906429078827,-0.33365797235967,-0.464192350651743,-1.7229561458639,0.0390547288586831,1.68909530920073,1.07061547374071,-0.005318776624509,-0.424503113849786,6.9427319000373,2.63490643098333,5268266.82411379
"3",-0.0870083588330191,-0.0133277404860264,-0.000543912496148125,-1.19849368538788,-0.00189362912764309,-1.14297254244624,0.0907400448094297,0.077361255546818,-0.0175208704115493,0.206256512402583,-0.019594534541474,0.182625435721893,-0.239042886455379,0.00383576689979874,-0.0241044932479131,2.26711590321112,0.0225460332972456,-0.0221105765510358,-0.00205641342110901,1.9398390816858,0.0120889750426735,0.0333631745008568,0.00630805325892571,0.000152299217321877,0.0127074847923207,0.00118500051692032,0.0762688648690376,-0.0171023398797231,-0.000862774767887034,-0.0391073330395956,0.207982798404868,0.0509121467066433,-0.107661489044414,-0.0369266649928672,-0.625713623629641,0.387241897078447,-1.70728759797682,0.325406257586501,0.0345190178217254,1.69059472881213,1.07567953865875,0.231877997507029,-0.437960341316062,-0.0784412006552176,-0.0935814411929902,-0.00915292041759483,-0.940035878083686,-0.107651204190378,0.0560727968047441,-0.018605276122695,0.00354727165948218,-0.00182650879399418,1.51239976222742,3.46562455785553,0.453840194766508,-0.326009113191513,-0.462816772582204,-1.72257585903719,0.0390228190504256,1.68889581829128,1.07057088827554,-0.0045045356737391,-0.424455083274476,6.91122307563146,2.62892051527456,5268792.07092245
"4",-0.0876347021546047,-0.0133048293021182,-0.000498220755101457,-1.19811925551532,-0.00185429638295762,-1.14250672274015,0.0909842628991267,0.0772678037105552,-0.0176619235446498,0.206215511407578,-0.0196646166342925,0.182572820588771,-0.238896111550226,0.00427748212532386,-0.0241617201587333,2.26840850080219,0.0223650084602073,-0.0215356469995292,-0.00211310100640163,1.93978226305817,0.0120733447098307,0.0332998009615614,0.006573205704409,0.000143422602436008,0.0126370749143216,0.00116813007666795,0.0761847707688246,-0.0170413382134756,-0.000817895712233499,-0.039154893815309,0.207981798358362,0.0507837614299816,-0.107382957234629,-0.0329019690703197,-0.625666438085114,0.385607659152091,-1.70727000366578,0.325627396437783,0.034714252586958,1.69061323059355,1.07359314796475,0.231080097977217,-0.437990907242642,-0.0789503917586782,-0.0935729186043883,-0.0084529209919973,-0.939918485101072,-0.107654385866827,0.0559321043972916,-0.0185746821828949,0.0040234826956845,-0.00180255265574911,1.51237171060691,3.45996490786749,0.453218720904504,-0.325441771422487,-0.462722186358859,-1.72250503912266,0.0391978869125744,1.68891278645738,1.07059491845913,-0.00459469435612188,-0.424549108255464,6.90127194151354,2.62702720608553,5268881.49959422
"5",-0.0888112753959761,-0.0137169723244221,-0.000211567697764234,-1.19334956458331,-0.0016118306600136,-1.13588956921999,0.0924365724729861,0.0764135398611774,-0.0176957433935435,0.20626327323706,-0.0193405337937889,0.18227857731185,-0.236126357151839,0.00412785040698567,-0.0244805759609701,2.26649312277734,0.0231242570633642,-0.023648520055737,-0.00233773199402639,1.94001571607911,0.0123149311446432,0.0332999809446429,0.00657394934760706,-0.00013078941158712,0.0126513765454607,0.00102432077451049,0.076254910014248,-0.0166661984841955,-0.000847684599020079,-0.0390778685264033,0.206108601929304,0.0518195396310692,-0.106317598197593,-0.0327190880419298,-0.62565892330105,0.362554932327677,-1.70551314810734,0.321933743603043,0.036691727578366,1.6905742570348,1.05419252129265,0.239927678001136,-0.425394172946829,-0.0698913140183858,-0.0934563773371383,-0.00777329014297094,-0.939811045220968,-0.107348192236798,0.0531794912479494,-0.0188245228995722,0.00223044611961154,-0.00165328362183446,1.51279294687797,3.45301875889552,0.443259735215366,-0.315122863245086,-0.460523526254553,-1.72214209648592,0.0392039202321215,1.68887526768615,1.07048813763665,-0.00451698840035963,-0.424810528603309,6.84440479348535,2.61618133803553,5269861.13680106
"6",-0.0893048962039985,-0.014524355243575,-0.000880507531066797,-1.19134684964141,-0.00196584993682325,-1.1345239992838,0.0929005411913186,0.0762829624341973,-0.0177521802386873,0.206162936231904,-0.019791771492159,0.182224396777205,-0.235741069220259,0.0037479917496338,-0.0244817069090994,2.26722960485012,0.0235142940851402,-0.023418518156566,-0.00195183344736833,1.9400397528503,0.0123697229801981,0.0333179149112332,0.00662093573074003,-0.000228497306095265,0.012473866986797,0.000940745265756031,0.0762723510775739,-0.0165054486658631,-0.000922564134705106,-0.0390580738028722,0.205384110868503,0.052616259617613,-0.105898331083401,-0.0357932027230929,-0.625946953469736,0.352340688820907,-1.7047298617777,0.320991127523103,0.0348316277225343,1.69031535843325,1.0480067890645,0.239917645102041,-0.422897027953681,-0.0662314740284974,-0.0934089691911124,-0.00609038326480224,-0.939578837789104,-0.107282052233253,0.0531760255601453,-0.0191175663611082,0.00125751299585499,-0.00187697341576285,1.51299170853225,3.4636614445258,0.437372209216423,-0.31193341441048,-0.460978442391083,-1.72234584270127,0.0389982824075412,1.68883279797908,1.07029692523627,-0.00298741812144514,-0.425034936178101,6.8106827628522,2.60972848450796,5270213.68518224
"7",-0.0892586834159217,-0.0145741074826252,-0.000934351896187605,-1.19111253169731,-0.00197748963731642,-1.13445588151462,0.092965197693609,0.0762352718891427,-0.0177056984653881,0.206158841958777,-0.019718319021601,0.182229028945071,-0.23576665105858,0.00388356195813963,-0.0245288219242115,2.26729644447731,0.0237382913637902,-0.0231497341733847,-0.00202214794134574,1.94004231218164,0.0123932262666205,0.0333171046660094,0.00661645188075876,-0.000248566208108326,0.0124668499125387,0.000921079048061236,0.0762439069823425,-0.0164737044123545,-0.000943452820406508,-0.0390518171604899,0.205356212129334,0.0528473792395625,-0.105934601193162,-0.0335552416053643,-0.62593538422274,0.352010083316895,-1.70463746845456,0.321101840784929,0.0354615949650055,1.69036410926141,1.04751138432674,0.240206687169275,-0.422784482667732,-0.0660898061212168,-0.0934570266747369,-0.00614515280654524,-0.939523917483628,-0.107278145972809,0.0533093508738881,-0.0191374978636609,0.00175281399578839,-0.0018974180318846,1.51302318744796,3.46133859461756,0.437063043091189,-0.312116406910221,-0.460990155568648,-1.72220197669355,0.0390218265397615,1.68885841721297,1.07028719123628,-0.00250675179526024,-0.425058126490685,6.81017915121501,2.60963199536161,5270233.16495059
"8",-0.0892886458341712,-0.0147789934471918,-0.00113951610591207,-1.19034448793491,-0.00139324378578214,-1.13313482768419,0.0933071623691222,0.0763082864290713,-0.0178066574237386,0.206160561882973,-0.0194497804704567,0.182135794526757,-0.234819476734772,0.00412364806931051,-0.0246250802145916,2.26634467475793,0.0240259004227512,-0.0224926135908229,-0.00172423572673617,1.94003401311151,0.0124729178430592,0.0332876528160564,0.00651085558116049,-0.000274985852862627,0.0124306111716448,0.00081640604793482,0.0762570656054346,-0.0164495698249031,-0.000902066266283187,-0.0391797720456458,0.20520365607978,0.0523656863939626,-0.105939622668507,-0.0346877987267496,-0.62610973732026,0.348034628275025,-1.70451963909832,0.319535050057897,0.0361172814676434,1.69020430310688,1.04274988303694,0.24133043175966,-0.420371205504599,-0.0685470142745724,-0.0934051836826574,-0.0073795060989018,-0.939408298161965,-0.107459963533181,0.0534102573147897,-0.0192772552394409,0.0014309519763892,-0.00193370405259371,1.51296950431041,3.45446141861856,0.43284720300385,-0.309471905569085,-0.459984832619471,-1.72191565179068,0.0392723792453596,1.68901694439498,1.07026539533642,-0.00182906346365642,-0.425338753062517,6.79900564288007,2.60749029583622,5270447.57286187
"9",-0.089460506722089,-0.0147972222136633,-0.00104038894807173,-1.18988694275677,-0.00140992622515747,-1.13318752155995,0.0932848656254527,0.0762212658946364,-0.0177885316010083,0.206220146840332,-0.0193684123502145,0.182138599450944,-0.234548270006289,0.00403771046382045,-0.0246468752721417,2.26701918934464,0.0241192885232904,-0.0222506252357535,-0.00214082394190382,1.94005738191408,0.0124486714970997,0.0332659645636859,0.00655410110037663,-0.000258322953460467,0.0124104466732746,0.000807426694909552,0.0762130953901122,-0.0164256155443936,-0.000911888873826026,-0.0391700961790558,0.205011666624932,0.0518169811451656,-0.106005457598815,-0.0348450025384394,-0.626177813205136,0.346082119396835,-1.70429281335925,0.319660626787125,0.0370982633418319,1.69045394621169,1.04164297520198,0.241865533085445,-0.419768267277912,-0.0678702608893529,-0.0933177700085342,-0.00709464387840295,-0.939275166481969,-0.107368269313244,0.0530450280365664,-0.0193019129393178,0.00202908459806291,-0.00191953700401331,1.51289901346603,3.45253399776226,0.431779096366963,-0.30860990888158,-0.459740002332569,-1.72211007539364,0.0393341101559987,1.68900931458228,1.07025453966151,-0.002957281171026,-0.425237722807057,6.79666533552852,2.6070414909488,5270503.45067877
"10",-0.0893963618740751,-0.0149080969569793,-0.000840572293686307,-1.18959304924333,-0.00161185688263863,-1.13332532637827,0.0934035855618887,0.0762127701885576,-0.0177625199295452,0.206217134522146,-0.0194070483597395,0.182102737963914,-0.234476803295026,0.00437654421773781,-0.0246709681380737,2.26818051100518,0.023969704289175,-0.0226664300899547,-0.00206455515003621,1.9400430258589,0.0124159828584948,0.0332262047300153,0.00658163287983767,-0.000221642324881828,0.0124664939772709,0.000835702699304054,0.076205969217476,-0.0164266780137332,-0.0009217347930033,-0.0391415346358831,0.204898792821354,0.0526796245424103,-0.105910299268745,-0.0373909241273664,-0.626197642467012,0.345096495650782,-1.70410450445579,0.31959378100856,0.0374106631372921,1.69040598487709,1.04069342027315,0.242405996056101,-0.420236390587194,-0.0683638524325128,-0.0933406193379219,-0.00767597598764367,-0.939218668633121,-0.107316735501372,0.0530668985255045,-0.0193216590085536,0.00175615498951094,-0.0020451663662612,1.51291483580073,3.44908735377626,0.430830385101692,-0.308282817231182,-0.459590040998019,-1.72211301548759,0.0394113099060925,1.68900311233891,1.07025492923511,-0.00294541847478083,-0.425235137378068,6.79601740913985,2.60691722330032,5270531.50304092
