"","agem","agerace","agen","age0","wn","w0","eage","ew","em","eo","er","erace","egender","ehr","en","ey","mw","mn","m0","oage","ow","om","or","orace","ogender","ohr","on","o0","rage","rw","rm","rrace","rgender","rhr","r0","racew","racem","racen","race0","genderage","genderw","genderm","genderrace","genderhr","gendern","gender0","hrage","hrw","hrm","hrrace","hrn","hr0","n0","yage","yw","ym","yo","yr","yrace","ygender","yhr","yn","y0","sigma_h_Sq","sigma_h","lp__"
"1",-0.0347144869346275,0.0321842950410037,-0.000634773470926173,-0.170568776788356,-0.00234944331917272,0.822284827547782,0.07978382812891,0.0123901665198159,0.0387438121435707,0.025523160358403,0.186440416754057,0.0351845701901303,0.206070696164788,0.255261403509529,0.00463267967875975,0.069758752955393,-0.00548549428137924,-0.00176659793866732,0.101551861993749,0.00779214992870757,0.0234077516194106,0.00679948895543913,0.0113394966982371,0.00525390783669142,0.0677939058579632,0.040749556051043,-0.000543838578165097,1.60742856607016,0.0453767398611419,0.00825466739084424,0.0812030993819159,0.025014740506766,-0.96434871493529,-0.414023228986569,-1.66230658865355,0.0537216571926093,0.0893825472618829,0.0349920137681715,0.660837913939566,0.414938303410582,0.0720132965518008,0.124333173281955,0.144551862438442,-1.28828412241537,-0.00695411386696532,0.0976569675892114,-0.0761551994600931,0.0326644450808096,-0.0880187875790316,-0.00678077401076912,-0.00115839674889544,-1.02778729728824,3.45334438833271,0.161224055173813,-0.0174662903567049,-0.158856491067201,0.0565963598535073,-0.583841009304235,-0.0501678573082805,-1.70100542762527,-1.73485922914008,-0.00498716714923783,-1.74029285838492,2.39303750095094,1.54694456945003,4948159.14736334
"2",-0.0349725671697949,0.0321472787162629,0.000114683100214696,-0.155004820892666,-0.00262687514458935,0.822826731002901,0.0784178062748759,0.0109980793647753,0.0378915583443369,0.024446085778638,0.186186511770377,0.0344573710631644,0.203881710961609,0.254262191406341,0.00441906129455453,0.0693276108559636,-0.00489206869343875,-0.001287967732456,0.102708212435911,0.00747249256318399,0.023900214854954,0.00704927181985331,0.0112110566773101,0.00589051583555036,0.0670145169026535,0.0404387821817926,-0.000663002626393278,1.61830711457486,0.0445624830091155,0.00779214711031102,0.0835391594168383,0.0266359297941443,-0.961283118969343,-0.41295409902995,-1.6540137537698,0.0572303098610988,0.0877214354279695,0.0356787300233904,0.663286132057126,0.414521690199694,0.0667929632588656,0.136709943709065,0.149167234079218,-1.27274368580153,-0.00717228566590789,0.0982807299328182,-0.075802703005889,0.0385986952860292,-0.08315449255823,-0.00343032161751319,-0.00150807784096148,-1.02849036194326,3.45202344776153,0.162736108391323,-0.0183804583103234,-0.158678646063925,0.0639053412079377,-0.587398139368578,-0.0473627534598942,-1.70083370149661,-1.72915895473545,-0.00511141326232626,-1.74015599040043,2.3917667804893,1.54653379545657,4948518.47611993
"3",-0.0347782464315798,0.0318755535340856,-1.06100104779695e-06,-0.150974150332235,-0.00251915511952244,0.822812967932957,0.078096641671526,0.0111755034864894,0.0377670648607905,0.0254788269807372,0.185869633584924,0.0341997634364146,0.202832341697216,0.254103808823557,0.00458210091568031,0.0696580254320719,-0.00456520533175261,-0.00128469030975191,0.102662263851989,0.00749660657126411,0.0239480350039447,0.00699154246085559,0.0109564254921694,0.00595454774026898,0.067331560763266,0.0406083520183391,-0.000891881427703129,1.61056534551616,0.0442935755306774,0.0082374422501326,0.0821046349316632,0.0267208850358742,-0.964172478514544,-0.411486390695939,-1.6525386100302,0.0560615001263764,0.0881696549817999,0.0354861238597825,0.664507391273509,0.415072359720579,0.0700777365333364,0.139635853619934,0.150211904263773,-1.26809420532964,-0.0072833079792427,0.0980880497760992,-0.0756332761173039,0.0398810882009964,-0.0832652079289035,-0.00153884177106537,-0.00157618497302914,-1.02834931748856,3.45191456936866,0.164257511917607,-0.0321025254824307,-0.158781325284911,0.0572250232107351,-0.58873993722705,-0.046882456539995,-1.70031622160304,-1.72685239880204,-0.00514485741067862,-1.74000155332707,2.39215753895123,1.54666012392873,4948615.11056877
"4",-0.0354998204569941,0.0322686185041933,-0.000671274335536415,-0.113182488562041,-0.00130915062258816,0.824265403736143,0.0751387209092088,0.0125825743636834,0.038179882468216,0.0241108528445369,0.185809636844129,0.0338415772771513,0.202017527878014,0.250649128870994,0.00445527831888316,0.0704765572540582,-0.00408437554906264,-0.00246859783030292,0.104042065483831,0.00770130312349761,0.0236850802398932,0.00793467305761458,0.00949339434376313,0.00462716508121301,0.0710409746769147,0.0390402465355112,-0.000473683137689074,1.62638017980777,0.0414766666783705,0.0086092444398687,0.0769998095395792,0.0270313644018275,-0.957520799422919,-0.404346994611471,-1.63184352028899,0.0508225934730945,0.0896892240649165,0.0344332063079398,0.674017658703986,0.413223534986984,0.070554596459045,0.127978629530644,0.151418471586747,-1.24467322341704,-0.00696429581579299,0.0994729395041219,-0.075455542820334,0.0353709908505278,-0.0927591834096727,-0.00776927922568271,-0.00205349449447141,-1.02790160382066,3.45488241663256,0.164765307868967,-0.0200211208602474,-0.159524737839362,0.0663956002316181,-0.595141346865987,-0.0467918158974125,-1.69909859050324,-1.71224326765149,-0.00567015552807824,-1.74074278357537,2.39233710204278,1.54671817149821,4949413.96116549
"5",-0.0360297642228833,0.0324093563204427,-0.000496410964431352,-0.10510606424793,-0.00171152643720033,0.82447828458859,0.0748741353321176,0.0111543096534351,0.0377539257585676,0.0253529770472086,0.185552858107338,0.0337404720458129,0.204576755351938,0.249953608975354,0.00488260841385553,0.0701501994662418,-0.00345382750931847,-0.00250574473465443,0.104205406568817,0.00773768020907539,0.0238015324899413,0.00776612346782485,0.00987938146561069,0.00452197917384141,0.066488354305463,0.0397506717997094,-0.000711857860155349,1.6141038838401,0.0406474075692506,0.00639028185010509,0.0785029445126295,0.0276016268765861,-0.958918187594702,-0.400602218558094,-1.62982333442136,0.0555966691151937,0.092854992574705,0.0342514386795379,0.676285472928868,0.412711957909565,0.0708749845872063,0.123503107262128,0.148186165184875,-1.2369358965571,-0.00706273925407242,0.0998862341213038,-0.0747130033905723,0.0358781593973741,-0.0918250030524063,-0.00788124371498682,-0.00223579537595774,-1.02819285493754,3.45404255526986,0.166395118039298,-0.0313474746930748,-0.160370492121242,0.0624518767174526,-0.596406417259242,-0.0509195777728296,-1.69869275641354,-1.7094925122819,-0.00528550977013139,-1.74124340013909,2.38797937695572,1.54530882899041,4949586.86530567
"6",-0.0362393943468013,0.0325194039462391,-0.000541683673655468,-0.103910443533361,-0.0018769764859543,0.824922668195032,0.0743200356892525,0.0115842845295791,0.0376296695294278,0.0246317036515469,0.185243085168445,0.033809537523606,0.203767294624559,0.249319281265921,0.00462359631738152,0.0704369523027629,-0.00385603412343957,-0.00218495709828191,0.104670497285878,0.00777039298655034,0.0239381964263361,0.00810028338728097,0.00993786801275539,0.00462468494314431,0.0667916466506928,0.0398455114524922,-0.000483620725852018,1.62172087720693,0.0403156679246333,0.00855400883023874,0.0771225427262516,0.0280771318448479,-0.957370729283014,-0.397769764925233,-1.62799158116844,0.0550066512016557,0.0920137776187651,0.0341627577928736,0.676456209545038,0.41258398559655,0.0628965737120524,0.125437450435589,0.145430052687697,-1.23151891817276,-0.00704794950003639,0.100048762224934,-0.0746708906327592,0.0371778487436133,-0.095595028481437,-0.00473393297733957,-0.00214602998591702,-1.02809938030886,3.45519405945242,0.164927050061804,-0.0194437662642644,-0.160476009066678,0.0607784860223293,-0.598369936126247,-0.0506497182444326,-1.69794070538837,-1.70777798229222,-0.00544685937210428,-1.74118012424501,2.38841866646064,1.54545095893097,4949678.27057697
"7",-0.0365558493058029,0.0320260697850441,-0.000801462882714979,-0.0901985294517949,-0.00193229553391704,0.826338190344946,0.0737398688926178,0.0114466986812799,0.0378512457568599,0.0242516884911152,0.184243396940881,0.0334579288272982,0.201422504549671,0.247393465984593,0.00480219215227058,0.0712810708089549,-0.00282823305742996,-0.00232093148354876,0.105763330923081,0.00751336108125627,0.0236262849948135,0.00708945982186068,0.00901963847237353,0.00519815436037069,0.069602328954438,0.0396782989533418,-0.000724204252134845,1.62105113985429,0.0397834356563657,0.00602829490315368,0.0788170802873992,0.0281510878550662,-0.956685409152667,-0.400034823028957,-1.62019828947193,0.0532374813075842,0.0909120312121349,0.0348579076184289,0.677567603164964,0.412337685909197,0.0739044099744362,0.129407973888007,0.149593468245093,-1.21628164637334,-0.00742138558541533,0.101094270337301,-0.0736632409827254,0.0384038016298269,-0.0956758309070229,-0.00705752819559822,-0.00210017853723885,-1.02788809469186,3.45421652017941,0.160089135932378,-0.016418578956627,-0.16023512899936,0.0658592521409557,-0.601217756486392,-0.0542474100803314,-1.69533096519179,-1.70199656855917,-0.00537405174096139,-1.74217344696224,2.38411316644819,1.54405737148857,4950022.36660258
"8",-0.0367008252469094,0.0318674374944995,-0.000478711966288985,-0.0850282041282856,-0.00189349919996549,0.826340877659285,0.0735604926522751,0.0109764720124525,0.0379558751613102,0.0252413024593061,0.184332343266484,0.0332259860424303,0.202480226462984,0.247155350474159,0.00471938317284755,0.0712946581680298,-0.00337196812849858,-0.00250089155458029,0.105898716819394,0.00720773254919453,0.0230854392694942,0.00692194959414859,0.00939547964363501,0.00521169163752977,0.0686900934298415,0.0399058436555342,-0.000795726625514124,1.61184932850524,0.0394105630135936,0.0105057152195223,0.0775919801958755,0.028446590167953,-0.956895463509428,-0.395130826391817,-1.61780254751316,0.0538973885235316,0.091188975932142,0.0349704343421716,0.67790268454518,0.411977853931666,0.0776181253295955,0.133128565619709,0.148205867500683,-1.21151114671309,-0.00753299849961425,0.100547359878621,-0.0731952719961093,0.0360714702586929,-0.0947212224416121,-0.00476569114561514,-0.00226608636841127,-1.02782678484172,3.4533522415349,0.161329458130455,-0.0271121446364166,-0.160509476033324,0.0614244633884481,-0.602408115975589,-0.0498213987604908,-1.69511666943228,-1.70028772079746,-0.00515213788366995,-1.74224110784275,2.38230905011879,1.5434730480701,4950134.05502845
"9",-0.0370588672255404,0.0312165739642087,-0.000374848205256719,-0.0817562836911356,-0.00190017679563576,0.826397371374902,0.0730759930207258,0.0109830837446091,0.0386791174713219,0.0248668261404682,0.18443466414774,0.0333372154865156,0.206983673113278,0.246707469956634,0.00477924546276225,0.0714358354884876,-0.00337241585296673,-0.00246758607590574,0.106601631384206,0.00689949768315201,0.023258255052932,0.00703977156191979,0.0090695907044244,0.00500613465510195,0.0594257430899694,0.0402802299391986,-0.000582100517642074,1.61296139226324,0.0394932245461883,0.00619558318710733,0.078140322097449,0.0286338827786321,-0.960684465438965,-0.3892514480647,-1.615391259815,0.0565952439898591,0.0910780873886303,0.0351810759837326,0.679263608322411,0.412079232347427,0.0654549174159397,0.127980338985136,0.147624854390472,-1.20763087052439,-0.00749504020544211,0.100405408897215,-0.0732248679423672,0.0394628883237562,-0.0941209981543399,-0.00542825850031626,-0.00231285800769672,-1.02801476531389,3.45292661418044,0.160911178062554,-0.0189338673572961,-0.16053398913904,0.0683101262638992,-0.602807478766925,-0.0477921728582346,-1.69442588032956,-1.69822500752105,-0.00536194482571609,-1.74209670585083,2.38141473258133,1.54318331139931,4950215.90019256
"10",-0.0373718119203146,0.0308835612956105,-0.000336926503552628,-0.0616721916235611,-0.0018535654982487,0.827059994486998,0.0720274670883222,0.0128750905737709,0.0380980523581111,0.0257555946227645,0.183414498400936,0.0336938694703794,0.198185287081121,0.244003553569436,0.00425671060530576,0.071539736798209,-0.00242669059140709,-0.00197261127125563,0.104223478299902,0.00623370500513643,0.0234075166664482,0.00793167995800857,0.00922685782303182,0.0046250698529249,0.0700788254935222,0.0399476637999038,-0.00094914942682068,1.60681606416523,0.0381896638266045,0.00766532038091583,0.0774999052860617,0.0269848957911629,-0.95779518101165,-0.396370197392919,-1.60500144110184,0.0505814894387705,0.0907856798840287,0.0357266905792214,0.683960082301778,0.411585596001556,0.0620324811152893,0.125834048377268,0.148733277854785,-1.19659627936892,-0.00686207633314907,0.100657898374502,-0.0712330149579927,0.0352784747383347,-0.0928892584087363,-0.00223001289693977,-0.00317614668064777,-1.028655251895,3.45339121755592,0.166209432431433,-0.0188944583668316,-0.159980221525096,0.0539985820037737,-0.606968203120487,-0.0491709298430368,-1.69339906923993,-1.68921401534908,-0.00416938657007744,-1.74190562348307,2.37517723815106,1.54116100331895,4950619.89694203
"11",-0.0376798374231078,0.0305772803872643,-0.000374283805102591,-0.0578459402767719,-0.00186219702597229,0.82721622420402,0.0718615374332356,0.0127718281236005,0.0382255119888382,0.0246574222487241,0.183443026006883,0.0334951413750667,0.204538021123527,0.244223282617458,0.00418667767929143,0.0711659093320864,-0.00160039915247096,-0.00155728854509004,0.1044805627248,0.00589474682486262,0.0233013153484891,0.00769858732603137,0.0094958188741328,0.00455270779009424,0.0618363659429877,0.0395523799204573,-0.000673049648817962,1.61809212361276,0.037939344885552,0.00825840184937123,0.0793792861502242,0.0267711420567129,-0.957602803529054,-0.389343697628035,-1.60187461085973,0.0485913456563984,0.0911248948703902,0.0358957469725191,0.686594515675333,0.411811526524397,0.0820958310321979,0.125876667038949,0.14770602206898,-1.19221074700125,-0.00664523609568165,0.100798026489417,-0.0706905907869122,0.0359517237918116,-0.0893976098910336,-0.00262504622871844,-0.0025422873041953,-1.02901158047323,3.45227149510153,0.165846946388268,-0.0314290634813415,-0.160307502933983,0.0553567829731114,-0.607547863014427,-0.0496814455054499,-1.69311118281381,-1.68766806650673,-0.00398083334888465,-1.74166692548393,2.37400997610963,1.5407822610965,4950730.94670408
"12",-0.0372323034657407,0.0306154915427862,-0.000283624647615195,-0.0455122911961318,-0.00178711904351978,0.827548494760033,0.0706040244154744,0.0126157842388847,0.0383293908899362,0.0239289121217849,0.18287588877974,0.0332806902960142,0.201625821890547,0.243732955901376,0.00417451429213709,0.0717620422855701,-0.000603899322561253,-0.00155947257200519,0.10514449591185,0.00656239274415584,0.0239062429524792,0.0073248820398025,0.0091674617091471,0.00483608947072151,0.0706324754634539,0.0393795193247133,-0.000673009636044508,1.62452001387441,0.0374323151097243,0.00627527353647777,0.0804247356808255,0.0262263924031098,-0.964756733012893,-0.391069953212338,-1.59525018912832,0.0521518207066891,0.0901688946325626,0.0360918163542231,0.690970265238776,0.410976084832937,0.0622869043995086,0.130200143095379,0.145019249613851,-1.18185823500617,-0.00670495596155285,0.101067639170518,-0.070439673013708,0.0365298167021552,-0.0874452690677735,-0.00511551082045444,-0.00281121044541844,-1.02933567332634,3.450979892655,0.160643001443674,-0.0362644164373014,-0.160472702474806,0.0643161430139894,-0.610261486695542,-0.0501469929926225,-1.69388316673711,-1.68038890930597,-0.00348353738249637,-1.74140910965885,2.37114361717778,1.5398518166297,4951022.67235261
"13",-0.0373692752636901,0.0300072710478204,-0.000232341812511198,-0.0358568760887345,-0.00138966525896695,0.828039905006722,0.0697446718106114,0.0124773257414065,0.0377130314528279,0.0248587100981705,0.182489907379341,0.0337397760939548,0.206886934921281,0.242931358453186,0.0042859808196871,0.0714358072681901,-0.000476459734618081,-0.0017864593469565,0.104835139163607,0.00649790964697209,0.0234261459551866,0.00696291315998989,0.00907590579871554,0.00464936215438396,0.0663535236368429,0.0391640478249488,-0.000775425073738639,1.60890145690737,0.0372575127996882,0.00955130923709229,0.0812659646391722,0.0261868195483419,-0.961086308163918,-0.387112943061469,-1.5924003266652,0.0484137423668367,0.0912138325888054,0.0356338548722339,0.692523737472109,0.411151081217112,0.0679766336192228,0.134930762539018,0.143044735140146,-1.17097158103441,-0.00659976691312773,0.100478169743089,-0.070003456421235,0.0385738904430162,-0.0932556644436477,-0.00639571398836264,-0.00293226507568505,-1.02943970186027,3.45119001720638,0.159972201388406,-0.0299668593707646,-0.160613526277933,0.0730399059083594,-0.611832467474672,-0.0504247687605399,-1.69459364081548,-1.67650963443313,-0.00338849917358076,-1.74177540464648,2.36772825820373,1.53874242750492,4951218.42116886
"14",-0.0374499784017669,0.0298189084810009,-0.000313713711763618,-0.0338719710920089,-0.00144422472771439,0.827816989720644,0.0697437242860257,0.0121026576154178,0.0376415229519863,0.0237670259288657,0.182353507916826,0.0333558488020136,0.207423769938119,0.242987398977646,0.00437500668894601,0.0715448691006912,-0.000291911753624046,-0.0018130097944739,0.104968146968921,0.00632496473467054,0.023328757141994,0.00682918467822677,0.00889169147052686,0.00458818736998835,0.0614732706922235,0.0395458993338542,-0.000968637790491196,1.62007013898438,0.0373546794448779,0.00618479411188873,0.0797261943152289,0.0262153971507322,-0.960250708400777,-0.39028465908889,-1.59206726469375,0.051591886619538,0.0932647494490104,0.0355003998521179,0.692516178720757,0.411241758075921,0.0672172987129476,0.136806457708563,0.144127896681506,-1.1693821355471,-0.00670797264311124,0.100488662412749,-0.0697925185662738,0.0386511696901092,-0.0918184032259867,-0.00696629115602073,-0.00269381840007033,-1.02934656601006,3.45116909002428,0.161948110628288,-0.0222878704554713,-0.160587251486981,0.0729096188712224,-0.612077264663807,-0.0507702361466539,-1.69445019875603,-1.67629183075736,-0.00312837661386819,-1.74142166506499,2.36708379739377,1.53853300172397,4951249.05290123
"15",-0.0375849891258675,0.0297959373261105,0.000355784390743064,-0.0132792968078169,-0.0026946937512916,0.828182348043858,0.0682695643133275,0.0123280412809751,0.0376463910783306,0.0252139901095079,0.182433965721624,0.0333476680058514,0.201696707688915,0.240629064799757,0.00416285323088811,0.0716058385174537,-0.000910121509109145,-0.00143683115664938,0.106678230694985,0.00546757471413679,0.0229339932056224,0.00747142716533744,0.00869525094743254,0.00467785537045419,0.0706992013533348,0.0401939040380747,-0.000395503793187059,1.61654571094546,0.035376738478703,0.00865274697492018,0.0793903933914986,0.02606438450631,-0.96770293044431,-0.385102027462313,-1.57802557952837,0.049392790191745,0.0923317481186267,0.0361469758966617,0.696054862097718,0.411184326223104,0.0740031837582191,0.121568116464863,0.147569483496521,-1.14809456377535,-0.00662046109821603,0.100384885592139,-0.0682139245320037,0.0376521127315072,-0.0868973142926295,-0.00679297216527207,-0.00242806209541113,-1.02977201169727,3.45088561044144,0.163991668060568,-0.0236403803073783,-0.160596921482292,0.0591141422787971,-0.617045524924943,-0.0557677389903719,-1.69302041044377,-1.66959908921946,-0.0034398491497753,-1.74124520349465,2.36237965393939,1.53700346581893,4951728.8479773
"16",-0.0376283305330852,0.029803363452061,0.000318340561052182,-0.00984769988133967,-0.00274485413508507,0.828337376278623,0.0683323995389861,0.0126063407922028,0.0378151746156176,0.0246595876964574,0.182472029722172,0.0334614168187033,0.204678349670706,0.240409002252104,0.0040925857725762,0.0714303168127932,-0.000417961482226679,-0.00139667017581627,0.106934016679881,0.00537866597821858,0.0228925727392461,0.00730283582543547,0.00836201137365285,0.00488658076346893,0.0668364741474848,0.0403128903937245,-0.000319641157228204,1.61369021354876,0.0348987412624205,0.00854913471536494,0.0791212632992559,0.0263668119866748,-0.965716784813632,-0.387388780476846,-1.57726202464256,0.0483470178254729,0.0965783039071033,0.0358284432701023,0.698199859990356,0.410907320902926,0.0749498759080688,0.116529196604566,0.14675244588998,-1.14705222408486,-0.00667999792340558,0.100307046542448,-0.0680217841638592,0.0377638645380292,-0.0863197598938104,-0.00454610341715797,-0.00259570858368839,-1.02974777706556,3.45116438649202,0.166092089152752,-0.0242039436663434,-0.160958535054623,0.0608340817941211,-0.617529907186779,-0.0558300805005018,-1.69317125563511,-1.6672786494058,-0.00345638032216819,-1.74122951466319,2.36128493906387,1.53664730470719,4951782.80088455
"17",-0.0369979231357049,0.0297046360918408,6.38764263463906e-05,-8.77178619258699e-05,-0.00271972250735163,0.82895498081254,0.0675371477414237,0.0115834695193241,0.0374308886555592,0.0255484074626027,0.182128525374553,0.0329537472075506,0.204503549376153,0.239609471268264,0.00433019556477309,0.0713493854047716,-0.000101492381155985,-0.00154118949276344,0.107714307641269,0.00539477237499781,0.0226816754765222,0.00737997074564353,0.00825105769603558,0.00438710386456706,0.0695067687496053,0.0404958491796737,-0.000760089296973004,1.60796379492167,0.0347178822036866,0.00389382034250235,0.0783560206490919,0.0256590916178333,-0.970925953651239,-0.38778038931219,-1.57200150849834,0.0561378599976664,0.093310370418586,0.0356909065641885,0.699336767181107,0.410830268444957,0.0604598127713419,0.13484349524826,0.147755214106062,-1.13956409231806,-0.00613553723984332,0.100372993974933,-0.0679024602537337,0.0381787585632379,-0.0871222622715598,-0.00788900059963507,-0.00321520148894658,-1.02950732460877,3.45282939047175,0.167677611776867,-0.0276408615577387,-0.160942767538777,0.0641555763793411,-0.619897928159261,-0.05922005785002,-1.6926103519184,-1.66400636388121,-0.00312381937671513,-1.74155309563958,2.35969958726572,1.53613137044516,4951983.18991224
"18",-0.0367366453980697,0.0298748463451767,-4.23062331780177e-05,0.00931508435460937,-0.00196127335723304,0.828383921452249,0.0667074933326086,0.0116306330242898,0.0374550926047086,0.0246511292689283,0.181097036771315,0.0325441354943725,0.207424413011581,0.237682575249905,0.00425498351825171,0.0716152180828485,-0.00110563733802577,-0.00277727398782061,0.108643916111596,0.0050692763791473,0.023157547712046,0.00729815317818397,0.00765748294356083,0.00449595132360188,0.0678065839256469,0.0406004365991263,-0.000377773635432068,1.62102137907378,0.032925048719573,0.00864941775910463,0.0827064757597206,0.0269955372458845,-0.970802746322345,-0.375844152377761,-1.56450962712685,0.0495124103825144,0.0908670516776014,0.0355833241197271,0.704503100790305,0.410048241008018,0.0801883346680186,0.130777540497611,0.145945625807001,-1.12509081695684,-0.00655674838443327,0.101093349340688,-0.0675192745108224,0.0365460196091709,-0.0896393352774206,-0.00856133741621078,-0.00327642933043093,-1.02877079608821,3.45322841002862,0.163476421243073,-0.0215501491443786,-0.160569251945428,0.0602885424546147,-0.622770889718899,-0.0522031310408023,-1.69053968093459,-1.65662555585599,-0.00304150940910652,-1.74216441885005,2.3539313392169,1.53425269731453,4952313.57143167
"19",-0.0367805318925743,0.0294999745585882,-0.000999376899839972,0.0263625196009741,-0.00188257741042313,0.829769634751478,0.0660861473786732,0.0119708865021852,0.03681262694818,0.0247656614213161,0.179902863867407,0.031905789085039,0.205064529719371,0.236476358578233,0.00453064001529737,0.0717434413263092,-0.000369874289821234,-0.00258192413356784,0.108329434652869,0.00432166142414538,0.0239667008596322,0.00786671337894146,0.00703771198600372,0.00467398897527656,0.0694825223793654,0.0395428780290063,-0.00092617892845589,1.61723286904907,0.0304782133924864,0.00439332213346,0.0813124527192694,0.026010918960752,-0.968461816098512,-0.383527705031906,-1.55308981816259,0.0530417841782862,0.0885725692780212,0.0355824671950307,0.708609295549874,0.408889536094318,0.0589358568696031,0.139311254988436,0.144177023774869,-1.1123104602571,-0.00627430741046947,0.100239678665673,-0.0668281456946333,0.032288026271328,-0.0904499341361304,-0.00982553540151809,-0.00295805894238763,-1.02888938856756,3.45489482015379,0.170351189181429,-0.0291353406705631,-0.160606263288905,0.0644827738661664,-0.625795044408229,-0.0500248804082966,-1.688694119078,-1.64841881692613,-0.00204563849932647,-1.74229881663365,2.34636750278489,1.5317857235217,4952701.85611688
"20",-0.0367907418548863,0.0295428719366912,-0.00153829986378045,0.0286334255429727,-0.00148886820163031,0.829854604017653,0.0658242763530315,0.0118300207029625,0.0373469441052659,0.0239113379933853,0.179922426050372,0.0320988217954198,0.202384040752287,0.236613313555509,0.00445201535362715,0.0715487280226195,-0.000281797374573769,-0.00269989927470321,0.109017066923617,0.00432927568325888,0.0238453785989517,0.00752652946971931,0.00719771482151618,0.00509466785986947,0.0736228337129681,0.0392698616151572,-0.000950589928483622,1.62197239531432,0.0302114579764873,0.00490695546169302,0.080205300466676,0.0264031731503714,-0.96430353678272,-0.381975640144542,-1.55030828677695,0.0515082590639639,0.0896310831063489,0.0362136969057878,0.708411899423849,0.408240262463164,0.0645442454410823,0.141237923711321,0.145209940533545,-1.11035200791648,-0.00629932811303518,0.10043141490371,-0.0672246268898446,0.0324558994469031,-0.0863543482436813,-0.00972020442242908,-0.00266013797334679,-1.02837945724046,3.4555760327839,0.169907462837266,-0.020018324862758,-0.160723912163633,0.0680078537829297,-0.62582569073524,-0.0510822924135387,-1.68806451278281,-1.64789087264651,-0.00207754366967031,-1.74220220909821,2.34548741925836,1.53149842287165,4952758.66438832
