"","agem","agerace","agen","age0","wm","wrace","wn","w0","eage","ew","em","eo","er","erace","egender","ehr","en","ey","m0","oage","ow","om","or","orace","ogender","ohr","on","o0","rage","rw","rm","rrace","rgender","rhr","r0","racem","racen","race0","genderage","genderw","genderm","genderrace","gendern","gender0","hrage","hrw","hrm","hrrace","hrgender","hrn","hr0","nm","n0","yage","yw","ym","yo","yr","yrace","ygender","yhr","yn","y0","sigma_h_Sq","sigma_h","lp__"
"1",-0.0707821157418296,-0.00247816175453447,-9.42549256838428e-05,1.4771159991801,-0.0134790504422196,0.00487208370464947,-0.000360093961222775,1.19603419092499,-0.0124085482697386,0.000243456041134349,-0.00182373999185363,0.0250454184678839,-0.000314292322448962,0.000990067338327321,-0.109781354075256,0.0285560328770946,0.00415896671343962,0.365321099195239,1.40283342297053,-0.00450110208675343,0.0219186749207613,0.00197198245053088,-0.0149745207804391,-0.000844783992029573,0.0253179186950006,0.0120553764663939,-0.000858932372683694,1.61263983098062,-0.104442944791796,-0.00951172523225731,0.0208082488960016,-0.0142691485672346,-0.828901411237079,-0.126839289871604,0.613106689022076,-0.0292524430342567,0.035173075697014,1.29076881956488,-0.153960256927897,0.0257556449471678,-0.0206345988521312,0.0153556456896169,-0.00938509285299165,2.91305166391866,-0.00971884228166167,0.0424178840602187,-0.0712231306642107,-0.000627359540641621,0.264821430713591,-0.00120031494601301,-0.264516371501944,-0.00137650719504902,3.44806901165982,0.24798425788044,0.00302648424869613,-0.145129490614374,0.0639094661105228,-0.838018263305361,0.0110162204602345,0.929923957839998,0.362563942038654,-0.00245817049386227,-5.0432684352386,0.902730137643797,0.950121117354938,4996308.89617984
"2",-0.0685275728347459,0.000427458947622654,-0.000313524388988515,1.45667698635491,-0.0150062722254192,0.00604344363906257,-0.00218325527781658,1.19477474172956,-0.011869408910091,0.000477168069952762,-0.00231211422448225,0.0239863589270996,-5.85888426849782e-05,0.000126075782082544,-0.120826120313957,0.0280001445925482,0.0036721977520891,0.367581770556542,1.39038164016909,-0.00512737665738861,0.0221578090052561,0.00180128310545104,-0.0137076674693087,-0.00184126843456941,0.022271380862243,0.0104256222823108,-0.00086619293349511,1.6254017426051,-0.101294856675246,-0.00867421929261305,0.0190650245819789,-0.0165812622674282,-0.823514444850117,-0.127874368851676,0.596547874598489,-0.0293599105951333,0.0376515920440279,1.2992616591038,-0.133715911141797,0.0208656992429512,-0.0267794094493999,0.0100671946581581,-0.00737839304756787,2.99414712752682,-0.0142494353434551,0.0352172666388547,-0.072375692758974,-0.00164680972571292,0.26703028884871,-5.9129887841744e-05,-0.251177388621568,-0.000733260574633377,3.44854682792251,0.246908033133087,0.00322481638775682,-0.151614623664275,0.0665665393858655,-0.824423635839482,0.031315932817148,1.0365946335716,0.325183286809884,-0.00417402162681793,-5.05740083760312,0.895958820561254,0.946551013184843,4996297.1428972
"3",-0.0711008668343497,0.00103119875053702,-0.000120055964940611,1.50357151666147,-0.0120373316656105,0.002869888894902,-0.00163118142453886,1.16837321140278,-0.0140040366594747,0.0017802090331723,-0.000399739117294071,0.0248516241762794,-0.000621379285197699,0.00110343408538976,-0.12367857536291,0.0257128533725344,0.00450973889877787,0.365917300452525,1.34697642284974,-0.00367662039740475,0.0220473339973265,0.00154250517583084,-0.0160001995055559,-0.000525213783550057,0.0256628689628144,0.0109506354033402,-0.000850981950565298,1.61326223379289,-0.106087854754601,-0.00521636813600149,0.0225242251581283,-0.0110299476349155,-0.840517235944395,-0.127674638873917,0.622456137431654,-0.0251517344943884,0.0351852913875794,1.27848791958821,-0.153780940738665,0.0386022216525622,-0.0213403427429634,0.00909022420928408,-0.010136514485406,3.0681055587063,-0.0124827222354719,0.0418300862253809,-0.0685322557787311,-0.000887244144582291,0.279844154940031,-0.000599829155130784,-0.243903024409476,-0.000798969831339934,3.44764758442388,0.246543744879594,-0.0114589679478202,-0.153577428919904,0.0662837737474819,-0.818291487418587,0.0181984695334945,0.924651999117405,0.364460074336265,-0.00519431370619106,-5.05565066644754,0.908360344243918,0.953079400807676,4996306.59051808
"4",-0.0724909391525009,-0.000556469354100977,-0.000830005578689358,1.46920099546313,-0.0175661881352145,0.0045647262675335,-0.00230673706077576,1.16990387245953,-0.0137028079864177,0.00272762443736522,-0.000907055785712227,0.0241955069634692,-0.00149109323065994,0.000158480605645866,-0.127597286089491,0.0285782279903322,0.00422261810162423,0.360403612427989,1.40156998217992,-0.00421099610421767,0.0221124107403531,0.00275343539603046,-0.0140789434469671,-0.00120367741227869,0.0220771674013598,0.0105885783773353,-0.00100603796051246,1.62170595629627,-0.101232564740684,-0.006054077951694,0.0215464835127484,-0.0120361315277613,-0.838034480467322,-0.12780959484238,0.610153851184089,-0.0243283093526561,0.0367986158052605,1.29885809343956,-0.132368206726344,0.0240482661761484,-0.0296631152319305,0.00814255660099206,-0.00751301638198853,3.11873197410915,-0.0116794690537038,0.0400333638484553,-0.0686084771761607,-0.00659151805114151,0.268791512814216,-0.000356268826913866,-0.245451100752543,-0.00152865123458647,3.44864966256634,0.244033796008551,-0.0118155169857961,-0.146481291147117,0.0671439146621143,-0.827935349526372,0.0315600352319764,0.977725831201095,0.341244558842953,-0.00475499103858911,-4.99007594308709,0.905982705855343,0.951831238117001,4996304.2975806
"5",-0.071147252160044,-0.00256450762618938,-5.99944076910419e-05,1.46804082480248,-0.0144073270249547,0.010530546197105,-0.00124630651862035,1.17167476112871,-0.0122019557301668,0.00220953745033494,-0.00173802034007192,0.0235780950487934,-0.000934517851713008,-0.000379487098743109,-0.114419262644129,0.0278021899357493,0.00416603964515321,0.366636645143679,1.39867176299284,-0.00345770881916101,0.0212858500092044,0.00224707649235811,-0.0138741832529876,-0.000861927293681329,0.0268983135810258,0.00921584862526998,-0.000714092428808009,1.62729670627303,-0.0991283653512553,-0.00530496544625563,0.0144977522551429,-0.0121931885063476,-0.833885829859257,-0.130029435264412,0.604456812181715,-0.0264122561114822,0.0356367412025924,1.2805461183028,-0.142153745497675,0.031759516972925,-0.033093195383912,0.00948188181986764,-0.0076651898755384,2.96442331376155,-0.0106245364583235,0.0411345411792513,-0.0720009857152892,-0.00475147203414537,0.270792541631051,-0.000648484636460422,-0.248795460640854,-0.00102066248122779,3.44679901835685,0.238536059967922,-0.0023960484686744,-0.15253211508039,0.0714003456114621,-0.839227807791369,0.0219627628243307,0.861681173958517,0.353595123348484,-0.00359788698115418,-5.05063693029272,0.891190574868171,0.944028905737621,4996303.19044972
"6",-0.0718998887122099,-0.00344255247716129,-0.000935420566811892,1.49017504090051,-0.0160132769005472,0.0042724071391966,-0.000948055054026319,1.17253716715318,-0.0141923369397541,0.00237757396629357,-0.000906350219926053,0.0248140885014259,-0.00143867198401194,0.00132146741617167,-0.108032435735062,0.0250101745169283,0.00403815354545851,0.355551865133121,1.39929222470125,-0.00512529325656033,0.0229543828273078,0.00221447094177339,-0.013550683719129,-0.00118339116305459,0.0230198940834375,0.0111484522715861,-0.000630087144419641,1.61685476564335,-0.0998736519255686,-0.00842257308186121,0.0193347349115014,-0.0121563914968882,-0.816858824349867,-0.123255030520352,0.619581387516019,-0.0274277344970144,0.0359955367621635,1.29127656625658,-0.140880347190423,0.0234373611393282,-0.0376632387141311,0.0139201053404302,-0.00747841552580765,2.88687181857753,-0.0164372136729709,0.0390460670663117,-0.0678417907845463,0.0026836644116366,0.278621234484665,-0.000474618872774286,-0.238653444548587,-0.000986990243348683,3.44794457388983,0.239283640314753,-0.0153064357957559,-0.15004387217315,0.0595653929966392,-0.839104038896062,0.0211701152499358,0.910954089767906,0.374383730972266,-0.00246474804188309,-4.93175340918486,0.906753034813706,0.952235808407616,4996305.34459665
"7",-0.067862003145315,0.000528044786853658,0.00026356778279183,1.51260202857994,-0.0139699367942631,0.00883626962050316,-0.0024995273761366,1.18458609476444,-0.0157971701193127,0.00325329089768996,-0.0005470024294863,0.0252876745688036,-0.00163177324519083,0.00179617028197519,-0.132925122034278,0.0271422791838833,0.00431372389693067,0.362770441556745,1.33521996879391,-0.00356383673776521,0.0207104840572379,0.00255971307960599,-0.0155675990219529,-0.00106852135719564,0.0270493823280205,0.0112972002301975,-0.000748438253625631,1.6120046944742,-0.103725841806174,-0.0106679659056909,0.0257289078269233,-0.0136348780119625,-0.850931872933755,-0.128629490699212,0.631592412665525,-0.0241805942487117,0.0358540338370851,1.26102664285891,-0.160528865130513,0.0183915450503143,-0.0149758272967842,0.0112274521214658,-0.00854872391166665,3.16921874571463,-0.0155362696031213,0.041303597903919,-0.0657563858617798,-0.00167987006719806,0.278382752883334,-0.00134505508573069,-0.239660069895549,-0.000948442646351125,3.44729800786562,0.252803649363026,-0.0133244533540876,-0.163415386755838,0.0591040069066928,-0.835165531554839,0.0166888825915406,1.02408100901499,0.335571768247928,-0.00304175804869763,-4.98541286681071,0.897213573763718,0.947213584026179,4996302.89527839
"8",-0.0756697699081131,0.000305340780920493,-5.25266987220047e-05,1.46422631042711,-0.0164973192146195,0.00846205416741606,-0.0017777954912805,1.18471422189416,-0.0110976474011264,0.00107445331512965,-0.0010980723678492,0.0243190794012934,-0.00149567402240829,-0.000653214240042449,-0.118038778469039,0.0270224436239423,0.00408689617309783,0.365247569174154,1.43778021986421,-0.00466239158269071,0.0215433608904135,0.00170179493832234,-0.0137878556569125,-0.000831780005522327,0.022411415417945,0.00991264452179409,-0.000878921304544678,1.62051240168963,-0.100883548699988,-0.00557601077953231,0.0167492993769071,-0.014917781615296,-0.845459434956284,-0.131629576923831,0.611683747944847,-0.0281221048145422,0.0372155781261092,1.29284743182666,-0.142932326763254,0.0338415693935419,-0.0308698342159337,0.00546951403689246,-0.0104025713398004,3.04694275788771,-0.012773463245919,0.0394771971358024,-0.0674011068994102,0.00127732374969853,0.25285002886634,-0.000116950777803382,-0.237573022306817,-0.00147224557833478,3.44431034444355,0.236069794807274,-0.0150097995727521,-0.146812759287953,0.061764547946052,-0.821021246311061,0.0210289755111188,0.899640064452998,0.361330253782061,-1.41798009271482e-05,-5.01509078544669,0.898527021514472,0.947906652321035,4996303.72684429
"9",-0.0732783777435187,-0.00326502432002231,-0.000707183657794355,1.50340928316955,-0.0158455549549005,0.00740584108017214,-0.0019316248902834,1.19256842600538,-0.0152589734474405,0.000321908413071776,-0.00139540752014824,0.024831233335115,-0.0015341056736412,0.00113971226610602,-0.118826171236965,0.0275617809135402,0.0044439550880954,0.359638000633638,1.37960978099886,-0.0048737046862467,0.0225311811368689,0.00181425323274801,-0.0149130530046023,-0.00175783703710211,0.029052345796278,0.0105485713978757,-0.000712934306148181,1.61689197698247,-0.102403343389335,-0.00660671057559494,0.019992104155474,-0.0114978489978702,-0.830509390528758,-0.129988435697124,0.623962916363612,-0.0218726648738396,0.0374453513467372,1.27535201250014,-0.141214781131513,0.0224553949231181,-0.0296587229306573,0.0164807593406237,-0.0095245162771308,2.9695221599246,-0.0123807592192873,0.0411741995931889,-0.0678715630787698,0.00251328877394204,0.251989518932292,-0.00111905562824084,-0.240012644685411,-0.000852811989800018,3.44368523173139,0.247620184380127,-0.0103104755819917,-0.150084560681202,0.0633501871479393,-0.833218875675337,0.0229510066090646,0.995070117433804,0.347398319468406,-0.00129788844187886,-4.95099423072826,0.903160187168015,0.95034740340994,4996311.05107941
"10",-0.0718333297486903,-0.00396634082567599,-6.04532631559353e-05,1.50216646867742,-0.0135033967386476,0.00622208771722586,-0.0022608413908744,1.1548987765526,-0.0151670742716586,0.00411830962287306,-0.000883781094330095,0.0249380533716127,0.000239844964680309,0.00150856248986669,-0.12456385321964,0.0257167869813631,0.00361269037458134,0.360724403077764,1.42242643171345,-0.00417914007307393,0.0215015644804495,0.00160554419811152,-0.0146343848602247,-0.00120025017333404,0.0296493618710052,0.00917506703551266,-0.000869953277785352,1.61591141975071,-0.102091475329315,-0.00641790751921558,0.0194116503698178,-0.0141753706652596,-0.832258355738686,-0.12310372136761,0.60327867413007,-0.0309721262549621,0.035974876742992,1.28628140920981,-0.146841976610573,0.0320711738560716,-0.0269705691059802,0.0150230950071258,-0.00641961485620464,3.03647377622539,-0.0113446031245813,0.0385036733096739,-0.0695342451992144,-0.000223753959257457,0.286533581469298,0.000109805563322984,-0.233656474956778,-0.0015918639801625,3.4550066663606,0.245467134661169,-0.0135340734433146,-0.154627606095072,0.0627976301705173,-0.835686924929125,0.029329162453764,0.991594233499839,0.373576047272039,-0.00738709776985909,-4.95566199931858,0.904528685208798,0.951067129706835,4996307.35206666
