"","racesex","raceLSAT","raceUGPA","racefirst_pf","sexUGPA","sex0","LSATsex","LSATUGPA","LSAT0","UGPA0","first_pfLSAT","first_pfUGPA","first_pf0","sigma_h_Sq","sigma_h","lp__"
"1",0.0557996901533359,0.775345200057736,0.0272505237548284,0.264965642302652,-0.0933188880964843,-0.808379766019545,0.0190277586119503,0.0203147926574781,27.9216264301582,2.30452972772663,4.43788923781941,0.0580077451548724,0.482873185678091,12.7981517161948,3.57745044915996,-99701.455250415
"2",0.0708911110098424,0.78402197372828,0.0322917378257244,0.286425194361984,-0.230204038358619,-0.917817360066625,0.0192080349226061,0.0203589046550929,27.9569814079072,2.33308861399816,4.37288160390752,0.0785965540209655,0.397809199982614,12.677626216814,3.56056543498558,-99695.1633065168
"3",0.072488278114481,0.803023782365518,0.0364725579552439,0.283591796701241,-0.241563559767304,-1.09070323828339,0.0244095111480466,0.0146865522154447,27.8768073642659,2.50835391461039,4.32878212623186,0.0969602941113486,0.404169486161405,12.7935386451068,3.57680564821556,-99694.589736659
"4",0.0698839578565855,0.790805777794717,0.0258070587024721,0.306869241874881,-0.156173959803994,-0.96012250988792,0.0212046858576529,0.0168233872801037,28.1024633222695,2.4435476543023,4.20201469526813,0.101543518056445,0.304789240423276,12.7139999321581,3.56566963306448,-99694.1906837504
"5",0.0799810797485809,0.77369605252053,0.0189917394788406,0.302299078102943,-0.12267332564058,-0.942234323945799,0.0191254148047648,0.0201531754659509,28.1202100548761,2.3407795444095,4.30775836546488,0.107763192341327,0.29698138403314,12.6150150144636,3.55176224070019,-99696.1902652853
"6",0.0560212641678609,0.780574472246399,0.040712931028696,0.276480622169667,-0.192638715606373,-1.14917922376698,0.0283492394466603,0.00545299470208782,28.0881163163672,2.7751298166257,4.24750668387817,0.12727285203557,0.461368790279238,12.8601726440935,3.58610828672163,-99699.0837702301
"7",0.0663303314408212,0.778786213164583,0.0408114497059307,0.276730696496098,-0.186953019874772,-1.06360633345889,0.0240981316856103,0.00738085460889826,28.0758638661406,2.69221992119074,4.28106054685615,0.11795117920617,0.466776683860356,12.9156891056157,3.59384043964331,-99696.8210961203
"8",0.0833193962622611,0.792297893490503,0.0320521692779262,0.276208301933664,-0.264175654860027,-1.05027414592027,0.0207662326738144,0.0159649985941437,27.9850132601903,2.5945710125024,4.2640947609435,-0.0173525798344577,0.46928995864271,12.6938372075197,3.56284117068382,-99699.5366507517
"9",0.0795673189536215,0.778673942773197,0.0338281978627088,0.283223354295393,-0.24489127506774,-1.02860196899378,0.0219953795967707,0.0170290851953215,28.0427139206123,2.5559881955081,4.29953485517809,-0.0444922355357656,0.398859979465499,12.75544856201,3.5714770840662,-99698.5925569976
"10",0.0608472617978421,0.801468723234336,0.0383764803421962,0.287886664590285,-0.065897442404966,-1.14638363181623,0.0274261871558322,0.0210638184459839,27.9886203111206,2.18413051885921,4.22430625474309,0.0159710872128841,0.368272542258325,12.8482578526424,3.58444665919894,-99698.1399914058
"11",0.0614345654859038,0.805054342206415,0.0145356352583459,0.289116863674999,-0.168912290362102,-1.00378640007067,0.0230542075965515,0.0195368022892677,27.8240848029935,2.34274363585396,4.37165463139276,0.107713411910767,0.41330684578708,12.8144690696003,3.57973030682484,-99700.3313754318
"12",0.0610948409953908,0.790077617548575,0.0362224839533718,0.29954546733716,-0.15478537087714,-0.835777299615067,0.0196439965251285,0.0105345476585729,28.0152447429054,2.61921155337866,4.26804577623122,0.0715150486326131,0.345800698439479,12.7390402515305,3.56917921258243,-99695.1681205756
"13",0.0662868312398803,0.783970967025448,0.0137254323774216,0.292433887239431,-0.149861397627228,-0.846168933143106,0.0187921316754928,0.015828460323823,28.0482459087827,2.49733072044538,4.27950892853562,0.145987090030203,0.347480408733576,12.7367123084454,3.56885308025497,-99692.1852413668
"14",0.067936503302485,0.777790804198794,0.0410544420247784,0.292943246464497,-0.0910986314550692,-1.14730364428361,0.0259389782665895,0.00942247068586458,28.1097423872615,2.48967326466212,4.28321625259754,0.189756225327476,0.327388212639494,12.70246214393,3.56405136662338,-99696.3600776953
"15",0.0785678637287813,0.800434103195425,0.0255221384302269,0.283348521361244,-0.121805813044287,-0.988263484940763,0.0201994873205864,0.019144055339989,28.1309300825197,2.34117953646602,4.10013466310743,0.0838564701931841,0.386234569866759,12.7873571635114,3.57594143737162,-99695.0649886622
"16",0.0687348640327884,0.762087356558484,0.031533899637124,0.278515903342007,-0.16598298892193,-1.05133458279081,0.0237992597910894,0.0173043011872007,28.2107201582895,2.23551834241143,4.22630604688435,0.294623607494366,0.434107154800838,12.7762813520548,3.57439244516531,-99695.7896292692
"17",0.0661503793554982,0.769432884464674,0.0237992072276413,0.277398512069309,-0.164666852034504,-1.08564457730202,0.025221666991296,0.0191932053135628,28.202989986288,2.15551759929916,4.22677732535385,0.31448897077376,0.423036838701688,12.8414235137023,3.58349319989619,-99697.7423115605
