"","raceUGPA","race0","sexrace","sexUGPA","sex0","LSATrace","LSATsex","LSATUGPA","LSAT0","UGPA0","first_pfrace","first_pfLSAT","first_pfUGPA","sigma_h_Sq","sigma_h","lp__"
"1",0.0237775148572386,1.16307816832645,0.0290217080686242,-0.118758539938576,-0.852346270857749,0.0139119934961045,0.0295029011654068,0.0183407872468611,31.9855907656572,2.27580791255543,0.156961231019291,5.33849487873069,0.210072489432227,13.499542888181,3.67417240860863,20600.9521878356
"2",0.02127058586515,1.20722294796846,0.0299118212031465,-0.113254190165237,-0.812466363409364,0.012517605616764,0.0285304913836022,0.0182529311855251,32.0648765953705,2.30738230236066,0.166377383692514,5.25395755500645,0.210503765197588,13.5240576215295,3.6775069845657,20600.7046401646
"3",0.00353612950588474,1.18687361234952,0.0322995618685368,-0.126770990312715,-0.741322093760325,0.0136067920845078,0.0269232605380445,0.0207762206592705,32.0370059429518,2.47418330475601,0.139732897073444,5.32917663527744,0.0117869317176503,13.4751330796245,3.67084909518554,20599.657416261
"4",0.00334490804367774,1.20782421505255,0.0285854390936991,-0.13042197405743,-0.800274542096091,0.0129908237900373,0.0286179396334544,0.0216805398048836,32.100662361366,2.28672076905089,0.147051833177767,5.25942033312908,0.246646278923873,13.4800760941567,3.67152231290464,20600.5626023455
"5",0.038066105417031,1.21083796449854,0.0283064210084762,-0.150262996936238,-0.740309768884247,0.0128438659579637,0.0269346932633651,0.0155167018544731,32.0501122070818,2.29442865780111,0.14689957223798,5.30570063935585,0.19998854198763,13.6199912054848,3.69052722595089,20602.4904796071
"6",0.0409621194386606,1.22326621858108,0.0312002595899496,-0.120460840129445,-0.797978881834166,0.0125012688682446,0.0286261280956931,0.0167401628706619,32.1220930772848,2.29965234140194,0.144996913542923,5.21423067992964,0.152111563272594,13.5940190715475,3.68700679027684,20602.2118168426
"7",0.0597703909046995,1.22103719369437,0.0305047398329137,-0.234813884277649,-0.848623151418738,0.0127233867313792,0.0299656277244832,0.0221139183633569,32.0759570602644,2.10770387450332,0.144327590860656,5.26632389579911,0.0670006814103884,13.6496941597237,3.69454924987119,20597.6105812398
"8",0.027218169766284,1.18286035841989,0.0296521727286571,-0.215238874033961,-0.786419467773097,0.013655657426956,0.0280870363138002,0.00945614012716637,32.0791293047182,2.63523710134213,0.144135993254847,5.30365251394552,0.225592063792325,13.5624596275226,3.68272448433529,20600.6339398568
"9",0.0352801360554338,1.21356212727048,0.0302137531095552,-0.233548152853964,-0.739016715726454,0.0129884369194249,0.0272300214255626,0.0235038282362942,31.9684422766971,2.18606797045417,0.138806673600082,5.37611417901819,0.0871348724603194,13.6061645152955,3.68865348268111,20599.6603217234
"10",0.0256663309774236,1.20960777283737,0.0302781616902345,-0.130879540267129,-0.759643817612696,0.0130961283255934,0.0277917947043707,0.0210195738984374,32.21042133431,2.29029089826102,0.13883003504314,5.14188386609242,0.0802385622801762,13.4466950561619,3.66697355542167,20599.885185974
"11",0.0146428411337149,1.19742392735461,0.0299873633226045,-0.119269763129859,-0.739210939084037,0.0135552446908555,0.0268209052179694,0.015851301967531,32.2008382930462,2.62176171390465,0.136312121410586,5.1520154720115,-0.0143639906251476,13.357785647914,3.65483045405857,20594.9117027769
