"","raceUGPA","racefirst_pf","race0","sexrace","sexLSAT","sexUGPA","LSATrace","LSATUGPA","LSATfirst_pf","LSAT0","UGPA0","first_pfUGPA","first_pf0","sigma_h_Sq","sigma_h","lp__"
"1",0.0100579059697388,0.187401882011686,1.22069268332918,0.0329718264423522,0.925568485956877,-0.0468157295299162,0.016162176861516,0.0228200336651338,0.133845776942557,36.2533314835075,2.27363568058369,0.108683861457528,-3.74723208522252,14.5542894333787,3.81500844473229,26760.947978838
"2",0.0511867641761371,0.170215799865908,1.22230894629394,0.0331602447757261,0.906552202770856,-0.0508563316690756,0.0160316060431637,0.0115020075414272,0.150200401085135,36.209069501898,2.35445180183519,0.198075904815793,-4.15755098996852,15.019997759658,3.87556418598093,26766.7115078948
"3",0.00214642744145139,0.161441980495583,1.19665148865672,0.0288656577796466,0.958267505049399,-0.200403118804673,0.0167511375324979,0.0221085295493003,0.140947993545,36.232765812342,2.51212472845757,0.04175321439566,-3.79272692730243,14.6944194363976,3.83333007141279,26764.7279628445
"4",-0.00970906706928749,0.166285230351488,1.26622329079369,0.0365723115451163,0.963666877139878,-0.106892215009977,0.0149214469936049,0.0215797013957716,0.144397304922306,36.2167054545987,2.32743737576789,0.22038644980063,-3.9493551553226,14.9951678030172,3.87235946200985,26766.2398916071
"5",0.0640495382043359,0.159334878100167,1.24345321654901,0.0314820428548426,0.966434500034053,-0.131157692354696,0.0155029610873497,0.0185298520140498,0.149345259946748,36.2213682518597,2.10195369222257,0.162223250921861,-4.07285073941228,14.6394553447137,3.8261541193101,26766.8864219376
"6",0.0543619425589952,0.16029147954975,1.24259655173394,0.0316079884070723,0.987826263488501,-0.126559957467735,0.0155167829515999,0.0183234144681711,0.148379065672077,36.2104254000329,2.11007116491556,0.152978864588764,-4.05503632109875,14.8169274374087,3.84927622253959,26769.6976804935
"7",0.0209886165319839,0.160279762478673,1.24758673035919,0.0319597024023138,0.892709139928226,-0.120638749540917,0.0153710388912511,0.0267365603922571,0.143374712158438,36.2369436777127,1.98654951283807,0.194962966625684,-3.87531043625649,14.6773505019836,3.83110303985466,26769.4290002309
"8",0.0259064849344992,0.168885940035992,1.25323213434002,0.0359689305245544,0.953148690494171,-0.124140115246383,0.0152080970555163,0.0260215574255674,0.13982771733441,36.1991673335595,1.96666734859908,0.231258958021146,-3.81120079326704,14.8859568244548,3.85823234454002,26768.8290226451
"9",0.0547820567642857,0.151309878486594,1.23767689997472,0.0328935852909543,0.849216962442718,-0.183821801445743,0.0157194740915496,0.0164689652908586,0.153951066065992,36.2527777649288,2.13569389413964,0.261032718186519,-4.19526003047388,15.0176268780077,3.87525829823093,26764.6764962756
"10",0.0479227368459302,0.151855854931054,1.22896702156998,0.0322078978621164,0.999710529362774,-0.0756270294405803,0.0159524443260262,0.0153246527360803,0.150205710622493,36.1819239665424,2.14229252012799,0.270441441503143,-4.09922282786673,14.6150724299817,3.82296644374256,26764.5966343278
"11",0.0325158552893416,0.169389167332631,1.23122856175102,0.0395323364839803,0.845894817049127,-0.0764364989104878,0.0157715582789223,0.0186353021979529,0.141245828258044,36.2301603508042,2.36102458922721,0.00625479028774125,-3.90249662495742,15.0327963901784,3.87721503017029,26764.585370962
"12",0.0449463783733781,0.157972563406604,1.24699479816728,0.0240514017179862,0.987437854813998,-0.0403537975380582,0.0154257849648473,0.0129214521143938,0.150491502059679,36.2264017611404,2.2660218853567,0.241524980520757,-4.08965822721946,15.0151816183936,3.87494278904781,26764.0083773526
"13",0.0589575940017833,0.160473491102577,1.24023029261186,0.0246925895421269,0.921296925836174,-0.15299615662788,0.0155912836820338,0.0123489500248943,0.149531721414822,36.1839991928061,2.29584543124897,0.220478446534969,-4.09629991521531,14.7787011503119,3.8443076295104,26767.1693848599
"14",0.00251247996177526,0.15610821820819,1.24490948144194,0.0249890855770114,0.906593487101286,-0.152335780484214,0.0156518077614461,0.023851779898721,0.141906190585921,36.203838683969,2.36544903893419,0.0872460881828143,-3.80472163648012,14.7950112917417,3.84642838120531,26768.4015452318
