"","raceUGPA","race0","sexrace","sexLSAT","sexUGPA","LSATrace","LSATUGPA","LSATfirst_pf","LSAT0","UGPA0","first_pfrace","first_pfUGPA","first_pf0","sigma_h_Sq","sigma_h","lp__"
"1",0.137777086873347,1.20709601147543,0.0311144247124053,0.959626967128766,-1.28054095618758,0.0125036230480757,0.112656305439083,0.127026911907914,36.2068024983585,-0.86372871667252,0.166608074418244,-0.298968104985511,-2.36668608810842,15.2214098728339,3.90146252997948,26277.3881585371
"2",0.130157545682647,1.20167286607677,0.0340476559384959,0.881963314902991,-1.2780924648137,0.0126435644016671,0.113789234938678,0.127017857892701,36.2378951094499,-0.862624398744772,0.16481899680805,-0.299156956927847,-2.37796188117359,15.0261088610586,3.8763525202255,26280.0231575512
"3",0.146792676753761,1.13885791218203,0.0344293074796909,0.963636390367213,-1.2634909984839,0.0146229827153214,0.110539162826835,0.128121376354842,36.2079555184972,-0.87118094584553,0.148008015411231,-0.297419215423847,-2.40273015222145,15.1406107172854,3.89109376876033,26285.1230669205
"4",0.13436654088864,1.14711736699149,0.0416441713434763,0.877663124822244,-1.25160720030796,0.0145163811259188,0.11295186921041,0.129222589043302,36.2588518448856,-0.866709634225752,0.143078506915412,-0.300787214214427,-2.44740127493445,15.0977375376845,3.88558072077837,26293.5215782633
"5",0.106100741277729,1.20990001148978,0.0274710013199529,0.882592386451036,-1.22660681637984,0.0128715803932906,0.116712050971875,0.130987842503646,36.2508365540556,-0.86962312950501,0.150343774379154,-0.277006126673643,-2.50734131654829,15.0993957151217,3.88579409067461,26313.0679706308
"6",0.139255156075625,1.18485323453188,0.0387589099345444,0.935367472001261,-1.20014896910151,0.0132387462906824,0.110928562466023,0.135416044445167,36.2298531756016,-0.866892997309475,0.152769214134975,-0.269472952340293,-2.63569987024925,15.0920541271195,3.88484930558696,26332.2064458412
"7",0.13517959365613,1.21306271490782,0.0339267746518667,0.883003787507692,-1.20038159673072,0.0126328630323969,0.110753704214131,0.134022030620544,36.2160363987755,-0.8621900848696,0.150153444973238,-0.263290970788201,-2.63840128597929,15.0815761513797,3.88350050230198,26333.1670504985
"8",0.113786737294809,1.1562338726272,0.025318266418955,0.999648658786743,-1.1894415397411,0.0140521024159457,0.114429276320109,0.140803136152196,36.1513929654049,-0.868006825352592,0.159821245318739,-0.264543901983848,-2.84943096095691,14.9862795566448,3.87121163935076,26346.4414735354
"9",0.109859382383377,1.17325007246116,0.0333092585647125,0.804765994335819,-1.17091617440251,0.0134880608680873,0.114722391554164,0.141577499720073,36.3169697638341,-0.858013663871841,0.15842576307458,-0.260811033924331,-2.88079897904924,15.1428984735169,3.89138773106933,26357.8542671461
"10",0.130215246848554,1.17430253341679,0.0337202211672532,0.905950347730601,-1.16650986921187,0.0132147647651308,0.111367100764793,0.142610958756394,36.2307623157478,-0.855640253666752,0.164419274161267,-0.261752147248208,-2.89994071408255,15.128251972456,3.88950536346924,26361.235596538
"11",0.119931765025053,1.17657772624986,0.0392296132842627,0.912042620006434,-1.15350609636366,0.0133452440485798,0.111978663284773,0.142134172489297,36.2290306714907,-0.850415641549396,0.15355002914504,-0.253083268143027,-2.89851779357442,15.0702635898948,3.88204373879208,26368.3778683768
"12",0.111972296943196,1.15634555549784,0.0321237860077745,0.935927700747763,-1.13816695148938,0.0139048419792548,0.113260928854477,0.144054578115414,36.2235882579269,-0.843962364075094,0.15703513866919,-0.264372502994067,-2.94436512313897,15.0953362845655,3.88527171309363,26375.5208872619
"13",0.140677456690663,1.20978179600364,0.0295824393495665,0.928061800616622,-1.10197942584818,0.0127496357065062,0.107247612027764,0.148023582634797,36.2316326259441,-0.842363834981957,0.152185130467959,-0.23295449086678,-3.12718518215458,14.8262804466507,3.85049093579645,26397.2844704908
"14",0.0987201239167465,1.2204630143424,0.0302304334863542,0.960841136930508,-1.08061373483188,0.012696778134501,0.113552850055382,0.153417584247484,36.1976206781766,-0.835331817694265,0.142057303459331,-0.205101760709873,-3.31206611160029,15.1721072280074,3.89513892281231,26414.8326757861
