"","sex0","agesex","ageca","age0","cpthalach","cpexang","cp0","thalachage","thalachexang","thalach0","exang0","oldpeakslope","oldpeaklabel","slopethalach","slopethal","slope0","ca0","thalsex","thalexang","thal0","labelcp","labelthalach","labelca","labelthal","label0","lp__"
"1",0.689313876639139,-0.463656732041078,0.401135653910334,1.98288468347214,-0.0350588316805107,0.85159049840816,1.05311402207155,-0.00271094465199635,-0.0337970368641199,5.2439881140909,-0.222719228455429,0.10297184257885,0.860394291464718,-0.0626505351516853,0.139695565160982,0.45154170427875,-2.95103566900706,0.601383953991421,0.300651936567684,1.27099385024576,0.264422425112625,-0.102438618984823,1.0820585717799,0.254092932322591,-1.60576495804975,179131.321361012
"2",0.273059875334425,-0.469578675373233,0.394490228359422,1.89965387522906,-0.0329579528063364,0.724153163606619,1.04174373027649,-0.00175780970365571,-0.0308793505924957,5.24098378462855,-0.210376697403278,0.122164072318453,0.863037940644494,-0.0591413844453467,0.109898742940152,0.410816383863646,-2.92471356944071,0.60472048659253,0.278722305458854,1.26646660419369,0.285650915378531,-0.102795790403313,1.04250191629637,0.283689851658577,-1.61480127730781,179131.737135753
"3",0.6353788498923,-0.495653949104749,0.434315895735493,2.0943316014239,-0.0259340453265574,0.680471110197879,1.0302728777348,-0.00319684284374864,-0.0288017728145298,5.23895632912037,0.0960885576752261,0.138703201454781,0.987169381355962,-0.0757311689241046,0.159404162478954,0.418211598872589,-3.02674423466715,0.569750880146865,0.226956254686585,1.1817615429568,0.335325942979393,-0.0904439775809541,0.906847279642925,0.347236611562145,-1.95867128263969,179134.155079123
"4",0.329071813752668,-0.46205874304527,0.494762259340242,2.11962809244442,-0.0257781877617924,0.778474218744801,1.02450960418915,-0.00336335267907387,-0.0250173000454797,5.225971109708,-0.838571620506897,0.149160890872822,0.907312019773483,-0.075747055249436,0.137472064651539,0.40268923374494,-3.38143989010015,0.635546237860998,0.224425020471876,1.1842873664334,0.353850217913383,-0.0885877920269296,1.12443169320121,0.383708715003635,-1.88177854380178,179132.137265761
"5",0.324048127076608,-0.331076005775208,0.397003434160904,1.85513467733713,-0.0391544577263056,0.77356562858114,1.0959587621408,-0.00179236657810241,-0.0415482712056181,5.25202135640973,1.5488700247241,0.0825061156697922,1.27269635531434,-0.0738842572825672,0.0843904581573214,0.403870729802007,-3.05179721516267,0.500048092434069,0.253232928223624,1.34176663586619,0.191048972646217,-0.0564329355338928,1.23353638994469,0.285060605187247,-1.95092418428542,179126.424117117
"6",-0.535874460231132,-0.255546656235247,0.281492779560381,1.78963969587658,-0.0264288996523569,0.671685020001918,1.09388877994165,-0.0011581389055835,-0.0173749434279882,5.2327535596387,-1.09666367480869,0.23638236949795,0.773537311784023,-0.0698590200320973,0.111267337149512,0.260169461282579,-2.3688171702958,0.630091415479837,0.124704287828057,1.23885416365473,0.210510266489824,-0.114249677257043,1.17749034360176,0.426622474310156,-1.72073588918793,179126.300178079
"7",-0.0745200777113968,-0.316893020844632,0.294582357556055,2.12666416285742,-0.0304434381102797,0.714508094096136,1.09098132834909,-0.00368119643010682,-0.0360540679345563,5.22907191635552,1.03984123782229,0.149672148416218,1.21763633918266,-0.0696919964839669,0.101111447481268,0.308604015113269,-2.39020696854638,0.581613441250708,0.2098941120254,1.25552063713215,0.248336432821659,-0.0502136423461343,1.1984508069681,0.439399361570451,-1.89822432807775,179130.685341038
"8",0.591519563894587,-0.336571001641068,0.262226589771954,1.91722060471992,-0.0335626380080987,0.773182202953857,1.0756337694623,-0.00211236056167263,-0.0218531002123658,5.24660275740147,-1.06762874305284,0.192732962468897,1.00290342512556,-0.0658787190228311,0.0699112010237677,0.373783659103719,-2.27407398034079,0.430064854227251,0.190611562804991,1.34223491415688,0.206052775082062,-0.117863033351935,1.20543440202307,0.266139287315628,-2.11918549674299,179129.37177092
"9",0.289298273817321,-0.342682044586802,0.266825773458316,1.83126694557973,-0.0305909096850136,0.897544748549376,1.04169564775219,-0.00152084215715821,-0.0211736054034539,5.24267705579922,-1.33215610212724,0.15125999989345,1.05292246660566,-0.0697327992186384,0.117867789174885,0.315325585462859,-2.26450767436724,0.477200890367064,0.148116437521822,1.28670715506219,0.273966107908977,-0.111463508627918,1.17812703728199,0.351559944509836,-1.93749954313363,179134.073714617
"10",0.458000363747003,-0.471687803358443,0.346008815349837,2.16622144854089,-0.0297245151483508,0.788232176627021,1.10517528541784,-0.00380163873304415,-0.0349109418426879,5.22428208042959,0.408212703214787,0.17871795308926,0.802656874363883,-0.0654682339887373,0.124041614390196,0.267838939765759,-2.62214750649416,0.578129950311381,0.267104737335212,1.19918031518763,0.133757124522645,-0.0627871253588672,1.13546448858724,0.322788136168394,-1.54788309495514,179132.773958426
