"","sex0","agesex","ageca","age0","cpthalach","cpexang","cplabel","thalachage","thalachexang","thalach0","exang0","oldpeakslope","oldpeak0","slopethalach","slopethal","slope0","ca0","thalsex","thalexang","thal0","labelthalach","labeloldpeak","labelca","labelthal","label0","lp__"
"1",0.312349856435957,-0.519169505898677,0.36159222452449,2.24908106944637,-0.0396487489507148,0.888434505081193,0.77585213965831,-0.00420660086639085,-0.0282604131626734,5.27575740943084,-0.710323655331526,0.182768648422719,-0.90162376159359,-0.0784303464491392,0.0970624430075833,0.274810768804574,-2.74965338812585,0.740096211749717,0.257891695126992,1.35799816403754,-0.058738336684257,1.47467039598048,1.23640132173382,0.352616193959637,-3.66480045221092,178720.334560965
"2",0.947441185963324,-0.378566608631662,0.350602007109483,1.76283222656857,-0.0280971032998057,0.581779960541862,0.835571333733997,-0.00112449946136553,-0.0256262067008631,5.21623907421977,0.196792739608536,0.173573860481599,-0.719415414406379,-0.0600532729453892,0.0562617167607055,0.341799536466656,-2.63328799320011,0.347083601856787,0.191001518910563,1.40591680853412,-0.109644638363284,1.21186175703219,0.975287407797791,0.399674594548642,-3.52223834033513,178722.955633599
"3",0.902110785124997,-0.643785776478785,0.348061165713048,1.90411808348549,-0.03570151131758,0.963583926676251,0.937551262930042,-0.00193907109964077,-0.0316185792254907,5.24933440693775,-0.834364779923727,0.165865563181968,-0.726593202994994,-0.0725420378512121,0.0993046282324657,0.294054775695561,-2.80499854762408,0.760063003214225,0.290356618071439,1.25148837736271,-0.0731127241267483,1.11174768398373,1.25420868578803,0.337503295530012,-4.14182874976874,178725.860226508
"4",-0.44068458115399,-0.363404128732297,0.335909171481245,1.76734949834047,-0.0364576644103836,0.876942430972399,0.667035101427767,-0.00121245283140832,-0.0377519042458553,5.26410259358284,0.514711165508849,0.177410035850284,-0.782388192502483,-0.071684260305628,0.045321547674214,0.332634243487668,-2.62362385532923,0.66098674233624,0.270517056118241,1.31550700835329,-0.102862348664153,1.32854326379451,1.13577788997121,0.412389484587075,-3.24633517752997,178725.473610568
"5",-0.0258420019715628,-0.335440417549118,0.324100401464442,2.22526029642286,-0.0213319678106354,0.648150879039622,0.808759685881133,-0.00402825181390268,-0.02520080134601,5.2118767196374,-0.559491591027294,0.154138336058584,-0.71210970293369,-0.0746086067955123,-0.0651340336766992,0.283074652574771,-2.57314577110116,0.552090130833896,0.28137017839477,1.53068656804838,-0.0794064671947767,1.09245899656665,1.17199755896417,0.391284728589458,-3.54287835875339,178724.799170161
"6",-0.531447085124049,-0.290488062899184,0.333833448738327,1.79057918914368,-0.0271930900414419,0.679220921704451,0.793879847545269,-0.00152213561504206,-0.0201973745932666,5.22051062361454,-1.59966032634883,0.204112475568621,-0.666096851314621,-0.0652601284288704,0.0264902347666746,0.285243327605616,-2.57706685786057,0.635474146470625,0.332135105653982,1.43510233297529,-0.0904962318629629,1.14374570621115,1.13247287688736,0.316053331663422,-3.72719160535227,178725.955101248
"7",0.998163218084864,-0.598958937375316,0.416435708741231,2.10416965304641,-0.0354841023454545,0.837669633862602,1.00794748653045,-0.00318817003829872,-0.0365444313768597,5.24593353300746,0.998214484484983,0.140568779347964,-0.733839550884305,-0.0655469158472466,0.114616050664052,0.330348683491046,-3.12397056000534,0.579848075792851,0.129242183407179,1.18637032649925,-0.0825382851153617,1.40017525052129,1.14287848169728,0.399071680858427,-4.43072338209927,178721.980168769
"8",-0.144672062691947,-0.225364903186218,0.342961249666055,1.91340574756897,-0.0293315763544398,0.641244343730391,0.579115902756952,-0.00188788995860948,-0.0206764996553354,5.23473526421823,-1.69894800095794,0.147573827239759,-0.659336447637141,-0.0684648463377793,0.122836609407413,0.365151834462073,-2.64996476210658,0.51719986927053,0.332666938749493,1.23626970754458,-0.0836519977161931,1.28648612001753,1.03271645203903,0.248865536611505,-2.80547625003364,178722.592380646
"9",-0.67409716843341,-0.188830476553535,0.258777388226253,1.98483971678798,-0.0299621168718638,1.07731590473939,0.790521041767357,-0.00242584977132517,-0.028121272647392,5.2343337030491,-0.806321493383974,0.184413784168936,-0.882801650016102,-0.0691847485098909,0.167478431906776,0.323871252595353,-2.29923634316435,0.517585516877367,0.129115828477686,1.21792946226682,-0.103008864503484,1.19926501489772,1.16511955836415,0.158084500893552,-3.43107104302262,178721.928905001
"10",-0.197271695566968,-0.220573401771235,0.429572970958219,1.79575610140423,-0.0307845880617243,0.857158209727894,0.625022147342216,-0.0014104202913618,-0.0319461034175792,5.22620141330117,-0.082200521895134,0.140750445616916,-0.683660469825846,-0.0654468412246331,0.159904842563372,0.334429437649812,-3.02038556223103,0.458538782716488,0.21611650563138,1.23247932655821,-0.0864648360645094,1.24292991861328,1.00965192980928,0.225976503919371,-2.8588272102289,178728.23362364
"11",-0.0384667179083375,-0.374629602635594,0.414627351000986,1.92021277547471,-0.0307363036088055,0.405925952773999,1.00424756687917,-0.00219466654764088,-0.0248831870937036,5.24354651833365,0.549662953449774,0.121569456169966,-0.778110180066161,-0.0713349987825332,0.130152457405675,0.332133358482694,-3.00178419447542,0.617237420899204,0.23208904621658,1.26860810149796,-0.0795443065030543,1.11951922734959,1.10835802479679,0.249707266446939,-4.37379544480961,178727.330344135
"12",0.909891719022343,-0.556946301817956,0.411757116317534,2.18043529502221,-0.0327282144692672,0.970533096721655,0.783381516256028,-0.00382209312064878,-0.0320420670968603,5.26226334323689,-0.463370687574032,0.178973685825555,-0.570865311764717,-0.0795749182405108,0.170443184682693,0.30140093524093,-2.93633105073778,0.557794512180124,0.193200064183155,1.16858025076068,-0.0772765651568804,0.962672066405026,1.06379083867072,0.342386551730132,-3.64771585042667,178725.565796704
"13",1.03706299941051,-0.544505768737791,0.422590818317183,1.93075738127356,-0.0296004493026119,0.85955953175865,0.887999117834483,-0.00171031092950117,-0.0346078713665901,5.23295969130576,0.00617782105527358,0.167053357419508,-0.614268075257892,-0.0784241223523877,0.153856706131683,0.261156082864569,-2.98793178326081,0.555509773800413,0.260240252042673,1.1410259290982,-0.066168033165915,1.04399412237544,1.15098467602987,0.412570722067753,-3.62791833898859,178719.451840854
"14",0.765051273673818,-0.493117729069954,0.407821420624844,2.18070347052368,-0.0440614097166369,0.847277342348587,0.862353179288473,-0.00372735728464721,-0.0246060665577552,5.26682141411206,-0.850303643658958,0.141751815018022,-0.74842738832953,-0.0659026575095232,0.0495804960370496,0.415336805976381,-3.05744006110237,0.569572607757568,0.158249659886272,1.37229736488053,-0.0927273400238067,1.26446673317034,1.21350580104684,0.3158289178017,-3.56815846889718,178724.708103745
"15",0.57467430121537,-0.453858443208433,0.240905642549918,1.89356614144379,-0.0231237151293492,0.680298792897125,0.736897445647324,-0.00202883343473041,-0.0367845138372768,5.21513513933878,1.19339010615489,0.0796360365270119,-0.870371100220769,-0.0745498249660593,0.0962436755321095,0.402259960277542,-1.96414574099395,0.53759328321961,0.273224709948993,1.28001185707051,-0.0743288693323181,1.45148789361344,0.939761870087981,0.379394705764552,-3.15695848771136,178723.525777997
"16",1.06744567246346,-0.481201615930244,0.396674525763984,1.90735197281001,-0.0288951241377696,0.782431805837659,0.931354043350107,-0.0019877750558499,-0.0294988175899159,5.22403672713957,-0.410428866339143,0.162493719730367,-0.953002288243522,-0.0623670112551767,0.128015114023707,0.319333499523269,-2.85138131536944,0.448171334259799,0.268317021475861,1.26141648242393,-0.0897782310242072,1.39595048711627,1.01298958838228,0.290962187558853,-4.03207380698349,178731.456728482
