"","sex0","agesex","ageca","age0","cpthalach","cpexang","cplabel","thalachage","thalachexang","thalach0","exang0","oldpeaklabel","oldpeak0","slopethalach","slopeoldpeak","slopethal","ca0","thalsex","thalexang","thal0","labelthalach","labelca","labelthal","label0","lp__"
"1",1.28125766890215,-1.32907181342958,0.0800652266981471,0.109832826624602,-0.0320719735624969,-1.12400823574977,-0.313697117141202,0.0095422330286545,-0.0388490561004853,5.2455288951929,1.35898907202156,-0.178161004809655,-2.02251479852832,-0.0755128703309742,0.951074115121924,0.0867920260228814,-0.913517942280604,1.63235899259187,1.29400712187838,1.33494004928322,-0.0741675598590977,0.502292721280083,0.372482287093042,0.206634727763314,178689.941823161
"2",1.28523074185664,-1.34061056418204,0.0844265970882995,0.115709908288258,-0.039659469051419,-1.14584023319564,-0.307608379921767,0.00959973417455434,-0.0399563383639467,5.26356844764271,1.37355800197413,-0.16216710449126,-2.01707930171249,-0.0691546570495708,1.01429652914619,0.00758932504696973,-0.906514384357709,1.60916187900348,1.29850377544292,1.33418277661643,-0.076490829560019,0.513071609607009,0.40376733729606,0.199476766047415,178686.97062101
"3",1.29269707703431,-1.33651219630504,0.0801582893526622,0.133414877918857,-0.0393701868294315,-1.13564894559029,-0.25444006710865,0.00935354729511551,-0.0352800577191514,5.26503218519142,1.37464185332267,-0.124386870775224,-2.00659273382758,-0.0647906939461518,0.96496026781259,0.103490625645919,-0.882847387436823,1.5607127587755,1.27154621043462,1.37638120616127,-0.0845592631208523,0.519101722959006,0.350858345994184,0.193694778062731,178693.510766594
"4",1.30157539315564,-1.3343818718701,0.0815626620084337,0.151456948797675,-0.0339077283748959,-1.12092457344159,-0.276487943823412,0.00927408290221856,-0.038041387490988,5.25259754922617,1.35309979438704,-0.111076115082881,-1.93656524848925,-0.0667694680248888,0.999346037861246,-0.0217326340738074,-0.893180882426543,1.52119285659008,1.24003523208101,1.38003520618647,-0.0876649027296789,0.526859170002769,0.439084895632199,0.175421088466506,178702.499806515
"5",1.30311308930574,-1.34297264069336,0.0708431922661469,0.142421048555874,-0.0352477745748872,-1.10968111759531,-0.28182992812555,0.00942276029408686,-0.0359640439730932,5.25323851305353,1.35807563397017,-0.0974631754794623,-1.93994904527435,-0.0684652005209302,0.941507772541207,-0.00502966809481006,-0.8869164985197,1.51187186592511,1.22636016135259,1.41337082638398,-0.0882248609414133,0.540127249918056,0.366769398032895,0.17220986607833,178711.588773277
"6",1.30157753562315,-1.34426545956301,0.0966701636256924,0.143448817757738,-0.037832313312252,-1.10635261817081,-0.278869427373394,0.00944967637772455,-0.0361670488411669,5.26286215159313,1.35394107993153,-0.0995035615254271,-1.97170607171345,-0.0681020460601874,0.989526466698176,0.00434420433510564,-0.884011937785257,1.51568972431807,1.2291730916073,1.42523870514277,-0.0879587920840929,0.541284006836804,0.275697521121998,0.17398094819955,178707.060654792
"7",1.29061040383193,-1.36164173941314,0.0945480730852789,0.144343391645905,-0.0329915604820196,-1.10738510261095,-0.292069573706419,0.00927230721630299,-0.0355461348874996,5.23050786303546,1.34997156824942,-0.0881859952308109,-1.96206024083197,-0.0664738511476507,0.949494314515443,0.0646106338768671,-0.894948247731315,1.47668810631341,1.22255041202222,1.40110557942103,-0.0683357542017217,0.56374675023973,0.362077379839616,0.171610270037254,178709.283623718
"8",1.28171734893718,-1.36371403216984,0.0884370256814271,0.166760757551938,-0.039214372307904,-1.08031630840789,-0.306526999756777,0.00929027742212469,-0.0368428581999327,5.27862132077514,1.36312143247827,-0.0851796159786886,-1.99395100619784,-0.0783829057873896,0.979972086570395,0.10370312758229,-0.926139085173674,1.47301083929089,1.24070597795688,1.33822423631293,-0.0826725054313591,0.57204873699557,0.340043763181899,0.179379082638929,178711.828853147
"9",1.26406259381329,-1.36492171282942,0.0745119545729115,0.174561627207557,-0.0270871091186096,-1.05528300011524,-0.297582940725276,0.00923613849161086,-0.0373916303161888,5.20650437931248,1.35562318017097,-0.0757516055900562,-1.97822014203139,-0.0592888994847815,0.968762003723098,0.13943393726187,-0.923260013444752,1.48450509155613,1.23114256629491,1.22021114674232,-0.0920290853453229,0.594569458051581,0.347925034897965,0.189555330626895,178718.586034394
"10",1.25802064072553,-1.35575170303088,0.0722705658807442,0.166940942946186,-0.0344612390330238,-1.03202774760806,-0.296535024022988,0.00936031676450954,-0.0394643554886852,5.24842427391345,1.36877841506621,-0.0814113039777957,-2.03064750430151,-0.0633653781187149,1.00503885659693,0.0566320448452122,-0.92651137118856,1.46417719196248,1.24765309598998,1.37021791445986,-0.0744424154638134,0.597268200236598,0.348256069733314,0.197040210573664,178715.719587627
