"","sex0","agesex","ageca","age0","cpthalach","cpexang","cp0","thalachage","thalachexang","thalach0","exang0","oldpeaklabel","oldpeak0","slopethalach","slopeoldpeak","slopethal","ca0","thalsex","thalexang","thal0","labelcp","labelthalach","labelca","labelthal","label0","lp__"
"1",-0.849631832491824,-0.0259879650717642,0.286838278449534,2.48531437604527,-0.035566960887128,0.824331624567284,1.08943093162839,-0.00579546350390924,-0.0325444665690358,5.24953915072236,0.0394930159566065,0.924660791730963,-2.06047503235565,-0.0679247252494601,1.0381890590736,0.0664797578691882,-2.18650722406404,0.466623322058367,0.20770860817008,1.34864190568453,0.268718376457797,-0.0975103506967177,0.915029692892159,0.37174135735217,-1.77726390884984,179137.846991778
"2",1.45167790779496,-0.696253398151712,0.292483951642028,1.56731936126009,-0.0345063478139075,0.635107347790711,1.03742649194623,2.23005449242328e-05,-0.0265655023923099,5.26630483624036,-0.0792765497249009,1.20076436532465,-2.44993951144399,-0.0815615194491749,1.1513999900108,0.0832078428956573,-2.51600362272165,0.607741304204472,0.249906060749615,1.31910363782294,0.250664855686303,-0.0700118752346264,1.33616875631123,0.354649377337101,-2.11645572330193,179141.344026598
"3",1.42712826728162,-0.470952742784706,0.271021390047038,1.95903119754497,-0.0410964093877603,0.708298592215852,1.09998609757355,-0.00220049633670978,-0.0332549328011141,5.30511268708136,-0.186617783826756,1.16550281165454,-2.29288131147423,-0.0867672104384558,1.07402007743631,0.0262618008410512,-2.25582400910485,0.425435305096678,0.380589248185538,1.30838589881969,0.23926825824484,-0.0882523606113856,1.06841592085141,0.455640477213732,-1.92480276606514,179136.071673957
"4",0.709503656655099,-0.484751891247231,0.373106007438118,1.90813419574546,-0.0359805784085811,0.546252113264957,1.09717801767256,-0.00186279162280889,-0.0211992733309108,5.2519239209124,-0.656033631451257,1.18086561312009,-2.60208289215521,-0.0667843544519063,1.22616121140568,0.000865851276091834,-2.88755415141138,0.617845885832059,0.266290415584734,1.36533106403031,0.122804101414027,-0.0724023456702265,1.22241503532833,0.432129091553943,-2.06116268631541,179140.936518863
"5",0.31100608980441,-0.353364469223974,0.296419091779701,2.08807985395149,-0.0260526023239943,0.964015420721247,1.0257734685082,-0.00344615836442136,-0.0347512575063444,5.2325192584732,0.0965064968253848,0.873203727286591,-2.13146951922495,-0.0724803037125447,0.989146583733542,0.153533703935034,-2.34980875762472,0.450540774499641,0.219947194260289,1.21804470996851,0.286196930998754,-0.0860596179162609,0.997664621664979,0.268097141410934,-1.90370995926552,179144.096018047
"6",0.579596055320592,-0.487365194272984,0.510217518103188,1.93561711679905,-0.0316048853742332,0.74746872193851,1.11232834585056,-0.00203243225932604,-0.0246197099209763,5.22703811590195,-0.307582214011904,0.938547567887662,-2.23526016326851,-0.0593892490351033,1.09319924464809,0.0398278320557071,-3.64670579771141,0.633758521108079,0.164511521482081,1.35744491662633,0.131763745308497,-0.0896649964547308,1.22661292792898,0.427789421245189,-2.05898557396169,179143.403447055
"7",0.772458656179379,-0.468155204770678,0.399106744181406,1.81287225880774,-0.0256316023551806,0.540461900204718,1.10593097246097,-0.00153364066825902,-0.0262637288714846,5.22629194566592,0.437724604226694,1.14747078204879,-2.10432695463828,-0.0713664231394242,1.01415961985715,0.069952628803753,-2.97731082837757,0.502115320683235,0.191014542072343,1.35280697693073,0.249559844861489,-0.0858766298611959,1.11812702062729,0.302188183776102,-1.68827370207647,179147.574380878
"8",0.793538474540547,-0.486864076492778,0.400203896259289,1.78258492577822,-0.0233810746313738,0.587332913225054,1.07809134261263,-0.00121486853558231,-0.0253722619130609,5.22013556213852,-0.0733803095134102,1.10510875301486,-2.06862126425095,-0.0682783927012849,1.03341796516037,0.0627531499070908,-3.04551630071272,0.586806382779739,0.232451194510327,1.34073058354724,0.244582932904835,-0.0792861679048298,1.03801130324736,0.325601472111358,-1.58277054540685,179142.388767679
"9",-0.36061078252711,-0.339292305526496,0.360784494020691,1.89204529241856,-0.0278062559107891,0.75173894494062,1.08600328854805,-0.00201791608799058,-0.0262437936566687,5.237943407411,-0.415416216173943,1.01596920670307,-2.09411989489035,-0.0761590935765114,1.05592928980607,0.0916529904785586,-2.62586776799021,0.612173541141635,0.221035294879848,1.31093186226315,0.245567508455984,-0.0726337205000664,1.10175334491229,0.321245627214788,-2.0012330026232,179149.568280178
"10",-0.117996959137001,-0.15591432271694,0.3940364985137,1.91559037410045,-0.0320102860936473,0.945061541089718,1.06303229848013,-0.00207205688182146,-0.0325422602861392,5.22714624960696,-0.730963227449801,0.909577014765542,-2.44447472085334,-0.0616243251074937,1.16030811782099,0.127544277774953,-2.85742884388441,0.403201163900438,0.286727380222298,1.27714257442841,0.253168672034603,-0.0980514968628166,1.17294462712657,0.346118971640887,-1.39215825806178,179141.876828364
