"","sex0","racesex","racep","racej","race0","agep","agej","agey","psex","pj","p0","j0","dsex","dp","dj","d0","yrace","yp","yd","y0","lp__"
"1",1.93822844608945,-0.337330409553625,-0.36076543716487,-0.782602215874186,-0.568704615688274,-0.35331169446902,0.228075809259852,0.0887607480659301,0.0645615758439871,0.0981343026292575,1.7730580964083,-2.07124763621215,-0.0708174395031314,-0.0677757643507339,-0.15724556141615,2.26872677632791,-0.346908797805199,0.52423034258534,-0.470248862481292,-0.297032333027286,59790.2566108551
"2",1.61626819336667,-0.189911623911385,-0.360454765483995,-0.976952170330736,-0.503558748631306,-0.353785437427734,0.359148711393889,0.146805866347214,0.0839142173863974,0.108716197111221,1.76644884126413,-2.4649830469591,-0.0427099285494188,-0.0682273221316781,-0.131232604417554,2.29094404985348,-0.342899042016409,0.523977237968769,-0.499143923233083,-0.309686104354314,59793.0046577619
"3",1.64947862857293,-0.209995000438656,-0.341001640398381,-1.27461398831442,-0.499429793662963,-0.353845187023486,0.243069968706615,0.141388620033421,0.0759364953314957,0.0947002350979341,1.71875801167496,-2.20092553429393,-0.0402151169897267,-0.0613228883986577,-0.127798308610722,2.27725426307635,-0.381586399494183,0.528319616981387,-0.49769064867293,-0.29836628707204,59790.8006066696
"4",2.01706923763907,-0.214263787058696,-0.380921651204465,-0.486256441543693,-0.563570908454712,-0.349039662475166,0.323379504571158,0.185611015488618,0.0710723613035987,0.108285565217536,1.73512225624573,-2.35563236409968,-0.0917022474613553,-0.0638367306217357,-0.154772120948581,2.27459532842081,-0.26030098113032,0.534138899817979,-0.486833352787617,-0.357156977781366,59784.5019220974
"5",2.00840577760529,-0.272908562155877,-0.373290978758488,-0.477031735577281,-0.576023930754519,-0.361642904689083,0.298739308192855,0.154933556517716,0.0686142414970553,0.100985241151069,1.74027658654644,-2.23386420753449,-0.0794899178772901,-0.0635650714483608,-0.159619904011517,2.27593024794784,-0.289144617550423,0.534947220625423,-0.485072981270873,-0.343927934874654,59788.4479241213
"6",1.62795236840631,-0.250148045990414,-0.333759414728106,-1.5390089458209,-0.479136354805681,-0.348213365138484,0.281536822442743,0.0831673795116866,0.0785470484659992,0.102117633370421,1.75282122534254,-2.34996484433961,-0.0423732615412292,-0.0658163284093334,-0.113290972444469,2.282219916444,-0.346247235716106,0.514479273158598,-0.497299651851134,-0.255201521357588,59786.0328102455
"7",1.84150139316699,-0.201301627608234,-0.339302133798753,-1.15605915386277,-0.496181540576763,-0.355750570274304,0.219631336717406,0.129741820158566,0.0729170915070449,0.105017802544293,1.7452136001013,-2.31678141060718,-0.0678387562652231,-0.0654882684804044,-0.117902944460246,2.27856837826847,-0.419558613605917,0.530888011734399,-0.490373953747629,-0.263916151400915,59796.2706769614
"8",1.93095125228894,-0.297909876813804,-0.367079643006015,-0.716389308131696,-0.568999789301375,-0.353015058412949,0.262072277439601,0.0927671177953005,0.065903018848922,0.0929891389394413,1.71995279309005,-2.08867228240741,-0.068269521140261,-0.0623202566781447,-0.168064303117914,2.27844921553247,-0.287482013307171,0.545915639485062,-0.493406760699293,-0.184406207046186,59788.4101892395
"9",2.07641156351574,-0.236821353440912,-0.343828771007259,-1.06391326458431,-0.451865372089489,-0.357189917289856,0.216248043312923,0.171891278299666,0.0719027897738752,0.0934237486516991,1.78644777476887,-2.21763570302732,-0.0918855687276763,-0.0697178874862697,-0.132713301318801,2.27692276219601,-0.444535737618853,0.50392422746599,-0.489396048860695,-0.319713975829757,59792.2489212321
"10",2.11689901815806,-0.250535553780169,-0.347657277597748,-0.992894958991782,-0.455978604543177,-0.355212243892376,0.205821383950509,0.187656264972513,0.0722178762658041,0.096671241546981,1.7898550490494,-2.18018914739943,-0.0966329565816414,-0.0689750574806229,-0.13700672256634,2.27773211319734,-0.444611740301862,0.513180470128486,-0.495191536466732,-0.330749895330418,59791.4301917969
"11",1.64086678803085,-0.251104619409229,-0.35372228464986,-0.896679019268476,-0.494060900008499,-0.350853638900278,0.276304478382043,0.116079494987958,0.070028050171272,0.104593145837077,1.79997729262256,-2.34338911938467,-0.0401931773323332,-0.0712459106224917,-0.131523749880506,2.27818604413673,-0.373738729565507,0.510553877453125,-0.481577252743994,-0.282807471722808,59797.0247239271
"12",1.85925577346452,-0.145540296292395,-0.333123525902454,-0.963817898244744,-0.494623960222887,-0.34576354245842,0.224329081742011,0.129375111264997,0.0673090531983011,0.0960600606989689,1.76724352184948,-2.22622564490666,-0.0707620559609066,-0.0669391660969189,-0.129999509193204,2.2790583442081,-0.407045399488907,0.492899620502143,-0.497063501174679,-0.271466740637732,59794.3300707032
"13",1.68479251552826,-0.313505960607917,-0.35591898318231,-1.05489913699572,-0.540704062197898,-0.356852064377287,0.297229202918499,0.108711711670409,0.0836191559867615,0.106983893905749,1.73520461174312,-2.44135478887486,-0.0477509525486324,-0.0630258162949841,-0.123196561620925,2.28157183032161,-0.268290657188665,0.527065264685268,-0.485071217105882,-0.283399058825391,59796.0715406477
"14",1.8298418054264,-0.223751198858957,-0.366143472757507,-0.70591778488068,-0.493339644911167,-0.353380863139504,0.217080425277472,0.114355740508938,0.0664570931495165,0.101991559356684,1.81876429883478,-2.31418760599217,-0.0663775828138518,-0.0702467051556077,-0.126851473807595,2.27764873331716,-0.457697106746951,0.478331800037251,-0.490658672214717,-0.229647338627875,59791.6165008805
"15",1.77327366440514,-0.261313929844871,-0.347257397113829,-1.1955784292021,-0.503516554089375,-0.355510847455133,0.296051753397354,0.17963616087008,0.0787680255199376,0.0957016659620731,1.71161925881169,-2.13898026309362,-0.0618447571897426,-0.062474359772085,-0.152140559610514,2.27291207550536,-0.272341238479485,0.531148845609609,-0.485657194201937,-0.334210724873399,59789.1834112472
"16",2.08701553006377,-0.229070504875187,-0.34375953576756,-0.893411972790029,-0.526119905919863,-0.344959762876449,0.244664432923938,0.132812540445395,0.0565716776778719,0.102549108097903,1.73437207065363,-2.32160418018517,-0.0905240446049249,-0.0640643084996679,-0.130583819846854,2.27696200928229,-0.412361046980246,0.533094035599072,-0.485472661746214,-0.299751694130216,59795.8638365219
"17",1.89593553877418,-0.276648214794801,-0.347366462191548,-0.805909854405517,-0.482281369458091,-0.35207136499003,0.276042861828237,0.17101968322002,0.0642508113918989,0.105364885944427,1.74991270335218,-2.43440369990057,-0.0660206145116063,-0.0646675093362002,-0.123789977123238,2.27400104265127,-0.361911236984124,0.522429395764633,-0.48097853494802,-0.344531964753667,59796.8587580186
"18",1.90066904107222,-0.263600727601184,-0.37805531783774,-0.672982220783625,-0.534509678023797,-0.35293214913977,0.323689775074007,0.166035113498033,0.0709969281938764,0.108630561207801,1.75523360138716,-2.49927291855866,-0.0613001500796756,-0.0661222414311048,-0.123772454554426,2.28048509124,-0.367529851045101,0.519429660142105,-0.495637461752709,-0.314338401161001,59792.5418769371
"19",1.71800294468489,-0.241515585990016,-0.339310031961063,-0.824634017582021,-0.460977953466355,-0.35431661065827,0.200164511180151,0.150642606059618,0.0700391887680132,0.102029021528484,1.74634774469096,-2.42019763153102,-0.0443454836827468,-0.0646907137186358,-0.106287352495976,2.27966252731838,-0.372431142137178,0.524952935827234,-0.491629204341246,-0.312116763618161,59794.001127997
"20",1.7354465709012,-0.321883842480527,-0.332367082697107,-0.857954423397259,-0.46889241349509,-0.362406088301494,0.212979464760873,0.146639576942713,0.06806034870509,0.105002312462422,1.72393160892449,-2.5174435674033,-0.0421483694384304,-0.0640035829731044,-0.110206017971027,2.26788112216284,-0.450083716306709,0.539599549153148,-0.484036709358266,-0.307442914651013,59789.1211359965
"21",1.56679575144487,-0.282035976876692,-0.340420768987546,-0.901722097693539,-0.473510070985262,-0.335553293173229,0.207944747208179,0.151962978376372,0.0821537758855291,0.101940433837562,1.69407982071853,-2.49486826222394,-0.0310330053205036,-0.0607255276844618,-0.0971607146840661,2.27648629118814,-0.364798027772904,0.542557834596819,-0.473804381110975,-0.31676509600837,59787.7000794936
"22",1.79202928158142,-0.271987135143329,-0.369190605152975,-0.925177350287482,-0.508863810837549,-0.348575591055469,0.210419638592958,0.105657816357996,0.0812657922048464,0.106113816239037,1.7228133023759,-2.47494823055502,-0.0637960394299196,-0.0638777596330461,-0.104975781475534,2.28251964050101,-0.351460873728545,0.543272125543532,-0.508384901943139,-0.257108834370889,59795.4808280525
"23",1.9062921505139,-0.232053383707334,-0.343536986946824,-0.849601097258713,-0.534038231570118,-0.357639532815975,0.282343110596817,0.133698838034998,0.0618491972975855,0.1081085501324,1.74534904534328,-2.2670976102557,-0.0652417300651092,-0.0647823441539751,-0.153582238675345,2.27441760009753,-0.350659855879335,0.525950465067822,-0.466092124423219,-0.258030814972011,59792.5806815253
"24",1.92279612017981,-0.263654290207738,-0.348154151231851,-0.652516404309612,-0.488854582628046,-0.350183218556513,0.289099193305214,0.0781962426046791,0.0753758385875134,0.102127113541511,1.70890825304591,-2.27532827087826,-0.0793427078102269,-0.062263099256124,-0.138185629199754,2.26467511675815,-0.373122652049198,0.548272274038525,-0.481317987269525,-0.275203383745408,59791.4694687327
"25",1.93319480076313,-0.208789346365044,-0.350673487172275,-1.09109600361351,-0.514448131132499,-0.350538104739134,0.346867175111655,0.165192195722958,0.0614581430842035,0.105594619492684,1.73858589924683,-2.29665413023596,-0.0762060029484476,-0.0654513502662865,-0.137961163278573,2.28586489452454,-0.347186862319025,0.534589881633941,-0.487658683944778,-0.293485537536397,59794.9134299485
"26",1.85090256754332,-0.197843541373147,-0.344582521696547,-0.923107105763404,-0.480964364912709,-0.366962948152736,0.302970659757103,0.114523763090291,0.0730126043939316,0.102124851092884,1.78541027560415,-2.43936412134765,-0.0687364061754829,-0.0677797164550588,-0.123701867679901,2.27492480841136,-0.393528262542312,0.503253492838806,-0.496874325009317,-0.267100792230131,59796.8389056683
"27",1.86407281142126,-0.283290690556675,-0.368355388317089,-0.830187767790605,-0.510973859267096,-0.338482395688633,0.187483181793595,0.137057839908148,0.0704193734082852,0.106365744631633,1.70464869842161,-2.22255788468547,-0.0650401329318144,-0.0609664729369428,-0.139132222610392,2.2769500643738,-0.313254418174943,0.536614313223021,-0.494709858991956,-0.240710645074309,59794.0090639512
"28",2.13474828155075,-0.2970006799837,-0.348296224518861,-0.967780183299021,-0.51970503643526,-0.354531597751997,0.222402730282973,0.0535656120196815,0.0767506902339482,0.0920985716917595,1.73306459603037,-2.17031750475788,-0.0984351687526969,-0.0649018046358894,-0.118345506805459,2.28652581337944,-0.376736852201291,0.543556264456775,-0.496966425331766,-0.241351851431149,59788.4665152337
"29",1.69642006448156,-0.208872646934567,-0.367837819066449,-1.05732808966521,-0.468012682040412,-0.350546223531406,0.253718840233269,0.159280302252257,0.0623361677334249,0.105665432452825,1.7316567274078,-2.24240847045166,-0.0441551051646298,-0.0625320056224258,-0.155041250498207,2.26291930022889,-0.355999126905213,0.523400134946599,-0.482269158301582,-0.271914416029177,59785.3473318113
"30",2.09230235203032,-0.335366826791483,-0.345201538852754,-0.771732803309297,-0.491598821910282,-0.359085622491409,0.245229047292023,0.0982948281403942,0.0766431594404327,0.0989756134196128,1.74226150178661,-2.38488976121795,-0.0945104190834564,-0.0656761403230944,-0.110524085961704,2.28947661630652,-0.401451792971715,0.530325401909131,-0.506434808472034,-0.307351299180871,59790.4639036579
"31",1.93054881735375,-0.253217942865995,-0.337916077597819,-0.793723725527045,-0.476211494033753,-0.346847562007114,0.419072475271089,0.201607454482004,0.0709674550003955,0.114188316800001,1.6884269305782,-2.55619733860378,-0.0714781320834911,-0.0612680566807187,-0.126844518190686,2.27667599926086,-0.39827656205035,0.550273921760463,-0.49309420261119,-0.339651068576466,59789.080030264
"32",1.82914482842914,-0.283782575156599,-0.359462051587913,-0.915125180624463,-0.543404240037448,-0.356707996869622,0.172026889112898,0.0732336526500701,0.0705935154146912,0.0974262922775037,1.68332752427709,-2.31725236721051,-0.0621321122702781,-0.059755785388368,-0.116270295332941,2.28011849294573,-0.316837239570159,0.576153472959689,-0.483224184125752,-0.229480210671921,59793.305694359
"33",1.8777214162869,-0.363101906923619,-0.377784375872327,-0.776109123307075,-0.542442632466195,-0.34574157243047,0.226362833303176,0.108818961820772,0.0878069732081133,0.0952969458121494,1.62506962656592,-2.249502005897,-0.0637179929193588,-0.0522658110703877,-0.136755996683953,2.27050225755323,-0.30772651944488,0.587704696051786,-0.482037484482293,-0.274717537333945,59782.9995396376
