"","sex0","racesex","racep","racej","racey","agep","agej","agey","psex","pj","p0","j0","dsex","dp","dj","d0","yp","yd","y0","lp__"
"1",1.82259756278355,-0.358256501437527,-0.34898979629983,-1.01806444102419,-0.340433522614011,-0.345292722272604,0.257044247951678,0.109587306990424,0.0844064153064433,0.10300036844392,1.74986714738546,-2.32650681190119,-0.055238126422784,-0.0671772166465245,-0.121992921587592,2.28472106541949,0.533605222871431,-0.504232305259382,-0.184421153308465,64419.2395648073
"2",1.7996496886277,-0.150415288676997,-0.356968230950136,-0.75508857882387,-0.392445105728186,-0.359244468244794,0.280722614165538,0.086522294330162,0.0616945432754934,0.0991291925733446,1.72815323167765,-2.26640307650564,-0.0658645675442644,-0.0639821334087639,-0.138146274045161,2.27257744981244,0.551041037069296,-0.481633910575511,-0.139927783717311,64419.8483160885
"3",1.74999843137055,-0.333224963594205,-0.349433905292468,-1.00947235377876,-0.361984900609153,-0.344662247850767,0.298744180667824,0.107274008338938,0.0844581025503323,0.0995256330339118,1.7171247410228,-2.38126020148453,-0.0594025256439252,-0.0644643124871038,-0.120674863464088,2.28250665096326,0.535218998085777,-0.50117430452671,-0.120389905171586,64419.010771338
"4",1.73504190415769,-0.324605840990557,-0.350220022576337,-0.760223514640069,-0.36667091857522,-0.344384216880459,0.302151365772148,0.10453569195875,0.0737840941016364,0.106207426244256,1.75737095755482,-2.38954218845516,-0.0551595701860767,-0.0658996387745848,-0.13141177213274,2.28479372557649,0.519365463959511,-0.503009307100332,-0.140905600679038,64421.8529974096
"5",1.79566645987209,-0.180425027271365,-0.362993782508972,-1.01549772638391,-0.364416383297789,-0.363371837897756,0.228710193066709,0.0900710432385104,0.0769713181451322,0.0950139517855659,1.78939331395629,-2.18619658624365,-0.06057679372889,-0.0688002382234489,-0.134377217585351,2.27278001044013,0.510247220068668,-0.480107553576492,-0.142984823999865,64421.7099969141
"6",1.89174076335043,-0.310045434399877,-0.35277702247791,-0.726764839997133,-0.345703608269332,-0.347581610179919,0.2304777447298,0.14436123472999,0.0669357143350553,0.0990526131451442,1.77000636885287,-2.27249651968339,-0.0681520001829442,-0.0668802858925167,-0.134020027225701,2.28349807405793,0.509694443345323,-0.501765358583786,-0.168899969079176,64423.5779278009
"7",2.0243170221871,-0.341257800986564,-0.342396630920306,-0.89967616191157,-0.415936435909063,-0.337159211149397,0.314439056742947,0.0866316540191995,0.0635613241071256,0.109435257568438,1.74832141024709,-2.50791818759702,-0.0802043484909279,-0.0660107124713206,-0.120524532262505,2.2759830885849,0.522174702889988,-0.480497885199794,-0.136570175802416,64420.2464814288
"8",1.88023709785204,-0.186977832113356,-0.370501076254152,-0.835809289108474,-0.33688270126542,-0.36792570269675,0.202815797773006,0.111645418329804,0.0729183537781377,0.095987289276709,1.76084000349127,-2.22188858513208,-0.0617276762851281,-0.0662537721256361,-0.132498550364752,2.29025029421878,0.53500377021045,-0.492671655334942,-0.193919689993506,64414.2919110917
"9",1.88135329613208,-0.324638056831596,-0.380482999130468,-0.643945748694715,-0.344393097249167,-0.348898493303068,0.304481572209332,0.168239239779283,0.0797003021120651,0.107778186599401,1.78170443922857,-2.29108570084236,-0.0586311489661457,-0.065695757183224,-0.145924277133301,2.28203887998255,0.49689891859189,-0.510136345092197,-0.176116323515779,64409.944292553
"10",1.89030200504783,-0.30060218401091,-0.342562311583642,-0.933698834050026,-0.392986560277806,-0.360980235445671,0.336797827013174,0.0915131650112405,0.0710720707832602,0.0982575049190467,1.78378992737897,-2.40767714020847,-0.0668101113432879,-0.0692050731395677,-0.138657266046116,2.27315055790789,0.508267208992036,-0.473078045918268,-0.150845225436104,64417.5629386664
"11",1.9112264248001,-0.35518406210391,-0.36881315960663,-0.758195447971176,-0.409538313627106,-0.353629702160308,0.243901502103973,0.125506275470077,0.060295872970515,0.102101410962699,1.76958627792632,-2.45048825284122,-0.0640223332067566,-0.0671915227407615,-0.12773458686093,2.27639408593795,0.513725866274586,-0.489596747350353,-0.104125928851594,64419.6238418036
"12",1.97833770841724,-0.277963161316893,-0.337192790552851,-0.893309687834909,-0.313090502810402,-0.350303514527083,0.316529549188941,0.0750305028786359,0.0763125487922189,0.104418410559734,1.77474182191177,-2.25575166277222,-0.082757226340922,-0.0689464554920894,-0.135016229953712,2.28439711353787,0.505140037110061,-0.499687776651668,-0.169990615767818,64418.7039455422
"13",1.79045199012395,-0.212088322234042,-0.365598094442359,-0.685909909814485,-0.397903491729164,-0.367353781079381,0.264233024348596,0.137407605906668,0.0628035155547681,0.103239033300267,1.80140585303153,-2.47691277959811,-0.063601376635734,-0.0699779527706591,-0.128934828765602,2.27441873299833,0.502089167071783,-0.489436272978231,-0.146319400373155,64417.2190140754
"14",1.80164744051408,-0.320709631587405,-0.350971412738702,-1.14776108694823,-0.260959919600477,-0.341855852633536,0.272632469771527,0.124427094283217,0.0848051559489625,0.106953406203382,1.75870922270417,-2.33315060951366,-0.0545011495158791,-0.0673509782758502,-0.143989205084771,2.27930855856755,0.517031117168599,-0.498916940646035,-0.17408626172229,64416.2835482551
"15",1.79561124108454,-0.29912270485574,-0.359741676681281,-0.780235109049104,-0.343104732068289,-0.353714291987027,0.396654385350315,0.130748668022277,0.0778876831369328,0.104747998045677,1.75121138869921,-2.40235552135368,-0.0546396878647592,-0.0641031008270581,-0.137824050767172,2.28379210153829,0.514133777263572,-0.488666699053791,-0.164892706589081,64421.3571370698
"16",2.12224443166838,-0.225291547918704,-0.359015553807163,-0.971786977920048,-0.387132500202474,-0.359128024436579,0.123814746737929,0.101657679442245,0.0582839084703062,0.099412109726706,1.75587946710697,-2.0852805415928,-0.0991211351930825,-0.0650809044765456,-0.144013196714822,2.27979743713975,0.513317927974283,-0.486118138752837,-0.136560881125324,64418.2625300345
"17",1.96126991770253,-0.250482293256237,-0.35746836670768,-0.758714132306004,-0.354430020094156,-0.354526081843611,0.379690340952471,0.100926320829119,0.0737361444928858,0.108409488092024,1.72791218831654,-2.46450553918967,-0.0748373329007513,-0.0633664871728746,-0.130073880202356,2.28079287689008,0.533095010358938,-0.488639493276773,-0.140274988593196,64423.5716677435
"18",1.89714210166296,-0.283540582066282,-0.359797031965971,-0.670368544303752,-0.370853075295297,-0.356215968993937,0.386436400602544,0.134043532111576,0.0798869026239218,0.10345402182453,1.75062457452298,-2.4944079779194,-0.0741840291675836,-0.0657766690216255,-0.13157744366047,2.27755302786985,0.527886013848698,-0.491469038012999,-0.183162063995808,64421.562239772
"19",1.80778185881353,-0.247039986886127,-0.347050958135726,-1.08323208288088,-0.386977452434521,-0.349633036270446,0.193379889458438,0.0543602783250129,0.0603748730570394,0.099785466879157,1.71428867379305,-2.31004507377992,-0.0569803266249904,-0.0645367983210834,-0.113543425642035,2.28084414408749,0.548782980626044,-0.492230844370084,-0.131802797539819,64417.945774372
