"","sex0","racesex","racep","racej","racey","agep","agej","age0","psex","pj","p0","j0","dsex","dp","dj","dy","yage","yp","y0","lp__"
"1",1.67882671005777,-0.23206884565427,-0.338289600491137,-0.848302897971218,-0.20088409743144,-0.365189998585496,0.26002109962904,-0.470187104154703,0.0740053200447338,0.10415085781487,1.78040090435932,-2.28425499363689,-0.0462089569761854,-0.0685133599196642,-0.138649074140708,-1.68673740556623,0.101381927603564,0.510343154058401,14.3068297473545,-4097.56624607991
"2",2.12549212455272,-0.285221895396385,-0.353094415398573,-1.06155741569619,0.128734258573082,-0.341102306766269,0.204177528258318,-0.509061186741865,0.0707807135356885,0.104411505326316,1.7053139008469,-2.36864295052979,-0.0962271228517537,-0.0622303640314422,-0.116306568383116,-1.65118183398643,0.172850263795528,0.541044997831157,13.8949605144476,-4104.57881862375
"3",1.80472516007562,-0.227198301529015,-0.349902199395436,-0.776789600746164,-0.350521782084875,-0.360328915290314,0.302871199053989,-0.496831187077531,0.0633323586817526,0.098372380008921,1.72775144084921,-2.23903715485177,-0.0657576010390361,-0.0638794124424948,-0.146884668721041,-1.63062716845891,0.0886741069996113,0.534035574993095,13.8490492246885,-4101.51054484167
"4",1.8863431616896,-0.341012934128556,-0.334750878842974,-0.90399484678399,0.00844678728496422,-0.343042774518586,0.289564814943302,-0.514730630303793,0.0654512073764808,0.0996839999561445,1.75676951453239,-2.38993608125686,-0.0607229701870549,-0.0677201213905565,-0.118824475724818,-1.70237166521408,0.13010181548931,0.519832199477565,14.4054361437726,-4098.56958081943
"5",1.74832269842525,-0.24934866908871,-0.375838968231521,-1.04434820720598,-0.0718622995831984,-0.361482405105381,0.341327600347841,-0.484621743752466,0.0679121798365239,0.108605359152372,1.74059575024741,-2.44422710220976,-0.0550563351785367,-0.0631318051683975,-0.121630345212684,-1.68932271388413,0.10964714158448,0.531419584061616,14.3141091024456,-4097.848307094
"6",1.79999078712818,-0.225324308580213,-0.337087243398059,-0.713169941531255,-0.165970248390904,-0.343736018875523,0.208185917005402,-0.50146112714182,0.0798571216255112,0.0967847702660703,1.71235911739687,-2.17464818367862,-0.0614313584736381,-0.0622386937712672,-0.135907520541137,-1.63530504395952,0.125527702537129,0.537277766726012,13.852579775607,-4097.90957904542
"7",2.00780858108782,-0.312790973515414,-0.374962543223239,-0.990548455183503,-0.123640015629699,-0.359657802258551,0.344416290745458,-0.4986116746833,0.0712339709641827,0.104040294753693,1.79663329653588,-2.58866240004107,-0.0785104137990387,-0.0692778379481613,-0.104509624807044,-1.68825525128929,0.112689822735461,0.515094587202146,14.3055401784666,-4098.7500745494
"8",1.94659301411532,-0.26506557267762,-0.32773653796777,-0.912631565440625,-0.121887602920727,-0.348006064229381,0.119632122761677,-0.481177125271876,0.0680421354869631,0.0918167196969045,1.77315041343869,-1.79486447379717,-0.0729738405469806,-0.0698981616049761,-0.178355366847399,-1.68614227844027,0.0857035925988903,0.51791786535474,14.2870898270447,-4105.20876810642
"9",1.88660673118179,-0.292682722956009,-0.359511551368244,-0.697998785092917,-0.313815083443453,-0.351581701180917,0.104868989744609,-0.4837949104962,0.0650042541020828,0.0982800386142308,1.79174922814721,-2.06549576765148,-0.0647858575525052,-0.0672802904571579,-0.1593616581283,-1.6498817619787,0.0908411526769903,0.48701466284884,14.0830855404662,-4106.79918916935
"10",1.78593009095038,-0.204726896523143,-0.350472788702147,-1.12259001509856,0.0696411066405477,-0.350312857457508,0.324225590388389,-0.520312784242545,0.0684077400631188,0.110141165740248,1.71518152107962,-2.51945060859215,-0.0608820131705162,-0.0620596933953106,-0.120056735661124,-1.6378851389083,0.140332352278775,0.54520151608698,13.820790845179,-4100.92158331354
