"","sex0","racesex","racep","racej","racey","agep","agej","agey","psex","pj","p0","j0","dsex","dp","dj","dy","yp","y0","lp__"
"1",2.07318883169728,-0.385322904348063,-0.339868870749903,-0.910274748600835,-0.194943769564249,-0.358835602465669,0.235579713215446,-0.0195327834667289,0.0738426803462578,0.0962137633547402,1.75217251353378,-2.18294298486035,-0.084970907254351,-0.0661074157837305,-0.157351565727507,-1.62452055934862,0.532583397450874,13.7591520216144,2574.3383017256
"2",1.98639016855823,-0.25195045228515,-0.346804456084183,-0.677410228416288,-0.140616173907887,-0.36044004296962,0.158067507128781,0.0145660847788154,0.0535130724899345,0.108217352400221,1.72423192639918,-2.37059619340902,-0.0758050923329182,-0.0627832169129752,-0.147155666411128,-1.67368452901197,0.53018238698832,14.1332510548774,2573.20560056806
"3",1.95301266645019,-0.242316021390866,-0.355119727581966,-1.03979000557798,-0.172421864705757,-0.361253071952078,0.295415238366491,0.120469156117251,0.0823123455242944,0.0943188310032741,1.74781358388412,-2.27910140432535,-0.0793346494585152,-0.0651920149018425,-0.114745017025303,-1.62963719334133,0.528859302259645,13.7451039824358,2577.84152943137
"4",2.06749840654462,-0.237179160045675,-0.362898127616665,-0.542283031879455,-0.0316415261994637,-0.352833195747794,0.321220001236291,0.0274227383488141,0.0529578504578867,0.109842607873111,1.74423795507342,-2.28403897863983,-0.0864969858410938,-0.0652101421784116,-0.166327243115629,-1.60906135254765,0.536336689538361,13.6159179208123,2571.20280922545
"5",1.88417048778255,-0.261452358296631,-0.33764544220887,-0.825661689315402,-0.133419610372837,-0.362043894924536,0.221266423844829,0.151961655939812,0.0760816085027798,0.0959270178792579,1.73354393207441,-2.34843248244851,-0.0716693177426712,-0.0636998314438987,-0.112702450290374,-1.68025710744403,0.528669712196142,14.1763962431991,2579.5206494725
"6",1.88817307527887,-0.319104870078242,-0.365041799689642,-0.756107010126945,-0.0694174422174191,-0.346695133149874,0.291059274730961,0.00954993576474022,0.0619654217278241,0.110996264905867,1.68939636132655,-2.4150274717936,-0.0651127560674516,-0.0598612389697496,-0.140267633044876,-1.6564116256029,0.562999241087783,14.0320262600767,2577.93661843772
"7",1.76568007946533,-0.306675758660516,-0.362828091877511,-0.951232662328752,-0.0855358021121833,-0.349026442899842,0.363511069187279,0.0218298588722095,0.0599393744559323,0.104181907748687,1.7335937746303,-2.4220124446658,-0.0453178618317035,-0.0633543971575362,-0.131641674192748,-1.66054821585494,0.530004827034799,14.08486948747,2578.56270114504
"8",2.00670511521871,-0.196241849571519,-0.360648810774757,-0.828638619669933,-0.153014535590314,-0.356693389029659,0.207625723282784,0.0888548885576418,0.0632218567865766,0.102175411852224,1.75688069088435,-2.27569338975297,-0.0775654027741339,-0.0664112633395465,-0.139214005930419,-1.68440651051217,0.524929086608858,14.1631057060749,2581.13819030901
"9",1.78909728432811,-0.301390553961457,-0.352312961687137,-0.972185004940581,-0.0732197490521366,-0.351421282953732,0.304975599456086,0.0540734874625528,0.0771582769626617,0.103806389239152,1.73289686754335,-2.41146896176497,-0.0574326578129894,-0.0639833783050773,-0.136768693181504,-1.61319787702792,0.517231710718006,13.5325364570386,2579.05238856884
"10",1.71650486134029,-0.244549159508661,-0.335054599580588,-0.657914141587321,0.0783661903468534,-0.346417507545917,0.262468384995803,0.0235997778064809,0.0721065100528822,0.107747368043608,1.7875604084924,-2.43774831841807,-0.0509891329029161,-0.0695021813283849,-0.138182748173403,-1.62729652317492,0.508927847634474,13.6534870443485,2574.64518153484
"11",1.77565662813957,-0.260643335531698,-0.360234733333194,-0.967132012735565,0.0598195780946207,-0.354635239339648,0.231902592334169,0.0875810030714088,0.0834392360264292,0.0989113517888335,1.74921363741798,-2.29219645461937,-0.0651440203089147,-0.0646460238014687,-0.137488386518127,-1.61606291106442,0.516906967521008,13.5325004178231,2578.03013254093
"12",1.86726917538788,-0.29456350978734,-0.353394127350484,-0.91029065234905,-0.069905482300986,-0.371780259353821,0.220222765757988,0.0942857563951981,0.0810070583859045,0.105655073037334,1.71564232696709,-2.35739062040928,-0.0693946452191363,-0.0623614231725422,-0.116740554642231,-1.72644804583887,0.551396643206255,14.536822259718,2578.22146488668
"13",1.91586077155496,-0.185328910565674,-0.349331092698347,-0.897999164454176,-0.220482551224977,-0.345933793865416,0.311630807489697,0.094728976537024,0.07064280837035,0.0997473305144982,1.70248604649187,-2.17186825046417,-0.0721479585123914,-0.0611942225591743,-0.150045722897569,-1.68956742217184,0.54623222492559,14.2768752752147,2580.610621656
"14",2.05257198539371,-0.360238534458498,-0.35887347181217,-0.947137108905299,-0.0359742422651147,-0.36014020746625,0.237819092537443,0.0781356612185236,0.0661458182933971,0.0999612874804516,1.76297070979459,-2.47516901906239,-0.0772028704898382,-0.0655074089424398,-0.0983850185583337,-1.57943722168199,0.51792242312721,13.2330135248405,2575.42223501256
"15",2.04306112401276,-0.4015946373858,-0.367340434466518,-0.922529155389267,-0.105523982213723,-0.358846323553493,0.21363372665978,0.0414251572978498,0.0619585603312185,0.101407953162237,1.73443422110499,-2.43101807627774,-0.0781568032911101,-0.0637315091963154,-0.1131215352897,-1.54577017407341,0.522462059905793,13.0323177556977,2572.65677761241
"16",2.14131447580814,-0.334157269298799,-0.367387138082867,-0.929811788380287,-0.130383578422632,-0.355784320719328,0.318635329402515,0.0993442293283,0.0699108361721031,0.106546258331438,1.73124878759343,-2.38950710015449,-0.0932164833137262,-0.0649195264476198,-0.131178208304867,-1.60356406959422,0.541837984422883,13.473566316794,2579.04798788569
"17",1.82366209018267,-0.209821293632625,-0.346833099753185,-0.85067988855732,-0.0983220196331109,-0.351293483321097,0.217121908165531,0.045893624953759,0.0822046926587373,0.100287474154333,1.77224690122855,-2.25024918339915,-0.0623098385552787,-0.0684200964887869,-0.136320522689301,-1.70175102888641,0.504216751099439,14.3450660950312,2580.92444667591
"18",1.90235546307566,-0.258398212305251,-0.366356641439851,-0.832884534699059,-0.22999624325269,-0.356317600938228,0.330022128282415,0.0635097205299381,0.0620685896508388,0.106399080644988,1.72215178601234,-2.45711337579423,-0.0735855583876955,-0.0625922764899798,-0.122864273095119,-1.68982533907888,0.541875056049955,14.2781226950187,2581.78295912155
"19",1.81590001626301,-0.270719074175286,-0.35759059550291,-0.72052716437324,0.0124493477813623,-0.355077246490901,0.201408397482133,0.0674673178782862,0.0605162172090388,0.096428681685235,1.77416531543619,-2.20959079472593,-0.0531081370479223,-0.0681433172243601,-0.142463913007116,-1.63262973203589,0.503906297289411,13.7324214496555,2577.81251560278
"20",1.89766354235375,-0.346433931602371,-0.362330887946935,-0.697552719295474,-0.045984970696919,-0.361985525589202,0.153913882946076,0.131413406316895,0.0864712486542077,0.108942744941849,1.76241397971717,-2.37433110310791,-0.0658387968496376,-0.064433643682174,-0.133344156976001,-1.63398909130159,0.524751049559983,13.6951521190811,2572.2834591316
"21",1.65149239271583,-0.22383010581224,-0.354836837344556,-1.03874387866258,-0.120929029777291,-0.341804424119457,0.382651240868868,0.0807820786843731,0.0628006644429502,0.0955890827412528,1.79168697762847,-2.39900537075649,-0.0473963380391905,-0.0708400453195182,-0.123386058837134,-1.62624397560403,0.488393690391291,13.6444842008511,2570.31709638106
