"","sex0","racesex","racep","racej","race0","agep","agej","age0","psex","pj","p0","j0","dsex","dp","dj","dy","yrace","yage","yp","y0","lp__"
"1",2.01365732757083,-0.380643168000438,-0.347439003303035,-0.838150834895167,-0.475982651247837,-0.350402632757194,0.315459339037356,-0.51803599539226,0.072581439812565,0.110958775788255,1.66851605825902,-2.56480307901081,-0.0779814595234254,-0.0575951437079972,-0.117852815586579,-1.62096213372286,-0.350219473402643,0.176710854332413,0.54779427356375,13.6542894782217,-8705.95054418761
"2",1.75127266067441,-0.292867406568574,-0.353887542763727,-0.805740827015487,-0.489694774562142,-0.345965705436235,0.229906662190962,-0.51186981910569,0.07327261848639,0.0965737940767729,1.69960057418472,-2.16499200474893,-0.055336911434798,-0.0630220964696787,-0.143677263253038,-1.63416768777199,-0.354785590540537,0.0969789907811608,0.56571785562731,13.7835103035035,-8701.60416697159
"3",1.76573196250166,-0.220149431907488,-0.354542899298196,-1.00843042000998,-0.519594302682179,-0.358699938790697,0.218881610446196,-0.504631664632822,0.081572748055266,0.0994927951231386,1.68937537516836,-2.12876762190155,-0.0606231275369652,-0.0582447241821794,-0.149528054595262,-1.66044290324095,-0.378054176408956,0.140228051324174,0.544679946174945,14.0044279172852,-8700.12397143927
"4",1.74290258917783,-0.215062836302316,-0.352373763915976,-0.98988804587354,-0.456774575263644,-0.351406093465433,0.208639046303942,-0.503075841281711,0.0607915667167187,0.0937210686387106,1.74745138117632,-2.01762371865469,-0.0509870305613021,-0.0667619644528062,-0.160625052074901,-1.66000948098578,-0.376232592861049,0.115241089707824,0.534431992338972,13.9848769433119,-8701.78739197487
"5",1.94971780366388,-0.226241858388622,-0.357289844127295,-0.845544603227906,-0.51015489615647,-0.346948564463076,0.390654456299347,-0.477466854946137,0.0546380254858967,0.104914192343565,1.77592743383514,-2.57174107098627,-0.0717587287866659,-0.0678586830183214,-0.109303888064819,-1.67524800167775,-0.369021986799217,0.095178386565903,0.515185296581229,14.0952597406149,-8701.11093350965
"6",2.21566475483144,-0.233260805921753,-0.367171436709963,-0.972487783237724,-0.471886873767769,-0.355717549872389,0.274410595990339,-0.470622452036338,0.067453196458383,0.105324642244437,1.7093081313075,-2.27509543120346,-0.108407406233101,-0.062288422274433,-0.143659268352596,-1.67636600927425,-0.387975354232853,0.0799774673924196,0.556489083747815,14.1684066058327,-8702.97925852854
"7",2.07293814669453,-0.287544565570026,-0.367478053097045,-0.767607849841502,-0.476157795093224,-0.347939616138147,0.312534975775632,-0.492626091080253,0.0908224124710774,0.096936742705389,1.70832626975465,-2.22981537897951,-0.0957785218450686,-0.0592832065653455,-0.145135391175697,-1.67969945189196,-0.351779975802315,0.089237280184536,0.547068924488047,14.1698585227064,-8709.25639349233
"8",1.96715493448213,-0.205359477495665,-0.339830999588709,-1.07006136108116,-0.494401269536453,-0.357761325414131,0.163546695232544,-0.475319132661647,0.0464181747316904,0.102255102534151,1.74625738331468,-2.24207129805799,-0.0720244640421827,-0.0628928816474433,-0.129487073189024,-1.62688800350977,-0.38817566553501,0.0970695675533404,0.526275442506557,13.6527970364973,-8709.65008807228
"9",2.01787629281555,-0.328001588949548,-0.346977260896903,-1.08424520956372,-0.497202459121758,-0.343152958007094,0.204508902872426,-0.482872908257073,0.0545443934502379,0.10757876754074,1.74509357088772,-2.27855235024783,-0.074771482511838,-0.068202001525427,-0.135820974036157,-1.63398668664273,-0.352377041716329,0.0800407097282265,0.551272137920682,13.750413990157,-8706.04241541925
"10",2.02736853306838,-0.310555545640565,-0.341829986128363,-1.04824890549658,-0.49469400313966,-0.347434838493853,0.229383858451809,-0.471672235803347,0.0643709976120881,0.0993622288753098,1.7123844555095,-2.3049713066796,-0.075236804424788,-0.0617803343908052,-0.126407849674312,-1.62179315601001,-0.351544067024807,0.0754355176085001,0.530600283589731,13.67629062677,-8700.97259903014
