"","sex0","racesex","racep","racej","race0","agep","agej","agey","psex","pj","p0","j0","dsex","dp","dj","dy","yrace","yp","y0","lp__"
"1",2.04036725863049,-0.253728688732627,-0.361698018310918,-0.685219468570395,-0.534876170761849,-0.36536487393149,0.342588325020923,0.0826158035302363,0.078283791805478,0.099138598291762,1.69757754570672,-2.38957368335246,-0.089944834888673,-0.0612962137598909,-0.120662367074109,-1.71274195630298,-0.318724531381723,0.567743062764939,14.4357064504242,-2027.07370102218
"2",2.02610736116294,-0.231153032900291,-0.364823910869991,-0.694065911672624,-0.534762213125657,-0.3626258025837,0.357775598063174,0.0948005059266935,0.0803261098819993,0.100738266385771,1.69473971414649,-2.43232162918614,-0.0883388397232382,-0.0609629112777659,-0.124329524050171,-1.71750121101577,-0.340975206444505,0.572203945146523,14.4361686328219,-2026.61069574634
"3",2.00464035514179,-0.24602348669119,-0.36159446391621,-0.826730140638175,-0.479312559452738,-0.336384050118172,0.33144113194339,0.0595210716752759,0.0634232769930751,0.113901369962923,1.68232442108634,-2.57441362964558,-0.0830325522025457,-0.0576679292650019,-0.119056249361028,-1.72194684926819,-0.367181993441039,0.543935913645082,14.505713359995,-2027.20672102208
"4",1.86182469337911,-0.295476190650798,-0.350499526211943,-1.04601382124583,-0.513649954634373,-0.355339988105379,0.344657893311049,0.169659937689001,0.0702576932668256,0.100070809267027,1.72517984718574,-2.47324816217907,-0.0650834441771522,-0.0647439781934485,-0.114640126802746,-1.68192870225739,-0.419678917593812,0.556607795852565,14.0484127229351,-2024.96302147487
"5",1.84275932762521,-0.217822892140275,-0.362902365001446,-0.819050755307764,-0.525316084278246,-0.35061808878663,0.25274710467119,-0.0418404529881315,0.0761480887054386,0.0990555127772494,1.76998802208825,-2.36747310742324,-0.0673442954505169,-0.0664815898532647,-0.124366011326137,-1.64479614878229,-0.364939879750465,0.514665175711172,13.9272737694913,-2021.39997352004
"6",1.85364186243505,-0.275347958225472,-0.368877036017642,-0.781090479293643,-0.502860345438752,-0.350470988284465,0.269162548215762,-0.045443215976878,0.0749546603396214,0.0993820516829843,1.76224661040181,-2.3652597272018,-0.0659449605396824,-0.0668024026154969,-0.120250077208191,-1.65011801314594,-0.342705617677996,0.51872006394825,13.9601171977065,-2020.69473454517
"7",2.0595767464565,-0.199470524616606,-0.360301986143326,-0.763714494489029,-0.483778435153508,-0.351545914502769,0.29997235960914,0.00443634241422213,0.0696667614856629,0.0917930980988577,1.78165514259379,-2.3989852728059,-0.0903406676928134,-0.0691397633679184,-0.116727226380935,-1.66536201969887,-0.369098416332695,0.520185840227485,14.0670633647334,-2025.36219699095
"8",1.82861455914607,-0.256278287016987,-0.359326197124691,-0.804796133834152,-0.551870732725822,-0.343962345776416,0.15354489062784,0.150594235010805,0.0666907047004847,0.114927375753203,1.70949265551842,-2.40989913619508,-0.0637584650264852,-0.0621967107309329,-0.13418185826421,-1.69650445363972,-0.308869791222389,0.535718338086107,14.2344694379036,-2027.665809779
"9",1.88034541752066,-0.272094167747997,-0.364970802002504,-0.79666575509962,-0.516231777988224,-0.344785797679797,0.198051425361155,0.0960574040478625,0.0518573067829536,0.101518086142497,1.75249103892038,-2.31152978070922,-0.0650317772868673,-0.067115043724004,-0.128957383775069,-1.69358328712223,-0.360566510295077,0.546882751016363,14.3485376550894,-2028.53902304785
"10",2.05982042807879,-0.140466658850067,-0.38491741627034,-0.812822561405413,-0.483109166898692,-0.36444553385951,0.373220936725179,0.0979932406675268,0.0683269452011101,0.0906448671127583,1.73119557556369,-2.22849862374118,-0.0951961670925321,-0.0618289604068704,-0.137531812028795,-1.69318303341402,-0.315587544465103,0.518953693345171,14.1870751912574,-2033.72619171217
"11",2.09542754192989,-0.178755439390597,-0.32735948330456,-0.976819220766102,-0.529837196108449,-0.346958762348961,0.305462002731622,0.0871189731639199,0.0670177724413047,0.105139661623976,1.76229780590123,-2.30657386484718,-0.0936145841295324,-0.0695064930479106,-0.134601126358717,-1.62934439118935,-0.40382746343554,0.532932956311166,13.6863825391491,-2026.91176249904
"12",2.17781797049942,-0.210119392349005,-0.325810265590582,-0.938578256638414,-0.521553027281163,-0.340772110839774,0.195887560036722,0.0622246791276854,0.0653941290439342,0.0888946857712426,1.72931189737137,-2.18297124465834,-0.0994177337848797,-0.0633615674165419,-0.106859678895261,-1.64819318735796,-0.370092003096049,0.50779585228654,13.916522247947,-2037.02462246702
"13",2.06760097665428,-0.144545434716309,-0.364731570385102,-0.632801641552314,-0.498594883259084,-0.340330728248983,0.185536236460365,0.107809950833108,0.0662297266963154,0.11578352509421,1.76865109970274,-2.3297391201938,-0.0975170229134511,-0.0682405007964037,-0.138149080068944,-1.70093984170866,-0.333850999604151,0.522864903883521,14.338218212825,-2033.44781943143
"14",1.97593771663046,-0.330479038158696,-0.35926667463541,-1.13012651153856,-0.485933065935513,-0.364860547626178,0.350358351167031,0.0384141528024668,0.0645831409229589,0.0887177075699923,1.76330997442965,-2.29122955053818,-0.0768050999145628,-0.0663489952367403,-0.131254725872338,-1.67115361090407,-0.386240418279581,0.526808393962429,14.0809689230167,-2026.53392875143
"15",1.90359493589866,-0.211575852154996,-0.329098244242458,-1.16989611515027,-0.537923069886696,-0.344365688993843,0.247600251518363,0.038396540951576,0.0640795312143012,0.11543139658584,1.68554441548923,-2.48194059917607,-0.0704551016003465,-0.0614793916157855,-0.124206287453122,-1.70507698494117,-0.291016463807815,0.554437788613678,14.3328092620977,-2028.88774329338
"16",1.93137715310988,-0.35817542394726,-0.37472207723855,-0.65113555180979,-0.437193511197358,-0.361507537289024,0.322308366365791,0.116855108041533,0.0745352554704957,0.0969846640281597,1.76186057730246,-2.46785444321404,-0.0713351185603819,-0.0665662563701905,-0.113093621962527,-1.64815216251716,-0.449236099064841,0.521924244305149,13.8415911539233,-2026.95864343127
"17",1.88363439113179,-0.26973903984384,-0.375028767461419,-0.772794929148265,-0.492807105592064,-0.359786688464032,0.286981374435257,0.0790644282906273,0.0748700044367292,0.107740899501885,1.73322276397722,-2.45202181796423,-0.0695510139013763,-0.0620926973788659,-0.119959400081104,-1.68131786752873,-0.393565977793839,0.551437964530713,14.0929298240115,-2023.89074442025
"18",1.82576796011578,-0.100587937503284,-0.375516527793311,-1.01460041118255,-0.513922160789881,-0.355285016287243,0.32610875728342,0.0186573699468245,0.0672592919975389,0.101539204418875,1.70723328400162,-2.26331352137225,-0.0637598162154271,-0.0607735955765876,-0.136791907025439,-1.68761628173773,-0.328026407261594,0.528257859437154,14.2343444578693,-2026.9636081828
"19",1.71601461285504,-0.243771875921334,-0.379931723425309,-0.969473841651907,-0.498432025229758,-0.35540259057864,0.287821160519578,0.109629168950377,0.0825351867666895,0.100972187809126,1.78658857012061,-2.2170380237349,-0.0526372084969121,-0.0681867572019923,-0.148346873369994,-1.63854609783046,-0.382114723066606,0.521668892780047,13.736142006936,-2022.10735948572
