"","sex0","agesex","ageca","age0","cpthalach","cpexang","cplabel","thalachage","thalachexang","thalach0","exangthal","exang0","oldpeak0","slopethalach","slopeoldpeak","ca0","thalsex","thal0","labelthalach","labelexang","labeloldpeak","labelca","labelthal","label0","lp__"
"1",0.916571615522532,-0.563255816335299,0.490829552881826,2.10799660006653,-0.0338709116919483,0.503729693479015,0.788798390042776,-0.00345500002827389,-0.0154011781528526,5.26178244713806,0.165721276068791,-0.575245458467588,-2.07478134553963,-0.0871819680888413,0.876117521651458,-3.40268061192321,0.599508364878896,1.40856585950437,-0.0679381655218658,1.07251193320369,0.653618647643108,1.11585741041931,0.389411947785814,-3.76223413455298,178996.850403686
"2",-0.63180124858317,-0.217030295626823,0.263279624865281,2.2445984543331,-0.0390065495939143,0.821165120539857,0.728544536891701,-0.0044234083257603,-0.0225856442541487,5.2489111735116,0.0997047196785407,-0.605379964107657,-2.53208808873493,-0.0612988179310815,1.07161576078664,-2.18463183248787,0.524800387822691,1.38809506634087,-0.0854850309033329,1.04334388874818,0.725885247906153,1.08822700495159,0.302743490408298,-3.11616099137584,179002.090224866
"3",0.815460604098961,-0.47550328255735,0.455484985764287,1.80454307628193,-0.027811089266844,0.929560605366627,0.820851032249486,-0.00145483472012023,-0.0263537509243022,5.23734069653141,0.130352333043955,-0.0435511950527357,-2.29290770820125,-0.0753477228331182,0.87846862759166,-3.18272301894676,0.547732473686796,1.39164684591921,-0.074053126493154,0.529547321346269,1.04427964682301,1.10828014569286,0.319529554273989,-3.78772444081959,179005.66110772
"4",0.129057196411273,-0.347733019354915,0.308822831593106,2.07055626647676,-0.0339347980752912,0.671369294165354,0.559028469773438,-0.00305109773416641,-0.0209190305641105,5.247786058685,0.170319477727527,-0.167709633052723,-2.03501690599731,-0.0620702592941905,0.848047875279871,-2.41875390195738,0.566482400577894,1.40653180368891,-0.0907869287453703,1.08102798061693,0.746065416821054,1.17997740496463,0.269237158634796,-2.57037123498454,179003.679697913
"5",0.363925683693551,-0.320924418054084,0.187785116442489,2.05224072138386,-0.0251537838810015,0.76893111091162,0.571264894247761,-0.0029889845433091,-0.0199195774139902,5.22219106370718,0.116734098575739,-0.731870809830389,-1.90612398368845,-0.0603048078933908,0.674972995292178,-1.76259103343791,0.484384086654784,1.38443488376689,-0.102872664122345,0.886952079914803,0.958099731374525,1.04113252294708,0.395717971780036,-2.81284872673573,178998.72164307
"6",-0.0902942827872241,-0.295909116681964,0.406283932459402,1.79677435030073,-0.0333626850673591,0.747151459994262,0.692982584046311,-0.00128463378869615,-0.0245252126008699,5.23056616617717,0.136073899217771,0.140558909071528,-2.06783709928631,-0.0526506168301876,0.796272972238305,-2.92000652510217,0.548482642002413,1.35507155266011,-0.0902678596852752,0.966640372260252,0.812743416802188,1.11686840451702,0.392648900188059,-3.08878702695772,179003.768916805
"7",0.726609661869308,-0.455790827658002,0.337281916221239,2.3107729860376,-0.0311217844779016,0.878299280691082,0.596596907795988,-0.00477653034554703,-0.0243271201609142,5.2620658288641,0.1398252179251,-0.206900285904999,-2.43494568554078,-0.0849598537396253,0.926632616864375,-2.49494659673778,0.528005822384851,1.40138932932355,-0.0707938962444045,0.566399385980322,0.918636017125794,1.03811785334905,0.285492226459304,-2.83214133524614,179004.464396966
"8",-0.422049825692488,-0.244381255232228,0.322648431422594,1.90683982294464,-0.0332350095130523,0.805715642544077,0.878565953927245,-0.00186360523424038,-0.0302916177551504,5.219147969916,0.175539318473138,1.02734469619742,-2.19620718779627,-0.05336015205337,0.94432006315627,-2.56606776967457,0.545683310976638,1.34531738011862,-0.0965444535824371,0.441081298638316,0.73635092702396,1.14130483167053,0.306288750055581,-3.84786959228656,179004.737799414
"9",-0.711490309327372,-0.0185330332095487,0.319229991951852,1.88421114211357,-0.025433903057627,1.11781619162989,0.765848103497665,-0.00201680479012165,-0.0251980478025082,5.21009643489788,0.110461486559327,-0.952087735182566,-2.28500601587405,-0.0635752828089129,0.979480759634193,-2.43251670223639,0.368714359419251,1.41412584826904,-0.0976623881835242,0.921834415103379,0.776073652469825,0.942040807484999,0.402294450751051,-3.39094817285165,178998.219380848
"10",1.00724867539988,-0.570254056321261,0.273985303132392,2.05457308424714,-0.0394184787649419,0.813935276324925,0.919492482089516,-0.00325463791616128,-0.0253578597251492,5.2573126190176,0.215674192372618,0.398611489166719,-2.33799370363654,-0.0624145011223899,0.9118909753464,-2.20721184664606,0.568742711790075,1.35317535343302,-0.0682890330987898,0.0967264456843769,0.748742501931496,1.0500958820386,0.305249362176374,-3.96954588427604,178999.645033644
