"","sex0","agesex","ageca","age0","cpthalach","cpexang","cplabel","thalachage","thalachexang","thalach0","exangthal","exang0","oldpeakslope","oldpeak0","slopethalach","slope0","ca0","thalsex","thal0","labelthalach","labelexang","labeloldpeak","labelca","labelthal","label0","lp__"
"1",0.00784845045593066,-0.261831984157519,0.220219699392105,2.03631900710009,-0.031882382563524,0.87131120322091,0.600602094044516,-0.00295805397618634,-0.0180315434735271,5.23101593483977,0.189193654059502,-1.32882588677421,0.13999823517029,-0.636761972423793,-0.0651857717210605,0.365901855653386,-1.98997898248986,0.464359147077679,1.34413488604158,-0.069680401116788,0.907419189904706,1.17651113959423,1.11129365558172,0.351924205743994,-2.9390482548424,178727.497387759
"2",0.727777144152374,-0.394956254897672,0.260518927888183,2.16496720156778,-0.0355882494117539,0.771753100870675,0.757311537301623,-0.0038436595305401,-0.0222415890011253,5.24672946245699,0.149546564119216,-0.2944507915794,0.172399362504064,-0.737830646470277,-0.0723200421579233,0.360246839038036,-2.27169936116693,0.443753899876696,1.40647889626045,-0.0768815176391539,0.704701482322969,1.0491549087301,1.24928709854395,0.314384662809518,-3.40821695727934,178729.80768253
"3",0.834883673046601,-0.434634393537993,0.336076401010869,1.90377425395485,-0.0304583168912795,0.682901954112278,0.851987406416984,-0.00192876557362375,-0.0276173506434352,5.22743609958843,0.107895445074329,0.887439270334588,0.0998893191251484,-0.56531689551258,-0.0655449684393716,0.349096697671961,-2.63298312170903,0.470083147217608,1.3637890321958,-0.0879470979656485,0.919949689641418,1.09903774054042,1.17873168757892,0.351819552874088,-3.78898788654825,178727.687216943
"4",0.417248801592623,-0.307944733573466,0.43112907079496,1.86861192878713,-0.0276719969931965,0.501714925803875,0.800678735202955,-0.00157834769252286,-0.0311084666082613,5.22198264161667,0.22056458778008,1.8814005766139,0.108538902566878,-0.47660464707386,-0.0686569717243557,0.379745768587463,-3.10324659202075,0.462974385595985,1.40703199694455,-0.0930943411971066,0.670613690647012,0.850067690836573,1.08713037594087,0.31845963546763,-3.57357869671612,178720.267471777
"5",-0.300016972352244,-0.331899061099146,0.380160714578708,1.7191857801965,-0.02491924790796,0.928884457654238,0.620413511211706,-0.000888492714026785,-0.0248998438167092,5.20584069512131,0.145206042680498,-0.348280981628772,0.149416650644052,-0.83202198120853,-0.0577504969500705,0.373495840324957,-2.81365534086393,0.579105907247265,1.39378071777784,-0.0927105453510441,0.717067081366304,1.3182895702391,1.03575065672744,0.417341339755325,-3.12757397745988,178725.724766192
"6",-0.599764876540963,-0.139739772894582,0.418864482275052,2.29437214784374,-0.0354134018672709,0.714174289037535,0.888265958596872,-0.00465538800622425,-0.0276719129580598,5.24783983456099,0.236418668013689,0.740715618314836,0.183150245157926,-0.582980101795277,-0.0697478411597598,0.343332242956515,-3.14413721684395,0.49828528942187,1.39586075154602,-0.0879295980322062,0.583416437035421,0.968521423239321,1.11841586886415,0.312856356687334,-3.74092479796744,178724.126994367
"7",0.656462873165112,-0.439663935331746,0.455878488384178,2.11173670258043,-0.0353113094506325,0.725919543268202,0.53460261552486,-0.00323226018266183,-0.0290328376153322,5.23831861781485,0.124481404483883,0.901896888864202,0.164816737500388,-0.738119351606995,-0.0587847222659434,0.305598758703271,-3.12142926874152,0.552408773824666,1.38675383158016,-0.0744653429924482,0.524396879733435,1.21431827505961,0.924568645794048,0.312039150876217,-2.59816776573801,178727.565012434
"8",0.250422296841479,-0.438070128272554,0.294148146923851,1.74885284632943,-0.0269518105265416,0.828450040376093,0.846443537238048,-0.00106822421281674,-0.0289650702090188,5.22777651957193,0.126523857071889,0.10883989321271,0.19220950672838,-0.639031979956553,-0.0750351792197759,0.288134384904384,-2.51169589330897,0.610718705831657,1.39910262187374,-0.0993602732056853,1.25278486971103,1.15625472356707,1.35571745515117,0.333441695749398,-3.70029287393243,178724.652587881
"9",0.831333668364728,-0.492314257222486,0.361306957861267,2.19975345907962,-0.0255216711860961,0.848929140697126,0.74615622196263,-0.00387784263039132,-0.0192391544004099,5.21616525529937,0.111343604297926,-1.03915793186694,0.107729899847751,-0.737105005878383,-0.0627547528715065,0.368951490512011,-2.71652383164855,0.556371834645226,1.37939396343143,-0.0830700016528077,0.800743671336402,1.07931697998677,1.13855461590347,0.396706363610781,-3.35947659053858,178727.99311817
"10",0.204520999735604,-0.351450654491836,0.281740112524958,1.75932016059335,-0.0343510653677376,0.803929531499573,0.894383912065889,-0.00140068422681555,-0.0334235623387181,5.25467661242955,0.168247057548741,1.40099698880731,0.195186207930147,-0.826451378745785,-0.0735713622481672,0.221789543416114,-2.22707624952347,0.502863948624705,1.42078874131559,-0.086525830485181,0.577419667867867,1.1948674300673,1.10434694683595,0.273287038336389,-3.87917199131216,178726.588966289
