"","sex0","agesex","ageca","age0","cpthalach","cpexang","cp0","thalachage","thalachexang","thalach0","exangthal","exang0","oldpeaklabel","oldpeak0","slopethalach","slopeoldpeak","ca0","thalsex","thal0","labelcp","labelthalach","labelexang","labelca","labelthal","label0","lp__"
"1",0.683570629313629,-0.440952950298609,0.384743916559328,1.76699761306195,-0.0273235271446567,0.691858212532608,1.07700853960399,-0.0011915612576687,-0.023500152019201,5.20513474696354,0.0961557707813286,0.0553584226206455,0.925555347300114,-2.50425748853217,-0.0613803287224929,1.27337228248425,-2.74760583952971,0.485352364509446,1.43391547145342,0.261742197141277,-0.0779913770932202,0.939710840378392,1.00262329104736,0.28832747648025,-2.03993699863172,179141.945764903
"2",0.313024611426666,-0.367654129477814,0.325146096024787,2.05675276675069,-0.030801515666771,0.51443811129456,1.06736129465028,-0.00281441755844321,-0.0253828767538844,5.22550458059623,0.253251099188305,0.973003058266346,0.932723543768924,-2.02481229642235,-0.0609623687811933,1.0556497550901,-2.50443826106187,0.528933653163074,1.350809776538,0.202393202548184,-0.0945624590548925,1.04621675406537,0.985397729010374,0.321602736898875,-1.47738307310264,179144.365315419
"3",0.454989749384701,-0.428269416224601,0.380758539433136,1.95407937405878,-0.0410182728741161,1.08897567871528,1.01434754615935,-0.00233804870600507,-0.0267771442164784,5.27377066682485,0.103470288439367,-0.822030455317849,1.32955845581368,-2.04131457336693,-0.0774085285017471,1.06203267488083,-2.86082173503121,0.550972978892678,1.44206979142902,0.267499922293557,-0.0621345688960035,0.425040022441414,1.27814552367146,0.335061058119479,-1.98281218075944,179140.664020618
"4",0.809466294406115,-0.338882968295126,0.353785153573694,2.10024998575345,-0.0381098053207543,0.759022462867022,1.05868077947425,-0.00336176286302249,-0.0258307196906015,5.24606009869868,0.16369871055386,0.0555901656618401,0.826774488332632,-2.1024473776129,-0.0600454372833196,1.09771939820965,-2.57651245764627,0.363271438108029,1.39305647417081,0.37512906888147,-0.0859245353781812,0.840023311573683,1.06088817053,0.259924245902009,-1.77757126110652,179141.854195078
"5",-0.0794128437468455,-0.425997047573994,0.362142914136303,1.90248122845228,-0.0234386272785197,0.727259606691638,1.12208390002043,-0.00206847982723937,-0.024753746840667,5.23297085567884,0.167432919175478,0.506995237095898,1.12251713611996,-2.11504864570602,-0.08218088016958,1.07616601632097,-2.84466627521036,0.661970443985564,1.31890599592796,0.178497129814208,-0.0794943794330509,0.764166407937676,1.18888286188329,0.384773460530962,-1.92459549057238,179142.860212995
"6",-0.110512882206095,-0.153195340246939,0.325706143633054,1.95465230340434,-0.0417720261941549,0.823822933166249,1.06524535557583,-0.00224237179479055,-0.0214345863411276,5.25686855297313,0.123324762750442,-0.323125890323435,0.98615027542572,-1.9724465639715,-0.0579046154007164,0.993220282624841,-2.66536595089457,0.390459315989898,1.42907703561286,0.378571989404086,-0.0922991803067715,0.730904968611184,1.12683964983569,0.2315479762783,-1.81159619801584,179139.353040463
"7",0.962539395392659,-0.596622613328076,0.392828255453403,1.99269319732733,-0.0254040756039238,0.849464274886415,1.03333659579162,-0.00259168781304522,-0.030591984842984,5.2394476205499,0.196450149306446,0.415276835963683,1.17721260320078,-2.1709717532704,-0.0838352575858106,1.02924766886078,-2.95373031013606,0.618141507281112,1.32395236880149,0.167839726512541,-0.0681980210366534,0.538674258420894,1.06891929600365,0.360124119840219,-2.02902540751898,179140.177422648
"8",0.301630802286834,-0.368971061027116,0.343015840936363,1.84593246088475,-0.0376769654089731,0.715942168740677,1.11690041544082,-0.00161499603654946,-0.0238923367550328,5.23724197940563,0.176026558075601,0.174503337848803,1.02520329915686,-1.97675420832011,-0.0574537347626004,0.927592654119955,-2.62595173973149,0.483534200099616,1.44563146488258,0.274969923260341,-0.0960019192846584,0.814814126237577,1.15826278449415,0.30441814427108,-1.86594006377566,179145.287947739
"9",1.21929544257955,-0.53276064696869,0.376893784465884,2.15647957976316,-0.0260852392972945,0.735722442153473,1.02300258035632,-0.00368516461852863,-0.0263784759292386,5.23025165978815,0.223617267070409,0.282930152066206,0.862981046228164,-2.12126418781909,-0.0804052031780141,1.06386851765202,-2.7463914235335,0.486024990825088,1.38811298898131,0.176576193056634,-0.0689244195909841,0.885279860515081,1.03806350592615,0.335728813765516,-1.77436565268648,179143.630613402
"10",-0.844911168919822,-0.21380357400502,0.310306521461242,2.09566995461517,-0.030019875740563,0.936445001418898,1.03958014683216,-0.00325425687029519,-0.0249630775761981,5.24223315459598,0.102260278687141,-0.178260103688955,1.06398413962044,-2.14365470329881,-0.0678170834459611,0.99402668188394,-2.49907713857825,0.547710101936022,1.41187200352303,0.190471757891818,-0.0936608894513512,0.308388509023585,1.2067998660512,0.350183569408756,-2.08795963685777,179142.729450089
