"","sex0","agesex","ageca","age0","cpthalach","cpexang","cp0","thalachage","thalachexang","thalach0","exangthal","exang0","oldpeakslope","oldpeak0","slopethalach","slope0","ca0","thalsex","thal0","labelcp","labelthalach","labelexang","labeloldpeak","labelca","labelthal","lp__"
"1",-0.494007523306708,-0.212310292505808,0.45761014824165,1.82468105389613,-0.025524541297168,1.02104435756515,1.08335538078506,-0.00144956865222575,-0.0404514940977148,5.2307125176776,0.241187722888502,1.62529190386212,0.20731532890998,-0.930982348240822,-0.0676072056080312,0.277226708856248,-3.23226991294153,0.485703528161834,1.35704933735831,0.169734920818809,-0.100796595071755,0.21215825473008,1.49502155910011,1.19132993925995,0.264707083508266,179024.406625797
"2",0.686461922734732,-0.495235773748506,0.347833059635356,2.09558917989927,-0.0298837436234668,0.905859649404126,1.11953344911816,-0.00317071314386959,-0.0255095608230148,5.21887707520391,0.226663846191412,-0.277394564866895,0.188690251729934,-0.749399066408326,-0.0619102053634644,0.245169842748783,-2.6948458042788,0.650594580401979,1.38732478496098,0.226176476712037,-0.102971210006017,0.568599933230445,1.22188201663789,1.03992055865395,0.307291840730917,179031.592648946
"3",-0.268045526651653,-0.180909029371911,0.481540216367939,1.89910324622746,-0.0249049633361635,1.14780236640141,1.01934827189634,-0.00169960476310397,-0.0381458433089733,5.20572220306654,0.1120678132347,0.96743653068822,0.143140958948319,-0.709302510094905,-0.0600230098663781,0.400006338560746,-3.28096772942366,0.387949126771076,1.40787401881586,0.303919793985531,-0.0927035113752015,0.00115907360018126,1.11986072145064,1.1023789884861,0.389928286555017,179024.460968715
"4",-0.0529953218675367,-0.191846399758612,0.506507160495723,1.94985935453468,-0.0313829675709079,1.01379591140705,1.00855134236424,-0.00257418302861156,-0.0291023304228658,5.22575220690306,0.099741520199717,0.195259692089343,0.148435570080888,-0.713772997473812,-0.0620300820970264,0.349850684178701,-3.48601459849467,0.41945117718787,1.41006816884204,0.266043260936244,-0.0771565634350171,0.186984690934704,1.24768353265342,0.943345150861065,0.355033074516126,179029.151978085
"5",-0.811737986696399,-0.308461772424083,0.450458653882193,1.68838628987663,-0.0302489130363742,0.856011446828881,1.11986663494803,-0.000625774246765535,-0.0289061918710413,5.25000629777316,0.129060317915526,0.315401986912609,0.135277241611462,-0.614967017405829,-0.0744851453110594,0.316987366518076,-3.21805250931065,0.677789336694879,1.41982070485749,0.232437258279825,-0.0910262845384577,0.781109500346137,0.975043414707017,1.06119563192227,0.385670151637134,179027.856707604
"6",0.712209890778529,-0.595395280662111,0.229318057337167,2.0881589303001,-0.0328314287591863,0.818978948153601,1.07121026835773,-0.0030682235291217,-0.0257077478337935,5.23583969501875,0.188127419615762,-0.261325704726798,0.184661280528743,-0.954776362351815,-0.0626738731596171,0.25743292920516,-2.06944142972868,0.661976534004676,1.36940372690084,0.316779457178535,-0.0796969171122871,0.888239697722193,1.48361578316683,1.2170819338434,0.242917218458028,179028.629955574
"7",-0.289164690451101,-0.257605508075107,0.451437829135028,1.86011818321842,-0.0351560114227203,0.834979118768248,1.11299591164579,-0.00158973691665766,-0.0281286245060125,5.2498047896624,0.0660189302243364,0.449341156280045,0.129746436775458,-0.660733617385593,-0.0695420658259454,0.345233052116853,-3.19414518843311,0.509826322375241,1.38038139886693,0.206634036703004,-0.0973863466961827,0.702991204712781,0.985994337336373,1.04150205352605,0.383055790009268,179032.164167893
"8",0.724821837737732,-0.429593616392594,0.312911343715223,2.00818273863631,-0.0319586246784865,0.79040551893586,1.06775260616913,-0.00264849260347597,-0.0269922994708174,5.23893149994809,0.106554867662417,0.711993839512283,0.167904540142851,-0.624486190508742,-0.0720688395230066,0.353099985382653,-2.519352082485,0.462286098096224,1.43690200756131,0.237001182555826,-0.0817277494795486,0.254211519950527,1.10142136826614,1.14837441858399,0.376705986917062,179033.919685856
"9",0.602013252156452,-0.490625222957091,0.358510560737786,2.11527524238619,-0.0318598601109975,0.792684137745627,1.09653340190032,-0.0036887392977099,-0.0298772014931672,5.24373129578747,0.0588107966021355,0.994979014984321,0.178498141890685,-0.711506422205447,-0.0775252314011994,0.339378582365997,-2.64336485841158,0.550618295999603,1.43007881538263,0.282648792730433,-0.0698187117972326,-0.269145819190046,1.18541467887782,0.979954894796741,0.354139432150422,179027.220252321
"10",0.653708121017792,-0.521236384311942,0.401480564190675,2.13830403560339,-0.0292758001623546,0.927114438768777,1.04470383747456,-0.00357518049687386,-0.0344188709624307,5.23969255751358,0.119846785750974,0.991360758951677,0.134758138422794,-0.765355107740462,-0.067696652998792,0.350439619659227,-2.93441941456142,0.576170900593973,1.38818239935896,0.180524156336755,-0.10092799450174,0.303644693262002,1.21356842832052,1.10694459343634,0.364330944708485,179032.445741694
"11",0.253978427151887,-0.321067909145896,0.387308426063389,2.24589135925509,-0.0240785822984069,1.0766363314379,1.09713247416338,-0.00424138013815145,-0.0284397879177649,5.20593237796658,0.0958576974887004,-0.755324627457566,0.182296931803132,-0.828550895729044,-0.0600524783643688,0.311667800550663,-2.80082661277347,0.428861310813836,1.44646401578528,0.299466408929566,-0.0811796014413462,0.592682018683971,1.29342526261941,0.973569912459105,0.321875095468319,179027.827985662
"12",-0.176976500988786,-0.340267735313043,0.244530606954451,2.02636011082913,-0.0286813766517886,0.677690639434286,1.05713763259628,-0.0025821046773397,-0.0237558063505789,5.22691505377946,0.188184635447578,-0.0139853879364857,0.205611470607184,-0.912845645651165,-0.064663548222478,0.284764568369334,-2.2769488394759,0.618566182443597,1.30163587166923,0.205372371455963,-0.101275187077953,0.582131217335606,1.40265484273801,1.35452145212628,0.424924249078119,179027.876326756
"13",0.392442521069934,-0.344287156219112,0.430507165155708,1.84250394762501,-0.0425907778058962,0.816211675499349,1.02600566315064,-0.00117024169822864,-0.0272701989355036,5.25785014797622,0.103652013127442,0.281999514771132,0.136181876518497,-0.59623630655738,-0.0659579909769279,0.387525243604123,-2.91859007347804,0.438137638641574,1.4717479925421,0.213354507230905,-0.066019784198393,0.818204016928311,1.01992021931815,0.955464209224548,0.228073177307531,179024.21184511
"14",0.278019301380983,-0.384024179045028,0.234355691649713,2.13953569122151,-0.0321888750509457,0.882052419323883,1.04233143091506,-0.0031857119078268,-0.02785146236381,5.21931606079745,0.171690580763687,0.203418954161868,0.217847147437459,-0.81856156787724,-0.0505076723304035,0.269224310587219,-2.15064443810311,0.570780329343029,1.29437274812545,0.156969669862164,-0.0911251034621724,0.797299104832585,1.44509709598163,1.13570684329203,0.419887159819601,179023.969348455
