"","racesex","raceLSAT","raceUGPA","racefirst_pf","sexUGPA","sex0","LSATsex","LSATUGPA","LSATfirst_pf","LSAT0","UGPA0","first_pfUGPA","first_pf0","sigma_h_Sq","sigma_h","lp__"
"1",0.0686398754640051,0.974539048785217,0.00437117560042126,0.141739951509811,-0.152251784760868,-1.16014733673599,0.0265556456206721,0.0279609354363143,0.155887802994526,30.6171777027161,2.09070399295836,0.185760763290053,-4.14483972627842,13.636394900794,3.69274896260145,-100523.048452623
"2",0.0694648387119558,0.98463973216011,0.0156120701943388,0.158183404150251,-0.197970949989861,-0.823201876642861,0.0168603008678526,0.0151453210200733,0.143006742812103,30.6196265153764,2.56554280465105,0.122733910230299,-3.91646001825794,13.5389666804717,3.67953348679853,-100520.691911242
"3",0.0619035555546007,0.981572381154873,0.0273121574399345,0.173470827968524,-0.0979117766934412,-0.966764285493753,0.0226515503287634,0.0178303444941781,0.143638232328824,30.6394115816785,2.34673953179774,0.151938437927305,-4.01277789876962,13.6070890689229,3.68877880455347,-100515.908655164
"4",0.0678091561279145,0.971568650965201,0.00404185103439213,0.169163523424879,-0.150054815734149,-0.975246562885928,0.0219273477631627,0.024801347678308,0.13950157955721,30.6930703519639,2.31539822003675,0.0290011617801435,-3.75942717674823,13.7232560001748,3.70449132812789,-100518.958434179
"5",0.0696393466785966,0.977839470760913,0.040338754672182,0.16743516284404,-0.137909305303353,-1.02412556980508,0.0222007629016227,0.0109640925656263,0.147932488490452,30.5979515415526,2.48888260294828,0.141119543221863,-4.05471880224134,13.4724341866088,3.67048146523161,-100515.983749531
"6",0.0714440947804281,0.961912643273813,0.0421416985257679,0.177345332977483,-0.132469552609277,-1.04192427925263,0.0237405438691201,0.0108159449059215,0.139236142229266,30.7369752466734,2.46445252957316,0.14467841040812,-3.83273354665477,13.5415105347639,3.67987914676065,-100516.71573322
"7",0.0738816398272422,0.964688472149951,0.0214536870897371,0.155016632196852,-0.204580044406864,-1.12067839649745,0.0245608777375345,0.0188161529497787,0.147734073952651,30.7247819759386,2.35716672275961,0.186688385862399,-4.00344518142636,13.5890608984293,3.68633434436288,-100513.233926956
"8",0.0606330847519755,0.962149255056321,0.0338928634660732,0.17499529950779,-0.0303248909440245,-0.864038971131208,0.0202242856889616,0.0208690490444751,0.141284804334322,30.7313104785894,2.19758444587789,0.0452447543166323,-3.87473934395038,13.5415272827961,3.67988142238254,-100516.724332856
"9",0.0774363590863208,0.966366019887117,0.0200802757071625,0.149689124913446,-0.207344224564191,-1.16997298602298,0.0257626345379417,0.0106626454510077,0.150598871021161,30.7012763584851,2.64773347676511,0.239344687013785,-4.06947824031879,13.6090147462022,3.68903981358323,-100517.50860864
"10",0.0718773985787205,0.962077307289928,0.00999144129410859,0.149259324013612,-0.228823694677168,-1.19460425483961,0.0277635966418005,0.0106789973810184,0.154739098466676,30.7157806760844,2.70069976588799,0.252916374986751,-4.20308770716532,13.5959327795949,3.6872663016922,-100521.707578586
"11",0.0650380646325321,0.972091666821044,0.0234664401017852,0.158073954559015,-0.0669398153200862,-1.0228141013153,0.0233433373919613,0.0169219305693305,0.143394675612683,30.6491203611305,2.36192452653619,0.166201325311646,-3.85171951383597,13.7580115140198,3.70917935856704,-100515.173880504
"12",0.0724028242581682,0.962161212996275,0.0233225350453717,0.155835480364868,-0.142797998158763,-1.07697389942485,0.0241412649957902,0.0146405703440939,0.147855842384857,30.7117444716162,2.4035343971389,0.220095178983184,-4.01855424660508,13.3846949098852,3.65850993027014,-100514.62224124
"13",0.0779716497919259,0.954098884764209,0.0171436880161723,0.154822614721768,-0.129476937325331,-1.01323950515199,0.0207384159295856,0.0193233999712478,0.148944513175831,30.8395624742496,2.29726170767368,0.21675881336976,-4.04215544932891,13.6297041732562,3.69184292369762,-100516.818371512
"14",0.0663196895484051,0.989654322281091,0.0402288973458651,0.160433038961989,-0.097905133997169,-1.1141106091467,0.0262414203748506,0.0180762234448907,0.142875976062168,30.6087648345574,2.35409597425839,0.00824372096577512,-3.87477415230238,13.5167905803427,3.67651881272797,-100518.50096165
"15",0.0752832101449518,0.97230288749974,0.0283561268127411,0.175753939529081,-0.168136050984304,-0.980433873255754,0.0208898631822303,0.0159202045939532,0.147804921289959,30.7221212177515,2.3123668024035,0.248747230186843,-4.13817931298633,13.637931275708,3.69295698265063,-100517.136687085
"16",0.0662715109284384,0.965029773862682,0.00248313454203873,0.160467818880496,-0.0992152591689551,-0.94393972895716,0.0214899933832893,0.0135748949808748,0.142455121092914,30.7470204396877,2.722052236707,0.0217318338072375,-3.83967907585754,13.4740111861948,3.67069628084303,-100517.860781505
"17",0.0699482823032586,0.971382266106431,0.0405203046350441,0.166529672787533,-0.189697628634102,-1.01422309708936,0.0228339571069619,0.017975259160956,0.151905778501302,30.619991689638,2.11264758562094,0.272030773866346,-4.18533751185947,13.5885394930365,3.68626362229243,-100520.331695661
"18",0.0752726149832167,0.952379849083943,0.0489445732750456,0.170915280905108,-0.164945857412221,-0.949246033655124,0.0196527787643925,0.0173617024588132,0.145195317458058,30.8190007062965,2.25501449108248,0.14564140216332,-4.02814077196825,13.5421440969975,3.67996523040605,-100514.767234121
"19",0.0604117742832268,0.955294645216148,0.0476924082654561,0.169653782207962,-0.140730518504248,-0.950993240150107,0.0228150836191786,0.0112321316810891,0.149066744863288,30.7975287490823,2.52837867024134,0.0542127815788148,-4.11858775495825,13.639790969035,3.69320876326197,-100515.483496144
"20",0.0598446085327729,0.938379646242808,0.016235049891648,0.177185732259147,-0.225049486520529,-0.845347967600258,0.0203971257587093,0.0153588484798705,0.143298456928177,30.8355069674572,2.48897473269417,0.25313600638917,-4.00392741733429,13.5075714589371,3.67526481480411,-100521.523658641
"21",0.0801243461801193,0.968791498384756,0.0356841705125498,0.153959026778733,-0.0386731591017995,-1.1477562323784,0.0240408898655976,0.0208610293651496,0.147224363432983,30.7376251749329,2.22354728167992,0.0439044464938023,-3.94126316254923,13.6429899265003,3.69364182433818,-100520.168186694
"22",0.0753075941762333,0.960777372158891,0.0358777075072004,0.161317060368092,-0.0668867566187193,-0.97959300921968,0.0209251541578835,0.0224061530152171,0.138749352512351,30.7028813191648,2.20640490804663,0.0196289127976157,-3.78051204383001,13.6332466079413,3.69232265761557,-100518.175773057
"23",0.0802579132132036,0.961604296462697,0.044376171662782,0.166120621538476,-0.102174032049084,-1.15113078606177,0.024819949960422,0.0252632790260333,0.148480403102594,30.7675994374213,2.05145134981238,0.0260062477902807,-4.07008491502665,13.4062026315662,3.66144816043682,-100519.723710207
"24",0.0632332092909421,0.97175487347231,0.03465095489843,0.16489363837629,-0.226276397439053,-0.973966783916832,0.0225769831294668,0.0115452584469206,0.133659320371125,30.6264147885197,2.51388130292085,0.229037847930144,-3.55764940858808,13.662074243174,3.69622432262626,-100520.100219171
"25",0.0684782501290623,0.965571868152443,0.026288387954791,0.167669836954418,-0.0528599135950468,-1.0390945420244,0.0231791718455153,0.0186625363397525,0.152699630236012,30.6726818956718,2.35340071094376,0.0481633843946574,-4.25126565444345,13.4563380007846,3.66828815672714,-100515.790741449
"26",0.0762009603146772,0.955086094346232,0.051904901044348,0.160442589313263,-0.228577089920533,-0.968643250545953,0.0199750248317778,0.00982801409169902,0.142316376060421,30.7439844290044,2.5527548066511,0.148629259475732,-3.83750521863848,13.6965007274087,3.70087837241494,-100517.527937518
"27",0.0706631306768397,0.951457666101067,0.0422404000678776,0.163517150978259,-0.212461515080317,-1.00352753488327,0.0221017317981232,0.0135113638845067,0.145148422937898,30.8262250650812,2.48899034169098,0.0852911751718326,-3.97261466756265,13.6011857670067,3.68797854752529,-100514.284653108
"28",0.0721382546456378,0.986738505389295,0.0388366319862221,0.169982821550495,-0.228768017860245,-0.823068561053848,0.0171449219298086,0.0186494425900904,0.149045595823418,30.6006180509068,2.43781408448633,0.00763453648585347,-4.09341653253894,13.7833204285332,3.71258945057667,-100522.169927547
"29",0.0602894006107545,0.974390063750065,0.0359225882389404,0.176228818231627,-0.18685500975702,-0.823165019959415,0.0189735331436277,0.0154064114201175,0.143175723378165,30.6680957353356,2.25040451851831,0.300331746247324,-3.93429784470092,13.4240044399955,3.66387833313218,-100519.114857309
"30",0.0667723234671908,0.979346268266598,0.000907450375632501,0.170627080014352,-0.155341209627304,-1.05300648789945,0.0239023139773954,0.0138310116690714,0.140020317381371,30.6189923489139,2.56049996598659,0.28363024324785,-3.83543006078785,13.4768388276834,3.6710814248234,-100515.710693316
"31",0.0753408883652397,0.971589343194676,-0.00769799939778403,0.1714901414858,-0.135629148087557,-0.884361913780131,0.0183113641613665,0.0220114433677389,0.146757883624377,30.6555789968074,2.50031843687139,0.0685541738846815,-4.07957828385415,13.7034819227336,3.70182143312364,-100517.195042194
