"","raceUGPA","race0","sexrace","sexLSAT","sexUGPA","LSATrace","LSATUGPA","LSAT0","UGPA0","first_pfrace","first_pfLSAT","first_pfUGPA","sigma_h_Sq","sigma_h","lp__"
"1",0.014708180962039,1.22500832568196,0.0348002211173139,0.876148229384289,-0.0464643769544195,0.0125616256648177,0.0170564181551005,31.653729883749,2.3904847040308,0.142077747304513,5.24033811724982,0.164751358555605,13.550885025567,3.68115267620986,35590.473322123
"2",0.0472249174917119,1.14064911109921,0.0239664827920846,0.788054563281096,-0.0871138744301388,0.0149901601353989,0.0148710754014665,31.6485049383793,2.30060505879223,0.143813925102897,5.27593119245406,0.109698543878143,13.5645115303535,3.68300305869456,35588.3209905121
"3",0.00899816406323214,1.14648577357618,0.0296279784215724,0.834144071990358,-0.151798231839975,0.0147004862640224,0.00948625604501128,31.621590008778,2.67824079794627,0.143957843830303,5.21799693596641,0.22717264055409,13.5729936072594,3.68415439514408,35590.237189394
"4",0.0361605989773218,1.14603180451653,0.0294900129167526,0.719088292955257,-0.0749897864633099,0.0145414518869071,0.013257127619036,31.7069945526996,2.40928357940286,0.14345510967488,5.22125371048867,0.201396938716886,13.502910659817,3.67463068345881,35589.7592395216
"5",0.0412996296532727,1.17456393571608,0.0343340160424706,0.864890564343709,-0.080271869842888,0.0137649935051514,0.0136014363156601,31.6557493181375,2.40741178753265,0.148130980394847,5.20137588831437,0.0854776698268949,13.5289296812719,3.67816933830838,35593.9098533496
"6",0.00739242370647809,1.19368624134816,0.0302430750257334,0.865682648333522,-0.149931162621079,0.0132540164537696,0.0141824681551903,31.5687092852947,2.62122709496835,0.145860888004224,5.28521672895118,0.135552380678525,13.5570340059987,3.68198777917563,35594.4388210035
"7",0.0095667878182264,1.18290013345336,0.0307297454265525,0.854000551695696,-0.18563953441159,0.0137950709419041,0.0120680153096339,31.5604757601878,2.68072434497948,0.135562501706197,5.30338246156566,0.168661525049502,13.3887055939285,3.65905802002762,35591.6118276386
"8",0.0115163264191375,1.1950646501362,0.030537480550173,0.891886885573608,-0.190316449072823,0.0129227924705962,0.0154709849674469,31.5706177746142,2.58739081232684,0.164282213807388,5.25120931180577,0.133836582632938,13.6602707872774,3.69598035536952,35591.1631351907
"9",0.0118834752987421,1.16476407994856,0.0280665500065414,0.827998232159301,-0.142735065754933,0.0141683353185221,0.0192460656074765,31.6699803577576,2.41734065401231,0.148079698219817,5.1750468156239,0.116849484599777,13.6988955949703,3.70120191221316,35592.8022233251
"10",0.0187801270667516,1.20695660099598,0.0288861295395453,0.792689017796709,-0.215469965800273,0.0124193730596622,0.0129870893415788,31.684072661878,2.68233013543098,0.162607862897755,5.22405476746668,0.109039135227661,13.7123292452845,3.70301623616269,35587.8887304453
