"","raceUGPA","racefirst_pf","race0","sexrace","sexUGPA","sex0","LSATrace","LSATsex","LSATUGPA","LSATfirst_pf","UGPA0","first_pfUGPA","first_pf0","sigma_h_Sq","sigma_h","lp__"
"1",0.0246743662006462,0.156811787119634,1.2708365774503,0.0332939662736607,-0.144302405839307,-0.736822829027527,0.0147176614512836,0.0268646131640979,0.0161528008392368,0.151068634564179,2.44885504669376,0.123583725949067,-4.08685778819207,0.15392073489339,0.392327331310718,102649.52683982
"2",0.0237351189471231,0.177431619197573,1.25754339121769,0.0335763692161795,-0.142349428619921,-0.719341479542707,0.0151380116464392,0.026794912865804,0.0141835100678017,0.145717003404405,2.51775772380591,0.135891465948722,-4.02225682807668,0.151761302310823,0.389565530188213,102649.504882148
"3",0.0264419488359709,0.153306974102076,1.22222115564183,0.0345339491066693,-0.138578014897188,-0.735492644426433,0.016080652910232,0.0265612954897098,0.0140184007726093,0.142963785848648,2.50102510460638,0.139294557887916,-3.84297422066035,0.151963254462007,0.389824645785778,102651.485457014
"4",0.0197093840504706,0.166442451468739,1.22854289669703,0.0363387605948562,-0.137579152879885,-0.758331573785363,0.0157803529625468,0.0269554099906329,0.01597882188829,0.141725669227252,2.46459499181481,0.14531500545403,-3.88544962616536,0.153812881356731,0.392189853714666,102648.603324151
"5",0.0246790791074423,0.17011887762229,1.23271327294758,0.0355245755100523,-0.135763587433885,-0.752296688732316,0.0156613987163126,0.0277185614347486,0.015338983527457,0.144464473939412,2.47599800335395,0.123863068594807,-3.97185899805959,0.150841098486614,0.388382670167728,102653.345693178
"6",0.0245104901958065,0.161134327305043,1.22340366557327,0.0353764177629396,-0.134948866643628,-0.754444955539068,0.0159189770544247,0.0271500924198396,0.0147719187192584,0.148092563711143,2.47829615703353,0.142349768251513,-4.04933772165167,0.156200208759515,0.395221721011782,102653.126736754
"7",0.0251509148257222,0.165554183232434,1.20756095440133,0.0351693104367752,-0.134548181380025,-0.733929693916084,0.016346512061949,0.0271325403852533,0.0155298555746021,0.145881893470585,2.46469693548145,0.127482338503814,-3.98943660887969,0.152480661041865,0.390487722011672,102652.676059975
"8",0.0266880955482301,0.160162436589477,1.20456707791758,0.0210426934003423,-0.132582439148355,-0.807919969035635,0.0166752536381084,0.0283448271437733,0.0153900184011113,0.148485274984497,2.45979098560006,0.126430047516058,-4.06361500986934,0.154767359473129,0.393404828990607,102648.671861911
"9",0.023897355991007,0.157717769110892,1.23794429615349,0.0228361527221503,-0.13137708633202,-0.795020289036502,0.0158111734756975,0.0281402613893232,0.0146917803641475,0.147190844446472,2.49476908607972,0.128362244354479,-4.02186636751309,0.151108230105325,0.388726420642236,102651.984089694
"10",0.0254822586177714,0.162708477124681,1.2441695430119,0.0263435445282723,-0.137007850982623,-0.730085957683603,0.0155901487051334,0.0268963872437108,0.0157675529786498,0.144709398267013,2.44992756461865,0.134244452004512,-3.94107913774509,0.153124551910907,0.391311323514803,102653.076002546
"11",0.0270155179133315,0.156304581699825,1.24671803701629,0.0270497888548436,-0.136347260789208,-0.769193195867306,0.015508496266335,0.027621260577772,0.0151030904346781,0.142529102532054,2.4567178876122,0.135716045840896,-3.83214818460177,0.151990965204229,0.389860186739078,102653.999543262
"12",0.0224462625932188,0.169713984095146,1.2274937666071,0.0330380609190017,-0.136215239048741,-0.69382409251361,0.0158337156128462,0.0258473411691936,0.0162287819846771,0.142819610945271,2.45514543152407,0.126412595602913,-3.92691991691357,0.153787555266682,0.392157564336941,102652.195237331
"13",0.0234395622059992,0.173198667284647,1.24141318399544,0.0423196756990786,-0.132490295340143,-0.904696848706653,0.0154137129075374,0.0314392372902402,0.0160703717422793,0.139920087231792,2.43731790029097,0.141218424923874,-3.84283663317985,0.154855350124293,0.393516645295079,102650.726440156
"14",0.0255016080775274,0.155174253812963,1.25100408229307,0.0406273475771831,-0.132252736184317,-0.836855096202864,0.0151834039188597,0.0296135358196823,0.0159944389489749,0.155518084693056,2.431457581662,0.136780649844173,-4.25483792897482,0.155268302600762,0.394040991015861,102649.538844253
"15",0.0258302491896918,0.15761494674301,1.24944949357287,0.0409523094344554,-0.131550423791767,-0.822539174171272,0.0152395524228954,0.0301419559791525,0.0157100264732906,0.15145105851816,2.4521501070633,0.12506437188997,-4.15837705232098,0.153098464404578,0.391277988653307,102649.11342292
"16",0.0231748969200684,0.174954923217592,1.2674449158962,0.040290043912788,-0.134275936219507,-0.887400821383149,0.0147798478773098,0.0305778637596022,0.0152477678535525,0.140303848629192,2.47254897688991,0.142619373520572,-3.88776529879242,0.155213962112173,0.393972032144634,102649.872815615
"17",0.0245137528627101,0.15681479069932,1.2114917870519,0.0382361189341908,-0.134472379470474,-0.78114974924767,0.016251370807465,0.0282588009993662,0.0154252173131507,0.151247513931391,2.44790069040599,0.146166657406683,-4.10715179532605,0.154052716094274,0.392495498183449,102651.924808868
"18",0.024431207197038,0.162572793446119,1.22602376549929,0.0385532748008186,-0.134683449168597,-0.794348878948623,0.0157888983838951,0.0276345381982438,0.015018459015155,0.150906547749782,2.48910834625139,0.126238295664218,-4.12904016975767,0.151507614129296,0.389239790012912,102649.487463687
"19",0.0253457619020895,0.17512084135149,1.23889381052536,0.037999546856621,-0.135736699185127,-0.88942112892149,0.0156471300271752,0.0317586976360209,0.0153279448765918,0.140991815670629,2.45368780076972,0.142700138702884,-3.86012865860663,0.15546444632422,0.394289799924143,102649.282412272
"20",0.0244531632996189,0.174124595301651,1.2358928178688,0.0376089027488255,-0.136515761150924,-0.909897933616239,0.0155486166290756,0.0308071063732266,0.0144666125416819,0.142271845259889,2.50222144999046,0.128897983703532,-3.9573876081837,0.151094512103378,0.388708775439117,102649.519866995
"21",0.0228249512311853,0.166717627066409,1.22171473779597,0.0385416928598271,-0.138150614765088,-0.871453835831004,0.0160416284191589,0.0310105984717437,0.0157700291417688,0.151115794629024,2.44620817252051,0.147925652033499,-4.17311537019336,0.153316111846507,0.391556013676851,102650.405263885
"22",0.0251411064139349,0.17064659439081,1.21816452387721,0.0345120916457279,-0.130388095729512,-0.742567407693573,0.0161919637435246,0.0266960905911571,0.0154317432641435,0.141495676020282,2.45229937818694,0.134191659432898,-3.88431773634548,0.153971386472385,0.392391878703402,102652.923690077
"23",0.0240478005591692,0.150565222413421,1.24697345318069,0.0347548514073136,-0.129641504120719,-0.737809133087284,0.0153204909698906,0.0277028608665057,0.0149186241024401,0.151183731477422,2.47150573668572,0.14878825590861,-4.10215011194829,0.152887499397442,0.391008311161594,102650.489451998
"24",0.0246337942972682,0.15462252304495,1.23298661040379,0.0365409261846805,-0.128636250948619,-0.911264714338318,0.0157281252159517,0.031207892278018,0.0149833249145575,0.152764525335801,2.48485272656506,0.125397813075756,-4.15972846140428,0.154151563893952,0.392621400198654,102651.93060616
"25",0.0247582889484501,0.15817541224638,1.25445067068925,0.030855702622895,-0.134716184757004,-0.896526155944602,0.0153717811398929,0.0311649786634912,0.0148274526296113,0.145215587911984,2.49425705790373,0.127305990441209,-3.9038283988634,0.151609615048093,0.389370793779006,102649.986493463
"26",0.0282960215608799,0.17331023251494,1.26813398199888,0.0296180811677762,-0.135570581087063,-0.873331533885289,0.014916637721143,0.0305547407447598,0.014848855889944,0.144120069662709,2.45578254677717,0.139825638663847,-3.98213972113123,0.153382405287885,0.391640658369232,102652.25886037
"27",0.0222811524572056,0.160312754012707,1.20833028743344,0.0315176976766022,-0.143245436010565,-0.995760165522845,0.0165002356842991,0.0335804314837058,0.015006004752914,0.147777365979407,2.48727858329398,0.143725405625017,-4.02533923015304,0.153234280217744,0.391451504298736,102650.752453825
