"","raceUGPA","racefirst_pf","race0","sexrace","sexLSAT","sexUGPA","LSATrace","LSATUGPA","LSATfirst_pf","LSAT0","UGPA0","first_pfUGPA","first_pf0","sigma_h_Sq","sigma_h","lp__"
"1",0.0138079216139547,0.166596306071328,1.24671195765297,0.0351027551272314,1.02990337625052,-0.0898798031537874,0.0153236918532732,0.0170808172436808,0.146432286787766,36.1993724110813,2.4762526385738,0.069443944273557,-4.03456135956136,14.8682882262188,3.8559419376099,26769.0399840915
"2",0.0383308937168727,0.169506211456547,1.24645153940812,0.035072667148541,1.0095432509588,-0.0979126584281134,0.0153357260160951,0.0113147050512433,0.148825793346025,36.2072295513615,2.59172070305494,0.0092287670860221,-4.11496210944931,14.8543737730725,3.85413722810599,26768.3479085985
"3",0.0175942441363097,0.155137930898725,1.27453256733696,0.0344050740441081,0.873379312798752,-0.132797110951604,0.0147180286767525,0.0259431903652337,0.148486812777902,36.2315245128981,2.1397969205237,0.0760755767056348,-4.03971521347827,14.7466071818358,3.84013114122888,26767.8821882542
"4",0.0265837519487142,0.154123763610957,1.27177628400699,0.0339560882251047,0.911119301859263,-0.125369171696852,0.0148107785126776,0.0168479197240667,0.141963938186286,36.2202275030118,2.30909914914484,0.242928049807268,-3.80070410514705,14.8372915302264,3.85192049894938,26769.3495291527
"5",0.0158459749417509,0.158783328886393,1.26783562281881,0.0355041773461737,0.968104820817938,-0.13809893655091,0.0148694575035595,0.0170275529090887,0.146183034365335,36.2008470446869,2.54291476399836,0.0131905257165098,-3.96514107187781,14.8106229500354,3.84845721686437,26769.710875944
"6",0.0420132749089311,0.160243888514086,1.25488248164026,0.0376300510189686,0.855136615928665,-0.0992776568099273,0.0150633678203481,0.0134422641551602,0.150914900785941,36.2605969908296,2.49527875200714,0.0604046162461322,-4.11107342770767,14.6746433384139,3.83074970970617,26768.0529026156
"7",0.0197793282097961,0.162045312899297,1.26116505983756,0.0393545608947096,0.961072904359357,-0.152418774183472,0.014912633004105,0.0139222377929098,0.141746741555697,36.2082996431982,2.41448616792742,0.270469213724036,-3.80455782384626,14.9163520322267,3.86216934276926,26768.19222453
"8",0.0273802769506876,0.166733594894914,1.25638274088035,0.0353282309230273,0.903222709654192,-0.223991255969454,0.0150332343532315,0.0160153423320954,0.141537756411972,36.2387006405396,2.37540891505937,0.251245170520849,-3.89342107314271,14.9025740588991,3.8603852215678,26768.6069510097
"9",0.0130253269503454,0.1785957495115,1.25984932822679,0.0332763777221798,0.945145971071545,-0.140848891320798,0.0149728802341178,0.0223793369039388,0.143202708786156,36.2105118660478,2.40898206429841,0.0503333631527956,-3.9353717819573,14.6935096136331,3.83321139694031,26765.7667088665
"10",0.0407381387360341,0.17596810246725,1.26247495417093,0.0333219228118324,0.935930367884443,-0.145782592419975,0.0150844373449827,0.012085506802292,0.138354399928013,36.2172482179905,2.3469717437279,0.231730194303846,-3.83622690897902,14.6942173735599,3.83330371527745,26765.4601961412
"11",-0.00042718964958312,0.174661530873083,1.25943542724955,0.0320866836708918,0.930910131058,-0.149256222033738,0.0152030409034154,0.0266350285041331,0.14937049591837,36.2485584086377,2.27458698466628,0.012939847363877,-4.18931614971748,14.9399729515127,3.86522611906635,26764.2745785979
"12",0.0300309140124757,0.162385731716289,1.23733093498921,0.0234599113773378,0.93227037870822,-0.0611776526887052,0.0156590218502805,0.0182610844247095,0.149655226313587,36.1892685699419,2.39207066628791,-0.0319266721703861,-4.08957565757421,14.8922915966254,3.85905319950702,26765.6197852897
