"","raceLSAT","raceUGPA","racefirst_pf","race0","sexrace","sexLSAT","sexUGPA","LSATUGPA","LSAT0","UGPA0","first_pfLSAT","first_pfUGPA","first_pf0","sigma_h_Sq","sigma_h","lp__"
"1",0.771154012198465,0.038479945599334,0.302070368614791,1.80831597947701,0.0391871101288611,0.590439479705038,-0.113791893226125,0.022933020112523,27.7901446341006,2.17394159233654,4.29021447816105,0.0285829714078868,0.322944606126193,12.7850567538801,3.57561977199479,29284.1521502453
"2",0.778600854398177,0.0111332414160973,0.268644483655192,1.80904625163376,0.052832330800057,0.595049890047614,-0.128914231310767,0.0119663993588499,27.8437813475343,2.53215239706866,4.15548314561982,0.238686003283467,0.512297421190965,12.6045197898927,3.55028446605237,29281.2341218135
"3",0.772844646280763,0.00774793932394574,0.262904927440645,1.80644628931973,0.0471011051167067,0.587001078543445,-0.130213313363646,0.0104989715332792,27.9564630234517,2.64656473989543,4.07445865597841,0.216344966185097,0.539652400151896,12.6487516766343,3.55650835464143,29280.6132194856
"4",0.794712994950124,0.0144873251266499,0.272242642229395,1.80800993502409,0.0440020092453922,0.590139274487428,-0.137039890512859,0.0209871903728518,27.5671822950474,2.20819196407235,4.35403992966004,0.218827229215445,0.478120362648425,12.6838808551622,3.56144364761851,29283.8853499568
"5",0.800213072375112,0.0346621023984671,0.275219407747895,1.80769324471415,0.0479259027210732,0.589970804888483,-0.149523078944552,0.0216498254572108,27.5259156137858,2.06681872531619,4.33787700853658,0.221640001338958,0.463224112364205,12.7160876220421,3.56596236968958,29282.8444683539
"6",0.756770328684026,0.0123452279663509,0.300751640580583,1.81417721162247,0.0409223198982148,0.58365523822642,-0.132970638297306,0.0112065419669507,27.9978161896217,2.72705565207542,4.1260949485237,0.0619173575258856,0.308872170552083,12.6313119511308,3.55405570456216,29281.6971070068
"7",0.767534615380706,0.0343530758848045,0.306142815225456,1.80450174810656,0.0528058773619705,0.544742744213846,-0.110273454011916,0.0119050928975361,27.8231680854292,2.48467843185403,4.22798188247486,0.207529539631818,0.287236232652431,12.592603337743,3.54860583014555,29280.6724960486
"8",0.798420021549829,0.0159814608418948,0.28120734529048,1.81170205492015,0.0406643424262931,0.615187764366674,-0.20025194917589,0.0234379775684827,27.6166594294718,2.31909264606099,4.23058735416694,0.106345680679198,0.409450191172071,12.8279452363656,3.58161210020929,29283.4521749532
"9",0.754114847252892,0.037525035597146,0.285258747453689,1.80690064815695,0.0503044987251129,0.566112634406638,-0.0900095362738667,0.00993183261194319,27.9519125506029,2.52292214705223,4.23503285911043,0.170778043145181,0.388096056515098,12.5515738819794,3.54282004651371,29285.1444785835
"10",0.76682896006474,0.0529489035468657,0.284145692577949,1.81028955990205,0.0435428053628462,0.618753437263401,-0.172061820167433,0.0111990623653371,27.7959566436386,2.49269224727229,4.28535708643689,0.0829458121394145,0.391485543404417,12.7348630859096,3.56859399286464,29287.0718652845
